gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
36,x*x,20,-10,-0.06957195176060388,-0.09494772204351073,-0.012871404926013397,-0.031661775602300546,27.20962896825397,1002.138639523302,74.082,5.688019184652278,0.04303942106265477,-0.1192047969432727,0.9618044822702079,0.7830533953220836,524.3833333333332,8283.064008792966,1050.2,38.033812949640286,((((4)-(9))-((0)+((1)*(x))))+(((5)-(7))*((x)*((x)-(x))))),(((((9)/(3))/((3)/((5)*(1))))/(((2)*((3)-(4)))*((6)+((0)+(3)))))*((((0)*(x))*((x)-(x)))-(((8)+(x))-((x)-((x)+((x)*(x))))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,36,34,37,37,3
37,x*x,20,-10,-0.03272651845862395,-0.09370510507042223,0.020146480869242884,-0.04452695885527441,NaN,NaN,433.5352401251009,6.345999999999999,0.9249944025673558,-0.5,0.6690631021498039,0.2308930115040617,4045.3301587301585,4611.42626984127,13399,67,((((9)-((6)+(5)))+((8)*((5)*(x))))-(((4)/(5))*((9)-((4)*((x)-(x)))))),(((((x)-((x)+(x)))+((2)-((8)*(7))))*(((8)-((9)/(7)))*((x)/((2)*(0)))))*((((6)/(8))*((6)+((0)*(7))))-(((3)-((x)+(x)))-((x)-((x)+((x)*(x))))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,37,37,38,38,3
38,x*x,20,-10,-0.02873527191639605,-0.07888385555697047,0.03185479675029611,-0.022720040767710906,NaN,NaN,1251.819892857143,3.9794841269841266,0.9747633639377619,-0.40882352941176475,0.8545488551809676,0.7315762962291192,11218.501785714287,8806.375,39823.05714285715,56.66666666666667,((((6)/((7)+(2)))*((9)-((9)*(8))))+(((8)*(x))*((x)*((x)-((x)+(2)))))),((((2)/(6))+((5)*((2)+(x))))-((x)-((x)+((x)*(x))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,36,37,39,39,3
39,x*x,20,-10,-0.0628724498734863,-0.11371687925137763,0.0015519649237995337,-0.057200255882726106,NaN,NaN,293.7942857142857,12.795182539682541,0.8921095008051529,-0.3846938775510204,0.8054131251764021,0.7958256668759709,3200.2375,NaN,9315,54.44444444444444,((((x)+(6))*((8)*(6)))*((x)*((x)-(x)))),(((((0)*(7))/((9)*((7)*(1))))+(((2)/(1))/((3)*((2)/(6)))))-((((3)-(4))*((3)+(0)))+(((x)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,39,38,40,40,3
40,x*x,20,-10,-0.054552001683986814,-0.08125682909097164,0.0559207779122404,-0.03257689786238375,NaN,NaN,437.444,5.35,0.7387574733558617,-0.6753875968992248,0.8244276930881944,0.13556266732123412,1031.932142857143,470.49642857142857,3847,103.2,((((1)+((3)*(2)))-((0)*((x)*(2))))-(((0)/(1))-((8)*((x)*((x)-(x)))))),((((5)-(0))-((x)+((0)/(9))))*(((2)-(x))-((x)+((x)*(x))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,39,40,41,41,3
41,x*x,20,-10,-0.06878799959625603,-0.08051781872031082,-0.005911699877561429,-0.04564328294153258,NaN,NaN,1703.21,6.37238888888889,0.9878853629870717,-0.6306504961411247,0.9586673348965827,0.10172213514552154,20794.44375,177.26726190476188,82957.5,90.70000000000002,((((0)-((8)*(6)))+((6)-((5)*(7))))+(((x)/(1))*((x)*((x)*((x)-(x)))))),((((8)-(1))-((1)*((1)/(3))))+(((9)-(x))-((x)+((x)*(x))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,40,40,42,42,3
42,x*x,20,-10,-0.06802354800144415,-0.0915630473513052,-0.021447863331686787,-0.03286280572563857,NaN,NaN,647.5346394557826,6.074285714285715,0.9680061971412502,-0.49242424242424243,1.2368412452320945,0.21570871708268424,NaN,216.06458333333333,31412.333333333343,66,((((8)/((7)/(8)))+((1)*((8)+(3))))*(((8)+(6))*((2)*((x)*((x)-(x)))))),(((((2)-(x))*((1)-(5)))*(((0)-(x))-((5)-(9))))/(((9)+((x)-(x)))-((2)*((4)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,42,42,43,43,3
43,x*x,20,-10,-0.03696777920611191,-0.10508638954433522,0.03792741920695711,-0.04686412091678377,NaN,NaN,202.1665,46.70970068027213,0.8053494993317968,-0.5073529411764706,0.8469235293131213,0.688367026763751,1613.7562500000001,8321.127777777778,5163.1,68,((((x)+((0)-(9)))/((5)*((9)-(2))))*(((6)*(8))*((x)*((x)-(x))))),((((5)/(1))+((x)*((4)+(0))))-(((7)-(x))-((x)+((x)*(x))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,43,43,44,44,3
44,x*x,20,-10,-0.06815092066421131,-0.08559127753523015,0.01919532231827911,-0.04437488834399886,NaN,NaN,226.86799999999997,9.299797619047617,0.869232570848622,0,0.9202470233262473,0.8464687995212156,1943.0249999999999,NaN,7685.399999999999,33.5,((((7)-((3)*(6)))*((8)/((9)+(3))))-(((2)/(8))+((4)*((x)*((x)-(x)))))),(((((9)*(7))*((7)*(0)))*(((9)/(9))*((8)*(x))))-(((3)-((x)*(x)))+(((x)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,41,44,45,45,3
45,x*x,20,-10,-0.06559379849650009,-0.10638884924268535,0.0205554859476647,-0.05681319612865314,NaN,NaN,1856.5988,10.171458409570725,0.9885574144538641,-0.6884300595238094,0.9426160835736274,0.12616179503473057,22048.7,295.8466666666667,87829.8,107.51999999999998,((((1)-((8)+(4)))*((0)-((4)/(5))))*(((6)*(8))*((7)*((x)*((x)-(x)))))),(((((9)-(6))+((1)/((3)-(3))))-(((3)-(8))/((1)-((6)*(3)))))-((((x)+(7))/((5)+(x)))-(((x)-(x))+((5)*((6)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,41,45,46,46,3
46,x*x,20,-10,-0.03818082170855275,-0.1034052451252458,0.03912901434557044,-0.018978729606842507,141.46388888888887,1376.646228726153,512.0044444444444,4.934484349055827,0.9161976235146967,-0.6674937965260546,0.8743353975136733,0.5831297150725209,3170.475,10396.377777777778,11992.5,100.75,((((0)-(7))*((5)-((8)*(7))))-(((6)*(4))*((x)*((x)-(x))))),(((((x)+(4))*((7)*(0)))/(((8)*(4))*((0)+((8)-(9)))))*(((2)-((x)+(3)))/(((6)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,41,46,47,47,3
47,x*x,20,-10,-0.04205200694145038,-0.07782140353495577,0.009588649015918455,-0.014194094765732704,137.46125,2776.5028028673837,429.96,11.729166666666664,0.9286221590909091,-0.014705882352941176,1.3341647838400648,0.8472837953816383,4639.8125,8303.03125,14080,34,((((6)*((x)*(7)))+((3)-((3)-(9))))*(((8)/(6))*((x)*((x)-(x))))),(((((9)-(8))-((4)/(8)))-(((9)-(0))-((4)*((6)-(6)))))-(((8)*((6)/(8)))+(((x)-(x))-((x)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,41,47,48,48,3
48,x*x,20,-10,-0.049329085108452804,-0.11651367906632908,0.001092075306417699,-0.05943001200043896,289.4192159024104,1656.6822708333334,1115.2435714285714,659.2684166666666,0.981238449045121,-0.6728515625,0.9615951765581694,0.5968414332604844,13436.6875,9068.108333333334,53567,102.4,((((5)*(4))*((8)*(7)))+((3)*((x)*((x)-(x))))),(((((7)/(5))*((1)*(7)))+(((0)*(0))+((2)*((x)-(2)))))/((((6)-(2))+((x)+(x)))-(((x)-(7))*((1)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,48,47,49,49,3
49,x*x,20,-10,-0.03305213221175205,-0.0880010667624138,0.050535252247519126,-0.018754858519900493,564.3725,1019.0009999999999,2198.68,5.1626666666666665,0.981238449045121,-0.6728515625,0.9615951765581694,0.5968414332604844,13436.6875,9068.108333333334,53567,102.4,((((5)*(4))*((8)*(7)))+((3)*((x)*((x)-(x))))),(((((7)/(5))*((1)*(7)))+(((0)*(0))+((2)*((x)-(2)))))/((((6)-(2))+((x)+(x)))-(((x)-(7))*((1)+((x)*(x)))))),AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub|AddTreeWithDiv|MutateNonTerminalR|MultXD|MutateNonTerminalR|MultXD|SubXD|ReplaceBranchR|AddToLeafR,MutateTerminalR|SubXD|MutateNonTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|SubXD|SubXD|AddXD|AddTreeWithMult|MultXD,AddTreeWithDiv,SubXD,48,47,49,49,3
