A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,AddTreeWithAdd,AddTreeWithMult,AddTreeWithAdd,0,0,0,3
AddTreeWithMult,AddToLeafR,AddTreeWithMult,AddToLeafR,0,0,1,3
AddTreeWithDiv,AddTreeWithAdd,AddTreeWithDiv,AddTreeWithAdd,0,0,2,3
AddRandomSubTreeR,SkipD,SkipD,SkipD,0,0,3,3
AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,AddTreeWithMult,0,0,4,3
AddRandomSubTreeR,DivXD,AddRandomSubTreeR,DivXD,0,0,5,3
AddRandomSubTreeR,MultXD,AddRandomSubTreeR,MultXD,0,0,6,3
MutateNonTerminalR,SkipD,DivXD,SkipD,0,0,7,3
MultXD,SkipD,MutateTerminalR,SkipD,0,0,8,3
ReplaceBranchR,AddToLeafR,ReplaceBranchR,AddToLeafR,0,0,9,3
SkipD,SubXD,SkipD,SubXD,0,0,10,3
ReplaceBranchXR,SkipD,ReplaceBranchXR,SkipD,0,0,11,3
AddToLeafR,ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,0,0,12,3
MutateNonTerminalR,AddTreeWithSub,MutateNonTerminalR,AddTreeWithSub,0,0,13,3
AddRandomSubTreeR,ReplaceBranchXR,AddRandomSubTreeR,ReplaceBranchXR,0,0,14,3
