A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,DivXD,AddTreeWithMult,AddTreeWithSub,0,0,0,1
MultXD,AddTreeWithDiv,MultXD,AddTreeWithDiv,0,0,1,1
ReplaceBranchR,AddTreeWithSub,ReplaceBranchR,SubXD,0,0,2,1
SkipD,AddTreeWithDiv,SkipD,AddTreeWithDiv,0,0,3,1
SubXD,AddTreeWithSub,SubXD,AddTreeWithSub,0,0,4,1
AddXD,MutateNonTerminalR,AddXD,MutateNonTerminalR,0,0,5,1
MultXD,AddRandomSubTreeR,MultXD,AddRandomSubTreeR,0,0,6,1
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,7,1
ReplaceBranchXR,MutateNonTerminalR,ReplaceBranchXR,MutateNonTerminalR,0,0,8,1
AddTreeWithDiv,ReplaceBranchR,AddTreeWithDiv,ReplaceBranchR,0,0,9,1
ReplaceBranchXR,MutateNonTerminalR,ReplaceBranchXR,MutateNonTerminalR,0,0,10,1
ReplaceBranchR,AddXD,ReplaceBranchR,AddXD,0,0,11,1
SubXD,ReplaceBranchR,SubXD,ReplaceBranchR,0,0,12,1
MultXD,MutateTerminalR,MultXD,MutateTerminalR,0,0,13,1
AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,0,0,14,1
