gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
33,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000006744662293852117,-0.0384,0.0000040250248250902015,8451.128,8450.9855,8451.128,8450.2776,-0.96,0.00017947899972648766,0,0.00008953254226000373,211278.2,211268.63,211278.2,211240.28,(0),((6)*(x)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,31,32,34,34,3
34,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000002584274410254856,-0.0384,0.0000009333665281159803,8451.128,8451.0734,8451.128,8450.9308,-0.96,0.000031806405014815366,0,0.00001435899947084425,211278.2,211276.03000000003,211278.2,211271.48,(0),((2)+(x)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,31,33,35,35,3
35,x*x*x*x*3*x+1,25,-10,-0.0384,0.000000775756586865385,-0.0384,0.000003368071102465413,8451.128,8450.9641,8451.128,8450.416399999998,-0.96,0.00023854803761118413,0,0.00012342162003250206,211278.2,211266.56,211278.2,211227.8,(0),((x)*(8)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,34,35,36,36,3
36,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000040799546795976877,-0.0384,0.0000015202704301746963,8451.128,8451.041799999999,8451.128,8450.8068,-0.96,0.00011927401880559206,0,0.00005452789517403813,211278.2,211270.28,211278.2,211253,(0),((x)*(x)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,34,33,37,37,3
37,x*x*x*x*3*x+1,25,-10,-0.0384,0.000000271206399905284,-0.0384,0.0000008084127941299436,8451.128,8451.0707,8451.128,8450.957199999999,-0.96,0.00003294234805115225,0,0.000014421788252902591,211278.2,211275.72,211278.2,211271.24,(0),((6)+(x)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,34,33,38,38,3
38,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000009660266741120732,-0.0384,0.0000045929963432118055,8451.128,8450.9239,8451.128,8450.1576,-0.96,0.000209013518668767,0,0.00008991161683731258,211278.2,211260.28,211278.2,211234.04,(0),((7)*(x)),ReplaceBranchR|MultXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,37,33,39,39,3
39,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000006773060747004683,-0.0384,0.0000037088540133375495,8451.128,8450.9849,8451.128,8450.3444,-0.96,0.00017947899972648766,0,0.00008897070654569934,211278.2,211268.47,211278.2,211240.28,(0),((x)*(6)),ReplaceBranchR|MultXD|AddTreeWithDiv|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD,DeleteTerminalR,MutateTerminalR,38,38,40,40,3
40,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000001221140057914232,-0.0384,0.00000033888967248076686,8451.128,8451.1022,8451.128,8451.0564,-0.96,0.000025369394476169968,0,0.000011417525182705466,211278.2,211275.93,211278.2,211272.84,((((x)*(0))*((0)*(6)))*((x)*((1)-((9)*(x))))),((x)-(4)),ReplaceBranchR|MultXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,37,40,41,41,3
41,x*x*x*x*3*x+1,25,-10,-0.04100398727365152,0.00000042503201939620756,-0.0384,0.0000010696796924653859,7901.871900000002,8451.038199999999,8451.128,8450.902,-0.96,0.00003351031956925181,0,0.000017220752534965635,211278.2,211274.37,211278.2,211271.12,(0),((9)+(x)),ReplaceBranchR|MultXD|FellTreeD|AddTreeWithMult|AddXD,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,MultXD,MutateTerminalR,40,41,42,42,3
42,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000024896129843114096,-0.0384,0.0000010431743549531545,8451.128,8451.0754,8451.128,8450.9076,-0.96,0.00003351031956925181,0,0.000022340699567366356,211278.2,211275.08000000002,211278.2,211271.12,(0),((x)+(9)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,41,41,43,43,3
43,x*x*x*x*3*x+1,25,-10,-0.03851648660391843,0.0000010303952894398918,-0.0384,0.000003848953654472449,7835.851000000001,8450.9103,8451.128,8450.3148,-0.96,0.00017947899972648766,0,0.0000875552653309048,211278.2,211259.08000000002,211278.2,211240.28,((6)*(0)),((6)*(x)),ReplaceBranchR|MultXD|FellTreeD|AddTreeWithMult|AddXD,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddTreeWithMult,MutateTerminalR,40,43,44,44,3
44,x*x*x*x*3*x+1,25,-10,-0.038400033983629164,0.0000008481765440813547,-0.03840001325266876,0.000005136355762215303,8450.9485,8450.948800000002,8451.058,8450.0428,-0.96,0.000209013518668767,0,0.00011284825137928032,211278.2,211269.28000000003,211278.2,211234.04,(0),((7)*(x)),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddToLeafR,DeleteTerminalR,MutateTerminalR,42,44,45,45,3
45,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000005622921392415971,-0.0384,0.000002073096041147438,8451.128,8451.0092,8451.128,8450.69,-0.96,0.0000904967952208247,0,0.00004344239349076055,211278.2,211272.11000000002,211278.2,211259.08,((7)*(0)),(((x)*(3))-((0)-(0))),ReplaceBranchR|MultXD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,ReplaceBranchR,MutateTerminalR,44,43,46,46,3
46,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0000007968622073571092,-0.0384,0.0000008368113700335442,8451.128,8451.2964,8451.128,8450.9512,-0.96,0.000026694661351781535,0,0.00002633596026994865,211278.2,211276.97,211278.2,211272.56,(0),(((x)-(3))+((8)*(0))),ReplaceBranchR|MultXD|FellTreeD|DeleteTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,DeleteTerminalR,MutateTerminalR,45,46,47,47,3
47,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000013921062636504437,-0.0384,0.000013756270168907303,8451.128,8450.8339,8451.128,8448.2216,-0.96,0.0006520313028036462,0,0.0003306957568270839,211278.2,211244.21000000002,211278.2,211140.44,((8)*(0)),(((x)*(4))*((6)-(2))),ReplaceBranchXR|MultXD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,ReplaceBranchXR,MutateTerminalR,46,43,48,48,3
48,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0000000032812210915911254,-0.0384,0.0000014540070863913625,8451.128,8451.1287,8451.128,8450.8208,-0.96,0.00004998149359469018,0,0.00003305916426177178,211278.2,211275.02000000002,211278.2,211267.64,((x)*(0)),(((x)+(x))-((6)-(2))),MutateNonTerminalR|MultXD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|AddRandomSubTreeR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,MutateNonTerminalR,MutateTerminalR,47,48,49,49,3
49,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000011316930753011809,-0.0384,0.000005524469632932284,8451.128,8450.8889,8451.128,8449.9608,-0.96,0.0002580483930666705,0,0.00013597339038328576,211278.2,211264.69,211278.2,211223.68,((5)*(0)),(((5)+(4))*((x)-(1))),AddTreeWithDiv|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,FellTreeD,MutateTerminalR,48,43,50,50,3
50,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000008723097643841353,-0.0384,0.0000022775657876687915,8451.128,8450.9437,8451.128,8450.646799999999,-0.96,0.00015278433837470612,0,0.00006836688050626512,211278.2,211267.22,211278.2,211245.92,((2)*(0)),(((x)*(5))-((0)-(7))),AddTreeWithDiv|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddTreeWithMult,MutateTerminalR,48,43,51,51,3
51,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000006952984890518543,-0.0384,0.000003082192105007731,8451.128,8450.9811,8451.128,8450.4768,-0.96,0.00012040996184179118,0,0.00005984515817224574,211278.2,211269.67,211278.2,211252.76,((2)*(0)),(((x)*(4))-((3)*(0))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|DeleteMaliciousR|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,ReplaceBranchR,MutateTerminalR,50,51,52,52,3
52,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00000021556925519056334,-0.0384,0.000004791786478140969,8451.128,8451.1736,8451.128,8450.115600000001,-0.96,0.0002394946568079708,0,0.00011245717019239206,211278.2,211262.27000000002,211278.2,211227.6,((9)*(0)),(((3)-(2))+((8)*(x))),ReplaceBranchR|SkipD|FellTreeD|MutateTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|DeleteMaliciousR|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,ReplaceBranchR,DeleteMaliciousR,51,51,53,53,3
53,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000324978413608421,-0.0384,0.000019666960434159687,8451.128,8450.4414,8451.128,8446.9728,-0.96,0.0010117465976139956,0,0.0005045852258027459,211278.2,211224.19,211278.2,211064.44,((7)*(0)),(((x)*(9))*((x)-(2))),ReplaceBranchR|SkipD|FellTreeD|MutateTerminalR|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,DeleteTerminalR,MutateTerminalR,51,53,54,54,3
54,x*x*x*x*3*x+1,25,-10,-0.038400003994733006,-0.0000011019842609487985,-0.03840000121167257,0.0000015922134891376476,8451.1069,8451.3609,8451.121600000002,8450.7916,-0.96,0.000002839857590635573,0,0.000010763551115614011,211278.2,211279.06,211278.2,211277.6,((4)*(0)),(((2)-(7))-((1)+(9))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|MultXD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,DeleteTerminalR,MutateTerminalR,53,54,55,55,3
55,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000009836882370570165,-0.0384,0.00000767897492500503,8451.128,8450.9202,8451.128,8449.5056,-0.96,0.00035289963659287926,0,0.00017574841354476566,211278.2,211246.72,211278.2,211203.64,((x)*(0)),(((x)*(6))-((2)*(2))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|MultXD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,SkipD,MutateTerminalR,53,54,56,56,3
56,x*x*x*x*3*x+1,25,-10,-0.038397535079340885,0.0000015137576877111682,-0.03838930335453444,0.00001272445524432027,8464.1476,8450.808200000001,8507.627199999999,8448.4396,-0.9589303354534447,0.0004710377123622722,0.0005501981327066002,0.00026241242797930744,212580.16,211260.86,216928.12,211178.68,((((6)*(9))*((x)*(x)))*((1)*((0)-(4)))),(((4)*(x))-((1)*(4))),ReplaceBranchR|SkipD|MultXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|MultXD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,SkipD,MutateTerminalR,56,54,57,57,3
57,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0000020090332123952005,-0.0384,0.0000023551885618141162,8451.128,8451.5526,8451.128,8450.6304,-0.96,0.00014104626033361445,0,0.00013292652752858977,211278.2,211283.97999999998,211278.2,211248.4,((2)*(0)),(((x)+(x))*((4)-(7))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|MultXD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddTreeWithMult,MutateTerminalR,53,54,58,58,3
58,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000002987130513883565,-0.0384,0.0000018799857249853213,8451.128,8451.0649,8451.128,8450.730800000001,-0.96,0.00006058362859972047,0,0.00001898217374459333,211278.2,211271.04,211278.2,211265.4,((7)*(0)),(((x)*(2))-((5)-(5))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|MultXD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,DeleteTerminalR,MutateTerminalR,57,54,59,59,3
59,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0000006516211094098777,-0.0384,0.0000015922134891362701,8451.128,8451.2657,8451.128,8450.7916,-0.96,0.00005793309484849734,0,0.000026430121062724823,211278.2,211272.99,211278.2,211265.96,((9)*(0)),(((x)-(5))+((3)+(x))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,SkipD,MutateTerminalR,58,59,60,60,3
60,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000013367933691194355,-0.0384,0.000009233323646267077,8451.128,8450.845599999999,8451.128,8449.1772,-0.96,0.00041575515126513575,0,0.0001765724958912237,211278.2,211244.53,211278.2,211190.36,((3)*(0)),(((x)*(6))+((9)-(1))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,ReplaceBranchR,MutateTerminalR,59,59,61,61,3
61,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000036540366803644073,-0.0384,0.000001308227730075468,8451.128,8451.0508,8451.128,8450.8516,-0.96,0.00003275302421173981,0,0.000017301046686675463,211278.2,211274.69,211278.2,211271.28,((6)*(0)),(((x)+(9))-((2)+(2))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,DeleteMaliciousR|SubXD|ReplaceBranchR|MultXD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,SkipD,MutateTerminalR,59,60,62,62,3
62,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000005354294496563069,-0.0384,0.0000045210532842502315,8451.128,8451.0149,8451.128,8450.1728,-0.96,0.0002964811324595437,0,0.00015364033797662891,211278.2,211264,211278.2,211215.56,((0)*(0)),(((x)*(9))-((x)-(5))),ReplaceBranchR|SkipD|FellTreeD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,FellTreeD,MutateTerminalR,59,62,63,63,3
63,x*x*x*x*3*x+1,25,-10,-0.038400001571387864,-0.0000011310097261452098,-0.038399998712597895,0.0000011075444603396084,8451.119700000001,8451.3671,8451.134800000002,8450.893999999998,-0.96,0.000031806405014815366,0,0.000027653120356762677,211278.2,211276.53,211278.2,211271.48,((x)*(0)),(((2)-(3))-((3)+(x))),AddTreeWithMult|AddXD|AddXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddTreeWithMult,MutateTerminalR,61,62,64,64,3
64,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00000010504974282175502,-0.0384,0.0000008765693763046463,8451.128,8451.1502,8451.128,8450.942799999999,-0.96,0.00003029181429992911,0,0.000009716574579218207,211278.2,211275.84,211278.2,211271.8,((2)*(0)),(((x)-(8))-((4)-(4))),AddTreeWithMult|AddXD|AddXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddTreeWithMult,MutateTerminalR,61,63,65,65,3
65,x*x*x*x*3*x+1,25,-10,-0.036966184603996054,-0.000002093030947593128,-0.03295958242733988,0.000002769807770040573,16024.4764,8451.5704,37187.16880000001,8450.542800000001,-0.41595824273398774,0.00012040996184179118,0.2674682802858845,0.00009343133270487477,968613.0399999999,211272.66,3084882.28,211252.76,((((x)*(x))*((x)*((x)*(3))))*(((x)+(3))*((8)*((7)+(0))))),(((x)*(4))*((3)-(8))),AddTreeWithMult|AddXD|AddXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddTreeWithMult,MutateTerminalR,61,63,66,66,3
66,x*x*x*x*3*x+1,25,-10,-0.03746789622403069,-0.0000003465756970140735,-0.03459746491592602,0.0000021242134777777766,13374.4582,8451.201299999999,28535.9472,8450.679199999999,-0.5797440682474576,0.0000904967952208247,0.19012957639441144,0.00004659093551653278,713389.12,211268.09,2219772.92,211259.08,((((x)*((x)*(x)))*((x)*((7)*(4))))*(((x)+(4))*((1)+((0)+(x))))),(((x)*(3))-((2)-(2))),AddTreeWithMult|AddXD|AddXD|AddTreeWithMult|DeleteTerminalR,FellTreeD|SubXD|AddTreeWithMult|SkipD|MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteMaliciousR|AddXD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|FellTreeD|DeleteNonTerminalR|ReplaceBranchXR|ReplaceBranchR|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddToLeafR,AddXD,MutateTerminalR,61,65,67,67,3
