gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x*3*x+1,25,-10,-0.03243183203258684,0.000000884615674333606,-0.01599389223397945,0.000004432071079744292,80490.08299999998,8450.9411,288860.6224,8450.1916,0.7943468534902526,0.000209013518668767,0.853359617312989,0.00010447068142118964,6810769.4399999995,211267.14,25683803.48,211234.04,((((x)*((x)*(7)))+((x)*((x)*(6))))*(((5)*(7))*((x)+((7)-(4))))),((x)*(7)),AddTreeWithMult|AddTreeWithAdd|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|AddXD|DeleteMaliciousR|ReplaceBranchXR|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddRandomSubTreeR,DivXD,20,17,22,22,0
22,x*x*x*x*3*x+1,25,-10,-0.02785545708082696,0.00000016187204243775131,0.0037965449494671176,0.0000007516156423158547,902604.1751999999,8451.0938,3585160.3635999993,8450.9692,0.9847077687799902,0.00003256370037232737,0.9646853199442942,0.00001563221519404019,86570534.52,211276.11,345401199.08,211271.32,((((x)*(x))*((x)*((x)*(x))))*(((x)*(5))*((9)*((9)+(1))))),((4)+(x)),AddTreeWithMult|AddTreeWithAdd|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|AddXD|DeleteMaliciousR|ReplaceBranchXR|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddToLeafR,21,17,23,23,0
23,x*x*x*x*3*x+1,25,-10,-0.030813928949762488,0.00000013205377779674596,-0.01866198624559138,0.0000004221921618070872,49811.1894,8451.1001,117095.69679999999,8451.0388,0.2496988414359342,0.000026694661351781535,0.6642413099534894,0.000011132606659120328,3343545.04,211275.94,7039779.88,211272.56,((((x)*(x))*((x)*((3)+(7))))+(((4)*(4))*((3)*((x)*(7))))),((x)-(3)),AddTreeWithMult|AddTreeWithAdd|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,ReplaceBranchXR,DivXD,23,23,24,24,0
24,x*x*x*x*3*x+1,25,-10,-0.03851781304460186,0.00000008046480102374303,-0.038302464144431364,0.0000005263202734618881,7828.8448,8451.111,8966.308,8451.016800000001,-0.956276000079516,0.00003029181429992911,0.0026551277834507827,0.000015593660469107175,212790.9,211276.59999999998,230948.2,211271.8,(((x)*((7)*(x)))*((x)*((2)-(7)))),((1)*(x)),AddTreeWithMult|AddTreeWithAdd|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,ReplaceBranchXR,DeleteMaliciousR,24,23,25,25,0
25,x*x*x*x*3*x+1,25,-10,-0.03846945401844583,0.0000004889309145753985,-0.038181374585735776,0.00000337753729443328,8084.275,8451.0247,9605.897599999998,8450.414400000001,-0.9453639343765707,0.0001499444807842083,0.009094276071413051,0.00007310368513534374,220515.14,211269.68,288585.24,211246.52,((((x)*(x))*((1)-(3)))*((x)*((3)+((x)*(9))))),((x)*(5)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,DivXD,25,23,26,26,0
26,x*x*x*x*3*x+1,25,-10,-0.03844149855498579,0.0000001419929401067251,-0.03810871648849715,0.0000004770960752229192,8231.934500000001,8451.098,9989.6744,8451.0272,-0.9308953976321267,0.000033320995729839374,0.014813139210857694,0.000016423592996282546,247684.62000000002,211276.36000000002,365007.4,211271.16,((((x)*(5))-((x)*(x)))*((x)*((3)+((x)*(3))))),((8)+(x)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,DeleteMaliciousR,25,26,27,27,0
27,x*x*x*x*3*x+1,25,-10,-0.03853666231537376,0.00000028256601172421863,-0.03838310057544981,0.0000013063344916827208,7729.2838,8451.0683,8540.39,8450.851999999999,-0.9585224637468512,0.00006058362859972047,0.0007561968113351806,0.000030591260440885694,213103.12,211274.76,219082.48,211265.4,((((x)*(x))-((x)*((x)*(2))))+((x)*((x)*((x)+(1))))),((x)+(x)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|DeleteTerminalR|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,ReplaceBranchR,25,26,28,28,0
28,x*x*x*x*3*x+1,25,-10,-0.037502252915823785,0.0000001462565176445926,-0.03480901325361538,0.0000007554021191041035,13192.9877,8451.0971,27418.5584,8450.968400000002,-0.6193825884544643,0.000033320995729839374,0.16988866112880227,0.000015447402205056078,664420.31,211276,2010404.04,211271.16,((((x)*(x))*((x)-((9)*(9))))*((3)*((x)*((x)+(8))))),((x)+(8)),AddTreeWithMult|AddTreeWithAdd|AddXD|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|SubXD|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,SkipD,28,28,29,29,0
29,x*x*x*x*3*x+1,25,-10,-0.038533930220912525,0.0000007994199117581971,-0.038398033001038445,0.0000028682561665171337,7743.714600000001,8450.9591,8461.5176,8450.521999999999,-0.9597979081608988,0.000209013518668767,0.000103694765900577,0.00010353785671238038,211525.81,211266.85,212345.64,211234.04,((((x)-(x))-((6)*(1)))*((x)*((x)*(7)))),((7)*(x)),AddTreeWithMult|AddTreeWithSub|MutateNonTerminalR|MultXD|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,28,27,30,30,0
30,x*x*x*x*3*x+1,25,-10,-0.03841243810293727,0.00000010744135635718197,-0.038368874403511576,0.00000030859785818028674,8385.4305,8451.105300000001,8615.532,8451.0628,-0.9585554591055774,0.000010980782683717415,0.0008044831440967453,0.0000058156078870956785,212683.02000000002,211277.37,218908.2,211275.88,((((x)-(5))*((x)-((7)*(x))))*((3)*((x)+((9)+(9))))),((6)*(8)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,29,27,31,31,0
31,x*x*x*x*3*x+1,25,-10,-0.038528792293762444,0.00000015477265384328019,-0.03835984615544813,0.0000008197722244919348,7770.852900000001,8451.0953,8663.218799999999,8450.9548,-0.9559867738365814,0.00003029181429992911,0.004232807798014776,0.000017430437905768112,208782.58,211276.94,232475.88,211271.8,((((x)*(x))*((6)*(1)))*((x)*((3)-((x)+(2))))),((x)-(0)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,31,31,32,32,0
32,x*x*x*x*3*x+1,25,-10,-0.03844044405906525,0.0000014648932977518998,-0.037965704137956496,0.000005906903788468269,8237.504299999999,8450.818500000001,10745.0592,8449.88,-0.9280816364395381,0.00026808255655346347,0.015830686319006165,0.00013311000862056382,254484.86,211263.74,379869.56,211221.56,((((1)-(8))-((x)*(x)))*((x)*((3)*((x)*(7))))),((9)*(x)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DeleteMaliciousR|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,32,32,33,33,0
33,x*x*x*x*3*x+1,25,-10,-0.03810929447524638,0.0000011032849934964881,-0.03715376454362069,0.000005999672469762456,9986.621500000001,8450.8949,15033.6876,8449.8604,-0.8501659101601585,0.00023854803761118413,0.0555333530918055,0.00011285034909106806,351585.68,211262.4,791416.92,211227.8,((((x)*(6))+((x)*((x)*(x))))+((x)*((3)+((x)*(5))))),((x)*(8)),AddRandomSubTreeR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DeleteMaliciousR|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,33,32,34,34,0
34,x*x*x*x*3*x+1,25,-10,-0.03851794954709005,0.0000002730998193069664,-0.03837536169846203,0.0000012078860952075383,7828.123800000001,8451.0703,8581.2664,8450.872800000001,-0.9577129074367352,0.00002934519510300467,0.001177092726331939,0.000013349120852158192,214056.69999999998,211276.21,223358.52,211272,((((x)+(6))*((x)*(2)))*((x)*((3)-((x)+(1))))),((x)-(1)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DeleteMaliciousR|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,DeleteMaliciousR,32,32,35,35,0
35,x*x*x*x*3*x+1,25,-10,-0.03759701529073989,0.00000009134902902959712,-0.03475489457975314,0.00000027451956709431285,12692.457100000001,8451.1087,27704.4108,8451.07,-0.6000004013665395,0.000012116725719916543,0.1793597041487411,0.00000561093174287173,691771.3400000001,211276.86,2112779.88,211275.64,((((x)*(x))*((x)*((x)*(3))))*((8)*((x)+((x)*(3))))),((9)*(6)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,34,35,36,36,0
36,x*x*x*x*3*x+1,25,-10,-0.038200130273733875,0.00000006295222436976634,-0.03729101402794988,0.00000041651244662471406,9506.8309,8451.1147,14308.742000000002,8451.04,-0.8679012676177664,0.000011170106523129854,0.04766518291718878,0.000003664610582242357,320673.98000000004,211276.75999999998,697739.56,211275.84,((((x)*(1))*((x)*((9)*(x))))*((x)*((3)-((x)-(1))))),((7)*(7)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,36,34,37,37,0
37,x*x*x*x*3*x+1,25,-10,-0.037763534770743026,0.00000022245758843857464,-0.035488382691635956,0.0000009674448192033316,11812.908700000002,8451.081,23830.1596,8450.9236,-0.722791057477771,0.0000312384334967158,0.11922618360835267,0.000027187438569556054,519611.50999999995,211276.07,1464205.16,211271.6,((((x)*(x))*((x)*((x)*(3))))*((x)*((7)+((8)+(8))))),((1)+(x)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,37,37,38,38,0
38,x*x*x*x*3*x+1,25,-10,-0.03843131541256978,0.0000006224023550144102,-0.03839217774479335,0.000002447957243106926,8285.721400000002,8450.996500000001,8492.4448,8450.6108,-0.959902437639094,0.00012040996184179118,0.00004748036680545538,0.00005575029891767206,211450.32,211269.83000000002,211793.52,211252.76,((((0)+(3))-((9)*(7)))*((x)+((1)+(5)))),((4)*(x)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,37,38,39,39,0
39,x*x*x*x*3*x+1,25,-10,-0.03839782110979741,-0.00000006341784869326724,-0.03830702881792821,0.0000006512740074465474,8462.6368,8451.1414,8942.1976,8450.9904,-0.9507919094350482,0.0000312384334967158,0.004599812096033307,0.000013607959631662515,223471,211275.91,259914.92,211271.6,((((x)*(x))*((7)+(9)))*((x)*((3)-((x)+(1))))),((x)+(1)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,37,38,40,40,0
40,x*x*x*x*3*x+1,25,-10,-0.04519398840012836,0.00000022671547865987277,-0.033989837172031946,0.0000007061779208665118,12180.2495,8451.080100000001,31745.409600000003,8450.978799999999,-0.5220226071596596,0.00003029181429992911,0.7389886964201702,0.000013306090147367848,631163.77,211275.53000000003,2524655.08,211271.8,((((7)+(7))+((x)*((x)*(6))))*(((x)*(3))*((x)+((1)*(x))))),((x)*(1)),AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|DivXD|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,AddToLeafR,39,40,41,41,0
41,x*x*x*x*3*x+1,25,-10,-0.03852746435742069,0.0000007568220523790988,-0.03837454806032994,0.000004592996343210427,7777.866999999999,8450.9681,8585.564,8450.1576,-0.9577656000477096,0.000209013518668767,0.001116725005960786,0.00010399404989871182,214232.47,211266.99,223080.2,211234.04,((((1)-(8))*((x)*(x)))*((3)*((x)-(0)))),((x)*(7)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddToLeafR,41,40,42,42,0
42,x*x*x*x*3*x+1,25,-10,-0.03841651820206723,0.0000003696551072298506,-0.03806483553911383,0.0000014521138479999933,8363.8796,8451.049900000002,10221.451600000002,8450.8212,-0.9264840007156441,0.00012040996184179118,0.01724741362639832,0.00006022667199041352,252020.47,211271.77,388308.2,211252.76,((((x)*(9))*((5)*(x)))*((x)*((0)-(7)))),((4)*(x)),AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|MutateNonTerminalR,AddTreeWithAdd,AddToLeafR,42,42,43,43,0
43,x*x*x*x*3*x+1,25,-10,-0.03706539340073893,0.00000116528823134766,-0.0330372679812683,0.000006720996297773698,15500.46,8450.881800000001,36776.8372,8449.708,-0.4800005149608431,0.00026808255655346347,0.23987988305324087,0.00013335393012224174,846063.78,211263.82,2746613.88,211221.56,((((x)*(x))*((x)*(x)))*((6)*((7)*(x)))),((x)*(9)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MultXD,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,ReplaceBranchR,AddToLeafR,43,43,44,44,0
44,x*x*x*x*3*x+1,25,-10,-0.03836524894664949,0.000000357350618878475,-0.03822601851019178,0.0000025539785931544736,8634.6815,8451.0525,9370.0904,8450.5884,-0.9469171320088868,0.00012040996184179118,0.00654805698354215,0.000058972755024798695,228501.72,211271.39,280381.32,211252.76,((((x)-(1))*((x)*((x)*(4))))+((x)*((3)-((x)+(1))))),((x)*(4)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddToLeafR,41,44,45,45,0
45,x*x*x*x*3*x+1,25,-10,-0.038396008807345006,0.00000021772256197077876,-0.03835941525438971,0.000000980697487960825,8472.2093,8451.082,8665.4948,8450.9208,-0.9563978337566299,0.00003294234805115225,0.001801139922031553,0.000014730400502573681,216034.37,211275.90000000002,230304.68,211271.24,((((x)*(1))-((4)*(x)))*((x)*((3)+((x)+(1))))),((6)+(x)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithAdd,AddToLeafR,44,45,46,46,0
46,x*x*x*x*3*x+1,25,-10,-0.03837971887303091,0.00000019973673665509447,-0.03811162435121087,0.0000006437010538741825,8558.252,8451.0858,9974.315200000001,8450.992,-0.931540234629034,0.00001249537339874142,0.014443273961183828,0.000003862623926787507,247260.84000000003,211276.69,361601.4,211275.56,((((x)*(4))*((8)*((0)-(x))))*((2)*((4)*((x)+(1))))),((8)*(7)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddXD|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddToLeafR,46,46,47,47,0
47,x*x*x*x*3*x+1,25,-10,-0.03833819591420222,0.00000010271167043323756,-0.03799920461268602,0.0000007402562119538635,8777.5744,8451.106300000001,10568.111200000001,8450.9716,-0.9199353194035162,0.0000312384334967158,0.019590406256922432,0.000014450341770422097,268075.69,211276.1,422898.04,211271.6,((((9)*(8))*((x)*((5)*(1))))*((x)*((3)*((x)+(1))))),((x)+(1)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddToLeafR,46,47,48,48,0
48,x*x*x*x*3*x+1,25,-10,-0.03837307036883124,0.00000039663389314274725,-0.0382723139443634,0.0000016016796811041371,8593.3691,8451.0442,9125.56,8450.7896,-0.9472320002726263,0.00011927401880559206,0.0069566367568003945,0.0000582511643134501,235183.44,211271.46000000002,278718.2,211253,((((x)*(x))*((1)*((8)*(5))))*((x)*((3)*((0)-(1))))),((x)*(x)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteTerminalR,AddToLeafR,46,48,49,49,0
49,x*x*x*x*3*x+1,25,-10,-0.0384715623097887,0.00000006058941008881525,-0.03839447484880125,0.0000007705480262543434,8073.139099999999,8451.1152,8480.311599999999,8450.9652,-0.9594692344027922,0.00000530106750258402,0.0017477196996343119,0.0000013564538925976066,207645.03,211277.36,214081.68,211277.08,((((x)*(x))-((0)*((x)*(2))))*((5)*((3)-((x)+(1))))),((2)*(9)),DivXD|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,DivXD|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DivXD,AddToLeafR,48,47,50,50,0
50,x*x*x*x*3*x+1,25,-10,-0.049855074014577304,0.0000003658684079459778,-0.03215816704231672,0.0000008803558530915177,13970.380033333335,8451.0507,41420.2088,8450.942,-0.33616399988261925,0.00003275302421173981,0.31290846682954315,0.00001585843804362807,1027296.07,211274.65999999997,3506351.88,211271.28,((((x)*(x))*((x)*((7)*(7))))*((3)*((9)*((5)*(1))))),((x)+(5)),AddTreeWithMult|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv|SkipD|AddRandomSubTreeR|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithDiv|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithMult,AddTreeWithDiv,50,50,51,51,0
