A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,FellTreeD,AddTreeWithMult,FellTreeD,0,0,0,3
AddXD,SubXD,AddXD,MultXD,0,0,1,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,ReplaceBranchR,0,0,2,3
AddTreeWithMult,SkipD,ReplaceBranchR,SkipD,0,0,3,3
DeleteTerminalR,MutateTerminalR,DeleteTerminalR,MutateTerminalR,0,0,4,3
,AddRandomSubTreeR,,MutateNonTerminalR,0,0,5,3
,MutateTerminalR,,MutateTerminalR,0,0,6,3
,DivXD,,SubXD,0,0,7,3
,AddXD,,AddXD,0,0,8,3
,ReplaceBranchR,,DeleteMaliciousR,0,0,9,3
,AddTreeWithMult,,AddTreeWithMult,0,0,10,3
,MutateTerminalR,,MutateTerminalR,0,0,11,3
,FellTreeD,,AddTreeWithAdd,0,0,12,3
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,13,3
,ReplaceBranchXR,,AddTreeWithAdd,0,0,14,3
,DeleteMaliciousR,,ReplaceBranchR,0,0,15,3
,MutateTerminalR,,MutateTerminalR,0,0,16,3
,ReplaceBranchXR,,ReplaceBranchXR,0,0,17,3
,SubXD,,AddTreeWithSub,0,0,18,3
,AddToLeafR,,AddToLeafR,0,0,19,3
