A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,DeleteTerminalR,SubXD,DeleteTerminalR,0,0,0,4
SkipD,DeleteMaliciousR,SkipD,DeleteMaliciousR,0,0,1,4
AddTreeWithAdd,AddTreeWithSub,AddToLeafR,AddTreeWithDiv,0,0,2,4
MutateNonTerminalR,DivXD,AddTreeWithAdd,DivXD,0,0,3,4
DivXD,AddTreeWithSub,MutateTerminalR,AddRandomSubTreeR,0,0,4,4
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,5,4
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,6,4
,AddToLeafR,,AddToLeafR,0,0,7,4
,ReplaceBranchR,,ReplaceBranchR,0,0,8,4
,AddXD,,MutateTerminalR,0,0,9,4
,DeleteTerminalR,,SkipD,0,0,10,4
,AddTreeWithSub,,AddTreeWithSub,0,0,11,4
,AddRandomSubTreeR,,AddXD,0,0,12,4
,MultXD,,MultXD,0,0,13,4
,AddTreeWithMult,,DeleteTerminalR,0,0,14,4
,ReplaceBranchXR,,MultXD,0,0,15,4
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,16,4
,SkipD,,SkipD,0,0,17,4
,AddTreeWithDiv,,AddTreeWithDiv,0,0,18,4
,MutateNonTerminalR,,MutateNonTerminalR,0,0,19,4
