A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithMult,AddTreeWithDiv,DeleteNonTerminalR,AddTreeWithDiv,0,0,0,0
AddTreeWithAdd,SkipD,FellTreeD,SkipD,0,0,1,0
AddToLeafR,AddRandomSubTreeR,DeleteTerminalR,SkipD,0,0,2,0
ReplaceBranchXR,AddToLeafR,DeleteMaliciousR,AddToLeafR,0,0,3,0
AddRandomSubTreeR,SkipD,MutateNonTerminalR,SkipD,0,0,4,0
,DivXD,,DivXD,0,0,5,0
,AddTreeWithAdd,,AddTreeWithAdd,0,0,6,0
,ReplaceBranchR,,ReplaceBranchR,0,0,7,0
,DeleteMaliciousR,,DeleteMaliciousR,0,0,8,0
,AddTreeWithDiv,,AddTreeWithDiv,0,0,9,0
,MultXD,,MultXD,0,0,10,0
,AddToLeafR,,AddToLeafR,0,0,11,0
,MutateNonTerminalR,,MutateNonTerminalR,0,0,12,0
,AddTreeWithDiv,,AddXD,0,0,13,0
,FellTreeD,,FellTreeD,0,0,14,0
,AddToLeafR,,AddToLeafR,0,0,15,0
,DeleteMaliciousR,,MutateNonTerminalR,0,0,16,0
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,17,0
,MutateTerminalR,,DeleteTerminalR,0,0,18,0
,ReplaceBranchR,,ReplaceBranchR,0,0,19,0
