gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.03838922162009994,-0.00009269914585103954,-0.03837202457195138,0.000022883718903849212,246.48130769230767,245.41888095238093,249.1128,244.69193333333337,-0.9582088615867207,0,0.0009623344446800525,0,6231.56,6120.8,6394.88,6120.8,((((6)-(2))+((5)-((2)*(9))))*((2)*((3)-((9)*(x))))),(0),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithSub,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR,AddTreeWithSub,AddTreeWithAdd,0,0,1,1,3
1,x*x*x*x,25,-10,-0.04262538357886614,0,-0.03467464645144425,0,363.36380476190476,244.832,814.8856000000001,244.832,-0.5876084172003659,0,0.7295625213347275,0,18351.573333333334,6120.8,63104.16,6120.8,((((x)*(x))*((7)/((3)*(3))))*((2)-((7)*((3)*(x))))),(0),AddTreeWithMult|AddRandomSubTreeR|MultXD|AddTreeWithDiv|AddTreeWithSub,DivXD|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithMult,MultXD,1,1,2,2,3
2,x*x*x*x,25,-10,-0.043637436049442646,0,-0.03840642175625969,0,208.49953571428574,244.832,243.84934285714283,244.832,-0.9583928898183244,0,0.0012528036161792355,0,6145.58,6120.8,6366.72,6120.8,((((0)-(6))+((0)*(x)))*((7)+((9)-((6)+(2))))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithAdd,AddTreeWithAdd,2,2,3,3,3
3,x*x*x*x,25,-10,-0.03831374134100118,0,-0.03800009410534571,0,258.0313,244.832,306.0256,244.832,-0.9219223630897921,0,0.019130014925449638,0,7556.9400000000005,6120.8,11947.44,6120.8,((((x)*(1))-((5)+(x)))*((6)+((4)*((9)-(x))))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithAdd,AddTreeWithAdd,3,3,4,4,3
4,x*x*x*x,25,-10,-0.04101028474575135,0,-0.03838243105476409,0,227.9562282051282,244.832,247.52039999999997,244.832,-0.959885766566462,0,0.00007487061231123736,0,6122.34,6120.8,6138.28,6120.8,(((x)+((5)+(0)))*((9)-(x))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithAdd,AddTreeWithAdd,4,4,5,5,3
5,x*x*x*x,25,-10,-0.038401564501372366,0,-0.03837117239576526,0,244.59259999999998,244.832,249.2432,244.832,-0.9572871520062736,0,0.0015012284450290497,0,6193.24,6120.8,6535.92,6120.8,((((5)+(1))+((x)-(0)))*((x)*((2)-((8)-(x))))),(0),SkipD|ReplaceBranchR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithAdd,AddTreeWithDiv,5,5,6,6,3
6,x*x*x*x,25,-10,-0.03833587635603189,0,-0.03798864723565547,0,254.6442,244.832,307.7772,244.832,-0.9349504639916351,0,0.014202234673571951,0,6794.51,6120.8,9953.88,6120.8,((((8)+(8))*((0)-(3)))*((9)+((x)*((x)-(x))))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithAdd,AddTreeWithDiv,6,6,7,7,3
7,x*x*x*x,25,-10,-0.03837811527904849,0,-0.0383071781466475,0,248.18079999999998,244.832,259.0356,244.832,-0.9548163638740034,0,0.002634480468430832,0,6310,6120.8,6914,6120.8,((((6)+(5))*((x)*(1)))-((8)+((1)*((3)-(x))))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithAdd|AddTreeWithAdd,AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithAdd,FellTreeD,7,7,8,8,3
8,x*x*x*x,25,-10,-0.03804508299568684,0,-0.037019942491177626,0,299.1414,244.832,456.00840000000005,244.832,-0.8504681740948895,0,0.05411829489907501,0,10467.19,6120.8,22881.36,6120.8,((((8)*(x))*((2)+(4)))*((x)*((x)-((7)-(3))))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd,MutateNonTerminalR|MutateNonTerminalR|MultXD|AddTreeWithDiv|FellTreeD,AddTreeWithSub,MutateNonTerminalR,8,8,9,9,3
9,x*x*x*x,25,-10,-0.03835587112795713,0,-0.03806793360345053,0,251.5846,244.832,295.6448,244.832,-0.9270416938962228,0,0.016482369852716363,0,7381.039999999999,6120.8,11164.08,6120.8,((((x)*(6))+((x)*(8)))*((1)-((8)-((2)-(x))))),(0),SubXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd,MutateNonTerminalR|AddTreeWithMult|MultXD|AddTreeWithDiv|FellTreeD,SubXD,MutateNonTerminalR,9,9,10,10,3
