gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.04364737550646974,-0.019863321742160975,-0.0383992942099072,-0.019480198666840934,NaN,NaN,244.94,508.1124,-0.9599803947196446,0.04831394588942626,0.000052620936074726976,0.02450650314664509,6113.8099999999995,6049.82,6123.8,5825.08,((x)-(5)),((((3)+(4))-((0)-(6)))+((x)*((x)*(x)))),MutateNonTerminalR|AddXD|ReplaceBranchR|FellTreeD|ReplaceBranchXR,AddTreeWithAdd|AddTreeWithSub|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchR,AddTreeWithAdd,0,0,1,1,0
1,x*x*x*x,25,-10,-0.038402668932165734,-0.03499878294630883,-0.03836750490132009,0.00018788393674029535,244.4236,711.1338000000001,249.80440000000002,243.68200000000002,-0.9600000000000001,0.009149130832570905,0,0.004760241008831839,6120.8,6107.13,6120.8,6064.8,(((x)*((0)*(2)))-((0)+((2)+(4)))),((x)*((0)+(x))),ReplaceBranchXR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|DeleteMaliciousR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteMaliciousR,DeleteTerminalR,1,1,2,2,0
2,x*x*x*x,25,-10,-0.046209345183636126,-0.010007346846544463,-0.03838869428832832,0.00012828388445954998,NaN,NaN,246.562,244.0468,-0.9599673245327409,0.005672461116194003,0.00003448837394719132,0.003057424573367125,6119.610000000001,6104.6900000000005,6125.8,6086.08,((x)-(7)),(((x)+((0)+(1)))+((9)*(5))),ReplaceBranchXR|AddTreeWithAdd|DeleteMaliciousR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,2,2,3,3,0
3,x*x*x*x,25,-10,-0.03840251208992289,-0.00001432263109179255,-0.03839967324532741,0.00005816233172134421,244.44760000000002,244.9209,244.882,244.47600000000003,-0.9599607894392891,0.0013919749052412162,0.00004875506750774203,0.000621862017185176,6117.6900000000005,6117.71,6126.8,6112.28,((x)-(8)),((2)+((9)-(0))),ReplaceBranchXR|AddTreeWithAdd|DeleteMaliciousR|FellTreeD|ReplaceBranchXR,DeleteTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,DeleteTerminalR,3,3,4,4,0
4,x*x*x*x,25,-10,-0.038401032544765394,0.0000288716426492894,-0.03839941184158934,0.00008312638870736018,244.674,244.65529999999998,244.922,244.32319999999999,-0.9599673245327409,0.0033851784080512768,0.000024889699372443447,0.0017888448130760233,6120.88,6112.01,6125.8,6100.08,((x)-(7)),((6)-((0)*(5))),ReplaceBranchXR|AddTreeWithAdd|DeleteMaliciousR|FellTreeD|ReplaceBranchXR,DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,DeleteTerminalR,4,4,5,5,0
5,x*x*x*x,25,-10,-0.03839996601751405,0.000023348555088995325,-0.03839915043785126,0.00006273689713762847,244.83719999999997,244.68909999999997,244.96200000000002,244.44799999999998,-0.9599542543458373,0.003960266631812799,0.00003923437026714679,0.001658982953965427,6122.5599999999995,6108.38,6127.8,6096.56,((x)-(9)),((x)*((6)+(7))),ReplaceBranchXR|AddTreeWithAdd|SkipD|FellTreeD|ReplaceBranchXR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateTerminalR,5,5,6,6,0
6,x*x*x*x,25,-10,-0.038400432623186515,0.000006257418699618526,-0.03839941184158934,0.000019409227551955658,244.7658,244.7937,244.922,244.71319999999997,-0.9600000000000001,0.0007711410273167322,0,0.0003703491908257893,6120.8,6119.01,6120.8,6116.08,(0),((6)-(0)),ReplaceBranchXR|AddTreeWithAdd|SkipD|FellTreeD|DeleteNonTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateNonTerminalR,6,6,7,7,0
7,x*x*x*x,25,-10,-0.038400000000000004,0.000029186857947838463,-0.038400000000000004,0.0001669062867599019,244.832,244.6534,244.832,243.81040000000002,-0.9600000000000001,0.0075022872827081545,0,0.00379772875450705,6120.8,6109.35,6120.8,6074.88,(0),((9)*(8)),ReplaceBranchXR|AddTreeWithAdd|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateTerminalR,7,7,8,8,0
8,x*x*x*x,25,-10,-0.038400000000000004,0.000006865114178101065,-0.038400000000000004,0.000032152659783035375,244.832,244.79,244.832,244.6352,-0.9600000000000001,0.0018951771010326042,0,0.0009475885505163021,6120.8,6117.9,6120.8,6109.2,(0),((6)*(x)),ReplaceBranchXR|AddTreeWithAdd|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|AddRandomSubTreeR|DeleteMaliciousR|MutateTerminalR,AddTreeWithAdd,AddTreeWithAdd,8,8,9,9,0
9,x*x*x*x,25,-10,-0.038400000000000004,-0.01500219779687358,-0.038400000000000004,0.00002339563455757667,244.832,444.69199999999995,244.832,244.6888,-0.9600000000000001,0.0008953078029016587,0,0.00042501560272426557,6120.8,6118.82,6120.8,6115.32,(0),((1)*(7)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateNonTerminalR,SkipD,MutateNonTerminalR,9,9,10,10,0
10,x*x*x*x,25,-10,-0.038400000000000004,0.000012190616934123616,-0.038400000000000004,0.00008717814664749951,244.832,244.7574,244.832,244.29840000000002,-0.9600000000000001,0.0039733368187166085,0,0.0019866684093583042,6120.8,6114.719999999999,6120.8,6096.48,(0),((6)*(6)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,FellTreeD,AddTreeWithAdd,10,10,11,11,0
11,x*x*x*x,25,-10,-0.03846756763821723,0.000010964819962686954,-0.038400000000000004,0.00003986407005620121,234.4928,244.7649,244.832,244.58800000000002,-0.9600000000000001,0.0014703960266631813,0,0.0006382208310804326,6120.8,6115.27,6120.8,6111.8,(0),(((x)+((7)+(2)))+((0)*(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteTerminalR,DeleteTerminalR,11,11,12,12,0
12,x*x*x*x,25,-10,-0.038400000000000004,-0.0000012311363116556334,-0.038400000000000004,0.00003332897660436485,244.832,244.8396,244.832,244.62800000000004,-0.9600000000000001,0.0010194745784864367,0,0.00048169446376603487,6120.8,6118.82,6120.8,6114.56,(0),((8)-(0)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,DeleteTerminalR,12,12,13,13,0
13,x*x*x*x,25,-10,-0.038400000000000004,0.00002705642059896118,-0.038400000000000004,0.00013161678211998643,244.832,244.66639999999998,244.832,244.0264,-0.9600000000000001,0.005933864854267517,0,0.003009518737643647,6120.8,6111.219999999999,6120.8,6084.48,(0),((8)*(7)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|FellTreeD|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,13,13,14,14,0
14,x*x*x*x,25,-10,-0.038400000000000004,-0.000007089983145745998,-0.038400000000000004,0.00004711802378774041,244.832,244.8755,244.832,244.5436,-0.9600000000000001,0.0025225460724089188,0,0.0017673526700328769,6120.8,6120.6900000000005,6120.8,6105.36,(0),((8)*(x)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateNonTerminalR,14,14,15,15,0
15,x*x*x*x,25,-10,-0.038400000000000004,0.000010148998637649191,-0.038400000000000004,0.000040778983139460435,244.832,244.76989999999998,244.832,244.58239999999998,-0.9600000000000001,0.0012678081296562897,0,0.0005997469046192699,6120.8,6118.0599999999995,6120.8,6113.04,(0),((2)*(5)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,15,15,16,16,0
16,x*x*x*x,25,-10,-0.038400000000000004,0.00003310691344482271,-0.038400000000000004,0.00012096457979349248,244.832,244.62939999999998,244.832,244.0916,-0.9600000000000001,0.006620049666710305,0,0.0031888599936672635,6120.8,6109.299999999999,6120.8,6080.28,(0),((9)*(7)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteNonTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SkipD,AddTreeWithAdd,16,16,17,17,0
17,x*x*x*x,25,-10,-0.038400000000000004,0.00004340381497045345,-0.038400000000000004,0.00022023264932688716,244.832,244.5664,244.832,243.484,-0.9600000000000001,0.006620049666710305,0,0.003390141272939503,6120.8,6103.24,6120.8,6080.28,(0),((7)*(9)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteTerminalR,MutateTerminalR,17,17,18,18,0
18,x*x*x*x,25,-10,-0.038400000000000004,0.000002941659166926707,-0.038400000000000004,0.000023134230819500485,244.832,244.81400000000002,244.832,244.6904,-0.9600000000000001,0.0010194745784864367,0,0.0005747175783938364,6120.8,6119.51,6120.8,6114.56,(0),((8)-(0)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,18,18,19,19,0
19,x*x*x*x,25,-10,-0.038400000000000004,0.000030813565904657544,-0.038400000000000004,0.00007182067703568167,244.832,244.64340000000004,244.832,244.3924,-0.9600000000000001,0.0038753104169390036,0,0.0017244806119650436,6120.8,6112.320000000001,6120.8,6097.08,(0),((5)*(7)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithDiv|DeleteMaliciousR|MutateTerminalR,FellTreeD,DeleteMaliciousR,19,19,20,20,0
20,x*x*x*x,25,-10,-0.038400000000000004,0.0000025197825168269596,-0.038400000000000004,0.000045745654162854524,244.832,244.8168,244.832,244.55200000000002,-0.9600000000000001,0.0010194745784864367,0,0.00048169446376603487,6120.8,6118.82,6120.8,6114.56,(0),((8)-(0)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateTerminalR,20,20,21,21,0
21,x*x*x*x,25,-10,-0.038400000000000004,-0.0000017776125212876563,-0.038400000000000004,0.000012482028493007987,244.832,244.84290000000001,244.832,244.75560000000002,-0.9600000000000001,0.0007711410273167322,0,0.0003855705136583662,6120.8,6119.620000000001,6120.8,6116.08,(0),((1)*(6)),ReplaceBranchXR|SubXD|MutateTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteTerminalR,DeleteTerminalR,21,21,22,22,0
22,x*x*x*x,25,-10,-0.038400000000000004,0.00002422992596155734,-0.038400000000000004,0.0000890079728140135,244.832,244.68370000000002,244.832,244.2872,-0.9600000000000001,0.0051496536400471235,0,0.0025507599363856458,6120.8,6112.6900000000005,6120.8,6089.28,(0),((8)*(6)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SubXD,AddTreeWithAdd,22,22,23,23,0
23,x*x*x*x,25,-10,-0.038400000000000004,0.000013190617699070132,-0.038400000000000004,0.00006737681348843402,244.832,244.7513,244.832,244.41960000000003,-0.9600000000000001,0.0027970199973859446,0,0.0013186578759631948,6120.8,6115.15,6120.8,6103.68,(0),((8)*(3)),ReplaceBranchXR|ReplaceBranchXR|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,23,23,24,24,0
24,x*x*x*x,25,-10,-0.038400000000000004,0.00003534544978642726,-0.038400000000000004,0.00012351326623970634,244.832,244.6157,244.832,244.07600000000002,-0.9600000000000001,0.0075022872827081545,0,0.0036124429784636183,6120.8,6103.24,6120.8,6074.88,(0),((8)*(9)),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteMaliciousR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteMaliciousR,DeleteTerminalR,24,24,25,25,0
25,x*x*x*x,25,-10,-0.038400000000000004,0.00001952959047479127,-0.038400000000000004,0.00011188079989544076,244.832,244.71249999999998,244.832,244.1472,-0.9600000000000001,0.0030910992027186105,0,0.0015746586737273598,6120.8,6116.32,6120.8,6101.88,(0),((3)*(9)),ReplaceBranchXR|SubXD|MutateTerminalR|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,25,25,26,26,0
26,x*x*x*x,25,-10,-0.038400000000000004,-0.0000006464201644434715,-0.038400000000000004,0.000043262318651156,244.832,244.836,244.832,244.5672,-0.9600000000000001,0.0006469742517318057,0,0.00030673197497585735,6120.8,6119.58,6120.8,6116.84,(0),((5)-(0)),ReplaceBranchXR|AddTreeWithMult|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteTerminalR,DeleteTerminalR,26,26,27,27,0
27,x*x*x*x,25,-10,-0.038400000000000004,0.000008713344183431516,-0.038400000000000004,0.00008051235132662802,244.832,244.7787,244.832,244.33919999999998,-0.9600000000000001,0.0020128087831657003,0,0.0010064043915828502,6120.8,6117.719999999999,6120.8,6108.48,(0),((2)*(8)),ReplaceBranchXR|SkipD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|DeleteTerminalR|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SkipD,DeleteMaliciousR,27,27,28,28,0
28,x*x*x*x,25,-10,-0.038400000000000004,0.000030260748735675875,-0.038400000000000004,0.0001287413410011781,244.832,244.6468,244.832,244.044,-0.9600000000000001,0.004672591818063058,0,0.0019456688309002696,6120.8,6107.23,6120.8,6092.2,(0),((x)+((3)*(7))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SubXD,AddTreeWithAdd,28,28,29,29,0
29,x*x*x*x,25,-10,-0.038400000000000004,0.00007626754080346498,-0.038400000000000004,0.0003282577440857405,244.832,244.36519999999996,244.832,242.82280000000003,-0.9600000000000001,0.009462815318259063,0,0.004501732379927723,6120.8,6099.639999999999,6120.8,6062.88,(0),((1)+((x)*(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SkipD,AddTreeWithAdd,29,29,30,30,0
30,x*x*x*x,25,-10,-0.038400000000000004,0.000013848300103835166,-0.038400000000000004,0.00006992549993465085,244.832,244.7473,244.832,244.40400000000002,-0.9600000000000001,0.0025225460724089188,0,0.0011568945952571913,6120.8,6115.53,6120.8,6105.36,(0),((0)+((8)*(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithMult,ReplaceBranchXR,AddTreeWithAdd,30,30,31,31,0
31,x*x*x*x,25,-10,-0.038400000000000004,0.0000531799300764029,-0.038400000000000004,0.00023970722781335962,244.832,244.50650000000002,244.832,243.3648,-0.9600000000000001,0.009462815318259063,0,0.0042518002108996875,6120.8,6099.41,6120.8,6062.88,(0),((x)*((x)+(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,31,31,32,32,0
32,x*x*x*x,25,-10,-0.038400000000000004,0.000046058338279026425,-0.038400000000000004,0.00019030192131747712,244.832,244.55010000000001,244.832,243.6672,-0.9600000000000001,0.006325970461377639,0,0.0030078513388843825,6120.8,6108.9400000000005,6120.8,6082.08,(0),((6)+((6)*(5))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteTerminalR,AddXD,32,32,33,33,0
33,x*x*x*x,25,-10,-0.043605366618742654,0.00006602564704641252,-0.038400538491700435,0.0002764344530126792,213.4068,244.42790000000002,244.74960000000002,243.14,-0.9600000000000001,0.011619396157365031,0,0.005430628553411228,6120.8,6097.66,6120.8,6049.68,(0),((7)+((7)*(9))),ReplaceBranchXR|AddXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,DeleteTerminalR,DeleteMaliciousR,33,33,34,34,0
34,x*x*x*x,25,-10,-0.038400000000000004,0.00004161396422792047,-0.038400000000000004,0.00018245980917527466,244.832,244.5773,244.832,243.71519999999998,-0.9600000000000001,0.0051496536400471235,0,0.0024883836131797624,6120.8,6108.620000000001,6120.8,6089.28,(0),((3)+((9)*(4))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,DeleteMaliciousR,34,34,35,35,0
35,x*x*x*x,25,-10,-0.038400000000000004,0.00005844007319304738,-0.038400000000000004,0.00012357861717422611,244.832,244.4743,244.832,244.07559999999998,-0.9600000000000001,0.004300091491308427,0,0.0012816782822775068,6120.8,6105.5199999999995,6120.8,6094.48,(0),((9)*((4)+(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,FellTreeD,AddTreeWithAdd,35,35,36,36,0
36,x*x*x*x,25,-10,-0.038400000000000004,0.000034146930274719285,-0.038400000000000004,0.00010730623447915501,244.832,244.62300000000002,244.832,244.17519999999996,-0.9600000000000001,0.003907985884198156,0,0.0018792333259370748,6120.8,6114.09,6120.8,6096.88,(0),((8)*((4)+(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,AddTreeWithAdd,36,36,37,37,0
37,x*x*x*x,25,-10,-0.038400000000000004,0.00005489654166877769,-0.038400000000000004,0.00016925892040256234,244.832,244.49599999999998,244.832,243.79600000000002,-0.9600000000000001,0.006620049666710305,0,0.002294273909494463,6120.8,6099.639999999999,6120.8,6080.28,(0),((7)+((0)*(9))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SkipD,MutateNonTerminalR,37,37,38,38,0
38,x*x*x*x,25,-10,-0.038400000000000004,0.00006247549339955674,-0.038400000000000004,0.0002476800418245987,244.832,244.4496,244.832,243.31599999999997,-0.9600000000000001,0.00867206901058684,0,0.004088737330705493,6120.8,6105.24,6120.8,6067.72,(0),((9)*((9)+(x))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|DeleteTerminalR,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateTerminalR,38,38,39,39,0
39,x*x*x*x,25,-10,-0.038399977780682264,0.00003000769727861286,-0.03839980394719645,0.00013736766435760317,244.83539999999996,244.6487,244.862,243.9912,-0.9599803947196446,0.004855574434714458,0.00001653331286884967,0.0017674045160129565,6121.139999999999,6105.8099999999995,6123.8,6091.08,((3)-(6)),((0)+((9)*(5))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|AddTreeWithSub,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,ReplaceBranchXR,MutateTerminalR,39,39,40,40,0
40,x*x*x*x,25,-10,-0.03842587439550385,0.00009421969841855196,-0.03839954254345837,0.0008199581754019098,240.87270000000004,244.25709999999998,244.90200000000002,239.8132,-0.9599673245327409,0.0363874003398249,0.00001544182337684335,0.01837754594950134,6122.55,6066.68,6125.8,5898.08,((0)-(5)),((((1)+(4))*((0)-(x)))*((5)-((x)+(x)))),ReplaceBranchXR|SubXD|SkipD|AddToLeafR|AddTreeWithSub,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|SkipD,ReplaceBranchXR,AddTreeWithAdd,40,40,41,41,0
41,x*x*x*x,25,-10,-0.03839991700431317,0.00005424303269375737,-0.038399085086916744,0.0001417461769703325,244.84470000000002,244.5,244.972,243.9644,-0.9599607894392891,0.0075022872827081545,0.000021592196664471372,0.003164609585450971,6123.05,6103.16,6126.8,6074.88,((3)-(9)),((0)+((9)*(8))),ReplaceBranchXR|SubXD|SkipD|FellTreeD|AddTreeWithSub,AddTreeWithAdd|AddXD|MutateNonTerminalR|DeleteMaliciousR|MutateTerminalR,SubXD,MutateNonTerminalR,41,41,42,42,0
