gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.05474946340298385,-0.03747064859409965,-0.04138997440811787,-0.0199482634744143,NaN,NaN,NaN,NaN,0.8210022184053024,0.00041575515126513575,0.8906308443680921,0.000151726728231894,7534554.5200000005,211235.71999999997,29508494.2,211190.36,((((x)*((x)*(x)))*((x)*((1)*(8))))*(((0)-(5))+((1)*((x)*((4)+(9)))))),(((0)+((8)-(2)))+((1)+((7)*(x)))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|AddTreeWithAdd,FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|DivXD|AddTreeWithSub,MultXD,DivXD,0,0,1,1,0
1,x*x*x*x*3*x+1,25,-10,-0.002971830438042809,-0.005813058199302965,0.03840809025032988,0.0011215317055900723,2790066.3854,18488.266799999998,10618057.344,8214.1728,0.9926228022820857,0.0009473764922268529,0.8208214532801201,0.0004933129798323607,180457258.5,211208.40000000002,715983928.04,211078.04,((((x)*((x)*(x)))*((x)*((2)-(6))))*(((5)*(x))+((x)+((7)*((x)*(x)))))),(((0)+((2)-(6)))+((8)*((8)*(x)))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|AddTreeWithAdd,FellTreeD|AddRandomSubTreeR|AddTreeWithAdd|DivXD|AddTreeWithSub,MultXD,DivXD,1,0,2,2,0
2,x*x*x*x*3*x+1,25,-10,-0.002292938218373439,-0.004780985247282682,0.029205598770137155,0.0006248576712638946,716847.6478,50591.1784,2144085.3559999997,8319.109199999999,0.9495156129366603,0.00023854803761118413,0.8422338465903085,0.00047480390476527164,31156734.98,211354.52000000002,104625515.08,211227.8,((((x)*((x)*(x)))*((x)*((5)+(8))))*(((x)+(1))*((6)+((3)*(x))))),(((8)-((0)*(4)))-((8)*(x))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|DeleteMaliciousR,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|AddTreeWithSub,MultXD,FellTreeD,1,2,3,3,0
3,x*x*x*x*3*x+1,25,-10,-0.02102882548139368,0.000012857068707923395,0.01658403164692327,0.00016500708544469087,458579.219,8448.4244,1704112.2239999997,8416.265599999999,0.955385602681454,0.008042476696601976,0.994324618498496,0.003982599117546254,32405625.48,210840.82,118391266.44,209579,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((1)*(5))*((8)-((x)*((9)+(x)))))),(((8)-((0)*(4)))*((9)*(x))),MultXD|AddTreeWithSub|AddTreeWithSub|AddRandomSubTreeR|FellTreeD,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|AddTreeWithSub,AddTreeWithSub,FellTreeD,3,2,4,4,0
4,x*x*x*x*3*x+1,25,-10,-0.02485463760548872,0.000004650223530502593,0.014457091911234241,0.000048875842372759846,224504.80179999996,8450.1469,865670.6256,8440.801599999999,0.8694515869710522,0.0012427216816500598,0.9147257934855261,0.0006538406421154444,10273393.94,211190.88,40459741.16,211015.64,((((x)*((x)*(x)))*((x)*((3)*(x))))+(((1)*(0))-((5)*((3)*(x))))),(((6)*((9)+(1)))-((3)*(x))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|DeleteMaliciousR,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|AddTreeWithSub,MultXD,AddTreeWithSub,1,4,5,5,0
5,x*x*x*x*3*x+1,25,-10,-0.03512084045527636,0.000003931364312783429,-0.02528326640189037,0.00002297255466962726,28288.3616,8450.297799999998,87800.56639999998,8446.2744,0.35155850839704517,0.0010715729308562042,0.6557792541985226,0.0006072548217375882,2194862.5,211222.06,8145615.4,211051.8,((((x)*((x)*(x)))*((2)-((0)*(3))))*(((x)+(5))*((2)*((x)*(x))))),(((4)+((7)-(2)))*((x)*(x))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|AddTreeWithMult,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|AddTreeWithSub,MultXD,AddTreeWithSub,5,5,6,6,0
6,x*x*x*x*3*x+1,25,-10,-0.007332755000737257,0.000001884484392383868,0.018558012308295544,0.00002814866843811091,16559954.118899995,8450.7313,63262330.07480001,8445.1808,0.9991480085418886,0.0010655145679962458,0.2508863419337785,0.0005879960977857432,1621226481.56,211205.34999999998,6199539854.2,211053.08,((((x)*((x)*(x)))*((x)*((7)-(9))))*(((7)*(9))*((x)+((1)*((x)*(x)))))),(((0)+((6)-(0)))*((6)*(x))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|AddTreeWithMult,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|AddTreeWithSub,MultXD,AddRandomSubTreeR,5,5,7,7,0
7,x*x*x*x*3*x+1,25,-10,-0.026753377166277195,-0.004154144009725336,-0.004490417271865185,0.000014305309303090418,83030.9726,108545.13509999998,239811.6456,8448.1056,0.6145964897546163,0.000209013518668767,0.787298244877308,0.00008128476835284933,3584708.58,211271.88,13704999.72,211234.04,((((x)*((x)*(9)))*((4)*((x)*(6))))-(((7)*(x))+((0)-((9)*((x)*(x)))))),(((9)-((0)-(2)))*((1)*(x))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|AddTreeWithMult,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|AddTreeWithSub,MultXD,FellTreeD,7,7,8,8,0
8,x*x*x*x*3*x+1,25,-10,-0.01591479563460766,0.0000497236058799996,0.0195503163683418,0.00017907006023338157,2832394.923199999,8440.6225,9461680.0424,8413.294399999999,0.9849793012307966,0.013114841001106619,1.1195610986769902,0.00629992143637855,132410340.63999999,210492,351645091.96,208507.32,((((x)*((x)*(x)))-((6)*((3)*(9))))*(((8)*(3))*((x)+((1)*((x)*(x)))))),(((9)*((6)*(9)))*((x)-(x))),MultXD|AddTreeWithSub|MultXD|AddRandomSubTreeR|AddTreeWithMult,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|SubXD,MultXD,AddToLeafR,5,7,9,9,0
9,x*x*x*x*3*x+1,25,-10,0.0014171775977967272,0.000009464998331557123,0.019183833233816325,0.0000318613089282312,1230029.8678000001,8449.1283,4014191.4624,8444.3964,0.9677291476333356,0.0011541181248232216,0.4668943602834032,0.0005454535916895317,49348780.1,211190.6,163675720.12,211034.36,((((x)*((x)*(9)))*((5)*((x)*(3))))*(((x)+(7))+((0)*((x)*(x))))),(((8)*((1)*(5)))*((x)-(x))),MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|AddTreeWithMult,FellTreeD|AddToLeafR|AddRandomSubTreeR|MultXD|SubXD,MultXD,FellTreeD,8,7,10,10,0
