gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.04572981110461827,-0.004987676437985555,-0.03838547614517276,0.000027270205823413514,NaN,NaN,61728.9,8445.3664,0.08145262024428475,0.002659999943202848,0.4381587992745572,0.0010713609965357547,3217207.6799999997,211026.08,5750334.84,210716.2,((((x)*(5))+((5)*((x)*(x))))*((8)*((x)+((1)*(x))))),((x)*((x)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|AddToLeafR|ReplaceBranchXR|MultXD,MutateTerminalR,MultXD,0,0,1,1,3
1,x*x*x*x*3*x+1,25,-10,-0.034738258541787824,-0.003873494142505257,-0.023955487841974366,0.005249188984003081,32324.600000000006,109815.2275,102875.66479999998,7342.0888,0.4388617929468214,0.2619234734108867,0.6963023575046262,0.002138730455300408,2538433.3200000003,210733.58000000002,9412930.6,155939.48,((((x)*(x))*((x)*((9)*(x))))*((3)*((0)-((8)*(7))))),((((2)*((x)*(6)))*(((x)+(1))-((1)*(7))))-(((3)+(1))*((6)+((8)*((x)*(x)))))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|AddToLeafR|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,0,0,2,2,3
2,x*x*x*x*3*x+1,25,-10,-0.030549114543850044,0.00001182423014588463,-0.009912596612778012,0.00003216233383283499,52573.66099999999,8448.6298,169538.34799999997,8444.3328,0.35897374283109423,0.0007148868174757649,0.6541618520199729,0.00029174830266686145,2261148.04,211177.47999999998,8239841.88,211127.16,((((x)*(x))*((x)*((x)*(2))))*((3)*((4)*((5)*(x))))),((x)*((6)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|FellTreeD|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,0,2,3,3,3
3,x*x*x*x*3*x+1,25,-10,-0.03186162598303409,0.000008024573817861856,-0.013117176703865776,0.000018186448010256092,48281.439000000006,8449.4326,163173.5176,8447.2856,0.4637215372552898,0.0008337821886025321,0.712725660937681,0.00023471521771288231,2613945.9,211175.9,9849276.76,211102.04,((((x)*(4))+((x)*((x)*(x))))*(((6)*(x))+((1)*((2)*(9))))),((x)*((7)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,2,3,4,4,3
4,x*x*x*x*3*x+1,25,-10,-0.03256475400947816,0.000014513761986528067,-0.016235888767801465,0.00005798231904664263,59472.16380000001,8448.0616,206319.08239999998,8438.8776,0.6893493743030225,0.002659999943202848,0.8014384448793244,0.0012809409090543166,4621575.28,211118.92,17002879,210716.2,((((x)*(7))*((3)*((x)*(x))))*(((7)+(4))*((x)+((1)*(x))))),((x)*((x)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,DeleteTerminalR|SkipD|FellTreeD|ReplaceBranchR|MultXD,AddRandomSubTreeR,MultXD,2,4,5,5,3
5,x*x*x*x*3*x+1,25,-10,-0.03220601073143187,0.000012083676942998892,-0.01617279724112775,0.000030901437062605747,41698.4826,8448.575,127978.1408,8444.599199999999,0.16531045579715478,0.0010715729308562042,0.531942970937189,0.0004797302215471885,2133441.08,211172.84,6328047.4,211051.8,((((x)*(x))*((7)*((x)*(6))))*((4)*((0)-((6)*(x))))),((x)*((9)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|DeleteNonTerminalR|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,4,5,6,6,3
6,x*x*x*x*3*x+1,25,-10,-0.03365484526089299,0.000027778550089920244,-0.02429667893800685,0.00009529047483365806,33514.8218,8445.259,82944.2352,8430.9952,-0.255911593339966,0.007979621181929858,0.33352570683232435,0.003951478975387587,1524888.24,210844.06,3930241.48,209592.28,((((x)+(4))*((x)*((x)*(x))))*(((3)*(x))+((4)*((1)*(x))))),(((x)*(3))*((x)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|DeleteNonTerminalR|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,6,5,7,7,3
7,x*x*x*x*3*x+1,25,-10,-0.027657579889599607,-0.004709998476997019,-0.007879626377559156,0.000023298191673350534,250346.21840000004,236317.4828,910274.8112,8446.205600000001,0.937339330928028,0.0017031572590074395,0.8946703599329959,0.0008515786295037198,22010631.6,211188.24,84294583.48,210918.36,((((x)*(x))*((7)*((6)*(x))))*(((9)*(3))*((x)+((1)*(x))))),(((x)-(8))*((x)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|DeleteNonTerminalR|DeleteMaliciousR|MultXD,MutateTerminalR,MultXD,7,7,8,8,3
8,x*x*x*x*3*x+1,25,-10,-0.024967461319825367,0.0011022400657454703,0.009607556932568932,0.007325492170985934,293084.9078,8281.9912,1116759.7432,6903.4112,0.9407818528571834,0.7308797594829946,0.9094779973892954,0.4364370836199219,22882416.68,194468.52000000002,89194871.08,56859.24,((((x)*(x))*((x)*((x)*(9))))*(((x)+(6))*((5)*((7)*(6))))),((((x)-(1))*((x)*((x)*(4))))+(((5)*(x))+((0)*((x)*(x))))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|MultXD|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,6,8,9,9,3
9,x*x*x*x*3*x+1,25,-10,-0.026205766978615982,0.000011464514851073659,0.004944743435689564,0.0000312725117877756,77631.5624,8448.7058,256480.28959999996,8444.5208,0.43426547284368233,0.0009526775597292992,0.6978788238962681,0.0004062193022667234,2486683.98,211197.94,9336455.08,211076.92,((((x)*(x))*((4)-((0)*(x))))*(((8)*(3))*((x)+((7)*(x))))),((x)*((8)*(x))),MultXD|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR,MultXD|SkipD|MultXD|ReplaceBranchXR|MultXD,AddRandomSubTreeR,MultXD,9,8,10,10,3
