gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.06180477681085886,-0.03499772626302828,-0.05919995229039248,-0.019790239441015052,NaN,NaN,NaN,NaN,-0.96,0.019874191153338758,0.0000017432219760970174,1.0000863363173569,211272.86,166687.26416666666,211278.2,207079.21666666667,((9)*(0)),((((5)/((6)*(x)))*(((x)*(x))-((3)*(x))))+(((8)/(9))+((7)-((0)-((x)*(x)))))),AddToLeafR|FellTreeD|ReplaceBranchR|DeleteNonTerminalR|AddTreeWithMult,MutateNonTerminalR|MutateTerminalR|MultXD|AddTreeWithDiv|AddTreeWithAdd,AddTreeWithMult,MutateNonTerminalR,0,0,1,1,1
31,x*x*x*x*3*x+1,25,-10,-0.038401534393988586,0.0000009977366335041561,-0.03839795795306851,0.0000012116725719971644,8443.0234,8450.9172,8461.913999999999,8450.872,-0.9598545992913609,0.00003029181429992911,0.00007991035155744705,0,211420.04,211271.8,212046.2,211271.8,(((2)-((7)*(3)))*((x)*(8))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|DeleteTerminalR|MutateTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddTreeWithAdd,31,26,32,32,1
32,x*x*x*x*3*x+1,25,-10,-0.03842762810360936,0.0000012116725719971644,-0.038399853841996,0.0000012116725719971644,8305.1976,8450.872,8451.9,8450.872,-0.959990503516217,0.00003029181429992911,0.0000056456034525755445,0,211285.53999999998,211271.8,211328.36,211271.8,((1)-((x)*(8))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|DeleteNonTerminalR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,DeleteNonTerminalR,32,31,33,33,1
33,x*x*x*x*3*x+1,25,-10,-0.03840411616532136,0.0000012116725719971644,-0.03838487385825892,0.0000012116725719971644,8429.3866,8450.872,8531.0236,8450.872,-0.9589303354534447,0.00003029181429992911,0.000523962893513329,0,212779.04,211271.8,216928.12,211271.8,((((x)*(3))*((x)*(4)))*((3)*((0)-((6)*(1))))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|DeleteNonTerminalR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,DeleteNonTerminalR,33,31,34,34,1
34,x*x*x*x*3*x+1,25,-10,-0.03840139033747921,0.0000012116725719971644,-0.03839674817373491,0.0000012116725719971644,8443.784300000001,8450.872,8468.304,8450.872,-0.9599509272608342,0.00003029181429992911,0.00002475298728279643,0,211341.35,211271.8,211537.4,211271.8,(((8)*((x)-(0)))*((x)-(9))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|DeleteNonTerminalR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddXD,33,31,35,35,1
35,x*x*x*x*3*x+1,25,-10,-0.03839973617722983,0.0000012116725719971644,-0.03839882126977606,0.0000012116725719971644,8452.5215,8450.872,8457.354,8450.872,-0.9599132139520311,0.00003029181429992911,0.00004118069796753057,0,211422.16,211271.8,211736.6,211271.8,((((3)-(0))*((3)-(7)))*((x)-((8)*(6)))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddXD,33,33,36,36,1
36,x*x*x*x*3*x+1,25,-10,-0.03840724076596639,0.0000012116725719971644,-0.03839900991204961,0.0000012116725719971644,8412.8826,8450.872,8456.357600000001,8450.872,-0.9599127595748165,0.00003029181429992911,0.00004148552460241267,0,211435.87,211271.8,211739,211271.8,(((5)-((8)*(8)))*((3)*((x)+(0)))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|DeleteTerminalR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddToLeafR,35,33,37,37,1
37,x*x*x*x*3*x+1,25,-10,-0.03840853636579637,0.0000012116725719971644,-0.03839546417945628,0.0000012116725719971644,8406.0393,8450.872,8475.086000000001,8450.872,-0.9597273736713016,0.00003029181429992911,0.00013603775652092326,0,211640.40000000002,211271.8,212718.2,211271.8,(((5)-((8)*(5)))*((3)*((x)*(5)))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithSub,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddToLeafR,37,34,38,38,1
38,x*x*x*x*3*x+1,25,-10,-0.038403851490593915,0.0000012116725719971644,-0.038221332517978664,0.0000012116725719971644,8430.784599999999,8450.872,9394.8416,8450.872,-0.9506932035581522,0.00003029181429992911,0.004438018603740547,0,227506.97999999998,211271.8,260436.28,211271.8,((((x)*(x))*((x)*(6)))*((x)*((3)-(5)))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddXD,38,34,39,39,1
39,x*x*x*x*3*x+1,25,-10,-0.038443744446895134,0.0000012116725719971644,-0.03839919582805987,0.0000012116725719971644,8220.0718,8450.872,8455.375600000001,8450.872,-0.9599965467331697,0.00003029181429992911,0.0000858516018410364,0,211057.39,211271.8,211296.44,211271.8,(((8)+(x))*((2)-(5))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|FellTreeD|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,FellTreeD,38,38,40,40,1
40,x*x*x*x*3*x+1,25,-10,-0.03840005435108781,0.0000009461458872749425,-0.0383965452185791,0.0000009674448192047091,8450.840919999999,8450.928099999997,8469.376,8450.923599999998,-0.9597094560631433,0.00003029181429992911,0.000288135386023761,0,211335.292,211271.8,212812.84,211271.8,((((6)-(x))/((1)*((2)-(x))))*((3)*((0)-((x)+(3))))),((0)+(x)),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddTreeWithAdd,37,34,41,41,1
41,x*x*x*x*3*x+1,25,-10,-0.04101985964882862,0.0000012116725719971644,-0.03835249289325638,0.0000012116725719971644,7818.034728571428,8450.872,8702.0584,8450.872,-0.9566009555174173,0.00003029181429992911,0.001603635660710708,0,217022.10285714286,211271.8,229231.8,211271.8,((((3)/(8))+((8)*((x)*(x))))*((3)*((0)-((x)-(6))))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|MutateNonTerminalR|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddRandomSubTreeR,AddToLeafR,41,34,42,42,1
42,x*x*x*x*3*x+1,25,-10,-0.04097178240443169,0.0000012116725719971644,-0.038292217143084326,0.0000012116725719971644,8071.97657,8450.872,9020.4322,8450.872,-0.9599672545487419,0.00003029181429992911,0.000021162547403108185,0,211296.37,211271.8,211451.16,211271.8,((((1)+(9))-((x)*(x)))+((8)*((3)*((x)+(2))))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddToLeafR,38,34,43,43,1
43,x*x*x*x*3*x+1,25,-10,-0.04351809916783458,0.0000012116725719971644,-0.03799056922781703,0.0000012116725719971644,7827.333509960317,8450.872,10613.722914285714,8450.872,-0.9200000378647678,0.00003029181429992911,0.021103781983663604,0,256677.575,211271.8,422556.2,211271.8,((((x)*(x))*((x)*((x)*(3))))*((0)-((1)/((1)*(x))))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,ReplaceBranchR,43,42,44,44,1
44,x*x*x*x*3*x+1,25,-10,-0.04878436711425076,0.0000012116725719971644,-0.03829686426332674,0.0000012116725719971644,6420.91819904762,8450.872,8995.88632,8450.872,-0.9522168363797118,0.00003029181429992911,0.003891569188718565,0,221555.88,211271.8,252388.52,211271.8,((((x)*(x))*((8)-((x)+(6))))*(((x)*(x))/((1)*((2)+(1))))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithAdd|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddTreeWithDiv,ReplaceBranchR,44,42,45,45,1
45,x*x*x*x*3*x+1,25,-10,-0.04087784755450622,-0.0049987192242266325,-0.03793712757870902,0.0000033510319569196707,8568.136220238097,8004.5794,10895.9993,8450.42,-0.9175464009064825,0.00013725978354605444,0.020643788821531294,1.0000248033449233,272099.9866666667,166642.54,435516.2,211249.2,((((x)*(x))*((9)-((8)/(3))))*(((4)-(7))*((3)*((x)*(7))))),((((0)+((3)*(x)))*((6)/((2)+(2))))-(((0)*(6))-((1)*((4)-((x)+(x)))))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|SubXD|AddXD,DeleteNonTerminalR,AddToLeafR,45,44,46,46,1
46,x*x*x*x*3*x+1,25,-10,-0.0409453494455133,0.0000012116725719971644,-0.03804088039371786,0.0000012116725719971644,8211.59426952381,8450.872,10347.981600000001,8450.872,-0.925526400736091,0.00003029181429992911,0.018467952105740697,0,248580.0742857143,211271.8,393366.2,211271.8,((((x)*(9))/((8)-((9)*(x))))*(((x)*(3))*((6)*((2)+(0))))),((0)+(x)),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,DeleteNonTerminalR,AddXD,45,45,47,47,1
47,x*x*x*x*3*x+1,25,-10,-0.05400046097672799,0.0000012116725719971644,-0.03839544137224443,0.0000012116725719971644,5279.520141666667,8450.872,8475.206466666665,8450.872,-0.9599972472313755,0.00003029181429992911,0.00028627535442151824,0,210438.1175,211271.8,211292.74,211271.8,((((3)-(8))*((8)-(1)))*((3)/((6)+(1)))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|SubXD|FellTreeD|AddXD,AddTreeWithDiv,AddToLeafR,47,46,48,48,1
48,x*x*x*x*3*x+1,25,-10,-0.0408983594634941,0.0000012116725719971644,-0.037973009160433974,0.0000012116725719971644,8459.79324,8450.872,10706.4744,8450.872,-0.921696000817879,0.00003029181429992911,0.01918582234166749,0,261592.41333333333,211271.8,413598.2,211271.8,((((x)*(x))*((5)*((x)*(3))))*((8)*((9)/((0)-(3))))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|SubXD|FellTreeD|AddXD,ReplaceBranchR,FellTreeD,48,46,49,49,1
49,x*x*x*x*3*x+1,25,-10,-0.03839448130023646,0.0000012116725719971644,-0.038373461947328213,0.0000012116725719971644,8480.277523809524,8450.872,8591.300799999999,8450.872,-0.9577519687312747,0.00003029181429992911,0.001125614942157904,0,214234.1,211271.8,223152.2,211271.8,((((x)/(3))*((x)*((6)+(3))))*(((2)-(7))*((8)+((x)+(1))))),((0)+(x)),MutateTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,MutateTerminalR,AddXD,48,48,50,50,1
50,x*x*x*x*3*x+1,25,-10,-0.05142739412774247,0.0000012116725719971644,-0.03839865807262652,0.0000012116725719971644,5665.4559500000005,8450.872,8458.216,8450.872,-0.96,0.00003029181429992911,0.0021721533683091345,0,204977.69,211271.8,211278.2,211271.8,((((x)*(x))*((0)*((7)-(x))))*((3)*((4)-((x)/(7))))),((0)+(x)),MutateTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,MutateTerminalR,AddToLeafR,48,48,51,51,1
51,x*x*x*x*3*x+1,25,-10,-0.04356390996443372,0.0000012116725719971644,-0.038237449634787556,0.0000012116725719971644,7585.362943809525,8450.872,9309.711714285715,8450.872,-0.9502725411329707,0.00003029181429992911,0.004910753220287566,0,223763.89,211271.8,262658.2,211271.8,((((7)*(5))*((x)-((0)*(x))))*(((5)/(1))-((3)*((x)+(1))))),((0)+(x)),ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddRandomSubTreeR,AddTreeWithAdd,51,50,52,52,1
52,x*x*x*x*3*x+1,25,-10,-0.041017863732904454,0.0000009087544289978734,-0.03839974910804806,0.0000009087544289978734,7828.577066666667,8450.935999999998,8452.4532,8450.935999999998,-0.96,0.00003029181429992911,0.000004119109761676554,0,211255.26666666666,211271.8,211278.2,211271.8,((((x)*(x))*((x)*((4)-(9))))*(((0)/(6))*((3)*((2)-(1))))),((0)+(x)),ReplaceBranchR|AddTreeWithAdd|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,MutateTerminalR,AddTreeWithAdd,50,51,53,53,1
53,x*x*x*x*3*x+1,25,-10,-0.04332425992973111,0.0000012116725719971644,-0.0372182740346276,0.0000012116725719971644,8851.183642857144,8450.872,14692.951371428573,8450.872,-0.8422385877956174,0.00003029181429992911,0.05888352630532214,0,366758.48000000004,211271.8,833288.68,211271.8,((((x)*(x))*((x)*(9)))*((9)-((7)*((x)*(9))))),((0)+(x)),ReplaceBranchR|DeleteTerminalR|SkipD|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddTreeWithSub,AddXD,52,50,54,54,1
54,x*x*x*x*3*x+1,25,-10,-0.041052075434190566,0.0000012116725719971644,-0.03839996879943127,0.0000012116725719971644,7647.8724,8450.872,8451.292800000001,8450.872,-0.96,0.00003029181429992911,0.0004765668150733362,0,209996.65,211271.8,211278.2,211271.8,((((0)-(0))*((x)*(x)))*((3)*((x)+((6)-(2))))),((0)+(x)),ReplaceBranchR|DeleteTerminalR|SkipD|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchXR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddToLeafR,52,53,55,55,1
55,x*x*x*x*3*x+1,25,-10,-0.038459426462361,0.0000012116725719971644,-0.0382477719707949,0.0000012116725719971644,8137.2401,8450.872,9255.1896,8450.872,-0.9455179228145639,0.00003029181429992911,0.006002150465978631,0,241278.46000000002,211271.8,287771.88,211271.8,((((x)*(8))-((x)*((x)*(x))))*((3)*((4)+((8)+(0))))),((0)+(x)),ReplaceBranchR|AddTreeWithAdd|SkipD|AddTreeWithSub|MutateTerminalR,AddToLeafR|MultXD|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddXD,54,54,56,56,1
56,x*x*x*x*3*x+1,25,-10,-0.03824477272146393,-0.00000004248419777521022,-0.037504650001751245,0.000001457793563180989,9271.031500000001,8451.1371,13180.326400000002,8450.82,-0.9055390437820846,0.00003029181429992911,0.02735873561145476,0,282191.30000000005,211271.8,498938.52,211271.8,((((x)*(6))*((x)*(x)))*((2)+((9)*((3)-(x))))),((0)+(x)),ReplaceBranchR|AddTreeWithAdd|SkipD|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,SkipD,AddToLeafR,56,55,57,57,1
57,x*x*x*x*3*x+1,25,-10,-0.038553940520129386,-0.000017991184800970673,-0.038399029904647046,0.00008509917256016376,7638.021100000001,8455.080999999998,8456.252,8433.148399999998,-0.9599043081586269,0.00003029181429992911,0.00016498605308929,0,211144.41,211271.8,211783.64,211271.8,((((x)*(2))*((7)-(2)))*((x)*((8)-((6)+(4))))),((0)+(x)),ReplaceBranchR|AddTreeWithAdd|SkipD|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,ReplaceBranchR,AddToLeafR,57,56,58,58,1
58,x*x*x*x*3*x+1,25,-10,-0.03733197815960189,0.0000012116725719971644,-0.03330882856821007,0.0000012116725719971644,14092.3713,8450.872,35342.466400000005,8450.872,-0.46942626357096945,0.00003029181429992911,0.24751200255849845,0,843797.9700000001,211271.8,2802466.6,211271.8,((((x)*(0))-((6)*((x)*(x))))*(((3)+(6))*((7)+((1)*(x))))),((0)+(x)),AddXD|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddXD,AddToLeafR,56,55,59,59,1
59,x*x*x*x*3*x+1,25,-10,-0.03843979306904357,0.0000012116725719971644,-0.037841818038964734,0.0000012116725719971644,8240.9428,8450.872,11399.42,8450.872,-0.914410970937844,0.00003029181429992911,0.02912016299430157,0,233081.25,211271.8,452077.4,211271.8,((((x)*(x))*((x)*((x)*(5))))-(((9)*(9))+((3)*((1)+(x))))),((0)+(x)),AddXD|ReplaceBranchR|MutateNonTerminalR|AddTreeWithSub|AddXD,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddXD,AddXD,56,58,60,60,1
60,x*x*x*x*3*x+1,25,-10,-0.035304351419124164,0.0000012116725719971644,-0.026703234616728088,0.0000012116725719971644,24802.204500000003,8450.872,70232.9164,8450.872,-0.18218557333411586,0.00003029181429992911,0.37983108484142974,0,1318618.4000000001,211271.8,4319659,211271.8,((((x)*(x))*((x)*((x)*(x))))*(((x)*(3))-((8)+((1)+(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateTerminalR,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddXD,AddTreeWithAdd,60,56,61,61,1
61,x*x*x*x*3*x+1,25,-10,-0.03594648886633831,0.0000012116725719971644,-0.0328934946246229,0.0000012116725719971644,21410.463399999997,8450.872,37536.2416,8450.872,-0.47392132647854823,0.00003029181429992911,0.19905613939797406,0,1427778.8599999999,211271.8,2778723.88,211271.8,((((4)*((5)-(1)))*((x)*((3)+(5))))*(((x)*(3))*((x)+((1)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|AddTreeWithMult,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddXD,AddTreeWithAdd,61,60,62,62,1
62,x*x*x*x*3*x+1,25,-10,-0.03775177863120758,0.0000012116725719971644,-0.0352878679201167,0.0000012116725719971644,11875.004099999998,8450.872,24889.2696,8450.872,-0.6800075956724357,0.00003029181429992911,0.14283676582484797,0,562533.59,211271.8,1690185.48,211271.8,((((x)*((x)*(x)))*((x)*((3)*(x))))*(((0)+(9))+((0)-((x)*(6))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|MultXD|AddTreeWithMult,SkipD|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddTreeWithMult,FellTreeD,62,61,63,63,1
63,x*x*x*x*3*x+1,25,-10,-0.03399057606511226,0.0000012116725719971644,-0.023223352792668624,0.0000012116725719971644,31741.506800000006,8450.872,88613.49560000001,8450.872,-0.4016827102843549,0.00003029181429992911,0.2674329251595197,0,1313749.3900000001,211271.8,3160285,211271.8,((((x)*((x)*(x)))*((x)*((4)*(x))))-(((1)*(x))*((1)+((5)+(9))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|AddTreeWithMult,AddToLeafR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddXD,AddXD,ReplaceBranchR,63,62,64,64,1
64,x*x*x*x*3*x+1,25,-10,-0.038337028467679106,0.000000605845461662148,-0.037934158394003735,0.000000605845461662148,8783.7408,8450.999999999998,10911.6824,8450.999999999998,-0.938511956273766,0.00003029181429992911,0.010644832029715107,0,240472.11,211271.8,324777.08,211271.8,((((7)+((3)*(6)))-((0)*((x)*(x))))*(((x)*(3))*((x)+((1)-(x))))),((0)+(x)),AddXD|ReplaceBranchXR|MutateNonTerminalR|AddTreeWithSub|AddTreeWithMult,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,AddXD,AddXD,64,63,65,65,1
65,x*x*x*x*3*x+1,25,-10,-0.03834216317632392,0.0000005297201762027469,-0.03758465098623521,0.0000014615800399706155,8756.619499999999,8451.016099999999,12757.764799999999,8450.8192,-0.8933331692526725,0.00003029181429992911,0.03308694082547577,0,301896.85,211271.8,563409.4,211271.8,((((x)*((x)*(x)))*((x)*((9)+(2))))*(((x)-(1))-((1)+((8)*(1))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,65,63,66,66,1
66,x*x*x*x*3*x+1,25,-10,-0.03813695381728924,0.0000009087544289978734,-0.036659065819379374,0.0000009087544289978734,9840.5261,8450.935999999998,17646.664,8450.935999999998,-0.8725660858526814,0.00003029181429992911,0.04347279924578584,0,328775.41000000003,211271.8,673100.2,211271.8,((((9)+((2)*(9)))*((x)*((x)*(x))))*(((7)-(1))+((x)+((1)+(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,66,63,67,67,1
67,x*x*x*x*3*x+1,25,-10,-0.03729529233020728,0.0000012116725719971644,-0.03434566602706763,0.0000012116725719971644,14286.144199999999,8450.872,29865.937599999997,8450.872,-0.6111948170705733,0.00003029181429992911,0.17526682926044865,0,665154.08,211271.8,2053651.48,211271.8,((((x)*(x))*((x)*((x)*(3))))*(((x)+(6))-((3)-((5)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,67,63,68,68,1
68,x*x*x*x*3*x+1,25,-10,-0.03846589618805916,0.0000012116725719971644,-0.03803741728204803,0.0000012116725719971644,8103.0673,8450.872,10366.273599999999,8450.872,-0.9410155595797389,0.00003029181429992911,0.0096354363078264,0,235392.56999999998,211271.8,311553.16,211271.8,((((x)*(x))*((3)+((5)-(2))))*(((x)*(3))+((x)+((1)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,68,67,69,69,1
69,x*x*x*x*3*x+1,25,-10,-0.03838277490058132,0.0000012116725719971644,-0.03827797510580836,0.0000012116725719971644,8542.110200000001,8450.872,9095.658000000001,8450.872,-0.9530858328024379,0.00003029181429992911,0.003225459391658553,0,224762.34999999998,211271.8,247798.52,211271.8,((((x)*(x))*((0)-((9)*(x))))*(((x)+(3))*((x)+((1)+(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,68,67,70,70,1
70,x*x*x*x*3*x+1,25,-10,-0.03766663828071235,0.0000012116725719971644,-0.0349909723956376,0.0000012116725719971644,12324.711599999999,8450.872,26457.4584,8450.872,-0.7108314553986166,0.00003029181429992911,0.13208194278844332,0,482811.06,211271.8,1527375.24,211271.8,((((x)*(x))*((x)*((x)*(3))))+(((x)+(x))+((4)-((7)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,MutateNonTerminalR,68,67,71,71,1
71,x*x*x*x*3*x+1,25,-10,-0.03808209977177011,0.0000012116725719971644,-0.03705377164326466,0.0000012116725719971644,10130.2627,8450.872,15561.8456,8450.872,-0.8449622611324783,0.00003029181429992911,0.05724619598671985,0,365580.70999999996,211271.8,818902.36,211271.8,((((7)*(x))*((x)*((x)*(x))))*(((2)-(5))-((x)+((1)+(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,AddToLeafR,68,70,72,72,1
72,x*x*x*x*3*x+1,25,-10,-0.03677843325056726,0.0000012116725719971644,-0.03140272198456821,0.0000012116725719971644,17016.1706,8450.872,45410.435600000004,8450.872,-0.3374142339342156,0.00003029181429992911,0.3110861321205787,0,1035154.87,211271.8,3499748.2,211271.8,((((x)*(x))*((x)*((6)+(0))))*(((5)-(x))*((x)-((1)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,MutateNonTerminalR,ReplaceBranchR,72,71,73,73,1
73,x*x*x*x*3*x+1,25,-10,-0.03731288176442245,0.0000012116725719971644,-0.03390577935631788,0.0000012116725719971644,14193.2376,8450.872,32189.399199999996,8450.872,-0.706643854406181,0.00003029181429992911,0.12906783605222286,0,527494.75,211271.8,1549493.96,211271.8,((((x)*((x)*(4)))+((5)*((x)*(3))))*(((x)+(1))*((1)-((0)+(9))))),((0)+(x)),AddXD|AddTreeWithAdd|MutateNonTerminalR|AddTreeWithSub|AddTreeWithAdd,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,AddTreeWithAdd,AddToLeafR,73,71,74,74,1
74,x*x*x*x*3*x+1,25,-10,-0.030512979507613506,0.0000012116725719971644,-0.0193824648507069,0.0000012116725719971644,79326.44050000001,8450.872,223313.04,8450.872,0.7442693334093993,0.00003029181429992911,0.8473223863770996,0,6943750.03,211271.8,20654366.84,211271.8,((((x)*(x))*((x)*((7)*(8))))*(((4)+(1))*((x)+((1)*(x))))),((0)+(x)),AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithSub|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|FellTreeD|AddXD,AddTreeWithSub,AddToLeafR,74,72,75,75,1
