A,P,AFinal,PFinal,AGen,PGen,count,run
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,AddXD,0,0,0,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,MultXD,0,0,1,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddTreeWithMult,0,0,2,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddTreeWithAdd,0,0,3,3
SkipD,SkipD,SkipD,MutateNonTerminalR,0,0,4,3
MultXD,MultXD,MultXD,SkipD,0,0,5,3
ReplaceBranchR,ReplaceBranchR,ReplaceBranchR,AddRandomSubTreeR,0,0,6,3
MultXD,MultXD,MultXD,ReplaceBranchR,0,0,7,3
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,AddTreeWithMult,0,0,8,3
DivXD,DivXD,DivXD,AddTreeWithSub,0,0,9,3
AddTreeWithDiv,AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,10,3
SkipD,SkipD,SkipD,MutateTerminalR,0,0,11,3
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,0,0,12,3
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddToLeafR,0,0,13,3
MultXD,MultXD,MultXD,AddTreeWithMult,0,0,14,3
