gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,5*x*x*x+2*x+7,10,1,0.04951283663566168,-0.11347369564204669,0.19645296135534196,0.1058311450247092,187045.70260000002,5129944.460605711,1084295.724,144.12543253968255,0.9898902287800603,0.669684562053069,0.7113400439389879,0.4210428395800487,916545.78,5520.097373015873,4541645.8,505.5477777777778,(((((6)*(7))*((4)*(x)))*(((x)*(x))-((1)+(1))))+(((7)*((x)+(7)))*(((7)*(2))+((0)-((9)*(x)))))),(((((x)*(5))-((6)+((x)*(4))))-(((2)*(9))-((2)*((x)-(8)))))+((((4)+(0))+((3)*(x)))+(((2)*(8))*((8)+((3)+((9)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,20,21,22,22,2
22,5*x*x*x+2*x+7,10,1,0.06683518606811474,-0.1177861803238479,0.19590928665855692,0.0407839895666423,258441.16719999994,193851.57600483348,1508005.73,243.68010396825395,0.9772059391150603,0.209007327203995,0.6326828083024136,0.3485613208441319,554699.5900000001,2984.0257142857145,2014340.5,1210.6142857142856,(((((5)-(8))*((x)*(x)))*(((x)+(5))*((8)*(7))))*(((4)+((9)-(0)))*(((x)+(7))*((x)+((x)*(x)))))),((((9)+((1)*(x)))+(((9)-(5))*((6)+(x))))*(((2)+(1))*((1)+((x)*((5)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,21,18,23,23,2
23,5*x*x*x+2*x+7,10,1,0.07452549651866516,-0.06665712739425582,0.19872619525194962,0.04485218960501548,385139.9096,90870.99554391879,2575595.14,237.45372380952384,0.9914922057746641,0.34199841321696917,0.13295591669855236,0.35027668138061896,1997559.8299999996,4648.610785997733,5396816,1007.0714285714287,(((((5)*(6))*((9)-(8)))*(((4)+(6))*((x)*(x))))+(((2)*((x)+(0)))*(((4)-(5))*((x)+((x)*(x)))))),(((((7)-(7))-((2)/(7)))*(((x)*(4))*((x)-((6)*(0)))))+((((9)*(3))-((x)*(9)))+(((x)+(1))+((0)+((8)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,22,23,24,24,2
24,5*x*x*x+2*x+7,10,1,0.05290435721123342,-0.13795064076918617,0.1984867431020771,0.070864370498281,418963.9561999999,657031.5511544639,3077144.6140000005,197.64208095238092,0.9992983571571119,0.017641293694870958,0.45670479741378395,0.31916797819163906,7365853.6,6823.513704639883,65439276.5,1503.5,(((((5)*(9))*((2)-(8)))*(((9)*(8))*((x)*(x))))+(((3)-((8)*(x)))+(((6)*(x))+((9)+((2)*(x)))))),((((1)*(7))+((2)*(x)))-((4)*((x)*((2)/(x))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,24,24,25,25,2
25,5*x*x*x+2*x+7,10,1,0.03058853751948763,-0.1362446767175172,0.1828751864978608,0.03115209159782829,283381.7323999999,773161.0743199986,2270137.38,258.42172380952377,0.9955031166736286,0.036720026135249946,0.6285989972385857,0.41590974610090115,1466459.3699999999,24603.250451719574,10210405,1474.3,(((((5)*(x))*((6)-(8)))+(((4)*(8))*((x)*(5))))*(((5)+((2)*(x)))+(((7)*(6))-((3)+((x)*(x)))))),((9)+((3)*(6))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,25,24,26,26,2
26,5*x*x*x+2*x+7,10,1,0.032838336399871486,-0.12191697530844223,0.19755539890030108,0.05725925718503309,282284.64019999997,180653.6216358495,1811185.14,218.46470687830688,0.9976028463243591,0.38944521363665435,0.7703895949452355,0.3378583611891766,2372706.58,4744.646191798942,19153966,934.4541005291005,(((((9)*(7))+((0)*(3)))*(((x)*(8))*((x)-(0))))*(((x)+((2)*(5)))+(((7)*(x))+((x)*((2)-(7)))))),(((((8)+((3)*(x)))*((x)*((5)+(8))))+(((2)*((5)-(8)))*((5)/((3)+(1)))))*((((0)*(6))+((7)+((7)+(4))))-(((0)*(0))*((x)+((x)+((7)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddTreeWithMult|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,26,26,27,27,2
27,5*x*x*x+2*x+7,10,1,0.05077743134952098,-0.0989675363880924,0.1981092163370284,0.06965740991376404,632684.661,282551.89514634944,5251891.206,199.48933412698415,0.9954826069298374,0.617619514319939,0.6988371767921839,0.41935055737222476,1471387.78,1470821.7309960318,10164048,585.2333333333333,(((((7)*(4))*((8)*(x)))*(((x)*(4))*((4)-(1))))+(((2)*((7)+(7)))*(((8)+(8))-((6)+((x)*(x)))))),((((x)*(4))*((x)+(1)))*((x)*((x)/((8)+(4))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,27,25,28,28,2
28,5*x*x*x+2*x+7,10,1,0.025276946098660266,-0.07666587795851611,0.19129197088250616,0.060618564324346744,175486.9002,423101.65397893265,1028821.6500000001,213.3232873015873,0.9907273670205676,0.0845326509129189,0.5878354005690637,0.032922080401715924,863807.6,1492.9219530753967,4951668,1401.1227777777776,(((((5)*(7))*((x)*(x)))*(((3)-(7))-((4)+(8))))+(((0)*((1)*(0)))+(((7)*(x))*((7)+((x)*(x)))))),((((7)+(5))+((7)*((8)+(6))))*((x)+((1)+((0)/(x))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,28,25,29,29,2
29,5*x*x*x+2*x+7,10,1,0.036996989729283364,-0.08082811404821136,0.19208399734800594,0.027841995301877698,196630.26239999998,481016.6733022686,1328239.764,263.4878261904762,0.9950312324080305,0.049656974844821955,0.6151993520283829,0.3151876513321943,2013322.8399999999,13423.341734126985,9240722,1454.5,(((((5)*(4))-((7)*(4)))*(((x)*(8))+((3)-(1))))*(((8)*((5)+(2)))*(((x)+(7))*((5)+((x)*(x)))))),(((((9)-((x)*(6)))+((7)+((3)*(2))))*(((0)*((4)/(x)))*((8)*((8)+(7)))))-((((0)+(4))*((0)+((x)-(8))))+(((0)-((6)*(6)))*((x)+((x)*((7)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,27,29,30,30,2
30,5*x*x*x+2*x+7,10,1,0.011539953789532898,-0.07360541646739266,0.19230273901693862,0.05740751267174651,186684.01899999997,24700.861375866738,1191437.82,218.23780185589192,0.9913242592813561,0.18031609904053436,0.7612577829405051,0.0774316933598771,1067250.84,1506.8389503514254,5292343.5,1254.5262104184621,(((((3)*(9))*((8)*(x)))*(((2)+(2))-((7)*(9))))*(((3)+((4)-(1)))*(((x)+(7))*((x)+((2)*(x)))))),(((((5)-(4))*((5)/(x)))+(((8)*(x))-((3)+(2))))-(((5)+((9)*(x)))*(((9)*(x))+((x)-((7)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,27,28,31,31,2
31,5*x*x*x+2*x+7,10,1,0.053965600420178186,-0.08174906478230744,0.19607494128133163,0.035992588063865426,488525.06940000004,419011.6757260335,3481001.86,251.01334396825396,0.993398469203999,0.2831119615438466,0.3089762060245139,0.32721740075573746,1213882.3800000001,5913.866436507937,6955205,1097.1971428571428,(((((7)*(9))*((2)-(1)))*(((x)*(5))*((x)*(x))))+(((2)*((x)+(x)))-(((7)*(x))+((x)+((x)*(x)))))),((((6)*(6))+((x)*(x)))+((6)*((x)+((4)/(x))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,27,31,32,32,2
32,5*x*x*x+2*x+7,10,1,0.017448059732123346,-0.10992636648912431,0.19767538336590237,0.06756024175106175,376319.2946,358430.29825955024,2822755.972,202.69905,0.9990161459629264,0.3907219862789938,0.8912179146140248,0.4176619628487642,6679740.6,3363.326111111111,46668508,932.5,(((((9)-(x))*((6)*(8)))*(((5)*(9))*((x)*(x))))+(((0)+((9)*(8)))-(((0)+(7))*((x)+((x)*(x)))))),((((1)+((x)*(2)))/((3)*((4)+(7))))+(((1)*(6))*((3)/((5)-(4))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,32,32,33,33,2
33,5*x*x*x+2*x+7,10,1,0.03841917488219165,-0.12116876204137358,0.19555518029612146,0.0428500624860638,274008.54880000005,5663363.254489433,1670232.1499999997,240.51797936507938,0.9948221948593636,0.10391012377944742,0.7890181131407455,0.12155754520629496,1419828,1617.2198854875282,8867657,1371.4655555555557,(((((5)*(x))*((5)*(7)))*(((4)*(3))-((7)+(1))))*(((x)+((2)*(5)))-(((7)+(7))*((x)+((x)*(x)))))),((((7)+((9)-(0)))+(((2)*(7))-((6)*(6))))+(((x)+((9)*(x)))+((x)*((8)+((6)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,33,33,34,34,2
34,5*x*x*x+2*x+7,10,1,0.0434872000344583,-0.08719438077232987,0.19317649242759308,0.05294274306041704,137141.7752,5210.26162893415,900101.332,225.07113174603174,0.9871037351223194,0.10840523119843616,0.4162665781023037,0.032885315614900455,628994.66,1504.445621031746,3560333.2,1364.5857936507934,(((((6)-(9))*((6)*(0)))+(((1)*(x))*((x)*(x))))*(((x)+((7)-(3)))*(((x)+(7))*((x)+((x)*(x)))))),(((((9)-(2))*((1)*((x)*(x))))-(((3)*((x)+(5)))+((3)-((5)-(8)))))+((((8)+(x))-((7)+(2)))*(((x)+(x))*((5)+((0)/((8)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,33,34,35,35,2
35,5*x*x*x+2*x+7,10,1,0.02958879603623865,-0.03550195715861593,0.1936801634325849,0.04310009282162173,131744.943,9890.582097329576,860321.0360000001,240.13530793650793,0.985076215635114,0.3762104924731518,0.6985855985935714,0.11576525104078675,572846.05,1428.823357142857,3076632.5,954.7098412698411,(((((9)*(5))*((x)*(9)))*(((x)*(x))+((2)*(1))))*(((2)+((2)+(2)))-(((1)*(5))-((2)+((x)*(x)))))),(((((x)*(x))-((3)*((8)*(0))))+(((9)+(4))*((9)+((2)*(3)))))+((((x)-(x))+((7)+(5)))*(((9)*(x))+((x)*((x)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,33,35,36,36,2
36,5*x*x*x+2*x+7,10,1,0.014765477129895555,-0.0850397891574537,0.18651423226856964,0.06241631881494673,334454.92467430554,57201.72757358217,2636409.536,210.57182405372404,0.9907521475853719,0.6128716105847762,0.6134132519386616,0.4522891004909129,939577.03,29274.143739682535,4964936.5,592.5,(((((5)*(8))*((9)*(6)))*(((7)-(6))-((5)*(x))))*(((x)+((2)*(x)))+(((7)*(x))+((6)+((4)*(x)))))),(((((7)/((6)*(x)))*((4)*((8)+(4))))-(((0)-((8)*(x)))*((3)+((x)+(x)))))-((((2)-(0))*((x)-((3)*(8))))*(((8)-((x)+(4)))+((3)*((3)+((4)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,33,36,37,37,2
37,5*x*x*x+2*x+7,10,1,0.048111062276438084,-0.05149265475421238,0.1962091583975818,0.030454506515663,153432.84399999998,327400.89367710555,940109.872,259.48937777777775,0.9967510794001806,0.25357404728198596,0.5151850791234958,0.09098830277208723,2477351.7399999998,1479.4084715608465,14132386,1142.4049206349205,(((((x)*(5))*((8)*(x)))*(((7)+(9))*((x)+(2))))*(((9)+((7)-(5)))*(((7)-(9))*((x)+((x)*(x)))))),(((((3)*(9))*((2)*(x)))*(((4)+(1))-((0)*(x))))+(((7)-((3)+(4)))*(((x)*(x))*((7)+((9)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,33,36,38,38,2
38,5*x*x*x+2*x+7,10,1,0.04049473339748441,-0.07247045652786821,0.19587656980733667,0.05445756230765563,235214.10679999995,742083.7530222578,1728955.2119999998,222.752700888133,0.9987624462891178,0.2510880353448141,0.7892829862628742,0.37287351989932277,4869384.85,17163.530409297055,37101420,1146.209761904762,(((((7)*(6))*((x)*(5)))+(((3)-(3))*((x)*(x))))*(((x)+((7)-(0)))*(((x)+(7))*((8)+((x)*(x)))))),(((((3)*(8))*((x)+((6)*(0))))-(((8)+((2)+(9)))*((x)+((2)-(3)))))-((((9)+(0))/((9)*(3)))+(((x)*(5))+((x)*((0)+((9)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,38,35,39,39,2
39,5*x*x*x+2*x+7,10,1,0.08016658275034062,-0.058563179773268394,0.19759740494896683,0.025269059286569907,536488.0696,818668.752428813,4127162.106,267.4257047619048,0.9938225437396597,0.03234237177393009,0.5607313318429724,0.21887071699029767,1625797.78,1863.3521097883597,7432671,1481,(((((5)*(3))+((x)*(7)))-(((1)*(8))*((9)*(x))))+(((3)-((2)*(x)))+(((9)*(5))*((x)+((x)*(x)))))),((1)+((8)*(x))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,39,38,40,40,2
40,5*x*x*x+2*x+7,10,1,0.043734753518869025,-0.06167993801135155,0.19795898058673522,0.08213480136691505,409830.9468000001,3124.4070100743834,3139598.1659999997,180.39268650793653,0.998302579485833,0.7496934293700056,0.5665661459732888,0.5168732265198932,4853061.57,4808.532662698412,27049867.5,383.09420634920633,(((((0)+(5))*((5)*(x)))*(((7)*(7))*((x)*(x))))+(((2)*((x)+(8)))-(((8)-(4))*((x)+((x)*(x)))))),(((((8)+(9))*((2)*(x)))*(((x)*(x))+((3)+((8)+(x)))))-((((9)-(x))-((x)*(x)))+(((0)-(0))+((1)*((x)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,39,38,41,41,2
41,5*x*x*x+2*x+7,10,1,0.047006765834239524,-0.060855296519181215,0.19553083393456802,0.06798289074532131,299215.4262,26020.896980873345,1962122.5860000001,202.05218571428574,0.9906705788398366,0.9382554720679517,0.6630829252677195,0.4621032255219662,812647.7700000001,332293.01769841264,4921527.2,94.5,(((((5)+(7))*((x)*(x)))*(((9)-(0))*((6)*(6))))*(((3)+((6)-(9)))*(((x)+(7))*((x)+((x)*(x)))))),(((((7)/(7))*((3)*((x)*(5))))*(((x)-(1))*((5)*((2)*(0)))))-((((x)+(7))*((0)+(1)))+(((x)+(2))-((3)*((7)+((8)/(x))))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,40,38,42,42,2
42,5*x*x*x+2*x+7,10,1,0.05322140144865651,-0.07729668405957844,0.1968547554604114,0.0755806842872181,208221.49899999998,429063.6279935772,1281321.6239999998,190.42376269841267,0.9981415066359446,0.4480741587716432,0.701687772746242,0.13274193359044467,2966128.21,1617.5085158730158,24705495.8,844.7225000000001,(((((8)-(3))*((5)*(4)))+(((9)*(5))*((x)*(x))))+(((x)-((6)*(x)))+(((7)*(x))*((6)+((x)*(x)))))),(((((1)/(1))+((8)+(1)))*(((x)*(x))+((5)*((8)*(5)))))+(((x)+((5)+(4)))-(((0)-(8))+((4)*((x)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,42,38,43,43,2
43,5*x*x*x+2*x+7,10,1,0.04947698291166529,-0.07508579310989544,0.198449660735353,0.04520596065336974,314286.48579999997,2955285.0258756364,2091579.7739999997,236.91227722001764,0.9799275880580625,0.2050792536617296,0.584547362217257,0.3350724047483166,745686.24,37097.599842449294,2287468,1216.6262022707228,(((((0)-(5))*((8)*(1)))*(((7)*(x))*((9)*(4))))-(((9)+((2)*(5)))+(((0)+(7))*((x)+((x)*(x)))))),(((((x)-(2))+((3)-((5)*(8))))+(((8)*(1))*((9)*((x)+(8)))))+((((8)+(8))*((3)+(7)))*(((1)/(x))+((6)*((3)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|MultXD|ReplaceBranchXR|AddTreeWithAdd,SkipD,AddTreeWithAdd,43,43,44,44,2
44,5*x*x*x+2*x+7,10,1,0.05490656474609083,-0.07269631325565022,0.19591140212940286,0.027078268850826835,221631.09279999998,105666.15168286288,1463826.5019999999,264.6567095238095,0.9937586894430438,0.4653707938582163,0.5421037212563229,0.3472875374469468,938201.51,15328.637227702196,7356628,818.25,(((((5)*(9))+((x)*(7)))*(((x)*(5))*((8)+(x))))-(((x)*((x)+(2)))*(((6)-(5))*((x)+((x)*(x)))))),((((x)-((1)*(x)))-(((0)*(7))/((4)+(8))))+(((4)+((1)*(x)))+((x)*((x)+((8)/(x)))))),SkipD|AddTreeWithMult|AddTreeWithSub|SkipD|AddTreeWithMult|MultXD|SkipD|SkipD|AddXD|SkipD|AddTreeWithMult|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,SkipD|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|ReplaceBranchXR|ReplaceBranchXR|AddTreeWithAdd|AddTreeWithDiv|DivXD|AddTreeWithSub|MultXD|ReplaceBranchXR|AddTreeWithAdd,SkipD,ReplaceBranchXR,37,43,45,45,2
