TopAntagonist,TopProtagonist,FinalAntagonist,FinalProtagonist,Epoch
-0.98,1,-0.9748694214876032,0.13853736672712136,1
0.49745988816198233,0.16977394604131976,-0.8214380165289257,1,2
-0.9753636363636363,0.1670041457295835,-0.975,0.16831955922865013,3
-0.975,1,-0.9752231404958678,0.17365365136974076,4
0.9243752363273865,0.17034247234247224,-0.975700826446281,0.1708045567838956,5
-0.9772045454545455,1,-0.9815702479338843,0.16700821327408635,6
-0.9856049586776859,1,-0.9759917355371901,0.16498543880362068,7
-0.9751090909090909,0.170483225108225,0.7136565023402073,0.1567074829931974,8
-0.9749338842975207,1,-0.9589900826446282,1,9
0.34504316760940756,0.17052161222615772,0.7144711226476315,0.18650137741046832,10
-0.9746528925619835,0.16981424158003122,-0.9751355371900826,0.16714481677444654,11
-0.9745454545454545,1,-0.9750909090909091,1,12
-0.6122727272727273,1,-0.9758628099173553,0.16640648913376188,13
-0.95,1,-0.9875355371900827,1,14
-0.9780909090909091,0.16983928078339466,-0.9431818181818182,0.15880745787918943,15
0.06977030245534509,0.1698785173160174,-0.9720330578512397,0.2116804407713499,16
-0.99,0.1697516010160638,-0.9758049586776859,0.18797061524334255,17
-0.9751272727272727,0.1698667379452502,-0.9751619834710744,1,18
-0.9743636363636363,0.16974179626957406,-0.9757685950413223,1,19
0.7852275611613332,0.16969246835556992,-0.9372148760330579,0.16935465040010497,20
