gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,5*x*x*x+2*x+7,10,1,-0.21586977606691168,-0.032692874443095155,-0.13671283029469578,0.054972380769201516,NaN,NaN,4943.629116666666,266.3577254792845,0.5948231073930553,0.6086003691040209,0.6246794106323685,0.14268271783708122,-34028234663852886000000000000000000000,1443.5557590591525,151094.5,718.8445621035551,((((6)-((0)/(5)))-((7)+((x)+(9))))*(((5)*(5))*((9)+((1)*((x)*(x)))))),(((((0)*((3)+(3)))*((x)*((0)+(4))))+(((1)+((4)+(9)))+((0)-((1)-(x)))))/((((6)+(x))-((1)*((7)+(x))))*(((7)/(5))/((4)-((x)+((x)*(x))))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithMult|SkipD|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,AddTreeWithMult|AddTreeWithSub|SkipD|AddToLeafR|MutateTerminalR|MutateNonTerminalR|DivXD|SubXD|AddXD|MutateNonTerminalR|AddTreeWithDiv|MultXD|SkipD|SkipD|AddRandomSubTreeR,MutateTerminalR,SkipD,0,0,1,1,2
1,5*x*x*x+2*x+7,10,1,-0.1622920887833304,0.0013010999114292355,-0.014269803810032972,0.08099448415041013,-2722258773108231000000000000000000000,2381976426469702000000000000000000000,76585.38416666666,218.5655304093567,0.9417440528801343,0.19695523042060115,0.7124852112299985,0.038135669703545746,-17014117331926443000000000000000000000,17014117331926443000000000000000000000,1050879.8333333335,1474.8720238095239,((((6)+((9)*(x)))*(((6)+(x))*((8)/(9))))+(((0)*((x)*(6)))*((7)*((x)*((x)*(x)))))),(((((3)-(5))+((4)*((1)+(6))))+(((3)*(9))+((9)*((x)+(3)))))+((((4)-(9))+((9)*(x)))*(((2)-(x))+((x)+((x)/(x)))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddTreeWithMult|SkipD|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,ReplaceBranchXR|AddToLeafR|AddTreeWithSub|AddToLeafR|MutateTerminalR|MutateNonTerminalR|MutateNonTerminalR|MutateNonTerminalR|MutateTerminalR|SubXD|AddXD|AddTreeWithAdd|AddXD|DivXD|SkipD,MutateTerminalR,MutateNonTerminalR,0,1,2,2,2
2,5*x*x*x+2*x+7,10,1,-0.14129786575376468,-0.006364424239327733,0.07365624825131406,0.09541561010770419,NaN,NaN,245222.0456785714,192.07969047619048,0.9786875421529833,0.5902755090928891,0.746871027712131,0.15810366083772928,-22685489775901924000000000000000000000,11342744887950962000000000000000000000,2872498.35,752.5,(((((9)*(7))*((8)*(0)))+(((2)+(0))*((9)*(x))))+(((2)*((x)+(x)))*((x)/((8)*((x)*(x)))))),(((9)/((4)*(6)))*((5)+((x)*(x)))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|SkipD|ReplaceBranchR|AddTreeWithMult|SkipD|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,AddTreeWithMult|AddTreeWithSub|SkipD|ReplaceBranchR|AddTreeWithSub|DivXD|ReplaceBranchXR|SkipD|AddXD|MutateNonTerminalR|AddTreeWithDiv|MultXD|SkipD|SkipD|AddRandomSubTreeR,MultXD,SkipD,1,2,3,3,2
3,5*x*x*x+2*x+7,10,1,-0.16772793597114563,-0.033630132847668484,0.0669790672011004,0.07229112812408711,NaN,NaN,180855.295,234.55011408730164,0.9866105880241749,0.35233583796145046,0.8751814217580712,0.04898138457614521,-17014117331926443000000000000000000000,8507058665963221000000000000000000000,4572269.5,1189.5,((((5)*((6)/(3)))*(((7)*(x))*((x)+(6))))+(((2)*((5)+(2)))*((8)+((7)*((x)*(x)))))),((((x)+((2)-(8)))*(((4)+(9))-((4)/(x))))*(((x)-(x))*((x)-((x)+((x)*(x)))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddTreeWithSub|SkipD|ReplaceBranchR|AddTreeWithMult|SkipD|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,SkipD|DivXD|AddTreeWithSub|MultXD|SubXD|ReplaceBranchXR|DivXD|SubXD|AddXD|MultXD|SkipD|AddRandomSubTreeR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR,MultXD,DivXD,1,2,4,4,2
4,5*x*x*x+2*x+7,10,1,-0.14575132194885326,-0.03855766643807849,0.13548213458537217,0.06813943034834899,NaN,NaN,601085.63125,242.1751222222222,0.9230502856704724,0.17219953537333474,0.903831902065019,0.05730535311182737,NaN,NaN,795584.5,1520.3383333333334,(((((5)*(4))*((8)*(4)))+(((1)+(9))*((x)+(4))))/(((9)*((x)+(3)))*((3)*((9)*((x)*(x)))))),(((((4)+(3))+((7)*((5)-(7))))*(((6)-((0)*(7)))+((3)+((9)+(8)))))*((((4)*(x))+((0)+(x)))/(((x)+(x))/((8)-((x)+((x)+(x))))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,ReplaceBranchR|ReplaceBranchR|AddXD|DivXD|AddRandomSubTreeR|AddXD|DivXD|SubXD|AddTreeWithSub|MutateTerminalR|AddTreeWithMult|AddTreeWithAdd|AddXD|AddXD|MutateNonTerminalR,MutateTerminalR,AddXD,3,2,5,5,2
5,5*x*x*x+2*x+7,10,1,-0.12341691745140553,0.001336887440560832,0.14493726218235892,0.08719779799284044,NaN,NaN,1212166.6104999997,207.17252420634924,0.9541776630752876,0.8081443194723169,0.8690905831114513,0.42846883423172033,NaN,NaN,1336029.6333333333,352.3621428571429,(((((6)*(x))*((4)*(8)))+(((6)+(6))/((9)*(8))))*(((9)+((2)*(0)))-(((8)*(9))+((7)*((x)*(x)))))),(((((x)*((x)-(2)))*((3)-((x)+(7))))/(((x)+((9)+(8)))-((x)+((7)*(x)))))*((((x)*(x))/((x)*((x)-(x))))/(((x)-((x)+(x)))*((4)+((2)+((x)+(x))))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,SkipD|DivXD|AddTreeWithSub|MultXD|SubXD|ReplaceBranchXR|DivXD|SubXD|AddXD|MultXD|SkipD|AddTreeWithAdd|AddXD|AddXD|MutateNonTerminalR,MultXD,AddXD,3,4,6,6,2
6,5*x*x*x+2*x+7,10,1,-0.11800685896080859,-0.006996276920141529,0.147555892466804,0.08962587873728023,NaN,NaN,1357387.267911111,202.71311111111115,0.9141355687445616,0.5110530327779592,0.9690818801247638,0.0906660392010237,NaN,NaN,712984.4,898,(((((x)*(9))+((1)*(3)))+(((6)*(x))+((3)+(2))))*(((x)+((9)/(6)))*(((x)+(3))+((x)*((x)*(x)))))),((((x)+((2)+(x)))*((x)-((x)/(3))))-(((2)-(0))+((2)*((x)-((x)+(x)))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,ReplaceBranchR|ReplaceBranchR|AddXD|DivXD|SubXD|ReplaceBranchXR|DivXD|SubXD|AddXD|MultXD|SkipD|AddTreeWithAdd|AddXD|AddXD|MutateNonTerminalR,MultXD,AddXD,3,6,7,7,2
7,5*x*x*x+2*x+7,10,1,-0.13706211412152272,-0.027632832187134464,0.11036607463606353,0.08407754581014952,NaN,NaN,11912122.381126985,212.90317936507938,0.9154863386113778,0.31264292714799075,0.7823480345949759,0.05100665063204112,NaN,NaN,724379.9285714285,1262.4,((((2)+((9)-(6)))+(((x)+(0))*((4)*(9))))*(((5)+((2)/(7)))-((8)*((x)*((x)*(x)))))),(((((x)-(9))+((x)+(3)))+(((8)*(3))+((3)*((x)+(x)))))+(((x)-((x)/(x)))-(((x)+(x))*((x)+((x)+(x)))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,ReplaceBranchR|ReplaceBranchR|AddXD|DivXD|SubXD|ReplaceBranchXR|DivXD|SubXD|AddXD|MultXD|SkipD|AddTreeWithAdd|AddXD|AddXD|MutateNonTerminalR,MultXD,AddXD,6,6,8,8,2
8,5*x*x*x+2*x+7,10,1,-0.1805372497397614,-0.013216887884462672,0.0697116574812252,0.048484078153385554,NaN,NaN,12491884.5952,278.27414206349204,0.9973654154976667,0.22879233366002388,0.8720962485668426,0.06564662440695426,NaN,NaN,23237060.7,1416.4,(((((x)*(9))*((2)*(8)))*(((x)*(3))+((4)+(8))))*(((6)+((4)*(4)))+(((4)+(x))/((8)*((x)*(x)))))),((((1)+(4))*((4)/((x)-(x))))+((x)*((x)*((x)+(x))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,ReplaceBranchR|ReplaceBranchR|AddXD|DivXD|SubXD|ReplaceBranchXR|DivXD|SubXD|AddXD|MultXD|SkipD|AddTreeWithAdd|AddXD|AddXD|MutateNonTerminalR,MultXD,AddXD,7,8,9,9,2
9,5*x*x*x+2*x+7,10,1,-0.10965439854702246,-0.02142190943253957,0.16421331156395014,0.11315202003702493,NaN,NaN,206383.782,159.505,0.9634057911022992,0.8613878906675378,0.9153955042189249,0.2613820668030153,NaN,NaN,1672942.3,254.575,(((((7)*(9))*((8)-(4)))+(((5)*(2))*((7)/(5))))*(((2)+((6)+(6)))*(((x)+(7))*((x)*((x)*(x)))))),(((((x)*(4))*((1)*(x)))-(((6)-(x))*((x)*((x)+(x)))))/((((x)-(x))/((5)+(3)))-(((x)+(x))*((x)+((x)+(x)))))),MultXD|MutateTerminalR|MutateTerminalR|ReplaceBranchR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithMult|MutateNonTerminalR|AddTreeWithAdd|AddToLeafR|MultXD|AddTreeWithDiv|MultXD,ReplaceBranchR|ReplaceBranchR|AddXD|DivXD|SubXD|ReplaceBranchXR|DivXD|SubXD|AddXD|MultXD|SkipD|AddTreeWithAdd|AddTreeWithSub|AddXD|MutateNonTerminalR,MultXD,AddXD,9,9,10,10,2
