gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,5*x*x*x+2*x+7,10,1,-0.19517951254258997,-0.08106639025974874,-0.14074289792429906,0.047021257745458254,NaN,NaN,20912.444903968255,280.96075802469136,0.9377125817593585,0.5808559294348252,0.6014603067830312,0.20277831858460482,100398.7577267574,1492.7454166666666,982863.0200000001,769.8,(((((9)*(3))*((2)*(x)))*(((7)+(5))+((9)/(9))))*(((x)+((7)*(7)))*(((4)*(9))*((6)/((x)+(x)))))),(((((6)*(3))*((8)+(5)))+(((4)-(8))-((4)*(0))))*(((x)*((4)/(5)))*((x)-((x)-((x)+(x)))))),DivXD|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|AddTreeWithSub|MultXD|AddRandomSubTreeR|DivXD|SkipD|AddTreeWithMult|SkipD|AddRandomSubTreeR|AddXD|SkipD|MutateNonTerminalR,AddToLeafR|ReplaceBranchR|MutateNonTerminalR|AddTreeWithDiv|MutateTerminalR|AddTreeWithDiv|MultXD|MutateNonTerminalR|MutateNonTerminalR|SubXD|SubXD|AddTreeWithSub|AddXD|AddRandomSubTreeR|AddTreeWithMult,AddRandomSubTreeR,MutateNonTerminalR,0,0,1,1,1
21,5*x*x*x+2*x+7,10,1,-0.15742027522903054,0.006056674253905191,0.04097347111231448,0.08174652229568924,-309347587853208000000000000000000000,309347587853208000000000000000000000,42399.64599999999,217.18433715173708,0.9175016002425631,0.31120955178861087,0.6927465900772266,0.04512318861416785,-1546737939266040200000000000000000000,1546737939266040200000000000000000000,742075,1265.0325371850372,(((((9)+(8))*((7)*(x)))*(((5)+(5))*((2)*(x))))+(((7)*((x)+(x)))+((x)-((x)*((x)/(x)))))),(((((x)*(8))*((x)+((7)*(1))))+(((3)+((1)-(6)))+((9)-((8)*(3)))))-((((9)/(x))+((4)*(9)))+(((8)+(9))*((x)/((x)-((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|MutateNonTerminalR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,AddTreeWithAdd,21,21,22,22,1
22,5*x*x*x+2*x+7,10,1,-0.16493615965142702,0.0034737638704417594,-0.00011283949606987198,0.06868757486660132,-591795385458311100000000000000000000,295897692729155530000000000000000000,32103.16,241.1684,0.9360979678068201,0.5664270935424154,0.7762387701413842,0.12852692173830244,-2958976927291555000000000000000000000,1479488463645777600000000000000000000,958029,796.3,(((((5)*(7))*((5)*(9)))*(((7)*(6))+((2)*(x))))+(((7)*((x)+(9)))+(((x)+(x))-((x)*((x)/(x)))))),(((((3)+(6))*((x)*((9)+(6))))+(((8)+(2))*((2)*((1)+(7)))))*((((x)+(x))+((5)-(x)))-(((1)+(x))-((x)*((x)-((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,DivXD,21,22,23,23,1
23,5*x*x*x+2*x+7,10,1,-0.17768661014027262,0.024283316312216113,-0.06588983960025878,0.041561899021227165,-567137244397548100000000000000000000,283568622198774060000000000000000000,10053.458,290.98741625761414,0.6867314763738631,0.21029563772948281,0.5908810725575082,0.019788870232139502,-2835686221987740500000000000000000000,1417843110993870200000000000000000000,195423.4,1450.3710317460318,(((((x)*(8))*((x)*(1)))+(((x)*(x))+((3)-(1))))*(((x)+((x)*(3)))+((x)-((x)*((x)/(x)))))),(((((5)*(2))+((0)*((9)+(2))))*(((x)+((7)+(4)))-((6)+((2)*(x)))))+((((7)-(x))+((2)+((x)+(0))))*(((1)+(x))-((x)/((x)*((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,SubXD,22,20,24,24,1
24,5*x*x*x+2*x+7,10,1,-0.16807255606591426,0.00820736046563077,-0.06505283528445953,0.04816835456822389,-544451754621646100000000000000000000,272225877310823070000000000000000000,12292.002000000002,278.854,0.65472803205694,0.1936186431449417,0.6960910268103789,0.008711761101552166,-2722258773108231000000000000000000000,1361129386554115500000000000000000000,177309.5,1481,(((((5)*(x))*((x)*(x)))+(((2)*(8))*((1)*(9))))*(((5)+((9)*(8)))+(((x)+(x))-((x)*((x)/(x)))))),(((x)*((2)+(9)))-((x)-(x))),MultXD|SkipD|AddTreeWithMult|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,MutateNonTerminalR,24,22,25,25,1
25,5*x*x*x+2*x+7,10,1,-0.17276598815102553,0.02331086892293548,-0.02124025996578644,0.09147208523686798,-549686867646854300000000000000000000,261755651260406800000000000000000000,12896.086914285715,199.32236825396822,0.5640361902659436,0.7238525207897962,0.47930331583271824,0.06736679792714995,-2617556512604068200000000000000000000,1308778256302034100000000000000000000,140424.5,507.17246031746026,(((((2)+(5))*((7)*(9)))+(((4)*(x))*((x)+(2))))*(((6)+((1)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((5)*(x))-((4)*((2)+(6))))*(((x)+(2))*((3)-((2)*(x)))))+((((x)+(x))-((x)-(0)))+(((2)+(x))-((x)+((x)-((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,MutateNonTerminalR,25,25,26,26,1
26,5*x*x*x+2*x+7,10,1,-0.1740066590257198,0.007397656028837775,-0.03811038251307445,0.05359257487524393,-504121995020042800000000000000000000,352885396514029950000000000000000000,13413.642,268.89187698412695,0.7170358558371177,0.21458129151693342,0.5225860529393449,0.02326288481679963,-2520609975100214000000000000000000000,1260304987550107000000000000000000000,216352.5,1442.5,(((((4)*(9))*((x)*(x)))*(((x)+(7))-((3)*(5))))*(((4)+((1)+(2)))+((x)-((x)*((x)/(x)))))),(((x)+(x))*((x)+(1))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,ReplaceBranchXR,25,26,27,27,1
27,5*x*x*x+2*x+7,10,1,-0.16929560801773014,0.007831751339159207,-0.05128262682975516,0.046347657483908206,-486117638055041240000000000000000000,291670582833024720000000000000000000,15955.648852380951,282.1978922650541,0.8315237687158737,0.2259973138770917,0.7322893281389281,0.020267716966400857,-2430588190275206000000000000000000000,2430588190275206000000000000000000000,363374.7,1421.5333333333333,(((((9)*(x))*((x)*(2)))*(((8)*(x))+((4)+(9))))+(((6)*((x)+(x)))+((x)-((x)*((x)/(x)))))),(((((x)*(1))+((2)*((x)*(8))))+(((3)+((3)+(1)))*((x)+((x)-(5)))))-((((7)-(x))*((x)/(9)))*(((2)+(x))-((x)/((x)-((x)*(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,MutateNonTerminalR,27,27,28,28,1
28,5*x*x*x+2*x+7,10,1,-0.17208700627337914,0.010815912525843116,-0.03395743197453805,0.0475204261645854,-610161449144948200000000000000000000,328548472616510660000000000000000000,13950.382657142856,280.04398530612247,0.5885293655071735,0.1949798540781879,0.6253041920142929,0.010205393894679787,-3520162206605471000000000000000000000,1173387402201823600000000000000000000,148783.4,1478.5,(((((1)+(x))*((x)*(4)))+(((7)*(7))*((x)+(2))))*(((1)-((0)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),((6)+((7)*(5))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,MutateNonTerminalR,28,28,29,29,1
29,5*x*x*x+2*x+7,10,1,-0.16524537434233402,0.014991511276099585,-0.00920290861841323,0.0579155913296717,-725935672828861600000000000000000000,272225877310823070000000000000000000,20864.556,260.952224963925,0.8158802529917203,0.34329739736469567,0.6693922517626294,0.05598540428852376,-2268548977590192500000000000000000000,1134274488795096300000000000000000000,332501,1206.1,(((((5)*(9))*((6)*(4)))*(((8)*(x))+((1)+(3))))*(((7)*((9)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((7)+(6))*((3)*(x)))+(((x)+(7))+((1)-((6)*(3)))))*((((3)+(6))*((x)-(x)))+(((x)-(x))*((x)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,AddTreeWithAdd,28,28,30,30,1
30,5*x*x*x+2*x+7,10,1,-0.18045615298561263,0.008229693399959246,-0.010258145519515413,0.045149857687951975,NaN,263444397397570700000000000000000000,21486.770999999997,284.3977713703074,0.8124869825167542,0.3056971214926132,0.7411314569619376,0.07367942434573801,-5488424945782724000000000000000000000,1097684989156544700000000000000000000,326484,1275.1566666666665,(((((5)*(9))*((3)*(8)))*(((x)*(x))+((2)*(7))))*(((8)+((9)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((0)+((x)-(0)))*((x)*((7)+(1))))+(((2)*((x)+(x)))+((0)*((4)*(x)))))+((((7)-(x))+((0)-((x)+(x))))/(((4)+((6)+(x)))-((x)/((x)-((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,AddTreeWithAdd,28,28,31,31,1
31,5*x*x*x+2*x+7,10,1,-0.17463694006855845,0.021977033397106212,0.006833831114376882,0.05512339009798989,NaN,212676466649080530000000000000000000,19090.881607142856,266.0803817460317,0.5298133077733642,0.32200805836872476,0.46307580548464805,0.039122608735121626,-5316911666227013400000000000000000000,1063382333245402700000000000000000000,130203.6,1245.2,(((((4)+(8))*((6)*(x)))*(((x)*(x))+((0)+(1))))*(((x)+((x)+(x)))-((7)*((2)*((x)/(x)))))),(((((5)*((x)+(9)))*((x)*((1)*(6))))+(((2)*((6)+(1)))-(((x)*(x))+((x)*(6)))))*((((0)*(x))-((x)*((x)+(5))))-(((6)*((x)+(x)))-((x)/((x)-((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,DivXD,31,31,32,32,1
32,5*x*x*x+2*x+7,10,1,-0.17566471618087026,0.03202703427109347,-0.041771807059847885,0.07544133354758772,NaN,206231725235472060000000000000000000,11413.576000000001,228.76444680650036,0.5008141735506528,0.5425320079028018,0.4932401570873265,0.12713078319052992,NaN,1031158626177360200000000000000000000,122639.7,840.1857142857143,(((((7)*(7))*((x)*(x)))*(((x)+(7))-((5)*(x))))+(((6)+((7)+(5)))*((4)-((x)*((x)/(x)))))),(((((3)*(6))+((8)*(8)))+(((x)+(x))*((1)+(x))))*(((5)+((x)-(x)))*((x)-((x)/((5)+(2)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,SubXD,28,32,33,33,1
33,5*x*x*x+2*x+7,10,1,-0.1557915866824341,0.02544706472406784,0.011469826804940375,0.049999472589066674,NaN,200166086257958170000000000000000000,24786.56,275.4909686429201,0.8909890579510146,0.27474681476641616,0.7071883642948003,0.06647387058063596,NaN,1000830431289790800000000000000000000,561595,1332,(((((5)*(8))*((5)*(x)))*(((8)*(8))+((2)*(2))))-(((7)*((4)+(4)))+(((x)+(x))-((x)*((x)/(x)))))),(((((5)*(x))*((x)*(x)))+(((1)+(5))*((x)+(1))))-(((4)+((2)-(0)))+(((x)-(x))/((x)-((x)+(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,AddTreeWithAdd,33,32,34,34,1
34,5*x*x*x+2*x+7,10,1,-0.1660505505954072,0.019818086795056943,-0.011042210892235633,0.07518506721357096,NaN,194447055222016560000000000000000000,45496.95301785715,229.23510555555558,0.954810804011903,0.5626454983241981,0.7573763617422699,0.041214077582323136,NaN,972235276110082500000000000000000000,1354748.6,803.2452777777778,(((((9)*(6))*((x)*(x)))+(((2)*(x))+((2)*(7))))-(((1)*((8)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((0)+(3))*((x)*(x)))*(((9)+(4))*((x)*((9)-(2)))))*((((x)+(0))+((x)*(5)))+(((x)-(x))/((x)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,DivXD,34,32,35,35,1
35,5*x*x*x+2*x+7,10,1,-0.16390389409469908,0.02390874957541084,0.0031989335022952446,0.06278345251491281,NaN,189045748132516020000000000000000000,17193.994,252.01191111111112,0.34752256813070864,0.3397038005009256,0.5477259879202457,0.06834626354756834,NaN,945228740662580200000000000000000000,93827,1212.7,(((((5)*(7))*((9)*(x)))*(((x)+(8))-((1)+(5))))*(((x)+((x)+(0)))+((4)-((x)*((x)/(x)))))),((x)*((8)*(8))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,AddTreeWithAdd,34,35,36,36,1
36,5*x*x*x+2*x+7,10,1,-0.16991041201782525,0.027987754089302954,-0.034777482749532504,0.07486442339104865,NaN,183936403588393970000000000000000000,17333.18,229.824,0.38873828672986965,0.6216378089948817,0.4551980700673432,0.1437017795760674,NaN,919682017941970000000000000000000000,100153.5,694.9,(((((5)+(3))*((x)*(0)))+(((6)*(7))*((x)+(7))))*(((1)*((x)+(x)))+((x)-((x)*((x)/(x)))))),(((((3)*(9))*((x)*(5)))+(((2)+(0))+((6)+((x)*(x)))))*(((5)*((x)+(0)))+(((x)-(x))+((x)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,SubXD,35,35,37,37,1
37,5*x*x*x+2*x+7,10,1,-0.16486024036718014,0.018132043944564823,-0.005074763355012577,0.05672650809207489,NaN,179095971915015230000000000000000000,19464.99105714286,263.1360952380953,0.3656617209280446,0.35914189262768154,0.47957198808949947,0.017744188715618607,NaN,895479859575076000000000000000000000,96510.02,1177,(((((5)*(x))*((2)-(4)))+(((9)+(2))*((x)+(7))))*(((4)*((6)+(x)))+(((x)-(x))*((9)*((9)/(x)))))),(((((x)*(1))*((x)*(x)))+(((x)*(3))*((x)+((x)*(x)))))-(((x)+((1)+(x)))+(((x)-(x))/((x)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,AddTreeWithAdd,36,36,38,38,1
38,5*x*x*x+2*x+7,10,1,-0.16765107061234544,0.01887680281267756,0.000033971157200279876,0.07286326635146659,NaN,174503767506937900000000000000000000,17067.512841269843,233.49932501889649,0.03055447786601636,0.4953796611751528,0.33711251240454293,0.12258066643261219,NaN,872518837534689400000000000000000000,63149.5,926.7857142857143,(((((5)*(x))*((x)*(x)))+(((0)*(7))*((4)+(4))))+(((x)+((x)-(2)))*((x)*((6)*((7)/(x)))))),(((((1)+(x))*((8)*((8)+(1))))*(((0)*(2))+((0)*((3)*(0)))))*((((x)+(x))*((8)+(x)))-(((x)/(3))+((4)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,ReplaceBranchXR,38,37,39,39,1
39,5*x*x*x+2*x+7,10,1,-0.168248722923014,0.024435853146087032,0.013150868502888656,0.05498203201568114,NaN,170141173319264400000000000000000000,18219.967333333334,266.34,0.6177930388637428,0.35533050201459215,0.5777357371000135,0.01860899760932187,NaN,850705866596322100000000000000000000,160175,1184,(((((5)*(7))*((5)*(4)))*(((x)*(5))+((1)+(0))))*(((9)*((x)+(x)))+((x)-((x)*((x)/(x)))))),(((x)*((9)+(1)))-((x)*(x))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,DivXD,39,38,40,40,1
40,5*x*x*x+2*x+7,10,1,-0.1505304252597381,0.00953336909433425,0.037530911206064194,0.0773185233583796,NaN,165991388604160400000000000000000000,26172.122000000003,225.31679999999997,0.8378144960248392,0.5024610693673092,0.8004183415924984,0.10529545785546533,NaN,829956943020802000000000000000000000,377469,913.78,(((((5)*(3))*((7)*(8)))*(((9)*(9))+((1)+(2))))*(((x)+((7)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((x)*(2))*((x)*(1)))*(((8)+(3))+((7)+((4)+(0)))))*((((3)*(6))*((x)+(4)))+(((x)*(x))/((x)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,MutateNonTerminalR,38,40,41,41,1
41,5*x*x*x+2*x+7,10,1,-0.14719748515574696,0.023372080762949693,0.02216195480160886,0.10071558439148363,NaN,162039212685013740000000000000000000,32595.575999999997,182.34575770660115,0.4896121652716177,0.7515790046825656,0.5679139566188943,0.2063675418279325,NaN,810196063425068700000000000000000000,119948,456.25,(((((5)*(x))*((5)*(6)))*(((6)+(5))*((3)+(2))))*(((2)*((9)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((x)-(4))*((6)*((x)-(8))))+(((7)*(x))+((9)+((1)+(x)))))-((((x)*(x))/((x)+(x)))+(((0)+(x))-((x)*((x)-((x)/(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,SubXD,38,40,42,42,1
42,5*x*x*x+2*x+7,10,1,-0.1651273993643973,0.02862679672799089,-0.05219906146983346,0.07559972922403499,NaN,158270858901641340000000000000000000,16571.99373809524,228.4735373071373,0.7677079084415522,0.6171903655650797,0.7296480008598957,0.17812204057840578,NaN,791354294508206700000000000000000000,263547.5,703.0681746031745,(((((5)*(8))+((0)+(9)))*(((x)*(9))*((9)+(2))))*(((8)*((0)*(x)))+(((x)+(x))-((x)*((x)/(x)))))),(((((x)+(6))*((x)-((6)+(5))))+(((5)+(9))*((x)+((1)*(x)))))+((((7)*(x))+((1)-(3)))+(((x)-(x))-((x)-((x)/(x)))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,MutateNonTerminalR,40,40,43,43,1
43,5*x*x*x+2*x+7,10,1,-0.14937589822929243,0.01673075093720279,0.012656929119856221,0.07320716938137878,NaN,154673793926604000000000000000000000,55858.552,232.86771271415972,0.8374521244465686,0.5809745492447224,0.8259213934997119,0.1315699343044207,NaN,773368969633020100000000000000000000,376627.5,769.5821428571428,(((((9)+(4))*((x)*(x)))*(((3)*(8))+((2)*(6))))+(((8)*((x)+(x)))+(((x)-(x))*((x)*((4)/(x)))))),(((((5)*((x)*(x)))*((6)+((9)*(9))))-(((3)+((5)+(4)))*((9)*((2)+(x)))))+((((4)-(0))*((4)*((x)/(4))))*(((1)+(x))-((x)/((x)-((x)+(x))))))),MultXD|SkipD|ReplaceBranchR|AddXD|AddXD|AddTreeWithAdd|SubXD|SkipD|MultXD|AddToLeafR|SkipD|DivXD|SkipD|AddTreeWithMult|SkipD,AddTreeWithMult|AddTreeWithAdd|MutateNonTerminalR|AddToLeafR|AddXD|MutateTerminalR|SubXD|ReplaceBranchR|DivXD|SubXD|ReplaceBranchXR|DivXD|ReplaceBranchXR|AddTreeWithAdd|MutateNonTerminalR,SkipD,SubXD,43,43,44,44,1
