gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,5*x*x*x+2*x+7,10,1,-0.19650858154576817,-0.04436018633696042,-0.06760585549876423,0.07697567083237755,NaN,NaN,28930.228794696402,225.9464829492554,0.7649191117459806,0.5568408195613357,0.711870157065077,0.12322258852798004,-34028234663852886000000000000000000000,1456.7670319663725,260421,813.9061507936509,((((5)-((9)+(9)))*(((7)*(x))*((2)+(7))))*(((x)*((2)*(2)))+((1)*((4)/((2)+(x)))))),(((((4)*(5))+((x)-((0)-(x))))+(((3)*(1))*((x)*((3)*(x)))))+((((7)+(0))-((9)-(7)))*(((4)*(2))+((x)+((x)/(x)))))),MultXD|AddTreeWithDiv|AddTreeWithDiv|SkipD|AddTreeWithAdd|ReplaceBranchR|AddToLeafR|AddTreeWithMult|ReplaceBranchR|MutateNonTerminalR|AddTreeWithMult|DivXD|AddRandomSubTreeR|AddToLeafR|MutateNonTerminalR,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|DivXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddToLeafR,AddTreeWithAdd,0,0,1,1,4
1,5*x*x*x+2*x+7,10,1,-0.17968676513151466,-0.03383033377621067,-0.041516256805317175,0.07796489848137861,NaN,NaN,124362.08419625908,224.12966744910003,0.9892358755152388,0.16993357290645755,0.786218492793624,0.22433807465390423,-17014117331926443000000000000000000000,1843.9501064970082,5687411,1524.5,((((x)+((x)+(6)))*(((x)*(3))*((6)+(9))))*(((7)+((9)*(7)))*((6)*((3)*((4)+(x)))))),(((6)-((4)-(4)))/((4)-(0))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MutateTerminalR|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,MultXD|AddTreeWithSub|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR|DivXD|ReplaceBranchR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithSub|MutateTerminalR|SkipD|AddTreeWithSub,AddTreeWithMult,AddTreeWithSub,0,1,2,2,4
2,5*x*x*x+2*x+7,10,1,-0.18787102292655156,-0.01088703622774765,-0.11684298086529576,0.07384979692749485,NaN,4083388159662346000000000000000000000,168840.27851815405,231.68746296296297,0.9926242323484881,0.6277360339758249,0.9473901644217247,0.1526872865491455,-11342744887950962000000000000000000000,22685489775901924000000000000000000000,8300153,683.7,(((((5)*(8))+((4)*(5)))*(((1)-(4))+((5)*(x))))*(((x)*((x)*(7)))*(((x)+(7))*((x)/((x)+(x)))))),(((((8)+(1))*((x)*((1)*(6))))*(((5)*(x))-((2)+((0)-(0)))))*((((1)+(8))*((6)/(7)))*(((2)+(x))+((x)+((x)/(x)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MutateTerminalR|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|DivXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,1,2,3,3,4
3,5*x*x*x+2*x+7,10,1,-0.17493041865284664,-0.0203703676129356,0.01913080247611808,0.06425160190759668,NaN,NaN,301383.39978174603,249.31550793650794,0.9598720257154637,0.1936186431449417,0.7863012697252502,0.09844413470077439,-8507058665963221000000000000000000000,17014117331926443000000000000000000000,1525619,1481,(((((3)+(4))*((x)*(4)))*(((9)*(2))*((x)*(x))))+(((2)+((x)+(3)))*(((6)*(8))/((9)-((6)+(x)))))),((x)*(9)),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MutateTerminalR|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|DivXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,1,2,4,4,4
4,5*x*x*x+2*x+7,10,1,-0.16475891949789687,-0.03738852118349352,0.08584457249178126,0.05831611077953729,-2177807018486584200000000000000000000,3538936405040700600000000000000000000,842563.3949142857,260.21663094230183,0.9652321275132453,0.4898725906566481,0.8990178980577371,0.39601213894929665,-13611293865541154000000000000000000000,6805646932770577000000000000000000000,1760821,936.9,(((((4)*(4))*((x)*(x)))*(((1)*(7))*((3)*(5))))-(((9)*((9)+(8)))*((7)+((7)/((x)+(x)))))),(((x)*((0)+(8)))*((x)+(8))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddToLeafR|SkipD|AddToLeafR|AddToLeafR|AddTreeWithMult|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddToLeafR,4,4,5,5,4
5,5*x*x*x+2*x+7,10,1,-0.18956046344434285,-0.01091571173525521,-0.07400108672266499,0.0726758488495666,-2268548977590192500000000000000000000,3629678364144307700000000000000000000,23941.590513888885,233.843536002886,0.5207827788649706,0.43215724708700853,0.6176400576755294,0.08199818645791822,-11342744887950962000000000000000000000,5671372443975481000000000000000000000,127750,1042.9,(((((7)*(0))-((x)+(8)))*(((8)+(9))*((9)+(1))))*(((0)*((9)+(0)))*((5)*((2)*((x)+(x)))))),(((1)+((5)*(x)))*((6)*(3))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MutateTerminalR|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithMult|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchR,3,5,6,6,4
6,5*x*x*x+2*x+7,10,1,-0.16654709147086685,-0.020797769107307008,0.01805913132939381,0.0644018878051057,-2333364662664197800000000000000000000,3500046993996297000000000000000000000,5723792.717999999,249.03949285714282,0.999785425291576,0.5556463029511053,1.0183611533740327,0.4324501598039628,-14583529141651237000000000000000000000,4861176380550412000000000000000000000,285308555,816.0999999999999,((((x)*((9)*(8)))*(((5)*(8))+((0)+(8))))*(((x)+((x)*(9)))*((8)+((x)*((x)+(x)))))),((((x)*(7))*((4)/(5)))*((3)*((x)+(1)))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddToLeafR|SkipD|AddToLeafR|AddToLeafR|AddTreeWithMult|ReplaceBranchR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddToLeafR,6,5,7,7,4
7,5*x*x*x+2*x+7,10,1,-0.16876607050086392,-0.020996366049074573,0.024589554201570794,0.08109573746899593,-2211835253150437700000000000000000000,3572964639704553000000000000000000000,537481.0556571429,218.37956856444214,0.9919791032186698,0.5004355874986388,0.7986468563180509,0.16143438492280981,-12760587998944832000000000000000000000,21267646664908054000000000000000000000,7632563,917.5,(((((3)*(9))*((6)*(1)))-(((8)*(x))*((x)*(2))))*(((x)+((0)-(6)))*(((4)*(9))*((4)/((x)+(x)))))),(((((x)*(8))*((7)-(6)))+(((x)+(8))*((7)*((x)*(3)))))+(((6)-((x)-(0)))+(((x)+(1))*((2)/((1)+(3)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|DivXD|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,7,3,8,8,4
8,5*x*x*x+2*x+7,10,1,-0.15424365543991875,-0.001200047638340267,0.06377578096761001,0.08952992849105229,-1663602583566141000000000000000000000,3175968568626269000000000000000000000,300167.5168095238,202.88933333333335,0.9732280179593558,0.360775345747577,0.6481704527460486,0.060257097206002336,-7561829925300641000000000000000000000,15123659850601283000000000000000000000,2286719,1174,(((((5)*(x))*((x)*(x)))*(((9)*(9))-((2)*(9))))*(((2)-((3)*(4)))*(((7)*(8))/((1)+((2)+(x)))))),((((x)*(0))+((4)*(2)))*((9)+((x)+(0)))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,8,7,9,9,4
9,5*x*x*x+2*x+7,10,1,-0.15215712554244487,0.00245651339540094,0.07345488118603308,0.06415408892811796,-2041694079831173600000000000000000000,2722258773108230300000000000000000000,149996.525,249.49460027461856,0.9804625854682102,0.3575002685040491,0.7992527199092445,0.060223419984896796,-10208470399155866000000000000000000000,13611293865541154000000000000000000000,3133475,1180.0150068654634,(((((5)*(5))*((1)-(5)))*(((2)+(3))*((x)-(9))))*(((5)+((2)*(x)))-(((x)*(6))*((5)*((x)+(x)))))),(((((7)*(1))*((5)*((6)*(0))))+(((x)-(5))+((5)*((4)+(5)))))*((((6)+(9))*((8)/(x)))+(((4)+(9))*((4)+((7)*((x)-(2))))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,7,8,10,10,4
10,5*x*x*x+2*x+7,10,1,-0.17166121006824397,-0.014180515912698128,0.034353184298240844,0.12517021533897177,-1856085527119248300000000000000000000,3093475878532080300000000000000000000,1976380.9934285711,137.43238250844442,0.9180592270369751,0.43106307159364554,0.9037675091800861,0.08725944777894314,-9280427635596242000000000000000000000,15467379392660402000000000000000000000,747125,1044.9095627111105,(((((5)*(7))*((9)*(9)))*(((3)*(8))*((x)+(x))))+(((2)+((5)*(6)))*((5)*((x)/((x)+(x)))))),(((((x)+(4))*((x)*(x)))+(((1)+(9))+((0)*(x))))*(((x)/((2)/(4)))+(((x)+(x))+((1)-((4)*(7)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,7,10,11,11,4
11,5*x*x*x+2*x+7,10,1,-0.16295561484925858,-0.02713440772634764,0.04333564012614457,0.10952504989612401,-1701411733192644200000000000000000000,2835686221987740500000000000000000000,514885.3355714285,166.16629336077867,0.9866067375417172,0.4089535151769716,0.8337700582631343,0.29229026063839925,-8507058665963221000000000000000000000,14178431109938702000000000000000000000,4570955,1085.515974025974,(((((5)*(x))*((x)*(1)))*(((8)+(8))*((3)*(1))))*(((8)*((1)*(9)))*(((6)+(x))*((x)/((x)+(x)))))),(((((3)/(1))+((x)*(3)))+(((7)*(8))*((2)-((7)+(3)))))*((((x)*(x))/((x)-(4)))-(((6)+(x))+((x)+((5)+(0)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,11,8,12,12,4
12,5*x*x*x+2*x+7,10,1,-0.15775050601110271,-0.013457151020724947,0.08904959893465474,0.09786262659261677,-1832289558822847800000000000000000000,2826961033612393700000000000000000000,7339292.909033334,187.5855,0.5300710036461331,0.27487839848996326,0.7436540088487281,0.3229717663571306,-10470226050416273000000000000000000000,13087782563020340000000000000000000000,130275,1331.7583333333334,(((((x)*(9))+((7)-(x)))*(((x)*(x))*((7)*(7))))+(((4)*((5)-(x)))+((0)*((x)/((x)+(x)))))),(((((x)*(9))*((6)/(1)))*(((3)+(1))+((0)+(x))))+(((3)*((6)+(9)))/(((5)+(6))-((x)+((x)+(x)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,12,12,13,13,4
13,5*x*x*x+2*x+7,10,1,-0.15511089143065576,-0.022531115572368927,0.04280608574350219,0.061644342807361426,-1847247024609156600000000000000000000,2625035245497222600000000000000000000,321783.4142857143,254.10399999999998,0.8063454907791099,0.30632690841772836,0.8595520755026324,0.05513693949499842,-9722352761100825000000000000000000000,12152940951376030000000000000000000000,316130,1274,(((((5)*(3))*((6)-(5)))*(((7)+(6))*((3)*(3))))*(((2)*((x)+(4)))+(((9)*(9))*((x)/((x)+(x)))))),(((((x)+(4))+((8)*(x)))+(((2)+(0))*((5)*((5)*(0)))))+((((0)+(6))*((2)+(1)))+(((x)+(x))*((8)+((4)+(5)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,11,11,14,14,4
14,5*x*x*x+2*x+7,10,1,-0.18536471742283728,-0.010027130619474274,-0.02983355272237854,0.0777708174525391,-1996323100279369500000000000000000000,2268548977590192500000000000000000000,346901.46433333337,224.48611666666665,0.9963325604473054,0.2792660350647936,0.6209761861424291,0.03733853957871546,-11342744887950962000000000000000000000,11342744887950962000000000000000000000,16692845,1323.7,(((((3)*(9))*((8)*(x)))*(((x)*(4))*((7)*(x))))*(((x)+((2)*(x)))-(((7)*(x))/((0)+((8)+(x)))))),(((x)-((6)+(7)))+((x)*((7)*(5)))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,13,11,15,15,4
15,5*x*x*x+2*x+7,10,1,-0.18268456474066352,0.014934580443669476,0.004954764089349009,0.10562453214323518,-2467047013129334200000000000000000000,2126764666490805400000000000000000000,27804.157726031448,173.32998426573428,0.7910719252472959,0.4491996079712512,0.721386999923773,0.08788000818578043,-14887352665435638000000000000000000000,10633823332454027000000000000000000000,293019.5,1011.6,(((((1)*(3))+((x)*(x)))*(((7)*(1))*((9)+(6))))*(((7)*((9)+(3)))*(((1)+(4))/((x)+((5)*(5)))))),((((x)*((2)*(6)))+(((7)+(5))*((8)+(6))))-(((x)-((0)+(4)))*((7)+((8)+((x)+(x)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,13,11,16,16,4
16,5*x*x*x+2*x+7,10,1,-0.1754124711639939,-0.013549061156469658,-0.009848178956192681,0.11592431404306605,-2962458076617780500000000000000000000,2401993035095497700000000000000000000,29129.774824603177,154.41340482850484,0.9200151555732661,0.5858107372318414,0.7062856721243912,0.14246113708486763,-16013286900636652000000000000000000000,12009965175477490000000000000000000000,765395,760.7,(((((8)*(x))-((6)*(x)))+(((8)*(8))*((9)+(5))))*(((x)*((2)-(2)))*(((5)+(7))*((x)/((x)+(x)))))),(((2)*((1)*(8)))+((7)*((x)*(8)))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,16,16,17,17,4
17,5*x*x*x+2*x+7,10,1,-0.1778146380246628,-0.0028467836138654644,-0.029198263404543963,0.0947459677907244,-2797877072361237000000000000000000000,2646640473855224400000000000000000000,13166.103516666666,193.30955555555556,0.35385816965180955,0.7736578460198192,0.5463466278657089,0.06637860999418999,-15123659850601283000000000000000000000,13233202369276122000000000000000000000,94747,415.7,(((((x)*(2))*((0)*(7)))+(((7)*(8))+((9)+(5))))+(((2)+((x)+(7)))*(((x)*(4))*((4)*((1)+(x)))))),((((7)-(2))+((8)+((x)*(x))))+(((2)*(4))*((9)+((x)+(x))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,17,16,18,18,4
18,5*x*x*x+2*x+7,10,1,-0.16858162966120474,-0.01618109432454492,0.050942470362300096,0.09232277033649133,-2435705218044207000000000000000000000,2507343606810213000000000000000000000,132911.08471031746,197.76,0.9808197395216768,0.7386475008167266,0.7552474264488259,0.1792627760703532,-8954798595750760000000000000000000000,12536718034051063000000000000000000000,3191823.180357143,480,(((((8)*(x))*((4)*(x)))*(((2)*(6))*((8)*(3))))*(((x)+((5)-(x)))*((5)+((4)/((x)+(x)))))),((((3)/((x)+(1)))*(((3)+(4))+((x)+(2))))*(((x)+((0)*(3)))*((x)+((5)+((2)+(7)))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,17,18,19,19,4
19,5*x*x*x+2*x+7,10,1,-0.14208736697090665,-0.00198085801737648,0.10311101690056035,0.1100202107413803,-2518089365125113600000000000000000000,2381976426469702400000000000000000000,3274816.2430119044,165.256880952381,0.9883111680850974,0.8853860394206686,1.0519242015067078,0.29122146744519356,-13611293865541154000000000000000000000,11909882132348510000000000000000000000,5237478,210.5,(((((8)*(6))*((9)-(x)))*(((x)*(x))+((8)-(x))))+(((8)*((9)*(9)))*((x)*((5)*((x)+(x)))))),((((4)-(0))*((x)+((x)-(5))))*(((x)+(1))+((x)*((4)*(6))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,17,19,20,20,4
20,5*x*x*x+2*x+7,10,1,-0.15642010627858619,-0.018232292919609552,0.11833364604665857,0.08714711684191498,-2527811717886214500000000000000000000,2268548977590192500000000000000000000,377178.5142714286,207.265605208139,0.9710677111024468,0.5780761206439089,0.7982009657482408,0.12856393984512768,-14583529141651237000000000000000000000,11342744887950962000000000000000000000,2115975,774.9053968253968,(((((x)+(6))+((1)*(1)))*(((7)*(8))*((x)*(8))))+(((3)*((4)*(1)))+(((7)*(5))*((5)/((x)+(x)))))),(((((0)-(8))+((9)-((5)*(4))))*(((1)*(9))*((x)*((6)+(6)))))+((((2)*(9))+((x)+(5)))-(((x)*(7))+((8)/((x)+((8)+(8))))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,ReplaceBranchXR,20,20,21,21,4
21,5*x*x*x+2*x+7,10,1,-0.17358040793990157,-0.0015012705577452778,0.0006355260740725966,0.09516957663315063,-2536650220396306000000000000000000000,2474780702825664000000000000000000000,37066.92268253968,192.53155555555557,0.9081583705536713,0.7055549505729185,0.7244536223117412,0.22162473129469307,-13920641453394363000000000000000000000,12373903514128321000000000000000000000,666582.25,540.7777777777777,(((((x)-(x))*((6)*(7)))*(((6)*(5))*((x)*(x))))+(((1)+((7)-(0)))+(((8)*(x))*((x)/((4)+(x)))))),(((((x)*(x))*((x)-((5)*(4))))+(((5)-((3)*(7)))-((7)+((4)/(9)))))*((((6)+(9))+((8)-((5)+(2))))*(((8)+(x))/((x)+((x)+((x)+(x))))))),MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|SkipD|SkipD|AddTreeWithMult|MultXD|DivXD|AddTreeWithMult|MutateTerminalR|AddToLeafR|AddTreeWithAdd|AddXD|MutateNonTerminalR|AddTreeWithMult,AddXD|AddXD|AddTreeWithAdd|AddTreeWithAdd|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR|AddTreeWithDiv|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchXR,AddTreeWithMult,AddTreeWithAdd,19,20,22,22,4
