gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
31,x*x*x*x,25,-10,-0.0395,0.00002158587988919985,-0.0395,0.00006051496536400613,244.832,244.69989999999999,244.832,244.46160000000003,-0.9875,0.0022088615867207613,0,0.001327127963239493,6120.8,6116.75,6120.8,6107.28,(0),((x)*((8)-(x))),ReplaceBranchR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|SubXD,MutateNonTerminalR,FellTreeD,30,30,32,32,4
32,x*x*x*x,25,-10,-0.0395,0.000027872440406433514,-0.0395,0.00006580839105999174,244.832,244.66140000000004,244.832,244.42919999999998,-0.9875,0.0028100901842896056,0,0.0010894153020377208,6120.8,6113.0199999999995,6120.8,6103.6,(0),((x)*(9)),ReplaceBranchXR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|DivXD,ReplaceBranchXR,FellTreeD,31,32,33,33,4
33,x*x*x*x,25,-10,-0.0395,-0.019956672330414326,-0.0395,-0.019791791922624494,244.832,511.0288,244.832,510.01959999999997,-0.9875,0.009149130832570905,0,0.003963223933532056,6120.8,6100.92,6120.8,6064.8,(0),((x)*(x)),ReplaceBranchR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchR|MutateNonTerminalR,MutateNonTerminalR,FellTreeD,31,33,34,34,4
34,x*x*x*x,25,-10,-0.0395,0.00006295142165256089,-0.0395,0.00022206247549339965,244.832,244.4467,244.832,243.47279999999998,-0.9875,0.009149130832570905,0,0.004518597087562689,6120.8,6105.84,6120.8,6064.8,(0),((x)*(x)),ReplaceBranchR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchR|MutateNonTerminalR,ReplaceBranchR,MutateNonTerminalR,31,33,35,35,4
35,x*x*x*x,25,-10,-0.039500245270226116,0.00003302236014939844,-0.03950015275780944,0.00008142726440988131,244.7119,244.6299,244.7572,244.33359999999996,-0.9875,0.0028100901842896056,0,0.0011901946439324652,6120.8,6110.66,6120.8,6103.6,(0),((x)*(9)),AddTreeWithDiv|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchR|MutateNonTerminalR,AddTreeWithDiv,FellTreeD,32,33,36,36,4
36,x*x*x*x,25,-10,-0.0395,0.00004472157773138655,-0.0395,0.00022402300352895174,244.832,244.55830000000003,244.832,243.46079999999998,-0.9875,0.009149130832570905,0,0.004382327910652939,6120.8,6103.6900000000005,6120.8,6064.8,(0),((x)*(x)),AddTreeWithDiv|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchR|MutateNonTerminalR,AddToLeafR,ReplaceBranchR,32,33,37,37,4
37,x*x*x*x,25,-10,-0.0395,0.000054911456282891336,-0.0395,0.00014207293164292403,244.832,244.4959,244.832,243.9624,-0.9875,0.009149130832570905,0,0.003770250545426454,6120.8,6098.58,6120.8,6064.8,(0),((x)*(x)),ReplaceBranchR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,FellTreeD,36,37,38,38,4
38,x*x*x*x,25,-10,-0.0395,0.00003714146797398778,-0.0395,0.00012566984707881334,244.832,244.6047,244.832,244.06280000000004,-0.9875,0.009149130832570905,0,0.004130204481479282,6120.8,6102.03,6120.8,6064.8,(0),((x)*(x)),AddTreeWithDiv|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|MutateNonTerminalR,MutateNonTerminalR,ReplaceBranchXR,32,38,39,39,4
39,x*x*x*x,25,-10,-0.039502903079118204,0.00003850069993967362,-0.039500088768352724,0.00013102969104672186,243.41046666666668,244.5964,244.78853333333333,244.03,-0.9875,0.009149130832570905,0,0.004374972151859975,6120.8,6104.38,6120.8,6064.8,(0),((x)*(x)),ReplaceBranchR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchR,FellTreeD,37,37,40,40,4
40,x*x*x*x,25,-10,-0.0395,0.00010450054507965605,-0.0395,0.00029924192915958825,244.832,244.19240000000002,244.832,243.00039999999998,-0.9875,0.026545549601359377,0,0.011699935211853009,6120.8,6062.62,6120.8,5958.32,(0),((7)*((9)*(6))),ReplaceBranchR|AddToLeafR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,FellTreeD,AddTreeWithMult,37,40,41,41,4
41,x*x*x*x,25,-10,-0.0395,0.00005156403723078037,-0.0395,0.0002590511044307955,244.832,244.5179,244.832,243.2464,-0.9875,0.007123251862501693,0,0.004427451039999767,6120.8,6102.49,6120.8,6077.2,(0),((x)*((3)*(8))),ReplaceBranchR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithAdd,39,41,42,42,4
42,x*x*x*x,25,-10,-0.0395,0.0001294641560147578,-0.0395,0.00032394458240752954,244.832,244.04049999999998,244.832,242.8492,-0.9875,0.01717422559142594,0,0.008502322133253715,6120.8,6062.2300000000005,6120.8,6015.68,(0),((x)*((8)*(8))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithAdd,41,42,43,43,4
43,x*x*x*x,25,-10,-0.04456561110035893,-0.000049442656333624614,-0.03949970347013462,0.00010514965364004799,212.70460615384619,245.1384,244.9772,244.1884,-0.9875,0.005933864854267517,0,0.0031088017027107225,6120.8,6108.92,6120.8,6084.48,(0),((7)*((8)-(0))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,SkipD,43,43,44,44,4
44,x*x*x*x,25,-10,-0.04203127197425174,0.00010807503826898809,-0.039499795778329634,0.0004975820154228196,229.51924000000002,244.174,244.93200000000002,241.7864,-0.9875,0.0238923016599137,0,0.011402073453269846,6120.8,6065.55,6120.8,5974.56,(0),(((8)*(2))*((5)*(4))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateTerminalR,ReplaceBranchR|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,ReplaceBranchR,43,44,45,45,4
45,x*x*x*x,25,-10,-0.03950015173670109,0.00033817071529795704,-0.039500068618481245,0.0010961965756110328,244.7577,242.7647,244.79840000000002,238.12239999999997,-0.9875,0.08161024702653255,0,0.03807982748395466,6120.8,5951.4400000000005,6120.8,5621.28,(0),((x)*((x)*(9))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,FellTreeD,45,44,46,46,4
46,x*x*x*x,25,-10,-0.0395,0.0001809499903209702,-0.0395,0.0004775846294602023,244.832,243.7245,244.832,241.9088,-0.9875,0.01827212129133449,0,0.008848960219547142,6120.8,6086.4400000000005,6120.8,6008.96,(0),((x)*((2)*(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,45,45,47,47,4
47,x*x*x*x,25,-10,-0.03950000857731016,0.00003927719414631908,-0.03949985704483074,0.00015115671154097724,244.82780000000002,244.5918,244.90200000000002,243.9068,-0.9875,0.0052476800418245805,0,0.0016289826506514146,6120.8,6101.72,6120.8,6088.68,(0),((5)*((8)+(9))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|SubXD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,FellTreeD,45,47,48,48,4
48,x*x*x*x,25,-10,-0.0395,0.00007710167839603426,-0.0395,0.0002624493530257503,244.832,244.36089999999996,244.832,243.2256,-0.9875,0.009227551953993019,0,0.0038963532074050883,6120.8,6095.07,6120.8,6064.32,(0),((x)*((8)*(4))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddTreeWithAdd|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithAdd,47,48,49,49,4
49,x*x*x*x,25,-10,-0.0395,0.00010217915713185088,-0.0395,0.0005601882106914145,244.832,244.20919999999998,244.832,241.4032,-0.9875,0.045536531172395804,0,0.02130969354657149,6120.8,6037.04,6120.8,5842.08,(0),((x)*((5)*(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,FellTreeD|AddXD|SkipD|AddXD|AddTreeWithMult,ReplaceBranchR,AddXD,47,49,50,50,4
50,x*x*x*x,25,-10,-0.03948795928238061,0.0001287571851026914,-0.03945093451836361,0.0003303489739903292,250.72790595238092,244.04409999999996,268.8576,242.81,-0.9826926218794929,0.007273559011893941,0.0024092767005042125,0.0020773135453710533,6705.218095238095,6094.58,8474.8,6076.28,(((7)*((x)*(x)))*((2)-((8)-(x)))),(((x)+(7))*((9)+(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|SubXD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|AddTreeWithMult|ReplaceBranchXR,ReplaceBranchR,AddTreeWithSub,45,50,51,51,4
51,x*x*x*x,25,-10,-0.03950039254128001,-0.0047860692581450925,-0.039499835805777025,0.0007802248072147454,244.63978666666665,310.1380904147107,244.91240000000002,240.0564,-0.9875,0.05259443210037905,0,0.025020314014018566,6120.8,6027.36,6120.8,5798.88,(0),(((x)*(x))*((x)+(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithSub,50,51,52,52,4
52,x*x*x*x,25,-10,-0.0395,0.00012893498782444907,-0.0395,0.0004917004313161708,244.832,244.04480000000004,244.832,241.8224,-0.9875,0.013449222323879332,0,0.0062419847407720885,6120.8,6086.4400000000005,6120.8,6038.48,(0),(((x)*(8))*((6)+(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithSub,50,51,53,53,4
53,x*x*x*x,25,-10,-0.0395,0.00021513316390034054,-0.0395,0.0006631159325578387,244.832,243.5153,244.832,240.7732,-0.9875,0.017370278394981148,0,0.009078848246627805,6120.8,6063.2,6120.8,6014.48,(0),(((8)*(x))*((8)+(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,SkipD,51,51,54,54,4
54,x*x*x*x,25,-10,-0.0395,0.00022822633307609244,-0.0395,0.0005292772186642285,244.832,243.43509999999998,244.832,241.59240000000003,-0.9875,0.015435890733237562,0,0.006412823859807719,6120.8,6061.84,6120.8,6026.32,(0),(((x)*(8))*((7)+(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithSub,51,53,55,55,4
55,x*x*x*x,25,-10,-0.0395,0.00005865376471530398,-0.0395,0.00019141288720428827,244.832,244.47310000000002,244.832,243.6604,-0.9875,0.00849562148738727,0,0.003970548895244669,6120.8,6101.77,6120.8,6068.8,(0),(((x)-(6))+((x)*(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithSub,54,55,56,56,4
56,x*x*x*x,25,-10,-0.0395,0.000050097918129681316,-0.0395,0.0001355378381910877,244.832,244.52550000000002,244.832,244.00239999999997,-0.9875,0.0044961442948634875,0,0.001890066075841811,6120.8,6105.62,6120.8,6093.28,(0),(((x)+(3))+((7)*(5))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithSub,55,56,57,57,4
57,x*x*x*x,25,-10,-0.03950017399686316,0.0003301958641406185,-0.03950009639262842,0.0012489217095804478,244.7468,242.81109999999998,244.78480000000002,237.18759999999997,-0.9875,0.054554960135929954,0,0.026215494800226714,6120.8,6025.91,6120.8,5786.88,(0),((6)*((x)*(x))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,ReplaceBranchXR,56,56,58,58,4
58,x*x*x*x,25,-10,-0.0395,0.0000866376267706848,-0.0395,0.0003843941968370173,244.832,244.30290000000002,244.832,242.4792,-0.9875,0.013449222323879332,0,0.006627779094473857,6120.8,6098.01,6120.8,6038.48,(0),((x)*((7)*(7))),ReplaceBranchR|AddTreeWithSub|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithSub,57,56,59,59,4
59,x*x*x*x,25,-10,-0.0395,0.00011335692788273697,-0.0395,0.0004562802248072158,244.832,244.13850000000002,244.832,242.0392,-0.9875,0.018742648019866723,0,0.003789078893135557,6120.8,6093.42,6120.8,6006.08,(0),((8)*((x)*(9))),ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddXD|SkipD|ReplaceBranchXR|AddTreeWithMult,MutateNonTerminalR,AddTreeWithSub,58,56,60,60,4
60,x*x*x*x,25,-10,-0.0395,0.00012587287401493342,-0.0395,0.0007040909685008512,244.832,244.0621,244.832,240.5224,-0.9875,0.027395111750098074,0,0.012703057917728135,6120.8,6068.82,6120.8,5953.12,(0),((x)*((x)*(3))),ReplaceBranchR|ReplaceBranchR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,59,59,61,61,4
61,x*x*x*x,25,-10,-0.042031305389455265,-0.009858752416179754,-0.03950001670079438,0.0011220101947457854,NaN,NaN,244.82382222222222,237.96439999999998,-0.9875,0.054554960135929954,0,0.028088858348336725,6120.8,6043.14,6120.8,5786.88,(0),(((x)*(6))*((x)-(0))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,60,59,62,62,4
62,x*x*x*x,25,-10,-0.0395,0.00007425573430350118,-0.0395,0.00034466082864985126,244.832,244.3784,244.832,242.7224,-0.9875,0.02768919095543074,0,0.013042212225636009,6120.8,6070.25,6120.8,5951.32,(0),(((9)*(5))*((9)-(2))),ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,61,62,63,63,4
63,x*x*x*x,25,-10,-0.0395,0.000027706343658272028,-0.0395,0.00017004313161678348,244.832,244.66300000000004,244.832,243.79120000000003,-0.9875,0.007044830741079579,0,0.003719927071641297,6120.8,6107.610000000001,6120.8,6077.68,(0),((x)+((8)*(8))),ReplaceBranchR|MutateTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,61,63,64,64,4
64,x*x*x*x,25,-10,-0.0395,0.00018349116420565985,-0.0395,0.0010187557182067724,244.832,243.71200000000002,244.832,238.5964,-0.9875,0.08161024702653255,0,0.04139496629053766,6120.8,6001.17,6120.8,5621.28,(0),((x)*((9)*(x))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,AddTreeWithSub|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,60,64,65,65,4
65,x*x*x*x,25,-10,-0.0395,0.00004667698215825687,-0.0395,0.00027787217357208344,244.832,244.54800000000003,244.832,243.13120000000004,-0.9875,0.02031107044830751,0,0.010198988076791437,6120.8,6085.41,6120.8,5996.48,(0),(((x)*(9))*((9)-(x))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,AddTreeWithDiv,ReplaceBranchXR,64,65,66,66,4
66,x*x*x*x,25,-10,-0.0395,0.0000439746203229027,-0.0395,0.00020448307410796097,244.832,244.56470000000002,244.832,243.5804,-0.9875,0.009227551953993019,0,0.004247161792856107,6120.8,6087.91,6120.8,6064.32,(0),((x)*((8)*(4))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|AddXD,AddTreeWithSub|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,AddTreeWithMult,65,66,67,67,4
67,x*x*x*x,25,-10,-0.0395,0.00009358371803380416,-0.0395,0.0004643183897529761,244.832,244.26160000000004,244.832,241.99,-0.9875,0.02050712325186257,0,0.009935103597594289,6120.8,6078.65,6120.8,5995.28,(0),((x)*((9)*(9))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|AddXD,AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchR,AddTreeWithMult,65,67,68,68,4
68,x*x*x*x,25,-10,-0.039500040844334075,0.00008924518476626115,-0.039500040844334075,0.0003343353809959487,244.812,244.2882,244.812,242.78560000000002,-0.9875,0.01827212129133449,0,0.00808910301968086,6120.8,6082.96,6120.8,6008.96,(0),((x)*((2)*(x))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,AddTreeWithDiv,ReplaceBranchXR,67,65,69,69,4
69,x*x*x*x,25,-10,-0.039500034105018955,0.00006940279805168664,-0.03949989788916482,0.000496797804208603,244.81530000000004,244.4088,244.882,241.7912,-0.9875,0.02031107044830751,0,0.010453202265130015,6120.8,6079.969999999999,6120.8,5996.48,(0),(((x)*(4))*((4)*(5))),ReplaceBranchR|DeleteNonTerminalR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchR,ReplaceBranchXR,68,65,70,70,4
70,x*x*x*x,25,-10,-0.0395,0.000044077042222450456,-0.0395,0.00026251470396026713,244.832,244.56260000000003,244.832,243.2252,-0.9875,0.00867206901058684,0,0.004711537039269121,6120.8,6110.280000000001,6120.8,6067.72,(0),((x)+((9)*(9))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchXR,ReplaceBranchXR,69,70,71,71,4
71,x*x*x*x,25,-10,-0.0395,0.0004869526150439613,-0.0395,0.0032338909946412237,244.832,241.85150000000002,244.832,225.03799999999998,-0.9875,0.1567115409750359,0,0.07771617440594128,6120.8,5875.1,6120.8,5161.6,(0),(((x)*(x))*((x)*(3))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchXR,ReplaceBranchXR,69,70,72,72,4
72,x*x*x*x,25,-10,-0.0395,0.0004008346578821801,-0.0395,0.0017529734675205855,244.832,242.37940000000003,244.832,234.10240000000002,-0.9875,0.05228074761469089,0,0.025604533673517654,6120.8,6035.860000000001,6120.8,5800.8,(0),((x)*((x)*(x))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,MutateNonTerminalR,ReplaceBranchXR,71,71,73,73,4
73,x*x*x*x,25,-10,-0.03950001137077087,0.00022503518416708688,-0.0395,0.0008060384263494993,244.82643214285716,243.4547,244.832,239.89839999999995,-0.9875,0.023447915305188936,0,0.010688349955605617,6120.8,6073.280000000001,6120.8,5977.28,(0),(((x)*(2))*((6)*(8))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,AddTreeWithDiv,ReplaceBranchXR,72,71,74,74,4
74,x*x*x*x,25,-10,-0.0395,0.0007038562089780468,-0.0395,0.0023220494053064968,244.832,240.52559999999997,244.832,230.61919999999998,-0.9875,0.2085217618611947,0,0.09719840134213668,6120.8,5696.75,6120.8,4844.48,(0),(((x)*(x))*((x)*(4))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|SkipD,FellTreeD,ReplaceBranchXR,71,74,75,75,4
75,x*x*x*x,25,-10,-0.0395,0.00022545830861744594,-0.0395,0.000768984446477588,244.832,243.4521,244.832,240.12519999999998,-0.9875,0.028185858057770297,0,0.012927816171575885,6120.8,6052.54,6120.8,5948.28,(0),(((x)*(x))*((3)+(7))),ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchXR,ReplaceBranchXR,71,75,76,76,4
76,x*x*x*x,25,-10,-0.039499944860148996,0.0011254210195603604,-0.039499877466997776,0.004533655731276958,244.85899999999998,237.94439999999994,244.892,217.08239999999998,-0.9874877466997778,0.4186642268984447,0.00000842687672933551,0.21055157814114003,6123.5,5491.16,6126.8,3558.24,((2)-(8)),(((x)*(6))*((x)*(9))),ReplaceBranchR|ReplaceBranchXR|SkipD|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,ReplaceBranchXR,76,76,77,77,4
77,x*x*x*x,25,-10,-0.03949992566331199,0.0009328874181485339,-0.03949979577832963,0.003439158279963405,244.8684,239.12260000000003,244.93200000000002,223.7816,-0.9874877466997778,0.30883544634688287,0.0000065382836367957604,0.15364814471525176,6123.55,5640.08,6126.8,4230.48,((1)-(7)),(((6)*(x))*((x)*(x))),ReplaceBranchR|ReplaceBranchXR|SkipD|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,ReplaceBranchXR,ReplaceBranchXR,76,77,78,78,4
78,x*x*x*x,25,-10,-0.03949989850182983,0.00004902873613120889,-0.03949959155665926,0.00026199189648411914,244.8817,244.5336,245.032,243.2284,-0.9874857044830742,0.01032544765390142,0.000006458056259338046,0.004532023167104032,6124.8,6094.76,6127.8,6057.6,((x)-(9)),((6)*((9)*(2))),FellTreeD|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,ReplaceBranchXR,77,77,79,79,4
79,x*x*x*x,25,-10,-0.03950002920369886,0.00008284854899313524,-0.03949983498889034,0.0003293687099725562,244.81769999999997,244.3259,244.91279999999998,242.81599999999997,-0.9874918311331853,0.008234217749313905,0.000004738412204402982,0.0031533637394525107,6121.92,6098.179999999999,6124.8,6070.4,((1)-(5)),((x)*((7)*(4))),FellTreeD|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithDiv|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,ReplaceBranchXR,79,79,80,80,4
80,x*x*x*x,25,-10,-0.03949992402953862,0.0002291117051590519,-0.039499632400993336,0.0007128479937263113,244.86919999999998,243.43120000000002,245.012,240.4688,-0.9874877466997778,0.02952555221539672,0.000007516652241815098,0.013573077259421116,6123.3099999999995,6059.65,6126.8,5940.08,((0)-(6)),(((4)*(8))*((x)*(4))),FellTreeD|MultXD|AddTreeWithDiv|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,AddTreeWithMult,80,80,81,81,4
81,x*x*x*x,25,-10,-0.03949997957783297,0.00010398864308278324,-0.03949971245588812,0.00047980656123382606,244.842,244.19650000000001,244.97280000000003,241.89520000000002,-0.9874877466997778,0.022755195399294166,0.0000073408908535538054,0.011365972071621183,6122.77,6085.72,6126.8,5981.52,((2)-(8)),(((x)+(4))*((8)*(9))),FellTreeD|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,ReplaceBranchXR,79,81,82,82,4
82,x*x*x*x,25,-10,-0.039499859087047444,0.00026240011658423975,-0.03949950986799111,0.0011152790484903953,244.90099999999998,243.22629999999998,245.072,238.0056,-0.9874857044830742,0.08161024702653255,0.000008910027103959423,0.04038075191575714,6123.1900000000005,5992,6127.8,5621.28,((2)-(9)),((x)*((x)*(9))),FellTreeD|ReplaceBranchXR|AddTreeWithDiv|FellTreeD|AddTreeWithSub,ReplaceBranchXR|AddTreeWithMult|DeleteTerminalR|ReplaceBranchXR|AddTreeWithMult,FellTreeD,AddTreeWithMult,82,82,83,83,4
