gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
88,x*x*x*x,25,-10,-0.03950930699418377,-0.0000378168025612538,-0.03945830283623056,0.0007360475754803301,240.27470000000002,245.1629,265.2496,240.32680000000005,-0.9838240099333421,0.06215527382041571,0.0017540969263077349,0.030569225937898924,6669.06,6020.85,7920.8,5740.36,(((x)*((3)*(3)))-((8)-((x)*(x)))),(((1)+((x)+(x)))*((x)*(x))),MutateTerminalR|AddRandomSubTreeR|ReplaceBranchXR|MultXD|MutateNonTerminalR,AddTreeWithMult|SkipD|MultXD|MutateTerminalR|SkipD,MutateNonTerminalR,SkipD,85,87,89,89,1
89,x*x*x*x,25,-10,-0.03947949001764475,-0.0021636131765459033,-0.039200646974251734,0.0037906156058031644,254.875,313.8237,391.4144,221.6304,-0.9709797738857666,0.14309240622140898,0.00811193492883351,0.06993869621906545,8306.04,5599.5,14210.16,5244.96,((((4)-(5))*((x)*(9)))*((x)+((x)*(x)))),(((2)*((8)*(x)))+((0)*(x))),AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|MultXD|MutateNonTerminalR,DeleteNonTerminalR|AddTreeWithSub|MultXD|MutateTerminalR|SkipD,MultXD,DeleteNonTerminalR,88,89,90,90,1
90,x*x*x*x,25,-10,-0.03933571306038426,-0.001461736872472521,-0.03856419095543066,0.004998431577571561,325.2774,270.89149999999995,703.064,214.2376,-0.8939486668409358,0.2085217618611947,0.04807029031808894,0.11319226464135203,16695.84,5869.76,51929.52,4844.48,(((x)+((5)*(9)))*((9)*((x)*(x)))),((((8)*(0))+((8)/(2)))*((x)*((x)*(x)))),DeleteMaliciousR|AddRandomSubTreeR|ReplaceBranchXR|MultXD|AddTreeWithDiv,DeleteNonTerminalR|AddXD|MultXD|MutateTerminalR|AddTreeWithDiv,ReplaceBranchXR,DeleteNonTerminalR,89,90,91,91,1
91,x*x*x*x,25,-10,-0.03854215465921044,-0.028780508293651367,-0.03563904554960136,0.009429878447261796,713.8543809523809,637.0963271428571,2135.4024,187.11360000000002,-0.6125,0.41141680826035815,0.18508058535834043,1.080529542526858,53929.479999999996,12228.4,189744.8,3602.6,(((8)*((x)*(x)))*((4)*((x)*(x)))),((((x)*(9))*((x)*(3)))*((2)/((4)*(x)))),MutateTerminalR|AddToLeafR|ReplaceBranchXR|MultXD|AddToLeafR,DeleteNonTerminalR|AddXD|MultXD|MutateTerminalR|AddTreeWithDiv,AddToLeafR,DeleteNonTerminalR,89,90,92,92,1
92,x*x*x*x,25,-10,-0.039511250776042346,-0.010386464514526617,-0.03940547885897269,0.000057579619221890444,239.3229,380.55873769841276,291.1156,244.47956666666664,-0.978265749575219,0.0015248551387619165,0.004564613988377146,0.0005618472691675082,7290.82,6116.435555555556,10642.48,6111.466666666666,(((6)-((x)+(1)))*((x)*((x)*(x)))),(((x)*(1))/((6)*(x))),MutateTerminalR|AddToLeafR|ReplaceBranchXR|MultXD|AddToLeafR,ReplaceBranchR|SkipD|MultXD|DeleteTerminalR|AddTreeWithDiv,AddToLeafR,ReplaceBranchR,89,91,93,93,1
93,x*x*x*x,25,-10,-0.03549698670925369,-0.02484416177583066,-0.023744290778983143,0.002120078711570019,2204.9635,577.0269183730159,7959.835599999999,231.85542222222222,-0.14541024049143897,0.10454842504247812,0.4229642617326715,1.0186781385548995,107798.16,12621.774000000001,418461.84,5480.88,(((x)*((x)*(x)))*((6)*((x)*(x)))),((((7)-(5))+((0)*(7)))/((7)*((x)*((x)*(x))))),MutateTerminalR|AddTreeWithDiv|SubXD|MultXD|MutateNonTerminalR,DeleteNonTerminalR|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,MutateTerminalR,MutateTerminalR,93,92,94,94,1
94,x*x*x*x,25,-10,-0.039475306740948894,-0.010181867913457415,-0.0392831508953078,0.0003490393412625821,256.9234,379.33894166666664,351.01520000000005,242.69559999999998,-0.9692703568161024,0.009149130832570905,0.00930395307239741,0.004499744437236173,8220.630000000001,6106.0599999999995,15047.2,6064.8,(((x)*((6)*(9)))*((7)/((1)*(x)))),(((8)/((8)*(1)))*((x)*(x))),MutateTerminalR|AddTreeWithDiv|SubXD|MultXD|MutateNonTerminalR,DeleteNonTerminalR|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,MultXD,DeleteNonTerminalR,93,94,95,95,1
95,x*x*x*x,25,-10,-0.04151534285641674,-0.019000053934618538,-0.03727163606064567,0.004083518494314469,482.1511555555556,505.310931879336,1335.9815999999998,219.83759999999998,-0.8645360083649197,0.3900666579532087,0.062139885280407495,0.18407905221075332,20699.18,5340.67,66331.84,3733.28,(((x)*((x)*(x)))*((1)*((x)*(x)))),((((x)*(1))*((1)/((2)*(x))))*((9)+((7)-((x)*(x))))),MutateTerminalR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MutateNonTerminalR,SubXD|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithDiv,95,95,96,96,1
96,x*x*x*x,25,-10,-0.03915322200529343,-0.013949746458888272,-0.038159969285060776,0.011085566156929379,414.63669999999996,756.8504222222223,900.9967999999999,176.97946666666667,-0.9332943406090707,0.3108526118590163,0.026271860366746096,0.15237803453133197,16406.78,5609.5233333333335,32663.36,4218.133333333333,(((8)*((x)*(x)))-((4)*((x)*(x)))),((((2)*(x))+((7)*((1)+(x))))*((4)/((3)-((x)*(x))))),MutateTerminalR|AddToLeafR|ReplaceBranchXR|MultXD|MutateNonTerminalR,SubXD|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,AddToLeafR,SkipD,94,95,97,97,1
97,x*x*x*x,25,-10,-0.03913723982159195,-0.007122137843952073,-0.03794960462684616,0.017081995049841193,422.46259999999995,1400.6488222222222,1004.0047999999999,140.27919999999997,-0.8394523591687361,0.6350869167429095,0.07524947089630918,0.2818327358483006,23361.339999999997,4770.5599999999995,78614.4,2233.5599999999995,(((x)*((x)*(x)))+((3)*((x)*(x)))),((((x)-(x))-((x)*((x)*(6))))*((8)/((5)-((x)*(x))))),MutateTerminalR|FellTreeD|ReplaceBranchXR|MultXD|SubXD,MultXD|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,FellTreeD,MultXD,96,97,98,98,1
98,x*x*x*x,25,-10,-0.03894432222912038,-0.02145043216439735,-0.037617853875310414,0.00035538442173666267,516.9274,1133.869558333333,1166.4512000000002,242.65697777777777,-0.8670485884198144,0.006041330835475444,0.05684112182721128,0.07017975814964515,25537.559999999998,6521.044444444444,65101.52,6083.822222222222,((((8)*(x))+((8)*(x)))*((x)*((x)-(x)))),((((x)*(0))*((x)*((x)-(1))))*(((x)/(9))-((x)-((2)*(x))))),MutateTerminalR|FellTreeD|ReplaceBranchXR|MultXD|SubXD,SubXD|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,FellTreeD,SubXD,96,95,99,99,1
99,x*x*x*x,25,-10,-0.03791387073585153,-0.0037477866168997005,-0.034681943536792575,0.00043451110239765416,1021.5023999999999,280.3206055555555,2604.0607999999997,242.17244444444444,-0.8670485884198144,0.006041330835475444,0.05684112182721128,0.07017975814964515,25537.559999999998,6521.044444444444,65101.52,6083.822222222222,((((8)*(x))+((8)*(x)))*((x)*((x)-(x)))),((((x)*(0))*((x)*((x)-(1))))*(((x)/(9))-((x)-((2)*(x))))),MutateTerminalR|FellTreeD|ReplaceBranchXR|MultXD|SubXD,SubXD|SkipD|MultXD|MutateTerminalR|AddTreeWithDiv,MultXD,SubXD,96,95,99,99,1
