gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
50,x*x*x*x,25,-10,-0.03839947719252386,0.000019922830812764922,-0.03839947719252386,0.00006528558358384678,244.912,244.71009999999998,244.912,244.43240000000003,-0.9599869298130964,0.0014703960266631813,0,0.000479736250273353,6122.8,6115.07,6122.8,6111.8,((0)-(x)),((x)+(9)),FellTreeD|DeleteTerminalR|FellTreeD|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR,FellTreeD,ReplaceBranchXR,46,50,51,51,2
51,x*x*x*x,25,-10,-0.0565998366226637,-0.0000005272116783424145,-0.04879973859626193,0.00002685923408704828,137.74300000000002,244.8353,183.66400000000002,244.6676,-0.9599869298130964,0.0014703960266631813,0,0.001209000978114163,6122.8,6117.74,6122.8,6111.8,((0)-(x)),((x)+(9)),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR,FellTreeD,ReplaceBranchXR,51,50,52,52,2
52,x*x*x*x,25,-10,-0.053999673245327416,0.0000844987583322453,-0.048799607894392895,0.00029656254084433476,153.07,244.31480000000002,183.68400000000003,243.0168,-0.9599869298130964,0.009149130832570905,0,0.003952236555626766,6122.8,6101.030000000001,6122.8,6064.8,((0)-(x)),((x)*(x)),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|FellTreeD|ReplaceBranchXR,FellTreeD,ReplaceBranchXR,51,50,53,53,2
53,x*x*x*x,25,-10,-0.03839947719252386,0.000019004383818722945,-0.03839947719252386,0.00007606848777937442,244.912,244.7157,244.912,244.36640000000003,-0.9599869298130964,0.0028100901842896056,0,0.0011494211982337474,6122.8,6113.72,6122.8,6103.6,((0)-(x)),((0)+((x)*(9))),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|FellTreeD|AddRandomSubTreeR,AddToLeafR,ReplaceBranchXR,51,52,54,54,2
54,x*x*x*x,25,-10,-0.03839947719252386,0.00004324604763701249,-0.03839947719252386,0.00008953078029015994,244.912,244.5673,244.912,244.28400000000002,-0.9599869298130964,0.0028100901842896056,0,0.0009257715889146238,6122.8,6110.68,6122.8,6103.6,((0)-(x)),((x)*(9)),MutateTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,52,54,55,55,2
55,x*x*x*x,25,-10,-0.03839947719252386,0.000083554702669752,-0.03839947719252386,0.00021350150307149435,244.912,244.32060000000004,244.912,243.5252,-0.9599869298130964,0.009149130832570905,0,0.004575987692803186,6122.8,6097.93,6122.8,6064.8,(((x)*((x)*(0)))*((0)-(x))),((x)*(x)),MutateTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR,DeleteNonTerminalR,ReplaceBranchXR,52,54,56,56,2
56,x*x*x*x,25,-10,-0.03839947719252386,0.00023990328061691382,-0.03839947719252386,0.001543719775192787,244.912,243.36360000000002,244.912,235.3832,-0.9599869298130964,0.0725918180629984,0,0.03578983392021504,6122.8,6005.0599999999995,6122.8,5676.48,((0)-(x)),((x)*((x)*(8))),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithAdd|MutateNonTerminalR|ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,55,54,57,57,2
57,x*x*x*x,25,-10,-0.03839947719252386,0.00008595281662527869,-0.03839947719252386,0.0002665011109658881,244.912,244.3059,244.912,243.2008,-0.9599869298130964,0.009149130832570905,0,0.004293257566910582,6122.8,6103.950000000001,6122.8,6064.8,((0)-(x)),((x)*((x)+(0))),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|SubXD,FellTreeD,SubXD,56,57,58,58,2
58,x*x*x*x,25,-10,-0.03839947719252386,0.0000028974621807365703,-0.03839947719252386,0.00004744477846033341,244.912,244.81439999999998,244.912,244.5416,-0.9599869298130964,0.0018951771010326042,0,0.000683229878063384,6122.8,6115.37,6122.8,6109.2,((0)-(x)),((x)*(6)),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|SubXD,DeleteNonTerminalR,ReplaceBranchXR,57,57,59,59,2
59,x*x*x*x,25,-10,-0.03839947719252386,0.00003732875966069868,-0.03839947719252386,0.00022206247549339965,244.912,244.6037,244.912,243.47279999999998,-0.9599869298130964,0.009149130832570905,0,0.004826091253444392,6122.8,6108.63,6122.8,6064.8,((0)-(x)),((x)*(x)),FellTreeD|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|SubXD,FellTreeD,MutateNonTerminalR,57,57,60,60,2
60,x*x*x*x,25,-10,-0.03839947719252386,0.000016881408869881586,-0.03839947719252386,0.00008025094758855184,244.912,244.72870000000003,244.912,244.34080000000003,-0.9599869298130964,0.0018951771010326042,0,0.0005604834877863977,6122.8,6117.06,6122.8,6109.2,(((x)*((0)*(x)))*((x)-(x))),((x)*(6)),MutateTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|SubXD,MutateTerminalR,MutateNonTerminalR,58,57,61,61,2
61,x*x*x*x,25,-10,-0.03839934126258006,0.0016891430759381327,-0.03839934126258006,0.00402921186772971,244.9328,234.49310000000003,244.9328,220.17,-0.9599733368187164,0.397124558881192,0,0.19900023669621156,6124.88,5106.66,6124.88,3690.08,((((x)*(0))*((7)*(2)))*((6)-((x)-(x)))),((((x)-(0))*((x)*(x)))*((8)-((2)-((x)+(0))))),MutateTerminalR|DeleteTerminalR|AddToLeafR|SubXD|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR,SubXD,ReplaceBranchXR,61,61,62,62,2
62,x*x*x*x,25,-10,-0.0384040308456411,0.000048677203466185125,-0.03839947719252386,0.00014357600313684503,244.21520000000004,244.53409999999997,244.912,243.95320000000004,-0.9599869298130964,0.008809305973075427,0,0.004404652986537714,6122.8,6107.32,6122.8,6066.88,((0)-(x)),(((x)-((2)*(x)))+((0)-((0)-(x)))),MutateTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,58,61,63,63,2
63,x*x*x*x,25,-10,-0.03839947719252386,-0.0002391110869330922,-0.03839947719252386,0.00023029669324271492,244.912,246.46290000000002,244.912,243.4224,-0.9599869298130964,0.0022088615867207613,0,0.0012517287010195039,6122.8,6118.42,6122.8,6107.28,(((x)*((x)*(0)))*((0)-(x))),((x)*(7)),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,61,63,64,64,2
64,x*x*x*x,25,-10,-0.038398784472617964,-0.00012574626442590393,-0.03839581754019083,0.00027715331329238214,245.018,245.6909,245.472,243.1356,-0.9596209645797935,0.012455888119200068,0.00020218414589685425,0.005924657239369909,6133.4,6098.76,6178.8,6044.56,(((x)*((0)-(x)))*((x)-(x))),(((x)*((9)*(5)))-((7)+(7))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,61,61,65,65,2
65,x*x*x*x,25,-10,-0.03839950856097243,0.000041046959705784636,-0.038395948242059864,0.0002892432361782773,244.90720000000002,244.5812,245.452,243.06160000000003,-0.9596340347666973,0.008469481113579948,0.00017644752319956325,0.0043404112441091085,6136.3,6106.23,6176.8,6068.96,(((0)+((6)*(0)))-((9)-(x))),(((x)*(1))*((x)-(2))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,SubXD,ReplaceBranchXR,65,65,66,66,2
66,x*x*x*x,25,-10,-0.038399370016991244,0.00010572327465401153,-0.03838768265586198,0.0004147170304535372,244.9284,244.18489999999997,246.7168,242.2936,-0.9592549993464907,0.036518102208861654,0.00036596523330284514,0.018096192882488822,6150.8,6063.39,6234.8,5897.28,(((x)*((x)*(0)))-((2)-(x))),(((x)-((x)*(5)))*((0)-(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|AddTreeWithAdd,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithSub|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,66,66,67,67,2
67,x*x*x*x,25,-10,-0.03843020062736897,0.00015520913647984819,-0.038396716769049793,0.000510260096719384,240.2107,243.88199999999998,245.3344,241.7088,-0.9599869298130964,0.03488432884590257,0.0007298392367010575,0.016617104617946712,6066.96,6059.49,6122.8,5907.28,(((x)+((x)*(0)))*((x)-(x))),(((1)*((x)+(9)))*((x)*((3)-(0)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|MultXD,ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithSub|ReplaceBranchXR,DeleteNonTerminalR,ReplaceBranchXR,67,66,68,68,2
68,x*x*x*x,25,-10,-0.03840818324402039,0.000006425526442520628,-0.038397793752450664,0.00005731276957260477,243.57980000000003,244.7927,245.1696,244.48120000000003,-0.9598185858057771,0.0012220624754934767,0.00008417200365967714,0.0007210799098697603,6129.24,6119.18,6148.56,6113.32,(((0)-((x)*(7)))+((5)-(x))),((x)+(7)),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|MultXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,AddToLeafR,DeleteMaliciousR,67,68,69,69,2
69,x*x*x*x,25,-10,-0.038405804470003926,0.000097817117261139,-0.0383921578878578,0.00043249248464253225,243.9438,244.2341,246.032,242.1848,-0.9596209645797935,0.011815448960920242,0.00018298261665145032,0.005369897495350136,6136.8,6081.57,6178.8,6048.48,(((0)-(x))*((x)-(x))),(((x)+((x)*(7)))*((9)-(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateNonTerminalR,MutateNonTerminalR,68,68,70,70,2
70,x*x*x*x,25,-10,-0.03840518494314469,0.00015373497148483446,-0.03839228858972683,0.0008219840543719773,244.0386,243.89379999999997,246.012,239.80079999999998,-0.9592549993464907,0.0635733890994641,0.0003883916531213036,0.03187138545491578,6145.92,6024.28,6234.8,5731.68,(((x)*((x)*(0)))-((2)-(x))),((x)*((7)*(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|MultXD|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,70,68,71,71,2
71,x*x*x*x,25,-10,-0.03859652202326494,0.0010330844701698049,-0.0383269742517318,0.004620180368579271,214.76019999999997,238.52880000000002,256.0064,216.5528,-0.9599869298130964,0.45854136714155014,0.00004443863547243243,0.23774878051279758,6119.4,5495.889999999999,6122.8,3314.16,(((x)+(x))*((0)-(x))),((((x)*(9))-((x)*(4)))*((x)*((x)+(x)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,DeleteNonTerminalR,AddToLeafR,71,70,72,72,2
72,x*x*x*x,25,-10,-0.03840160044438636,-0.00036727376751204284,-0.03836288066919357,0.000271859887596392,244.5871,247.21739999999997,250.512,243.168,-0.9566932427133709,0.013266239707227782,0.001721069987909137,0.009360074855565047,6233.99,6101.290000000001,6626.8,6039.6,(((0)-((9)*(x)))*((x)-(x))),(((x)*((7)-(5)))-((0)*((x)-(7)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateNonTerminalR,SkipD,72,71,73,73,2
73,x*x*x*x,25,-10,-0.038402204287021305,0.00005841299671899757,-0.038373715854136715,0.00024349758201542274,244.49469999999997,244.47449999999998,248.85399999999998,243.3416,-0.9574251731799766,0.009149130832570905,0.0012808783165599302,0.00398347584921304,6220.8,6101.34,6514.8,6064.8,(((x)*((7)*(0)))-((x)-(x))),((x)*(x)),MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,73,71,74,74,2
74,x*x*x*x,25,-10,-0.03840791530518886,0.00022388396477547525,-0.03839947719252386,0.000842769919504311,243.62080000000003,243.4617,244.912,239.6736,-0.9599869298130964,0.0635733890994641,0,0.03195324692384542,6122.8,6025.02,6122.8,5731.68,((0)-(x)),(((1)*((x)*(7)))*((x)-((0)+(0)))),MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,73,73,75,75,2
75,x*x*x*x,25,-10,-0.03840444647758463,0.000018854323472346178,-0.03839947719252386,0.0001653378643314611,244.1516,244.7177,244.912,243.82,-0.9599869298130964,0.011893870082342207,0,0.005712664815100925,6122.8,6100.1,6122.8,6048,((0)-(x)),(((x)*((x)+(9)))-((0)*(x))),MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,73,75,76,76,2
76,x*x*x*x,25,-10,-0.0384029852306888,0.0016093510664033789,-0.03839866161286107,0.012658737419945104,244.3752,234.9835,245.0368,167.3504,-0.9599053718468175,0.6320873088485165,0.0000407789831394778,0.3156225246467014,6125.92,5149.700000000001,6135.28,2251.92,(((0)-(x))*((6)-(x))),(((x)*((7)*(x)))+((9)*(x))),MutateTerminalR|MutateNonTerminalR|MutateTerminalR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,73,76,77,77,2
77,x*x*x*x,25,-10,-0.0384010717553261,-0.00003848029274696043,-0.03839895438504771,0.0009331459939877153,244.668,245.16340000000002,244.99200000000002,239.12040000000002,-0.9599346490654818,0.045536531172395804,0.00002727131377493508,0.022802803533190637,6126.360000000001,6051.38,6130.8,5842.08,(((0)-((1)*(8)))-((0)-(x))),(((0)+((x)*(x)))*((6)-(x))),MutateTerminalR|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,SubXD,AddToLeafR,76,76,78,78,2
78,x*x*x*x,25,-10,-0.03840338387138936,0.000019797443145634456,-0.03839947719252386,0.00021977519278525753,244.31420000000003,244.71309999999997,244.912,243.48680000000002,-0.9599869298130964,0.009149130832570905,0,0.00483146164926544,6122.8,6108.8,6122.8,6064.8,((0)-(x)),(((x)-((x)+(x)))+((0)*((0)-(x)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateNonTerminalR,DeleteMaliciousR,78,76,79,79,2
79,x*x*x*x,25,-10,-0.038408144033459685,0.00022717208718070383,-0.03839947719252386,0.0021920663965494715,243.5858,243.56890000000004,244.912,231.41479999999999,-0.9599869298130964,0.10795974382433672,0,0.059289634651479746,6122.8,5784.219999999999,6122.8,5460,(((x)*(x))*((0)-(x))),(((x)*((3)*(6)))-((2)*(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,78,76,80,80,2
80,x*x*x*x,25,-10,-0.038401586720690106,0.00006644580588005406,-0.03839934126258006,0.0002949287674813757,244.58919999999998,244.42669999999998,244.9328,243.0268,-0.9599733368187164,0.011031237746699849,0.00000784791896437104,0.0055151991221596515,6123.84,6091.389999999999,6124.88,6053.28,(((0)*(0))-((x)-(x))),(((x)*((x)+(7)))+((0)-(x))),MutateTerminalR|DeleteNonTerminalR|SubXD|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,DeleteNonTerminalR,AddToLeafR,76,80,81,81,2
81,x*x*x*x,25,-10,-0.03840406352110835,-0.000000274210432099929,-0.03839947719252386,0.00008266893216573204,244.21020000000004,244.8339,244.912,244.326,-0.9599869298130964,0.001999738596261891,0,0.0010388478037555615,6122.8,6117.3099999999995,6122.8,6108.56,((0)*((0)-(x))),(((x)+(8))+((2)*(x))),MutateTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,DeleteNonTerminalR,MutateNonTerminalR,80,81,82,82,2
82,x*x*x*x,25,-10,-0.03838842765651549,-0.0005987813725639864,-0.0383516298523069,0.0004216442295124819,246.6028,250.07339999999996,252.2336,242.25120000000004,-0.9570592079466738,0.02008887727094498,0.0014134346113151874,0.008971829494248412,6248.8,6072.45,6570.8,5997.84,(((0)-((x)*(8)))*((x)-(x))),(((0)+((0)+(9)))+((9)*((x)+(9)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,SubXD,MutateNonTerminalR,82,81,83,83,2
83,x*x*x*x,25,-10,-0.03839986014900013,0.000041593575985644406,-0.03839960789439289,0.000504770618219842,244.85340000000005,244.57810000000006,244.892,241.74239999999998,-0.9599869298130964,0.024140635211083554,0,0.012078634577363731,6122.8,6083.82,6122.8,5973.04,(((5)-((9)*(2)))*((0)-(x))),(((x)+((x)*(2)))+((8)+(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,MutateNonTerminalR,82,82,84,84,2
84,x*x*x*x,25,-10,-0.03841619134753627,-0.00028488867446031807,-0.03839486603058424,0.000029277218664227012,242.35440000000003,246.7802,245.61759999999998,244.65279999999998,-0.9596209645797935,0.001143641354071363,0.00030358428983488274,0.0011202846847896586,6127.02,6119.59,6178.8,6113.8,(((4)*((0)-(x)))*((x)-(x))),(((7)*((1)*(x)))-((1)-((0)-(0)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,82,82,85,85,2
85,x*x*x*x,25,-10,-0.038402106914128875,-0.0015815264301181592,-0.038380771141027316,0.0007511436413540718,244.50959999999998,277.4886,247.7744,240.2344,-0.9581571036465822,0.05390145079074632,0.001213033974984972,0.02695202768468375,6150.88,6038.32,6402.8,5790.88,(((0)-((5)*(x)))*((x)-(x))),(((x)*((6)*(x)))-((x)+(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,SkipD,83,85,86,86,2
86,x*x*x*x,25,-10,-0.03840750098026402,-0.00015124115383617146,-0.03839513789047184,0.00020696640961965804,243.68420000000003,245.8543,245.57600000000002,243.5652,-0.9596209645797935,0.012455888119200068,0.00018298261665145032,0.00648514528353191,6136.8,6103.99,6178.8,6044.56,(((0)-(x))*((x)-(x))),(((4)*((0)+(5)))-((0)*((x)*(9)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,MutateTerminalR,MutateNonTerminalR,83,85,87,87,2
87,x*x*x*x,25,-10,-0.03838945628022481,0.00021331370263800908,-0.038355273820415633,0.0014175924715723453,246.44539999999998,243.5526,251.676,236.15519999999998,-0.9570592079466738,0.046320742386616195,0.001463860933211325,0.02334540644962871,6234.8,6051.5599999999995,6570.8,5837.28,(((x)*((8)*(0)))-((x)-(x))),(((x)-((0)+(9)))*((x)*(9))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,MutateNonTerminalR|DeleteMaliciousR|AddToLeafR|MutateNonTerminalR|ReplaceBranchXR,SubXD,MutateNonTerminalR,86,85,88,88,2
88,x*x*x*x,25,-10,-0.03840650895307803,0.000046907129672457095,-0.03839432753888381,0.00026584760162070507,243.83599999999998,244.54510000000002,245.7,243.2048,-0.9595263364266109,0.023447915305188936,0.0002550158818735995,0.012148569533637346,6136.0599999999995,6088.74,6193.28,5977.28,(((0)-((x)*(x)))+((7)-(x))),(((x)*((8)*(0)))+((6)+(6))),ReplaceBranchXR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|AddToLeafR|DeleteNonTerminalR,ReplaceBranchXR,AddToLeafR,88,88,89,89,2
89,x*x*x*x,25,-10,-0.03839969611815449,0.00015044651743569213,-0.03839933342046792,0.0018430270552868922,244.87849999999997,243.916,244.93399999999997,233.55120000000002,-0.9599725526075022,0.09049797412102994,0.000007188602797081333,0.046638325839422096,6123.35,5994.22,6125,5566.88,(((0)*((4)-(x)))+((x)-(x))),((((x)+(4))*((0)-(x)))*((x)-((9)-(x)))),ReplaceBranchXR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|AddToLeafR|DeleteNonTerminalR,ReplaceBranchXR,AddToLeafR,88,88,90,90,2
90,x*x*x*x,25,-10,-0.03839882368317867,0.001259882062715047,-0.0383960789439289,0.005106129917657821,245.012,237.1261,245.43200000000002,213.5784,-0.9596209645797935,0.46806953339432755,0.00018298261665145032,0.23196260271306338,6136.8,5385.04,6178.8,3255.84,(((0)-(x))*((x)-(x))),((((x)*(2))+((7)+(x)))*((0)*((x)*(7)))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|SubXD,SkipD|DeleteMaliciousR|AddToLeafR|AddToLeafR|ReplaceBranchXR,DeleteNonTerminalR,AddToLeafR,90,90,91,91,2
91,x*x*x*x,25,-10,-0.03840047314076592,0.000007570673940779093,-0.03839620964579794,0.00041171088746569216,244.75959999999998,244.82940000000002,245.412,242.31199999999998,-0.9600000000000001,0.01827212129133449,0,0.008302969966143565,6120.8,6079.41,6120.8,6008.96,(0),((2)*((x)*(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD,SkipD|DeleteMaliciousR|AddToLeafR|AddToLeafR|ReplaceBranchXR,MutateNonTerminalR,AddToLeafR,89,91,92,92,2
92,x*x*x*x,25,-10,-0.038403613906678874,0.000383111113672068,-0.03839973859626193,0.0014539929420990735,244.27900000000002,242.4871,244.872,235.93239999999997,-0.9600000000000001,0.1343092406221409,0,0.06641849058674063,6120.8,5907.960000000001,6120.8,5298.72,(0),(((5)*((3)*(x)))*((x)*(1))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD,SkipD|DeleteMaliciousR|ReplaceBranchR|AddToLeafR|ReplaceBranchXR,MutateNonTerminalR,SkipD,89,92,93,93,2
93,x*x*x*x,25,-10,-0.038400000000000004,0.00005684714860631754,-0.038400000000000004,0.0001471703045353562,244.832,244.48409999999996,244.832,243.9312,-0.9600000000000001,0.009149130832570905,0,0.003705566547275664,6120.8,6096.05,6120.8,6064.8,(0),((x)*(x)),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD,SkipD|DeleteMaliciousR|ReplaceBranchR|AddToLeafR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,89,92,94,94,2
94,x*x*x*x,25,-10,-0.038400000000000004,0.000033879273308546014,-0.038400000000000004,0.00015279048490393635,244.832,244.625,244.832,243.8968,-0.9600000000000001,0.010220886158672135,0,0.0050428726640233,6120.8,6104.43,6120.8,6058.24,(0),((4)*((x)*(9))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD,SkipD|DeleteMaliciousR|ReplaceBranchR|AddToLeafR|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,93,94,95,95,2
95,x*x*x*x,25,-10,-0.038400000000000004,0.0000014563701791925734,-0.038400000000000004,0.00013658345314338205,244.832,244.82469999999998,244.832,243.99599999999998,-0.9600000000000001,0.009227551953993019,0,0.004662652401070486,6120.8,6105.15,6120.8,6064.32,(0),((x)*((8)*(4))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD,SkipD|DeleteMaliciousR|ReplaceBranchR|AddToLeafR|ReplaceBranchXR,MutateTerminalR,DeleteMaliciousR,94,94,96,96,2
96,x*x*x*x,25,-10,-0.038400000000000004,0.00007790000481411381,-0.038400000000000004,0.00039661482159195055,244.832,244.35520000000005,244.832,242.40439999999998,-0.9600000000000001,0.01827212129133449,0,0.008866536443286197,6120.8,6090.040000000001,6120.8,6008.96,(0),((x)*((2)*(x))),MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR|FellTreeD,SkipD|DeleteMaliciousR|ReplaceBranchR|AddToLeafR|DeleteMaliciousR,MutateTerminalR,DeleteMaliciousR,92,94,97,97,2
97,x*x*x*x,25,-10,-0.038400000000000004,0.000027485243338916764,-0.038400000000000004,0.00013161678211998497,244.832,244.6641,244.832,244.0264,-0.9600000000000001,0.006489347797673548,0,0.0033765665357408012,6120.8,6111.620000000001,6120.8,6081.08,(0),((x)+((9)*(5))),MutateTerminalR|AddXD|AddToLeafR|DeleteNonTerminalR|FellTreeD,AddTreeWithSub|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,96,96,98,98,2
