gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
15,x*x*x*x,25,-10,-0.015426089984342957,-0.00048040178315343266,-0.0029427060456205627,0.0007303620441772331,18606.5568,248.77329999999998,45463.05439999999,240.3616,0.9642461906281149,0.036518102208861654,0.7343698456624876,0.01708845507367793,1718917.0799999998,6038.32,4279823.68,5897.28,((((x)*(x))*((x)-(9)))*((x)*((x)*((x)*(x))))),(((4)*(1))*((x)*(x))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,ReplaceBranchR,15,14,16,16,1
16,x*x*x*x,25,-10,-0.013985002928373484,-0.001065095396547743,0.022091488428765294,0.000040256175663312525,25755.6777,253.64739999999998,93089.7512,244.58559999999997,0.9726629892890798,0.00109136060645672,0.944305280851593,0.00054568030322836,1409118.0799999998,6119.13,5597539.6,6114.12,((((x)*(x))*((x)*(x)))-((7)*((x)*((x)*(x))))),(((1)+(3))*((1)*(x))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|SkipD,MultXD,SkipD,13,16,17,17,1
17,x*x*x*x,25,-10,-0.026073001412224735,-0.0037949824158191505,-0.0090648614847374,0.0029681740948895585,3557.3346,381.0621,10438.596,226.6644,0.8197535587540733,0.26027970199973854,0.7331370934652299,0.11944241504163282,261463.56000000003,5506.34,848948.8,4527.68,((((x)*(x))*((x)*(1)))-((2)*((x)*((x)*(x))))),((((x)*(x))*((5)*(1)))*((x)-((6)*((0)-(x))))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,MutateTerminalR,17,17,18,18,1
18,x*x*x*x,25,-10,-0.010167993173773496,0.0002341187484289047,0.03272889882971388,0.0012450660044438632,27965.928499999995,243.40910000000002,73949.8592,237.2112,0.9697104127010309,0.05068618481244278,1.0092460306233941,0.023198402569219942,2125426.36,6009.93,5051901.12,5810.56,((((x)*(x))*((x)*(6)))*((x)*((x)+((x)*(x))))),((((8)*(5))*((2)+((6)*(4))))-((8)*((x)*((6)*(0))))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,AddTreeWithMult,13,17,19,19,1
19,x*x*x*x,25,-10,-0.03291752646712848,0.0014435091927210751,-0.019524982355247678,0.015518494314468698,1083.7601,271.46029999999996,3133.0872000000004,149.8464,-0.10643941968370138,0.5634034766697164,0.41330867208014377,0.28044416081739204,42215.590000000004,5247.030000000001,136732.64,2672.32,((((x)*(x))*((x)*(9)))-((7)*((x)-((x)*(x))))),((((9)-(5))+((2)*(x)))*((9)*((6)*((x)+(0))))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,MutateTerminalR,13,19,20,20,1
20,x*x*x*x,25,-10,-0.009848894547995335,-0.0032708400075249,0.03506643577437759,0.0008789700692719906,17523.6971,4873.1179999999995,53889.072,239.452,0.871753723164915,0.043157757155927304,1.0244669930741064,0.03199937421675966,514021.02,6110.280000000001,1193173.04,5856.64,((((x)*(x))*((x)*(9)))+((8)*((x)+((x)*(x))))),((((5)-(4))*((7)*(8)))-((0)*((2)*(8)))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,AddTreeWithMult,19,18,21,21,1
21,x*x*x*x,25,-10,-0.013768957969959993,-0.0005937686919536332,0.034058490430969084,0.006123382564370671,19962.8053,283.67969999999997,75128.15520000001,207.352,0.9697983049408189,0.07285322180107176,0.9145383878072988,0.036381095329769145,1301639.05,6008.9,5066603.04,5674.88,((((x)*(9))*((8)*(x)))*((x)*((x)+((x)*(x))))),((((6)-(x))+((4)*(2)))*((x)*((0)+((x)*(x))))),MultXD|AddXD|MultXD|AddTreeWithAdd|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,20,18,22,22,1
22,x*x*x*x,25,-10,-0.00908049106868022,0.0007302137369828674,0.020067411833812304,0.00889583061037773,18325.326999999997,240.6304,46084.186400000006,190.3824,0.9546933990811008,0.42331721343615214,0.93843545974167,0.24469111306250335,1290321.2599999998,5768.530000000001,3377432.8,3529.76,((((x)*(x))*((x)*(x)))*((x)*((0)-((4)*(x))))),((((4)+(5))*((x)*(1)))*((4)+((x)*(x)))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,AddRandomSubTreeR,21,18,23,23,1
23,x*x*x*x,25,-10,-0.024736880146386097,-0.0002869386260962292,-0.010455082995686838,0.008156728601654978,2335.5625999999997,5871.3243999999995,4520.963199999999,194.9064,-0.10627473532871522,0.39319043262318654,0.4120625531579119,0.18925424123279075,86478.23,5442.46,136757.84,3714.16,((((x)*(x))*((x)+(x)))*((x)+((8)-((8)*(x))))),(((6)+((x)*(x)))+((x)*((7)*(7)))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|DeleteTerminalR,MultXD,MutateTerminalR,21,23,24,24,1
24,x*x*x*x,25,-10,-0.015273103019628219,0.0009008991592897206,0.03201285259277192,0.0037170304535354866,25979.239700000002,239.31859999999998,99801.5264,222.0808,0.9689942256881904,0.35239837929682394,0.7969206532150667,0.17655525052433496,1277166.97,5584.8099999999995,4935209.76,3963.84,((((x)*(x))*((x)*(8)))-((x)*((x)*((x)*(x))))),((((x)*(x))*((7)*((x)-(7))))*((0)+((x)*((0)+(5))))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,23,23,25,25,1
25,x*x*x*x,25,-10,-0.017459666933767777,0.000054623178541342635,0.020921374089526986,0.0003515880277087974,11653.1176,244.49989999999997,42138.172,242.68,0.9378180071314155,0.008188472095150943,0.8415748216701106,0.005230095915894701,661653.14,6104.22,2460841.04,6070.68,((((x)*(x))*((5)*(7)))*((x)*((x)+((x)*(x))))),(((7)*(1))+((8)*(9))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,MutateTerminalR,23,25,26,26,1
26,x*x*x*x,25,-10,-0.012671768812221913,-0.008015831708161902,0.021958104060265087,0.00007373395310332327,10168.045600000001,3796.9232000000006,25604.2912,244.3808,0.8171327427469028,0.0013919749052412162,0.6988507266084535,0.26794654507244725,553129.52,7911.4400000000005,836781.84,6112.28,((((x)*(x))*((x)*(x)))*((x)+((x)+((9)*(x))))),((((0)*(4))*((6)*((8)-(9))))-((0)-((9)+((7)-(5))))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,23,25,27,27,1
27,x*x*x*x,25,-10,-0.007166847092487561,0.00007012147842061886,0.011239179168485682,0.0007699647104953626,15332.889800000003,244.415,40459.5208,240.11919999999998,0.9393346683776548,0.031093974643837508,0.8877928255020052,0.014336779084045202,875484.42,6056.29,2522363.2,5930.48,((((x)*(x))*((x)*(x)))*((x)*((5)-((2)*(x))))),(((6)+((6)-(0)))*((x)*((4)*(x)))),MultXD|AddXD|MultXD|AddTreeWithSub|MutateNonTerminalR,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,26,27,28,28,1
28,x*x*x*x,25,-10,-0.024871284755541304,-0.00003915549124811342,-0.009974338078618288,0.000328127042216704,2476.3005000000003,245.12660000000002,5064.5904,242.8236,0.4215414894849232,0.029231473010064055,0.5192545900264988,0.012927421944153398,154919.25,6013.46,264530.64,5941.88,((((x)+(4))*((x)*((x)*(5))))-((8)*((x)+((x)*(x))))),((((9)-(4))-((9)*(x)))*((8)+((9)*(3)))),MultXD|AddXD|MutateNonTerminalR|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,28,27,29,29,1
29,x*x*x*x,25,-10,-0.006598536389359952,-0.0012996362988994753,0.019642664304692886,0.001160697947980657,7448.7984,273.01349999999996,18121.8016,237.7276,0.817117793637927,0.0798457717945367,0.5330215584770153,0.03775168936376425,320416.39999999997,5953.6,836713.44,5632.08,((((x)*(x))*((x)*((x)*(x))))+((2)+((6)-((5)*(x))))),(((2)+((4)*(x)))*((x)+((3)*(7)))),MultXD|MutateTerminalR|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,29,27,30,30,1
30,x*x*x*x,25,-10,-0.008574576877171794,-0.00003075593861517926,0.009577385672389443,0.00031989282446739014,8696.6127,245.06439999999998,17624.082000000002,242.87399999999997,0.8171261339685517,0.01756633119853621,0.5609821492188548,0.007964431829416084,411615.9,6073.92,836751.6,6013.28,((((x)*(x))*((x)*((x)*(x))))+((x)+((1)-((7)*(x))))),(((8)+(3))*((6)*(x))),AddXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|DeleteMaliciousR,AddXD,ReplaceBranchR,30,29,31,31,1
31,x*x*x*x,25,-10,-0.012397406098808898,-0.002440615694683836,0.0036084791177909393,0.00008521761861194591,7408.2804,751.9144,15910.295200000002,244.31040000000002,0.8180634916800014,0,0.4342757396029108,0.000026139007240481233,439716.36000000004,6120.88,841062.64,6120.8,((((x)*(x))*((x)*((x)*(6))))+((6)+((9)-((2)*(x))))),(((0)*((2)-(9)))-((0)*(1))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,31,31,32,32,1
32,x*x*x*x,25,-10,0.0027220324842558326,-0.0007964698126032589,0.03055196349795748,0.0003922363089792198,13231.582199999999,251.8093,29394.22,242.4312,0.8085974876462699,0.017971506992549992,0.6339829234162054,0.009044947525136295,498154.20000000007,6093.84,799467.04,6010.8,((((x)*(x))*((x)*((1)-(9))))*((x)+((x)*((7)+(x))))),((((x)*(x))*((9)-(6)))+((1)+((x)-(4)))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,31,32,33,33,1
33,x*x*x*x,25,-10,-0.004397889647006772,0.001339004491507305,0.02529317938919571,0.005239315122206248,9236.1456,236.63629999999998,20122.143200000002,212.76319999999998,0.8279644418173538,0.5160175140504509,0.843957189080393,0.25666984003069643,454237.84,5318.82,889467.28,2962.36,((((x)*(x))*((x)*((x)*(1))))+((x)+((8)-((8)*(x))))),((((3)*(3))*((x)*(x)))*((2)+((x)-((7)*(1))))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithDiv,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,32,33,34,34,1
34,x*x*x*x,25,-10,0.007474395306873455,-0.001839082211003037,0.027626746132129645,0.0006567768919095543,12598.496399999998,302.71070000000003,21571.513600000002,240.812,0.8171187028933059,0.024506600444386354,0.7498958272264672,0.012004844381975173,537468.74,6080.790000000001,836717.6,5970.8,((((x)*(x))*((x)*((x)*(x))))+((4)+((5)-((4)*(x))))),(((1)+((7)*(x)))*((7)+((2)*(6)))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithDiv,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,32,33,35,35,1
35,x*x*x*x,25,-10,-0.00012106663078154779,-0.009001626571283566,0.030442137781462028,0.0004937916612207551,NaN,NaN,27577.2128,241.8096,0.8014204085937959,0.015867206901058667,0.5058988079591107,0.007347065549098328,416216.98,6086.4475,770572.64,6023.68,((((6)+(5))*((x)*((x)*(x))))*((x)+((2)-((5)*(x))))),((((8)*(x))-((4)*(6)))+((4)*((3)-(2)))),MultXD|FellTreeD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,35,33,36,36,1
36,x*x*x*x,25,-10,0.002712470284617533,-0.00006813061318934428,0.026339010783999216,0.0005178408051235134,11646.994757142858,245.2989,24143.138857142854,241.66240000000002,0.8733144832260825,0.021605018951770975,0.18681589133413218,0.011037227394648833,628249.28,6089.74,1207872.88,5988.56,((((x)*(x))*((x)*((x)+(7))))*((x)+((6)-((3)*(x))))),((9)*((5)*(6))),MultXD|FellTreeD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|ReplaceBranchR|AddRandomSubTreeR,MultXD,ReplaceBranchR,35,36,37,37,1
37,x*x*x*x,25,-10,0.0008476104326587097,0.000050006498891784074,0.013386987943290216,0.0005690759377859114,11848.771999999999,244.5422,22611.5416,241.3488,0.8469491449476214,0.04323617827734942,0.28196304708617925,0.0214950176766937,563827.88,6052.99,999798.4,5856.16,((((x)*(2))-((x)*((x)*(x))))*((x)+((x)*((9)+(7))))),(((5)*((9)*(4)))-((9)*((5)-(9)))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithSub|AddRandomSubTreeR,MultXD,MutateTerminalR,37,37,38,38,1
38,x*x*x*x,25,-10,0.008853903023371657,-0.003177420239931906,0.032158477503872934,0.0015091491308325713,17535.971,15852.906600000002,34030.123999999996,235.5948,0.827975256856707,0.0462031107044831,0.12344052357541242,0.021503314549272783,679126.98,6029.25,889523.2,5838,((((x)*(x))*((x)*((x)*(x))))+((8)-((7)+((x)*(x))))),(((7)*(9))*((5)*(x))),MultXD|AddXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|DeleteNonTerminalR|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,38,38,39,39,1
39,x*x*x*x,25,-10,0.010088376524654765,-0.0028766613963645883,0.02883855094483694,0.0005037250032675477,15430.6445,299.5912,27503.04,241.74880000000002,0.836493350615615,0.037433015292118656,0.13059149898117342,0.02356872965232742,652466.16,6098.03,935864.08,5891.68,((((x)*(x))*((x)-((x)+(x))))*((x)*((x)+((x)*(x))))),(((7)*(3))+((8)*(8))),MultXD|AddXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,38,39,40,40,1
40,x*x*x*x,25,-10,-0.00006444845537382338,-0.00004804436501216371,0.030898222746713496,0.0005875702522546078,12519.941600000002,245.2224,28624.5088,241.2356,0.8171168843735066,0.042282054633381284,0.20957697497114305,0.02019753168506954,553310.38,6046.89,836709.28,5862,((((x)*(x))*((x)*((x)*(x))))+((2)+((6)-((7)*(x))))),((((x)*(2))*((3)*(6)))-((1)*((8)-(0)))),MultXD|AddXD|AddTreeWithDiv|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,38,39,41,41,1
41,x*x*x*x,25,-10,0.01065506338653572,-0.005704255532196194,0.02662143858085155,0.004814730100640441,13341.4189,519.0063,23663.292400000002,215.36199999999997,0.7942746343017187,0.037903542020650896,0.10112232323374272,0.019407811243851665,502563.31,6066.8,743807.16,5888.8,((((x)*(x))*((x)*((x)*(x))))+((7)-((x)*((9)+(3))))),((((6)-(4))*((8)*(4)))*((7)+((3)-((4)+(8))))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|ReplaceBranchR|AddTreeWithMult|AddRandomSubTreeR,MultXD,AddTreeWithMult,41,41,42,42,1
42,x*x*x*x,25,-10,-0.017075428803795818,0.00002192328283112978,-0.0021324291775262384,0.00021324009933342266,10572.39388,244.69940000000003,19764.83872,243.52679999999998,0.8171187028933059,0.008234217749313905,0.6757792682613384,0.002841723851887877,556108.52,6095.139999999999,836717.6,6070.4,((((x)*(x))*((x)*((x)*(x))))+((6)+((6)-((7)*(x))))),((((6)/(2))*((x)*((0)+(2))))*((x)*((7)*((1)*(2))))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,42,39,43,43,1
43,x*x*x*x,25,-10,0.009333542536898332,0.0011610606441741804,0.029436694575585447,0.00879839236701085,14194.856199999998,237.7254,28217.962400000004,190.97879999999998,0.8171273928203033,0.4346098549209254,0.622190596758514,0.215353351475985,466320.26,5437.200000000001,836757.36,3460.64,((((x)*(x))*((x)*((x)*(x))))+((x)+((2)-((5)*(x))))),((((x)*(3))*((4)+(0)))*((x)*((x)-((1)+(0))))),MultXD|AddXD|FellTreeD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,42,39,44,44,1
44,x*x*x*x,25,-10,0.0031086573205506606,-0.0003886075845737525,0.03299539658289111,0.0015264017775454214,15836.993999999999,248.3893,38266.2032,235.48919999999998,0.872622489018164,0.0725918180629984,0.2161898817114853,0.036149154940541085,683951.5,6008.35,1201310.96,5676.48,((((x)*(x))*((1)-((9)+(9))))*((x)*((x)+((x)*(x))))),((((0)+(x))*((8)*(x)))+((x)*((5)*(0)))),MultXD|AddXD|FellTreeD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,AddXD,DeleteNonTerminalR,42,44,45,45,1
45,x*x*x*x,25,-10,0.002014098959350068,0.0000503389572540555,0.017242901923371315,0.00017461769703306922,13373.395399999998,244.5239,24176.603199999998,243.76319999999998,0.8637038922434528,0.00873088485165346,0.8551375272718978,0.003825151124233038,560806.46,6101.25,1122702.64,6067.36,((((x)*(x))*((x)*((9)+(7))))*((x)+((2)-((5)*(x))))),((((4)-(2))*((1)+((0)*(x))))*((x)*((3)*((1)*(5))))),MultXD|ReplaceBranchXR|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,45,45,46,46,1
46,x*x*x*x,25,-10,-0.015909912105191156,0.00008332270834526513,-0.001125780248147047,0.0002481374983662283,8367.357899999999,244.322,16260.5208,243.31319999999997,0.827975256856707,0.006620049666710305,0.4764006139007739,0.0033672894739062154,600123.14,6100.03,889523.2,6080.28,((((x)*(x))*((x)*((x)*(x))))+((5)-((4)+((x)*(x))))),((9)*((9)-(2))),DeleteTerminalR|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DivXD|AddTreeWithSub|AddXD,AddTreeWithAdd,MultXD,46,44,47,47,1
47,x*x*x*x,25,-10,-0.018497310577586884,0.001016197243759797,0.00024143762181369488,0.011372892432361783,4570.540000000001,239.18730000000002,11040.628,175.22079999999997,0.657491319770867,0.5637302313423082,0.5909890439218017,0.2809718126414394,215232.64,5249.960000000001,446762.4,2670.32,((((x)*(8))+((0)*((x)*(0))))-((9)*((x)+((x)*(x))))),((((x)*(6))*((9)*(4)))-((2)*((x)+((0)+(x))))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DivXD|AddTreeWithSub|AddXD,MultXD,MultXD,47,44,48,48,1
48,x*x*x*x,25,-10,0.010118006054299385,-0.0029479225598060457,0.03074957281917615,0.000513919749052412,14082.293800000003,359.42960000000005,29293.260000000006,241.6864,0.8279644418173538,0.005685531303097664,0.5182163335481077,0.008451579574040899,487204.18,6122.99,889467.28,6086,((((x)*(x))*((x)*((x)*(x))))+((4)-((4)*((x)+(1))))),(((3)*(6))*((x)+(x))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DivXD|AddTreeWithSub|AddXD,MultXD,MultXD,46,44,49,49,1
49,x*x*x*x,25,-10,0.013076572854061335,-0.0061807386547124985,0.03074770022125388,0.0004124297477453951,14846.528800000002,1991.3778,27705.527199999997,242.30759999999998,0.8171160100722682,0.0033851784080512768,0.2906960242145362,0.0015327778074054148,540226.06,6107.66,836705.28,6100.08,((((x)*(x))*((x)*((x)*(x))))+((4)-((0)+((5)*(x))))),((7)+((3)*(3))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddRandomSubTreeR,MultXD,DeleteNonTerminalR,49,49,50,50,1
50,x*x*x*x,25,-10,0.006820654860702126,0.0007044737551118823,0.027786287034017882,0.0028237485296039744,12190.393799999998,240.52290000000002,23556.2024,227.54840000000002,0.8563702812071279,0.272683309371324,0.29772838952472286,0.13497423747149873,575876.8999999999,5690.56,1065378.4,4451.76,((((7)+(9))*((x)*((x)*(x))))*((1)-((x)+((x)*(x))))),((((x)*(8))*((4)+(0)))-((0)*((x)+(x)))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddXD,MultXD,DeleteNonTerminalR,49,50,51,51,1
51,x*x*x*x,25,-10,-0.005871023433538844,-0.02016235357974997,0.01819655778463723,-0.019745000653509343,9230.8068,512.375,24523.388400000003,509.7332,0.8539697551913933,0.023990328061691307,0.614517820246276,0.017497204080000488,336120.36,6112.790000000001,1047865.12,5973.96,((((x)*(x))*((x)*((x)*(x))))+((x)*((x)+((4)-(0))))),((((0)*(x))*((0)+((5)+(6))))*(((6)-(1))*((9)-((0)+(x))))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchR,MultXD,DeleteNonTerminalR,51,51,52,52,1
52,x*x*x*x,25,-10,0.0008956969206654342,-0.0018554807932082496,0.02447711552184422,0.00561501764475232,9565.7242,2315.7725,19503.9608,210.4636,0.7943962041846969,0.28006796497189906,0.5129924548220351,0.1519183983807356,354975.19999999995,5784.66,744246.96,4406.56,((((x)*(x))*((x)*((2)-(x))))*((x)+((2)+((5)*(x))))),((((x)*(7))-((4)*(5)))+((6)-((9)*((0)*(x))))),MultXD|AddXD|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchR,MultXD,DeleteNonTerminalR,52,51,53,53,1
53,x*x*x*x,25,-10,0.0021792202692206097,0.00009557078715458648,0.024336761016538894,0.0003867468304796777,17233.3193,244.24830000000003,36637.640400000004,242.4648,0.8454434232429335,0.016925892040256234,0.0627509686995696,0.008265671347934342,665830.44,6072.08,990058.16,6017.2,((((x)*(x))*((4)-((6)*(x))))*((x)*((1)+((6)*(x))))),((9)*((7)*(x))),MultXD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithSub|ReplaceBranchR,MultXD,DeleteNonTerminalR,53,51,54,54,1
54,x*x*x*x,25,-10,0.010716593290200294,0.00011003576970365293,0.02925863307423691,0.0004084433407397755,15951.598600000001,244.15850000000003,32341.976799999997,242.33199999999997,0.9134948096885813,0.027395111750098074,0.895757648652471,0.012949863859464146,805502.26,6071.740000000001,1768911.2,5953.12,((((x)*(x))*((x)*((2)-(8))))*((7)+((1)*((6)*(x))))),((x)*((3)*(x))),MultXD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,53,54,55,55,1
55,x*x*x*x,25,-10,-0.014061268276745524,-0.00009487471947598705,-0.0024339913310467078,0.00008658998823683327,12920.1176,245.451,25455.4656,244.30199999999996,0.9196141479099679,0.004561495229381792,0.24521873342283315,0.0022782707171147723,1073192.54,6113.47,1903568.8,6092.88,((((8)*(9))+((4)*((x)*(x))))*((x)*((6)-((3)*(x))))),((6)*(7)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,55,54,56,56,1
56,x*x*x*x,25,-10,-0.018738621608155922,0.00004174290942360543,-0.0010036661602548424,0.00010168605411057491,12273.4848,244.5765,35605.737199999996,244.20960000000002,0.891044442759612,0.00436544242582673,0.8663020843910221,0.0020600199895161302,641337.24,6112.18,1404425.84,6094.08,((((x)*(x))*((x)*((x)*(8))))+((2)*((2)-((0)*(x))))),((5)*(8)),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,56,56,57,57,1
57,x*x*x*x,25,-10,-0.013307321589466943,0.00004553439768255812,-0.0050863149641114215,0.00026859340820787844,9759.0038,244.55329999999998,22646.871999999996,243.188,0.9216300940438872,0.011606325970461372,0.5210376635694361,0.005803162985230686,754036.86,6103.040000000001,1952535.2,6049.76,((((7)+(1))*((x)*((8)*(x))))*((x)*((7)-((2)*(x))))),((x)+((8)*(x))),MultXD|AddTreeWithMult|MultXD|AddTreeWithSub|AddTreeWithAdd,MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteMaliciousR|ReplaceBranchR,MultXD,DeleteNonTerminalR,57,56,58,58,1
