generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,0.8294956353619288,0.17050436463807178,0.999315166531739,0.24886264367368147,0.999315166531739,0.24886264367368147,StrategyReplaceBranchX,StrategyAddMultX,1,1,(((3)+(3))+((x)*((x)*(0)))),((((8)*(2))+(1))*((((x)*(6))-(2))+(x))),5*x*x*x,5
2,0.9247965463504905,0.07520345364950953,0.9998486604428432,0.14355655282537275,0.9998486604428432,0.14355655282537275,StrategyAddRandomSubTreeX,StrategyAddRandomSubTree,2,2,(((x)*(3))+((x)+(5))),((x)*(8)),5*x*x*x,5
3,0.9684070668903212,0.0315929331096792,0.999936650882464,0.06974227264154018,0.999936650882464,0.06974227264154018,StrategyReplaceBranch,StrategyAddToLeaf,3,3,(((5)-(7))*((4)-(0))),((((3)+(9))-((x)*(9)))*((8)+(3))),5*x*x*x,5
4,0.9768839451933465,0.023116054806653966,0.9998312145629527,0.06447753649102989,0.9998312145629527,0.06447753649102989,StrategyAddTreeWithAdd,StrategyAddMultX,4,4,(((5)*((1)-(1)))*((1)-((2)+(6)))),(((((x)-(7))*(4))+(((x)*(9))-(3)))-((x)*(((4)+(0))-((x)*(2))))),5*x*x*x,5
5,0.9765537179179641,0.02344628208203571,0.9996337895850967,0.07820740518531263,0.9996337895850967,0.07820740518531263,StrategyAddSubX,StrategyAddToLeaf,5,5,(((4)*(7))*(x)),(((5)+(((x)*((x)*(0)))*(7)))+((x)-((x)+((9)-(6))))),5*x*x*x,5
6,0.9727442615873195,0.027255738412680416,0.9914406786677783,0.08284947587377388,0.9914406786677783,0.08284947587377388,StrategyMutateTerminal,StrategyAddToLeaf,6,6,(((8)*(6))*(((0)+((x)-(8)))+(3))),(((5)*((x)+(((x)+(9))+((x)-(x)))))-((x)-((7)*((x)*(4))))),5*x*x*x,5
7,0.9673502605517561,0.03264973944824384,0.9951008449659073,0.08425597842350278,0.9951008449659073,0.08425597842350278,StrategyAddTreeWithSub,StrategyAddSubX,7,7,((3)*((0)-(4))),(((0)+((6)-((x)+(((x)-(9))*(0)))))+(((x)*(0))+(x))),5*x*x*x,5
8,0.9647173848976338,0.035282615102366,0.9916116522738243,0.0744306929247239,0.9916116522738243,0.0744306929247239,StrategyAddAddX,StrategyAddRandomSubTreeX,8,8,((((x)-(3))*((x)+((9)-(8))))-((5)-(1))),((0)-(((x)+(6))*(((2)+(4))+((x)*(3))))),5*x*x*x,5
9,0.9631513446503659,0.036848655349634274,0.997236780827977,0.0796377100115911,0.997236780827977,0.0796377100115911,StrategyAddTreeWithSub,StrategyReplaceBranchX,9,9,(((4)-(6))-(x)),((((x)-((x)+(3)))*(1))-((x)+(x))),5*x*x*x,5
10,0.9550023325507025,0.04499766744929724,0.993788402057898,0.0991284004904737,0.993788402057898,0.0991284004904737,StrategyAddTreeWithSub,StrategyAddAddX,10,10,((9)+((1)-(1))),((x)+(((x)*(5))*((x)+(4)))),5*x*x*x,5
11,0.953143309628471,0.04685669037152885,0.9835673216311861,0.09922951929341178,0.9835673216311861,0.09922951929341178,StrategyAddTreeWithSub,StrategyAddAddX,11,11,(((5)+((x)-(8)))*((5)+((2)-(2)))),((((x)*(x))*(3))*((0)*(((x)+(6))-(((x)*(6))+(7))))),5*x*x*x,5
12,0.9555036771314844,0.044496322868515466,0.983774673653724,0.08777540633240748,0.983774673653724,0.08777540633240748,StrategyMutateTerminal,StrategyAddSubX,12,12,((6)*(1)),((((x)*(x))-((5)*(((x)-(5))*(7))))*((x)*((x)*(3)))),5*x*x*x,5
13,0.950644423993366,0.0493555760066338,0.984810909008864,0.10920234163804243,0.984810909008864,0.10920234163804243,StrategyAddTreeWithSub,StrategyAddAddX,13,13,((((x)-(7))-(5))-(7)),(((((x)+(x))*(0))-((x)-((x)*(7))))+((x)+(2))),5*x*x*x,5
14,0.9524438079565506,0.04755619204344942,0.9875161369700298,0.08747153518458188,0.9875161369700298,0.08747153518458188,StrategyMutateNonTerminal,StrategyAddSubX,14,14,(((0)*(1))*((2)+((7)-(9)))),(((x)-(5))*((x)*((x)*(4)))),5*x*x*x,5
15,0.9512178050009577,0.04878219499904239,0.9816425569624223,0.09946611818799621,0.9816425569624223,0.09946611818799621,StrategyAddTreeWithSub,StrategyAddAddX,15,15,((((x)-(2))*(6))*(((2)-(2))-(5))),((((x)*((x)+(7)))*((x)+((x)*(8))))-(((x)*(8))*(x))),5*x*x*x,5
16,0.9521818788700773,0.047818121129922765,0.9859647462003945,0.10848818945256758,0.9859647462003945,0.10848818945256758,StrategyAddTreeWithSub,StrategyAddAddX,16,16,(((0)-((2)-(6)))*((6)*(x))),(((x)*(((x)*(5))*(x)))-((5)-((x)*((x)+(1))))),5*x*x*x,5
17,0.9500141479036008,0.049985852096399185,0.984706603692643,0.10992882157332368,0.984706603692643,0.10992882157332368,StrategyAddTreeWithSub,StrategyAddToLeaf,17,17,(((2)+(6))*((x)+((0)-((2)-(5))))),(((x)*((x)+(9)))-((x)*((x)+(2)))),5*x*x*x,5
18,0.9490674129775895,0.05093258702241013,0.9846717027176629,0.10976673697578777,0.9846717027176629,0.10976673697578777,StrategyAddTreeWithSub,StrategyReplaceBranchX,18,18,(((3)-(7))+(x)),(((0)*((1)*((x)*(6))))-(((x)+(2))*((x)+((x)*((x)+(1)))))),5*x*x*x,5
19,0.9492933462033644,0.05070665379663545,0.9804791576390096,0.10013493574736794,0.9804791576390096,0.10013493574736794,StrategyAddTreeWithSub,StrategyAddAddX,19,19,(((3)+(5))-(((7)-(8))*((x)-(2)))),((((x)*(6))-(((x)*((x)+(8)))*((x)-(8))))+((8)+((x)*(x)))),5*x*x*x,5
20,0.9499700708654317,0.05002992913456812,0.985571969350356,0.10612053689076818,0.985571969350356,0.10612053689076818,StrategyReplaceBranch,StrategyAddSubX,20,20,((((6)-(7))-(4))*(0)),((((x)*((x)*((x)-(9))))+(5))-((x)*(x))),5*x*x*x,5
21,0.9524303936298574,0.04756960637014276,0.9923506420399001,0.10424505658670384,0.9923506420399001,0.10424505658670384,StrategyReplaceBranch,StrategyAddMultX,21,21,(((7)*((2)-(7)))*(((3)-(5))*(5))),(((x)*(((x)+(3))*(5)))+(5)),5*x*x*x,5
22,0.9491650789022233,0.0508349210977767,0.9835135174143593,0.10814885528548021,0.9835135174143593,0.10814885528548021,StrategyAddTreeWithSub,StrategyAddAddX,22,22,(((5)-(4))*((0)-(0))),((x)*((x)*(((x)+(6))*(8)))),5*x*x*x,5
23,0.948373822647588,0.05162617735241175,0.9876177718949148,0.11054991546376819,0.9876177718949148,0.11054991546376819,StrategyMutateNonTerminal,StrategyAddAddX,23,23,(((8)-((x)-(8)))-(8)),(((1)+((x)-((((x)+(5))*(x))*(2))))-((3)*((3)-(0)))),5*x*x*x,5
24,0.9527568115070095,0.047243188492990494,0.9859197221913351,0.09065168623803543,0.9859197221913351,0.09065168623803543,StrategyAddTreeWithSub,StrategyAddAddX,24,24,(((7)+(5))*(((0)-(2))*((7)-(3)))),(((8)-((((x)*(9))*(9))*(x)))*(((x)+(8))*(2))),5*x*x*x,5
25,0.9501845346510446,0.049815465348955354,0.9824917433894197,0.10272757998674738,0.9824917433894197,0.10272757998674738,StrategyReplaceBranch,StrategyAddAddX,25,25,(((1)-(6))-((3)-(9))),((((x)*(6))*(9))-((x)+(1))),5*x*x*x,5
26,0.9499988141628692,0.05000118583713045,0.9829538593138802,0.10602426253284737,0.9829538593138802,0.10602426253284737,StrategyMutateNonTerminal,StrategyAddMultX,26,26,(((8)-(7))*((6)-(2))),(((5)*((x)-((x)*((x)+(3)))))-((0)+((2)+((x)*(4))))),5*x*x*x,5
27,0.9496530863058708,0.05034691369412914,0.9872758100790208,0.09598388176066326,0.9872758100790208,0.09598388176066326,StrategyReplaceBranch,StrategyAddAddX,27,27,((((5)-(6))-(2))-(0)),(((x)-((7)-((x)*(4))))*((((x)+(8))*(2))-(1))),5*x*x*x,5
28,0.9498306385743627,0.0501693614256373,0.9898442139457473,0.09645449885436105,0.9898442139457473,0.09645449885436105,StrategyReplaceBranch,StrategyAddAddX,28,28,(((5)*(x))*(((7)-(1))-((3)-(7)))),((x)*(((x)*((x)+(6)))*(x))),5*x*x*x,5
29,0.9525929932559152,0.04740700674408477,0.981408141081328,0.09775480492033985,0.981408141081328,0.09775480492033985,StrategyAddTreeWithSub,StrategyReplaceBranchX,29,29,((((5)-((7)-(6)))+(6))*((x)-(x))),((((x)+(x))+((x)*(4)))-(((x)*(x))-(4))),5*x*x*x,5
30,0.948405338766962,0.05159466123303862,0.9818133982761834,0.09635280858666694,0.9818133982761834,0.09635280858666694,StrategyAddTreeWithSub,StrategyAddAddX,30,30,(((3)-((9)-(3)))*(6)),(((x)*(x))*((x)*((((x)+(5))*(6))+((x)*(2))))),5*x*x*x,5
31,0.9524165760687799,0.04758342393121967,0.9815064429607401,0.08648587413521787,0.9815064429607401,0.08648587413521787,StrategyAddTreeWithSub,StrategySkip,31,31,(((6)*(1))*(((9)-(1))+((3)-(3)))),(((x)+(((x)+(1))*((x)*(1))))*((5)-(5))),5*x*x*x,5
32,0.9506609134258253,0.04933908657417474,0.9833341923112984,0.08715734956709556,0.9833341923112984,0.08715734956709556,StrategyAddTreeWithSub,StrategyAddAddX,32,32,(((6)-((1)-(x)))-(5)),(((1)-((x)*((x)*(0))))*((9)-(((x)+(5))*((x)*(3))))),5*x*x*x,5
33,0.9504257504537675,0.049574249546232955,0.9813833728907747,0.10625151747428685,0.9813833728907747,0.10625151747428685,StrategyAddTreeWithSub,StrategyAddAddX,33,33,(((8)-(5))*(((0)-((5)-(6)))*(x))),(((x)-((x)*((x)*(4))))*((x)-((x)+(0)))),5*x*x*x,5
34,0.9526117235237495,0.04738827647625039,0.9857624974956569,0.10560848941727663,0.9857624974956569,0.10560848941727663,StrategyMutateNonTerminal,StrategyAddMultX,34,34,(((3)-(3))+((6)-(3))),(((7)-(2))-(((x)*((x)*(3)))*((x)+(1)))),5*x*x*x,5
35,0.9508457404128285,0.0491542595871717,0.9833351716608828,0.08850468012664442,0.9833351716608828,0.08850468012664442,StrategyAddTreeWithSub,StrategyAddAddX,35,35,((((5)-(6))*(x))*(((5)-(3))+(8))),(((2)-((x)*((x)*(3))))-(((x)+(4))+(0))),5*x*x*x,5
36,0.9536320540848408,0.04636794591515902,0.9767831850238808,0.08497315437412993,0.9767831850238808,0.08497315437412993,StrategyAddTreeWithSub,StrategyAddAddX,36,36,((((7)-(6))+((x)-(8)))*((2)+(9))),(((2)-(((x)*((x)+(7)))*((x)*(x))))-((x)-(3))),5*x*x*x,5
