gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x*3*x+1,25,-10,-0.043599952768435174,-0.059974490122154715,-0.03839959855773099,-0.039896943874354676,NaN,NaN,8453.2484,4859.130488888889,-0.9599620746484967,0.010333253081061559,0.000020757891646949015,1.0051666265405308,211319.52750000003,76849.00222222222,211478.52,209095.00888888887,((((x)*(4))+((6)+(6)))*((0)-((7)-((x)+(x))))),((((6)+((x)-(3)))-((3)*((x)-(4))))*(((6)*(8))*((x)/((9)*((9)/(8)))))),ReplaceBranchXR|AddTreeWithAdd|DivXD|SkipD|AddTreeWithMult|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|MultXD|ReplaceBranchR|MutateTerminalR|AddRandomSubTreeR|SkipD|ReplaceBranchR|MutateNonTerminalR|SubXD|AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithSub,AddTreeWithMult|AddTreeWithAdd|FellTreeD|ReplaceBranchR|DeleteMaliciousR|MultXD|SkipD|MutateTerminalR|SkipD|MutateTerminalR|AddToLeafR|MultXD|DivXD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|AddToLeafR,MutateTerminalR,AddToLeafR,0,0,1,1,4
1,x*x*x*x*3*x+1,25,-10,-0.05140007829177681,-0.020002109260529886,-0.03839992434619379,-0.019999503971334383,NaN,NaN,8451.527600000001,6665.9112,-0.96,-0.000004543751499162771,0.000018748652030246626,0.000012713411030780951,211226.96000000002,211283.06,211278.2,211279.16,(((((6)-(6))*((7)*(4)))*(((2)*(x))*((0)*(2))))+(((2)+((0)-(6)))*(((3)*(6))*((x)-((x)+(x)))))),((((2)-(2))-((0)/((2)-(2))))+((9)+((4)+((x)-(x))))),ReplaceBranchXR|AddTreeWithAdd|DivXD|SkipD|AddTreeWithMult|MutateTerminalR|AddTreeWithDiv|MutateTerminalR|MultXD|ReplaceBranchR|MutateTerminalR|AddRandomSubTreeR|SkipD|ReplaceBranchR|MutateNonTerminalR|SubXD|AddXD|AddTreeWithAdd|AddToLeafR|AddTreeWithSub,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|ReplaceBranchXR|FellTreeD|AddXD|DivXD|AddTreeWithMult|DeleteNonTerminalR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,MutateTerminalR,AddXD,0,1,2,2,4
2,x*x*x*x*3*x+1,25,-10,-0.06440000069839462,-0.04500032164468596,-0.038399999469893246,-0.0000002764273517306883,NaN,NaN,8451.130799999999,8451.186405555556,-0.959998485409285,-0.00002459045843103111,0.5200001970376484,1.154681525864662,158460.21111111113,122026.07888888891,211286.2,211283.3955555556,((((x)*((0)+(8)))-(((1)+(4))*((0)*(0))))*(((7)*((x)+(0)))-((9)/((4)*((x)+(x)))))),((((6)*(0))+((2)-((1)/(9))))+((2)+((0)*((9)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteNonTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|ReplaceBranchXR|FellTreeD|AddXD|DivXD|AddTreeWithMult|DeleteNonTerminalR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,AddTreeWithDiv,AddTreeWithSub,2,2,3,3,4
3,x*x*x*x*3*x+1,25,-10,-0.059200007826174204,-0.045000454896952584,-0.03840000030607354,-0.0000005339824584408553,NaN,NaN,8451.126383333334,8451.240822222222,-0.9600000315539733,0.0000014199287953866622,0.6004442468010064,1.1547003316835562,NaN,NaN,211278.03333333335,211277.9,((5)/((0)+(6))),((((8)+(3))-((9)-(9)))/((6)-((0)+((x)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteNonTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|ReplaceBranchXR|FellTreeD|AddXD|DivXD|AddTreeWithMult|DeleteNonTerminalR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,SkipD,AddXD,3,1,4,4,4
4,x*x*x*x*3*x+1,25,-10,-0.05919999304802111,-0.0300026636245071,-0.04879996962404177,0.0000009767383479230702,NaN,NaN,6338.506444444444,8450.92164,-0.96,0.00003682348675821185,0.0000000709897315444223,0.00003382620615685758,211277.95089285713,211277.54111111112,211278.2,211270.42,((0)+((0)/(1))),((((x)+((8)*(7)))+((x)+((x)-(2))))/(((2)+(6))-((0)/((7)+((x)-(x)))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteNonTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|DivXD|AddTreeWithMult|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,AddTreeWithAdd,DeleteTerminalR,3,4,5,5,4
5,x*x*x*x*3*x+1,25,-10,-0.06700000064370105,-0.045000807562082565,-0.048800001363131645,-0.0000008967569890134461,NaN,NaN,NaN,8451.317469767442,-0.96,-0.000016440083584918496,0.6004442664032461,0.9999753948513481,105639.038,166658.19837209303,211278.2,211281.67348837212,(((((x)*(0))*((0)*(1)))-(((6)*(x))*((7)*(0))))+(((6)+((4)/(3)))/((4)-((x)-((0)+(x)))))),((((0)+((8)-(7)))*((9)+((1)/(7))))/(((9)+(4))+((0)+((x)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteNonTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|DivXD|AddTreeWithMult|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,AddTreeWithAdd,DeleteTerminalR,4,4,6,6,4
6,x*x*x*x*3*x+1,25,-10,-0.06180000398977453,-0.055000358526216944,-0.03840000140099641,-0.020000505564659102,NaN,NaN,8451.1206,6666.122817525253,-0.96,0.00000030119701729089123,0.5199997795431947,1.1546897786024786,NaN,NaN,211278.2,211278.13636363635,((((0)-(0))+((x)-(2)))/((7)*((0)+(0)))),((((7)*((2)/(7)))-((3)+((0)/(3))))+(((8)+(3))*((0)+((0)+((x)-(x)))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|DivXD|AddTreeWithMult|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddTreeWithSub,6,4,7,7,4
7,x*x*x*x*3*x+1,25,-10,-0.07219999613022073,-0.04000028869529011,-0.04879998452088289,0.0000005881674388008528,NaN,NaN,6338.4277600000005,8451.003733333333,-0.9599984520882893,-0.000011737940260232851,0.5200007739558554,0.9999836485975735,NaN,166655.5823076923,211286.37600000002,211280.68,((((0)-(x))-((6)+(0)))+((6)/((5)+(0)))),((((3)-(0))+((8)-((x)+(x))))/(((8)/(3))-((1)+((x)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|DivXD|AddTreeWithMult|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddRandomSubTreeR,7,4,8,8,4
8,x*x*x*x*3*x+1,25,-10,-0.06959999843807832,-0.0450004146048035,-0.04879998210258638,-0.0000006728739379855181,NaN,NaN,6338.440533333333,8451.270167346938,-0.9599997652384391,-0.000025258639533982895,0.6004440114286593,0.9999856735440118,NaN,NaN,211279.44,211283.53673469386,((((0)+(0))-((5)+(x)))+((0)/((7)+((x)+(0))))),((((4)-((7)+(x)))/((7)/((7)*(9))))+(((5)*(7))+((8)+((5)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|ReplaceBranchXR|FellTreeD|AddXD|DivXD|AddTreeWithMult|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddTreeWithSub,7,8,9,9,4
9,x*x*x*x*3*x+1,25,-10,-0.06699999864203172,-0.04499988885621049,-0.05919997972513793,0.0000036083193837118528,NaN,NaN,NaN,8450.365644444444,-0.9599999793464904,0.00000037864767882487707,0.5199998014971421,0.9999912348922394,158457.07727272727,NaN,211278.30909090905,211278.12,(((((0)-(0))*((x)*(0)))*(((3)*(2))*((0)*(x))))+(((7)/((7)*(0)))-(((6)/(6))+((5)-((x)+(x)))))),((((8)/(2))+((3)+((5)*(3))))-((5)+((2)+((x)-(x))))),AddToLeafR|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|SubXD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|DivXD|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|DivXD|AddTreeWithMult|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddTreeWithSub,9,9,10,10,4
10,x*x*x*x*3*x+1,25,-10,-0.06699999647226579,-0.034998989630053996,-0.05919998515701099,0.000009738194071388973,NaN,NaN,NaN,8449.070535064935,-0.9599985157010993,0.0000035160141597492444,0.5200002536944206,0.9999957613588006,NaN,NaN,211286.04,211277.45714285717,(((((x)*(0))*((x)*(0)))*(((x)*(3))*((x)+(0))))+(((2)-((8)-(1)))+((6)-((x)+((7)/(1)))))),((((8)+(x))-((0)+(4)))/((2)+((5)-((0)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|ReplaceBranchR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|MultXD|FellTreeD|AddXD|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddRandomSubTreeR,10,10,11,11,4
11,x*x*x*x*3*x+1,25,-10,-0.05140001295620483,-0.04000096179178568,-0.03839998882731179,-0.019999206455129342,NaN,NaN,8451.187013636365,6665.8483428571435,-0.9600000681565822,0.00005338932270342532,0.000002063816269715751,0.999983794823333,211268.53999999998,166655.53600000002,211277.84,211266.92,(((7)/((3)+(0)))*((1)+(0))),((((1)+(x))-((8)*(9)))/((0)+((9)+((3)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|MultXD|FellTreeD|AddXD|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddRandomSubTreeR,11,10,12,12,4
12,x*x*x*x*3*x+1,25,-10,-0.05400000681307843,-0.025005821059393217,-0.03839999812889793,0.0000017618163488366733,NaN,NaN,8451.137883076923,8450.755766666667,-0.96,-0.000001262157335959852,0.5199999659217152,0.9999782771187284,NaN,NaN,211278.2,211278.46666666665,(((0)*((0)+(5)))/((3)-((0)+(0)))),((((x)/(3))+((5)+((8)*(8))))+(((0)+(7))+((4)-((7)-(x))))),SkipD|DeleteTerminalR|MutateTerminalR|DivXD|AddTreeWithDiv|FellTreeD|SubXD|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithMult|AddTreeWithAdd|ReplaceBranchXR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddRandomSubTreeR,12,12,13,13,4
13,x*x*x*x*3*x+1,25,-10,-0.06700000907469732,-0.02999605064529396,-0.048800010639999766,0.000017428018224095447,NaN,NaN,6338.2898,8447.44584,-0.9599988829893478,0.0014886154842289312,0.600444244823855,1.0002487743155242,NaN,NaN,211284.1,210963.688,(((7)/((1)+(1)))-((x)+(0))),((((8)+((0)*(x)))*((8)*((8)/(7))))+(((3)+(9))*((9)-((1)-(x))))),SkipD|AddTreeWithAdd|MutateTerminalR|DivXD|AddTreeWithDiv|FellTreeD|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|MutateNonTerminalR|DeleteNonTerminalR|AddToLeafR|AddXD|DeleteMaliciousR|DeleteTerminalR|SkipD|AddTreeWithDiv|AddTreeWithAdd|DeleteTerminalR,MultXD|AddTreeWithSub|DeleteTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddXD|ReplaceBranchXR|AddRandomSubTreeR|AddRandomSubTreeR|AddXD|ReplaceBranchR|SkipD|AddRandomSubTreeR|AddTreeWithDiv|DeleteTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithAdd|SubXD,DeleteTerminalR,AddRandomSubTreeR,13,13,14,14,4
