A,P,AFinal,PFinal,AGen,PGen,count,run
SkipD,MultXD,DeleteMaliciousR,MultXD,0,0,0,4
DeleteTerminalR,MultXD,DeleteTerminalR,MultXD,0,0,1,4
MutateTerminalR,FellTreeD,MutateTerminalR,FellTreeD,0,0,2,4
DivXD,MutateTerminalR,DivXD,MutateTerminalR,0,0,3,4
AddTreeWithDiv,AddXD,DivXD,AddXD,0,0,4,4
FellTreeD,FellTreeD,FellTreeD,FellTreeD,0,0,5,4
SubXD,AddXD,DeleteMaliciousR,AddXD,0,0,6,4
SubXD,MutateTerminalR,SubXD,MutateTerminalR,0,0,7,4
DeleteTerminalR,ReplaceBranchR,AddXD,ReplaceBranchR,0,0,8,4
AddTreeWithSub,AddTreeWithMult,AddTreeWithSub,AddTreeWithMult,0,0,9,4
MutateNonTerminalR,AddXD,AddToLeafR,AddXD,0,0,10,4
DeleteNonTerminalR,ReplaceBranchR,SkipD,ReplaceBranchR,0,0,11,4
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,12,4
AddXD,ReplaceBranchXR,AddXD,ReplaceBranchXR,0,0,13,4
DeleteMaliciousR,AddToLeafR,DeleteTerminalR,AddToLeafR,0,0,14,4
DeleteTerminalR,DeleteTerminalR,DeleteTerminalR,DeleteTerminalR,0,0,15,4
SkipD,AddTreeWithMult,SkipD,AddTreeWithMult,0,0,16,4
AddTreeWithMult,AddToLeafR,AddTreeWithDiv,AddToLeafR,0,0,17,4
AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,AddTreeWithAdd,0,0,18,4
ReplaceBranchXR,AddToLeafR,AddTreeWithSub,AddToLeafR,0,0,19,4
