gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x*3*x+1,25,-10,-0.043600002669466134,0.0000001448327371222765,-0.03839989973409467,0.0000004070462546568471,7394.722899999999,8451.0974,8451.6576,8451.042,-0.9599964937224948,0.00003029181429992911,0.0000016776143407160378,0.000014275653575982366,211283.51,211276.3,211296.72,211271.8,(((0)+((5)-(x)))*((2)-((0)-(x)))),((x)+(0)),DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|SubXD|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,21,21,22,22,3
22,x*x*x*x*3*x+1,25,-10,-0.043599932032741665,0.00000014104626033471645,-0.038399905943916596,0.000000408939493049594,7395.096,8451.0982,8451.6248,8451.041599999999,-0.9599955243844372,0.00003029181429992911,0.000001010405325988129,0.000014369812441783827,211297.97999999998,211276.33000000002,211301.84,211271.8,((((7)-(1))*((0)-(1)))+((3)-((9)*(9)))),((x)+(0)),DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|SubXD|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,22,22,23,23,3
23,x*x*x*x*3*x+1,25,-10,-0.04099998248754486,0.000000037864767875255765,-0.03839990109722631,0.00000009844839647518287,7923.025,8451.12,8451.6504,8451.1072,-0.9599963119716091,0.000003597152948147576,0.0000012387123782683437,0.0000017927544771299382,211288.47999999998,211277.78000000003,211297.68,211277.44,((((5)+(6))-((6)*(6)))-((0)-((x)-(x)))),((9)+(0)),DeleteNonTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|SubXD|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,22,21,24,24,3
24,x*x*x*x*3*x+1,25,-10,-0.040999960317723266,0.0000000795160125387603,-0.038399860657654224,0.0000001306334491711649,7923.1421,8451.111200000001,8451.864,8451.100400000001,-0.9599963271175163,0.00000321850526946045,0.0000012187907499002862,0.000001609252634730225,211288.66,211277.69,211297.6,211277.52,(((x)-((3)*(x)))-((0)+((1)-(x)))),((7)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|SubXD|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,24,22,25,25,3
25,x*x*x*x*3*x+1,25,-10,-0.04099995054303486,0.00000012258718599544749,-0.03839991106039335,0.00000040325977786859836,7923.193729464286,8451.1021,8451.597775,8451.0428,-0.9599969253808485,0.00003029181429992911,0.0000015471524888515047,0.000014748942761697116,211286.3785714286,211276.47,211294.44,211271.8,((((0)-(5))*((7)-(9)))-((1)+((7)-(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|SubXD|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|AddToLeafR|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,DeleteMaliciousR,24,25,26,26,3
26,x*x*x*x*3*x+1,25,-10,-0.04099995314526611,0.00000010554804045211618,-0.038399891038967064,0.00000039190034750660707,7923.1799845959595,8451.1057,8451.703527272728,8451.0452,-0.9599972434448988,0.00003029181429992911,0.0000008195018213645478,0.000014994778754075702,211288.12666666668,211276.55,211292.76,211271.8,((((6)-(3))-((9)+(0)))-((4)*((6)-(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|SubXD|AddTreeWithMult,DeleteMaliciousR|MultXD|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MultXD,26,26,27,27,3
27,x*x*x*x*3*x+1,25,-10,-0.048799948951982114,0.000000057270461411242557,-0.038399840134950035,0.00000014199287953177864,6338.615633333332,8451.1159,8451.9724,8451.098,-0.9599955773951123,0.000003597152948147576,0.0000021977097486164663,0.0000015573731922311028,211284.41999999998,211277.78000000003,211301.56,211277.44,(((8)-((9)-(6)))+((5)+((8)*(9)))),((9)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MultXD|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MultXD,26,26,28,28,3
28,x*x*x*x*3*x+1,25,-10,-0.03839999079675781,0.0000001268469723815386,-0.03839992092995029,0.00000040136653947447397,8451.17661111111,8451.101200000001,8451.545644444444,8451.0432,-0.9599965315872627,0.00003029181429992911,0.0000018811537806385317,0.000014309509424060007,211284.63999999998,211276.32,211296.52,211271.8,(((4)-((0)+(7)))-((7)*((9)+(0)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MultXD|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,26,26,29,29,3
29,x*x*x*x*3*x+1,25,-10,-0.03840000984483964,0.00000004969750783681128,-0.038399938583346505,0.00000011738078041367168,8451.076,8451.1175,8451.452399999998,8451.1032,-0.9599987504626601,0.0000030291814300480114,0.0000006888890722458394,0.000001041281116561785,211281.18,211277.66999999998,211284.8,211277.56,(((9)-((5)*(1)))-((5)+((x)+(0)))),((6)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|ReplaceBranchXR|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,ReplaceBranchXR,26,29,30,30,3
30,x*x*x*x*3*x+1,25,-10,-0.04879998103290669,0.00000013394661635812753,-0.03839983662614821,0.0000006739928681746624,6338.446183333333,8451.0997,8451.990933333334,8450.9856,-0.9599987630842494,0.00003029181429992911,0.0000006528388190403634,0.000014757142552754456,211280.84333333335,211276.46000000002,211284.73333333337,211271.8,((((8)+(0))/((0)-(6)))+((6)*((1)-(x)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|ReplaceBranchXR|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,26,29,31,31,3
31,x*x*x*x*3*x+1,25,-10,-0.04879998899933831,0.00000011170106523164292,-0.03839994319906171,0.00000040325977786859836,6338.404105,8451.1044,8451.42802,8451.0428,-0.9599988489110566,0.00003029181429992911,0.0000006565471234673013,0.00001468806102860734,211281.66999999998,211276.43,211284.28,211271.8,((((7)-(1))+((5)+(x)))*((1)-((0)-(1)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|MutateNonTerminalR|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,DeleteMaliciousR,26,31,32,32,3
32,x*x*x*x*3*x+1,25,-10,-0.04099995170439012,0.000000024138789520953374,-0.03839980757124966,0.00000006247686699508462,7923.187595238095,8451.1229,8452.144400000001,8451.1148,-0.9599836045555102,0.0000030291814300480114,0.00000817285712045478,0.0000009837555266446552,211307.22666666668,211277.86,211364.8,211277.56,((((7)*(7))*((4)+(0)))-((6)+((3)-(x)))),((6)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,31,32,33,33,3
33,x*x*x*x*3*x+1,25,-10,-0.04360000669133026,0.0000001306334491690986,-0.03839993939855269,0.000000384327393931487,7394.701656694733,8451.100400000001,8451.448094117648,8451.0468,-0.9599988016914637,0.00003029181429992911,0.000001555932289292521,0.000015145907149964555,211278.46235294116,211276.6,211284.5294117647,211271.8,((((1)+(5))/((6)*(3)))-((1)+((0)-(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|ReplaceBranchR|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,DeleteMaliciousR,33,32,34,34,3
34,x*x*x*x*3*x+1,25,-10,-0.043599994263487665,0.0000001050747308532407,-0.0383999131382225,0.000000634234861904938,7394.7672999999995,8451.105800000001,8451.5868,8450.993999999999,-0.9599978568541384,0.00003029181429992911,0.0000008911771626192135,0.00001468806102860734,211283.38,211276.43,211289.52,211271.8,(((7)-((0)-(9)))+((9)*((4)+(3)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,DeleteTerminalR,31,32,35,35,3
35,x*x*x*x*3*x+1,25,-10,-0.0409999200843038,0.00000013962633153946755,-0.03839979462149905,0.0000004070462546568471,7923.354611111111,8451.0985,8452.212800000001,8451.042,-0.9599937523133006,0.00003029181429992911,0.0000022366286014725442,0.000014154621417399897,211295.50999999998,211276.25999999998,211311.2,211271.8,(((8)-((6)+(x)))*((5)-((0)+(7)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,34,32,36,36,3
36,x*x*x*x*3*x+1,25,-10,-0.03839997803843463,0.00000013536654515337645,-0.03839993964356001,0.00000039000710911248267,8451.243999999999,8451.099400000001,8451.4468,8451.0456,-0.9599983036583992,0.00003029181429992911,0.0000008013357482490622,0.000014317022073562987,211282.81,211276.32,211287.16,211271.8,(((0)*((0)+(0)))-((8)+((2)-(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,35,36,37,37,3
37,x*x*x*x*3*x+1,25,-10,-0.03839988502178529,0.00000013915302194093642,-0.03839962476015036,0.0000006664199145995424,8451.735309756097,8451.0986,8453.11,8450.9872,-0.9599697081857002,0.00003029181429992911,0.000014181576895416402,0.000014289769927411419,211329.25,211276.31,211438.2,211271.8,((((x)*(6))*((0)-(9)))+((8)+((8)-(0)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,35,35,38,38,3
38,x*x*x*x*3*x+1,25,-10,-0.04359996302505417,0.00000019405693535986793,-0.03839991609167439,0.0000006777793449615337,7394.9322999999995,8451.087,8451.5712,8450.9848,-0.9599975084982738,0.00003029181429992911,0.0000005005983903756629,0.000014572914816935284,211287.82,211276.41,211291.36,211271.8,((((0)-(5))-((0)-(4)))+((x)+((8)*(2)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,FellTreeD,38,38,39,39,3
39,x*x*x*x*3*x+1,25,-10,-0.04099993182448545,0.00000022576867845456382,-0.03839976160342146,0.00000039947330108034957,7923.2926,8451.080300000001,8452.3872,8451.043599999999,-0.9599888601852913,0.00003029181429992911,0.000005673515438623844,0.00001613765948291596,211293.16,211274.75,211337.04,211271.8,((((8)+(1))*((3)-(x)))*((9)+((0)-(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,DeleteMaliciousR,39,38,40,40,3
40,x*x*x*x*3*x+1,25,-10,-0.04100000558505326,0.00000008140925093185156,-0.0383999769024916,0.0000001173807804136717,7922.903,8451.1108,8451.25,8451.103200000001,-0.9599991745480604,0.0000034078291087351373,0.0000007298771639404241,0.000000565335905215894,211277.86,211277.59000000003,211282.56,211277.48,((((3)+(6))+((6)*(5)))-((0)+((0)-(x)))),((8)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|AddTreeWithMult|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,AddRandomSubTreeR,40,40,41,41,3
41,x*x*x*x*3*x+1,25,-10,-0.03839995111759891,0.00000015003914270474102,-0.0383998254434201,0.0000004108327314437184,8451.386194642857,8451.096300000001,8452.05,8451.0412,-0.9599961302207233,0.00003029181429992911,0.0000015581769882867805,0.00001473354318271148,211287.32,211276.45,211298.64,211271.8,(((4)+((8)-(x)))-((9)*((7)+(0)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|FellTreeD|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MutateTerminalR,39,40,42,42,3
42,x*x*x*x*3*x+1,25,-10,-0.038399977243274507,0.00000015287900029592759,-0.038399901703062594,0.0000004051530162627227,8451.2482,8451.0957,8451.6472,8451.0424,-0.959995812156673,0.00003029181429992911,0.0000018405497229108376,0.000014710515112307128,211285.74,211276.44,211300.32,211271.8,(((1)-((4)+(6)))*((9)+((0)-(x)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|FellTreeD|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,39,40,43,43,3
43,x*x*x*x*3*x+1,25,-10,-0.04100001030394996,0.0000001079145884437385,-0.038399874838009794,0.0000006474875306610537,7922.878074999999,8451.1052,8451.7891,8450.9912,-0.9599898749610704,0.00003029181429992911,0.0000052062256646296844,0.000014666183567967394,211291.58999999997,211276.42,211331.68,211271.8,(((x)-((0)+(9)))-((9)*((x)+(2)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|FellTreeD|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,DeleteMaliciousR,39,40,44,44,3
