gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
44,x*x*x*x*3*x+1,25,-10,-0.04100000283985759,0.0000001287402107753186,-0.03839990753423685,0.0000004070462546568471,7922.9175,8451.1008,8451.616399999999,8451.042,-0.9599926920998002,0.00003029181429992911,0.000003974256285809691,0.00001468806102860734,211285.93,211276.43,211316.8,211271.8,(((7)-((6)*(x)))+((5)-((1)+(2)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|FellTreeD|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,DeleteTerminalR,39,44,45,45,3
45,x*x*x*x*3*x+1,25,-10,-0.038400004051530164,0.0000001476725947127743,-0.03839995690989416,0.0000006683131529922893,8451.106600000001,8451.0968,8451.355599999999,8450.986799999999,-0.9599973494662487,0.00003029181429992911,0.0000015655864332411769,0.00001412747885619881,211280.83,211276.27000000002,211292.2,211271.8,(((8)+((0)-(6)))*((6)+((0)-(x)))),((x)+(0)),DivXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,45,44,46,46,3
46,x*x*x*x*3*x+1,25,-10,-0.03839999166975107,0.00000015382561949298978,-0.03839989678064277,0.0000004051530162627227,8451.171999999999,8451.095500000001,8451.673200000001,8451.0424,-0.9599954032171799,0.00003029181429992911,0.000002436431333491756,0.00001473354318271148,211291.05,211276.45,211302.48,211271.8,(((0)-((x)*(5)))-((7)+((x)+(8)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,ReplaceBranchXR,46,45,47,47,3
47,x*x*x*x*3*x+1,25,-10,-0.03840000020825622,0.00000019027045857196351,-0.038399893069895524,0.0000006588469610244224,8451.1269,8451.087800000001,8451.6928,8450.9888,-0.9599950397154083,0.00003029181429992911,0.000002636182014156604,0.000014572914816935284,211283.53999999998,211276.41,211304.4,211271.8,(((1)-((8)+(x)))+((6)*((7)-(x)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|DivXD|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,47,45,48,48,3
48,x*x*x*x*3*x+1,25,-10,-0.04099992688313323,0.0000000894555141051583,-0.03839976607146407,0.00000014199287953177867,7923.3187,8451.1091,8452.3636,8451.098,-0.9599886784344055,0.000003597152948147576,0.000005283942998824351,0.0000006999009840424545,211297,211277.54,211338,211277.44,(((7)-((8)+(x)))+((8)*((x)-(x)))),((9)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|DeleteNonTerminalR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,48,48,49,49,3
49,x*x*x*x*3*x+1,25,-10,-0.03839999134790054,0.00000007762277414429154,-0.038399900188471885,0.00000012874021077566298,8451.173700000001,8451.111599999998,8451.655200000001,8451.1008,-0.9599940476584902,0.0000034078291087351373,0.0000026655532601593724,0.0000006279161390690354,211291.51,211277.58000000002,211309.64,211277.48,(((4)+((0)-(4)))*((x)+((0)-(x)))),((8)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,AddRandomSubTreeR,49,49,50,50,3
50,x*x*x*x*3*x+1,25,-10,-0.03839996633822136,0.00000014341280832668317,-0.038399929344343144,0.0000003975800626876027,8451.3058,8451.097700000002,8451.5012,8451.044,-0.9599971147046878,0.00003029181429992911,0.0000008159923367411685,0.000014101766826568069,211288.23,211276.24000000002,211293.44,211271.8,(((2)-((5)-(4)))+((6)*((8)+(0)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,49,50,51,51,3
51,x*x*x*x*3*x+1,25,-10,-0.03839996603530321,0.00000006626334378161149,-0.038399857704202324,0.0000001060213500503029,8451.3074,8451.114,8451.8796,8451.1056,-0.9599923740357499,0.000003597152948147576,0.0000039696365129183366,0.00000040898623702257493,211289.1,211277.52,211318.48,211277.44,(((3)-((5)-(7)))+((6)*((x)+(0)))),((9)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|AddToLeafR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,50,51,52,52,3
52,x*x*x*x*3*x+1,25,-10,-0.038399956360855025,0.00000006295017659258258,-0.0383999101847706,0.0000001382064027449074,8451.3585,8451.1147,8451.602399999998,8451.098800000002,-0.9599963119716091,0.0000034078291087351373,0.0000015508153490788561,0.0000015952710262195572,211289.37,211277.7,211297.68,211277.48,(((9)-((x)+(5)))*((6)+((4)-(x)))),((8)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,50,52,53,53,3
53,x*x*x*x*3*x+1,25,-10,-0.0383999948125268,0.00000013489323555484535,-0.03839993585708321,0.00000039947330108034957,8451.1554,8451.0995,8451.4668,8451.043599999999,-0.9599969556726629,0.00003029181429992911,0.0000013051065107254485,0.000014075795626153502,211285.02000000002,211276.23,211294.28,211271.8,(((2)+((0)-(8)))*((7)+((4)-(0)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,49,53,54,54,3
54,x*x*x*x*3*x+1,25,-10,-0.03840007131829029,0.000000049697507836466904,-0.03839995350206505,0.0000001268469723815386,8450.7513,8451.1175,8451.373599999999,8451.1012,-0.9599989170676388,0.00000321850526946045,0.0000010787140067387122,0.000001458326195328202,211278.48,211277.8,211283.92,211277.52,(((2)+((0)-(8)))+((3)*((5)-(0)))),((7)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MutateTerminalR,50,52,55,55,3
55,x*x*x*x*3*x+1,25,-10,-0.038399954486549016,0.0000002110960809031992,-0.03839971927061098,0.0000006664199145995424,8451.368400000001,8451.083400000001,8452.6108,8450.9872,-0.9599889434877806,0.00003029181429992911,0.0000050720229937832935,0.00001381707378292669,211300.62,211276.16999999998,211336.6,211271.8,(((7)-((6)-(0)))+((5)+((9)*(x)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MutateTerminalR,50,55,56,56,3
56,x*x*x*x*3*x+1,25,-10,-0.038399967474164395,0.00000015003914270577416,-0.03839987890847234,0.0000006739928681746626,8451.2998,8451.0963,8451.7676,8450.985599999998,-0.9599929268613611,0.00003029181429992911,0.0000033617396350350445,0.00001420896120991634,211289.27,211276.28,211315.56,211271.8,(((0)-((6)+(x)))*((6)-((8)+(6)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,56,55,57,57,3
57,x*x*x*x*3*x+1,25,-10,-0.04619994733641868,0.00000007572953575051153,-0.03839979033015869,0.00000012495373398879173,6866.819666666666,8451.112,8452.235466666667,8451.1016,-0.9599906549752886,0.000003597152948147576,0.000004456582912722392,0.00000040898623702257493,211292.64,211277.52000000002,211327.56,211277.44,(((9)+((2)+(9)))-((x)*((8)-(0)))),((9)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|FellTreeD|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MutateTerminalR,57,52,58,58,3
58,x*x*x*x*3*x+1,25,-10,-0.04099993662224662,0.000000026978647111106813,-0.03839983839317071,0.00000008708896611319158,7923.267258441306,8451.122299999999,8451.981600000001,8451.1096,-0.9599928132670573,0.0000034078291087351373,0.000002832206172853835,0.0000016092526346802563,211294.33000000002,211277.73,211316.16,211277.48,(((0)-((x)*(6)))+((3)+((0)-(6)))),((8)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,57,58,59,59,3
59,x*x*x*x*3*x+1,25,-10,-0.03839996868583697,0.00000012448042438922748,-0.038399896477724633,0.000000408939493049594,8451.2934,8451.101700000001,8451.6748,8451.041599999999,-0.9599969026619879,0.00003029181429992911,0.0000013188250273030333,0.000015145907149964557,211286.72,211276.6,211294.56,211271.8,(((0)-((8)+(7)))*((8)+((4)-(9)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MutateTerminalR,57,58,60,60,3
60,x*x*x*x*3*x+1,25,-10,-0.03839997612626385,0.00000007052313016735824,-0.03839990026420141,0.00000013252668756253423,8451.2541,8451.113099999999,8451.6548,8451.1,-0.9599963422634233,0.0000026505337512231347,0.0000013670719481611528,0.0000008519572771493468,211286.84999999998,211277.73,211297.52,211277.64,(((1)-((9)*(5)))+((0)+((3)-(x)))),((4)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DeleteMaliciousR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,60,60,61,61,3
61,x*x*x*x*3*x+1,25,-10,-0.03839997056014297,0.00000006200355739586476,-0.0383998979165858,0.00000013441992595665863,8451.2835,8451.1149,8451.6672,8451.0996,-0.9599958045837194,0.000003597152948147576,0.0000015118177377362778,0.000001595271026219557,211288.41999999998,211277.7,211300.36,211277.44,(((2)-((7)+(2)))*((x)+((7)-(x)))),((9)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,AddTreeWithAdd,MutateTerminalR,61,58,62,62,3
62,x*x*x*x*3*x+1,25,-10,-0.03839996887516081,0.00000016423843065826325,-0.03839981332669438,0.0000003956868242934783,8451.2924,8451.0933,8452.114,8451.044399999999,-0.9599892464059235,0.00003029181429992911,0.000005314866126967763,0.000013930427002262012,211293.15000000002,211276.2,211335,211271.8,(((4)+((0)+(2)))-((x)*((9)-(0)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,62,61,63,63,3
63,x*x*x*x*3*x+1,25,-10,-0.03839996455857727,0.00000019547686415442806,-0.03839987746961116,0.0000009428327200852246,8451.315200000001,8451.086700000002,8451.7752,8450.9288,-0.9599949639858727,0.00003029181429992911,0.000002268016363309096,0.000014757142552754458,211287.22,211276.46000000002,211304.8,211271.8,(((3)-((4)+(x)))*((4)-((0)+(4)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,62,62,64,64,3
64,x*x*x*x*3*x+1,25,-10,-0.03839993413423628,0.000000057743771010118034,-0.03839984142235214,0.0000001268469723842936,8451.4759,8451.115800000001,8451.965600000001,8451.1012,-0.9599912911033888,0.00000321850526946045,0.0000033647350875518395,0.0000018582048837112198,211298.61,211277.86,211324.2,211277.52,(((0)-((0)+(6)))+((x)*((8)-(x)))),((7)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|AddTreeWithAdd|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,62,64,65,65,3
65,x*x*x*x*3*x+1,25,-10,-0.0383999561525988,0.00000014577935631933867,-0.03839987156270737,0.00000040136653947447397,8451.359600000002,8451.0972,8451.8064,8451.0432,-0.9599952063203872,0.00003029181429992911,0.000002098086298132436,0.000014538439662115529,211289.8,211276.39,211303.52,211271.8,(((2)+((0)-(8)))+((4)-((9)*(9)))),((x)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,65,65,66,66,3
66,x*x*x*x*3*x+1,25,-10,-0.038400000700498205,0.0000001476725947127743,-0.03839987239573226,0.0000006777793449615337,8451.124300000001,8451.096800000001,8451.802,8450.9848,-0.9599904353596349,0.00003029181429992911,0.000003614240523462199,0.000014757142552754458,211300.94,211276.46000000002,211328.72,211271.8,(((2)+((1)+(3)))-((1)-((x)*(8)))),((x)+(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithDiv|MutateTerminalR|MutateTerminalR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|FellTreeD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|SkipD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,66,65,67,67,3
