A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,DivXD,FellTreeD,DivXD,0,0,0,1
SubXD,DeleteNonTerminalR,SubXD,ReplaceBranchR,0,0,1,1
ReplaceBranchR,DeleteNonTerminalR,ReplaceBranchR,DeleteNonTerminalR,0,0,2,1
AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,AddTreeWithMult,0,0,3,1
AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,ReplaceBranchXR,0,0,4,1
AddXD,DeleteTerminalR,MultXD,ReplaceBranchR,0,0,5,1
MultXD,AddToLeafR,MultXD,AddToLeafR,0,0,6,1
MultXD,DeleteNonTerminalR,MultXD,DeleteNonTerminalR,0,0,7,1
AddToLeafR,DeleteTerminalR,AddToLeafR,DeleteTerminalR,0,0,8,1
AddTreeWithDiv,MutateNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,0,0,9,1
MultXD,SubXD,AddToLeafR,DeleteTerminalR,0,0,10,1
AddTreeWithMult,DeleteTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,11,1
DeleteNonTerminalR,AddTreeWithSub,DeleteNonTerminalR,AddTreeWithSub,0,0,12,1
AddRandomSubTreeR,AddTreeWithSub,AddRandomSubTreeR,AddTreeWithAdd,0,0,13,1
ReplaceBranchXR,DivXD,SkipD,DeleteTerminalR,0,0,14,1
AddTreeWithSub,DeleteTerminalR,AddTreeWithSub,ReplaceBranchXR,0,0,15,1
AddTreeWithMult,FellTreeD,AddTreeWithMult,FellTreeD,0,0,16,1
AddTreeWithAdd,SkipD,AddXD,SkipD,0,0,17,1
AddRandomSubTreeR,MutateTerminalR,AddRandomSubTreeR,MutateTerminalR,0,0,18,1
AddToLeafR,ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,0,0,19,1
