gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
65,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000035692276817984255,-0.0384,0.000008970163509536134,8451.128,8450.373899999999,8451.128,8449.2328,-0.96,0.0002976170754957428,0,0.00012363512322565608,211278.2,211254.19,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,64,64,66,66,2
66,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000035602347994284017,-0.0384,0.000007215131518539604,8451.128,8450.375800000002,8451.128,8449.6036,-0.96,0.0002976170754957428,0,0.00012763922278637727,211278.2,211241.69,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,65,64,67,67,2
67,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000049749571891492585,-0.0384,0.000009257935745383807,8451.128,8450.0769,8451.128,8449.171999999999,-0.96,0.0002976170754957428,0,0.00010012606231826915,211278.2,211243.74,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,66,64,68,68,2
68,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003938882478176138,-0.0384,0.000008356754269965187,8451.128,8450.2958,8451.128,8449.362399999998,-0.96,0.00023854803761118413,0,0.00007046544115601405,211278.2,211249.68,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,66,64,69,69,2
69,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003968227673279555,-0.0384,0.000008065195557329263,8451.128,8450.2896,8451.128,8449.424,-0.96,0.0002976170754957428,0,0.00012927268497501753,211278.2,211241.99,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,68,69,70,70,2
70,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000031153237768997424,-0.0384,0.000006904640421969326,8451.128,8450.469799999999,8451.128,8449.669199999998,-0.96,0.00023854803761118413,0,0.00008368304663937425,211278.2,211252.78999999998,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|ReplaceBranchXR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,ReplaceBranchXR,MultXD,69,69,71,71,2
71,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000040893949304780326,-0.0384,0.000010427957072715747,8451.128,8450.264000000001,8451.128,8448.9248,-0.96,0.00026808255655346347,0,0.00009210993932176273,211278.2,211248.23,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|ReplaceBranchXR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,ReplaceBranchXR,MultXD,69,71,72,72,2
72,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004620921609519974,-0.0384,0.00000983726669386878,8451.128,8450.151699999999,8451.128,8449.0496,-0.96,0.00026808255655346347,0,0.00009147187715943134,211278.2,211243.35,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,71,71,73,73,2
73,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000484858352636763,-0.0384,0.0000080860211796605,8451.128,8450.1036,8451.128,8449.4196,-0.96,0.00026808255655346347,0,0.00010198634659598903,211278.2,211238.91999999998,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddTreeWithAdd|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|SkipD|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,SkipD,72,73,74,74,2
74,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000041679643238180085,-0.0384,0.000009837266693867403,8451.128,8450.2474,8451.128,8449.0496,-0.96,0.0002976170754957428,0,0.00011801493086481231,211278.2,211252.72,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddTreeWithAdd|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|SkipD|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,SkipD,73,73,75,75,2
75,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000037344127316527184,-0.0384,0.000006289337944001499,8451.128,8450.339,8451.128,8449.799200000001,-0.96,0.0002976170754957428,0,0.0001305404461666679,211278.2,211239.06,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddTreeWithAdd|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,74,75,76,76,2
76,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000323365117650841,-0.0384,0.000006883814799636713,8451.128,8450.4448,8451.128,8449.6736,-0.96,0.00017947899972648766,0,0.000059367716817337356,211278.2,211259.07,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,75,75,77,77,2
77,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000038906048991362975,-0.0384,0.000007179159989059505,8451.128,8450.305999999999,8451.128,8449.6112,-0.96,0.0001499444807842083,0,0.0000462240722413301,211278.2,211254.59,211278.2,211246.52,(0),((x)*((4)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddTreeWithAdd|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,74,77,78,78,2
78,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000034182419198983444,-0.0384,0.000008080341464478126,8451.128,8450.4058,8451.128,8449.4208,-0.96,0.0002976170754957428,0,0.00011411119127894703,211278.2,211251.22,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,77,75,79,79,2
79,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003033914525969268,-0.0384,0.000004534305953007725,8451.128,8450.487,8451.128,8450.169999999998,-0.96,0.000209013518668767,0,0.00007958337427576025,211278.2,211251.53999999998,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|MutateNonTerminalR|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,77,79,80,80,2
80,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004715110219608378,-0.0384,0.00000983726669386878,8451.128,8450.1318,8451.128,8449.0496,-0.96,0.00026808255655346347,0,0.00010340357869387576,211278.2,211248.62,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|MutateNonTerminalR|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,79,79,81,81,2
81,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000025743309058889,-0.0384,0.0000033775372944319023,8451.128,8450.5841,8451.128,8450.414400000001,-0.96,0.0001499444807842083,0,0.00004412409956798777,211278.2,211260.5,211278.2,211246.52,(0),((x)*((4)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|MutateNonTerminalR|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddTreeWithMult|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,79,81,82,82,2
82,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000037116938709273587,-0.0384,0.00000715833436672827,8451.128,8450.343799999999,8451.128,8449.615600000001,-0.96,0.000209013518668767,0,0.00007681214494860432,211278.2,211251.03999999998,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|MutateNonTerminalR|FellTreeD,MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,81,82,83,83,2
83,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003614665403248113,-0.0384,0.000007196199134602493,8451.128,8450.3643,8451.128,8449.6076,-0.96,0.0002976170754957428,0,0.00011982891689418077,211278.2,211253.25,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,82,82,84,84,2
84,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004991523025094748,-0.0384,0.000008962590555961014,8451.128,8450.0734,8451.128,8449.2344,-0.96,0.0002976170754957428,0,0.00013010156221407714,211278.2,211238.99,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|ReplaceBranchXR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|AddTreeWithAdd|FellTreeD,DeleteNonTerminalR|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddTreeWithMult|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,ReplaceBranchXR,83,84,85,85,2
85,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000031759074055000133,-0.0384,0.000007474505178483677,8451.128,8450.457,8451.128,8449.548799999999,-0.96,0.00023854803761118413,0,0.00008406040652037768,211278.2,211251.07,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,84,82,86,86,2
86,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000034646262605440605,-0.0384,0.000005993992754578705,8451.128,8450.396,8451.128,8449.8616,-0.96,0.00026808255655346347,0,0.00009924735359816184,211278.2,211252.72,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,85,82,87,87,2
87,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004248426955552798,-0.0384,0.000006310163566334112,8451.128,8450.230399999999,8451.128,8449.7948,-0.96,0.0002976170754957428,0,0.0001217851257865468,211278.2,211240.47999999998,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,86,86,88,88,2
88,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003595733019311346,-0.0384,0.000008080341464479505,8451.128,8450.3683,8451.128,8449.4208,-0.96,0.00026808255655346347,0,0.00010280330966254815,211278.2,211254.14,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,86,88,89,89,2
89,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003019241928417559,-0.0384,0.000005993992754580083,8451.128,8450.4901,8451.128,8449.8616,-0.96,0.00017947899972648766,0,0.000059544780450388836,211278.2,211259.14,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|MutateTerminalR|AddToLeafR|FellTreeD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|SubXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|AddTreeWithDiv|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,88,88,90,90,2
90,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003273409182776757,-0.0384,0.000006293124420789747,8451.128,8450.436399999999,8451.128,8449.7984,-0.96,0.00023854803761118413,0,0.00009167047790366558,211278.2,211254.34,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|DivXD|ReplaceBranchXR|AddTreeWithSub|AddToLeafR|FellTreeD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,MultXD|ReplaceBranchXR|MultXD|AddRandomSubTreeR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateNonTerminalR|SkipD|AddToLeafR|MultXD|DeleteMaliciousR|MutateTerminalR|SkipD|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchXR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,ReplaceBranchXR,89,90,91,91,2
