gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
26,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003720213443698852,-0.0384,0.000007474505178482299,8451.128,8450.341999999999,8451.128,8449.5488,-0.96,0.00026808255655346347,0,0.00010255091785650761,211278.2,211254.06,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|AddTreeWithSub|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,25,26,27,27,2
27,x*x*x*x*3*x+1,25,-10,-0.0384,0.000005408982090914115,-0.0384,0.00000983726669386878,8451.128,8449.985200000001,8451.128,8449.0496,-0.96,0.00026808255655346347,0,0.00011230669034093514,211278.2,211245.11,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|MultXD|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|MultXD|MutateTerminalR|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,26,27,28,28,2
28,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004595836200802992,-0.0384,0.000009833480217080531,8451.128,8450.157,8451.128,8449.0504,-0.96,0.0002976170754957428,0,0.00011384493381091599,211278.2,211248.58,211278.2,211215.32,(0),((x)*((9)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|DeleteTerminalR|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,27,27,29,29,2
29,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000433835577925511,-0.0384,0.000006880028322848464,8451.128,8450.2114,8451.128,8449.6744,-0.96,0.000209013518668767,0,0.00004838449667490045,211278.2,211246.56,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DivXD|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,DeleteNonTerminalR,28,27,30,30,2
30,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003091658296977665,-0.0384,0.000007175373512271258,8451.128,8450.4748,8451.128,8449.612,-0.96,0.000209013518668767,0,0.0000761461643071567,211278.2,211258.12,211278.2,211234.04,(0),((x)*((6)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|MultXD|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,26,30,31,31,2
31,x*x*x*x*3*x+1,25,-10,-0.0384,0.000004502120900312776,-0.0384,0.000006897067468392829,8451.128,8450.1768,8451.128,8449.6708,-0.96,0.00023854803761118413,0,0.00009407208958304781,211278.2,211244.88999999998,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,30,30,32,32,2
32,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000026174020793469648,-0.0384,0.0000033434590033459286,8451.128,8450.574999999999,8451.128,8450.4216,-0.96,0.0000904967952208247,0,0.000028620010343456157,211278.2,211263.71,211278.2,211259.08,(0),((x)*((2)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,31,30,33,33,2
33,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000026666262775828344,-0.0384,0.000005115530139882689,8451.128,8450.564600000002,8451.128,8450.047199999999,-0.96,0.00014956583310538342,0,0.00004811297026975545,211278.2,211261.74,211278.2,211246.6,(0),((x)*((x)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|MultXD|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,26,30,34,34,2
34,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000298989673331483,-0.0384,0.000004829651142431896,8451.128,8450.496299999999,8451.128,8450.1076,-0.96,0.00023854803761118413,0,0.00009157748584731669,211278.2,211256.78999999998,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|ReplaceBranchR|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,AddTreeWithAdd,MultXD,31,34,35,35,2
35,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000031645479751373337,-0.0384,0.000004829651142431896,8451.128,8450.4594,8451.128,8450.1076,-0.96,0.00023854803761118413,0,0.00010848772246493107,211278.2,211247.65,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|AddTreeWithDiv,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|DivXD,AddTreeWithAdd,MultXD,33,35,36,36,2
36,x*x*x*x*3*x+1,25,-10,-0.04619999687615665,-0.01999771296802036,-0.0383999875046266,0.0000047217365539874684,NaN,NaN,8451.194000000001,8450.1304,-0.96,0.00023854803761118413,0,0.00008857960156090842,211278.2,211255.87,211278.2,211227.8,(0),((x)*((7)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchR|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|AddTreeWithSub|AddToLeafR|MultXD|AddTreeWithSub|AddTreeWithDiv|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,35,36,37,37,2
37,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003359551529691509,-0.0384,0.000006005352184942074,8451.128,8450.4182,8451.128,8449.859199999999,-0.96,0.00017947899972648766,0,0.00006432802740370018,211278.2,211254.95,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchR|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,35,36,38,38,2
38,x*x*x*x*3*x+1,25,-10,-0.0384,0.000003154608473570247,-0.0384,0.000008082234702872251,8451.128,8450.4615,8451.128,8449.420399999999,-0.96,0.00017947899972648766,0,0.00006766069558365701,211278.2,211252.65999999997,211278.2,211240.28,(0),((x)*((5)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchR|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,35,38,39,39,2
39,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000292032022234419,-0.0384,0.000004574063959276071,8451.128,8450.511,8451.128,8450.1616,-0.96,0.00026808255655346347,0,0.00010306041627655833,211278.2,211254.22,211278.2,211221.56,(0),((x)*((8)+(x))),ReplaceBranchXR|DeleteTerminalR|MutateNonTerminalR|AddXD|AddTreeWithAdd|AddTreeWithMult|DivXD|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithAdd|DeleteTerminalR|AddXD|DeleteTerminalR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|SubXD|SkipD|FellTreeD,DeleteNonTerminalR|MultXD|MultXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithSub|SkipD|MutateNonTerminalR|ReplaceBranchXR|AddToLeafR|MultXD|AddTreeWithSub|MutateTerminalR|MultXD|DeleteNonTerminalR|AddTreeWithMult|DeleteNonTerminalR|FellTreeD|ReplaceBranchXR|AddXD,DeleteTerminalR,MultXD,38,39,40,40,2
