A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchR,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,0,3
MutateNonTerminalR,MutateTerminalR,MutateNonTerminalR,MutateTerminalR,0,0,1,3
DeleteNonTerminalR,AddTreeWithAdd,DeleteNonTerminalR,AddXD,0,0,2,3
DivXD,AddTreeWithAdd,DivXD,AddToLeafR,0,0,3,3
FellTreeD,AddXD,FellTreeD,AddXD,0,0,4,3
AddRandomSubTreeR,FellTreeD,AddRandomSubTreeR,DivXD,0,0,5,3
DeleteNonTerminalR,MutateTerminalR,DeleteNonTerminalR,MutateTerminalR,0,0,6,3
AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,ReplaceBranchXR,0,0,7,3
SubXD,AddRandomSubTreeR,SubXD,AddXD,0,0,8,3
AddTreeWithSub,AddToLeafR,AddTreeWithSub,ReplaceBranchR,0,0,9,3
ReplaceBranchR,MultXD,ReplaceBranchR,MultXD,0,0,10,3
DeleteNonTerminalR,SkipD,DeleteNonTerminalR,FellTreeD,0,0,11,3
MultXD,AddToLeafR,MultXD,MutateTerminalR,0,0,12,3
SubXD,AddRandomSubTreeR,SubXD,AddToLeafR,0,0,13,3
AddTreeWithSub,ReplaceBranchXR,AddTreeWithSub,ReplaceBranchXR,0,0,14,3
AddTreeWithAdd,AddRandomSubTreeR,AddTreeWithAdd,DeleteTerminalR,0,0,15,3
DeleteTerminalR,MultXD,SubXD,MultXD,0,0,16,3
SkipD,AddToLeafR,SkipD,FellTreeD,0,0,17,3
AddTreeWithAdd,ReplaceBranchR,AddTreeWithAdd,ReplaceBranchR,0,0,18,3
AddTreeWithMult,DeleteTerminalR,ReplaceBranchXR,DeleteTerminalR,0,0,19,3
