gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x*3*x+1,25,-10,-0.03998817314372821,-0.004998253369254374,-0.034356572897724424,0.000003911430521466156,13267.356422619048,8004.480975,29808.328,8450.3016,-0.5585497036608604,0.00011927401880559206,0.20058704844739134,1.0000391671210027,742486.4600000001,166637.9875,2331720.6,211253,(((((0)-(3))*((9)+((4)+(8))))*(((1)-((0)-(1)))*((x)*((6)+(x)))))*((((1)*(7))-((5)+(1)))/(((3)-(0))*((3)*((x)*((5)*(2))))))),((x)*((1)*(x))),AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|MultXD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,20,20,22,22,1
22,x*x*x*x*3*x+1,25,-10,-0.03839385189764018,0.0000015571885788525454,-0.038375436367784274,0.0000030291814299846458,8483.602,8450.798999999999,8580.872,8450.488000000001,-0.9581456865876367,0.00011927401880559206,0.0009271567061816534,0.000043505091367571906,213726.80000000002,211266.78,221072.6,211253,(((((1)-(3))+((0)-(6)))*(((7)*(5))*((3)*((x)*(7)))))-(((5)+((8)-(4)))-(((x)-(3))+((6)*((x)*(0)))))),((x)*(x)),AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|FellTreeD|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,20,22,23,23,1
23,x*x*x*x*3*x+1,25,-10,-0.04028659127160303,0.000002177224152801206,-0.03554907855140757,0.000004816398473671647,11691.125300000003,8450.668,23509.5668,8450.1104,-0.6755676487209754,0.000209013518668767,0.14221947152284944,0.00008522937864387859,586841.81,211257.52000000002,1713637.08,211234.04,(((((4)*(4))*((7)*(9)))+(((5)+(5))-((5)-(7))))*(((6)/((2)-(3)))-(((0)*(4))+((8)*((x)*(8)))))),((x)*(7)),AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|MutateTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,20,23,24,24,1
24,x*x*x*x*3*x+1,25,-10,-0.04099841464003385,0.0000027996262747438996,-0.03839373633436862,0.000008065195557329263,7931.306300000001,8450.5365,8484.2124,8449.423999999999,-0.9596337113814866,0.000209013518668767,0.00018314430925669975,0.00008692546938326316,211761.88,211259.77000000002,213212.92,211234.04,((((2)-(0))+((1)*((8)*(2))))-(((2)*(9))*((9)*((3)+(0))))),((x)*(7)),AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|FellTreeD|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,20,24,25,25,1
25,x*x*x*x*3*x+1,25,-10,-0.04349350117522773,0.0000031598148791527112,-0.037951921362450076,0.000008061409080542393,7957.259,8450.4604,10817.8592,8449.4248,-0.9152730608269097,0.00026808255655346347,0.022242706983806933,0.00005079103803555062,271314.82,211255.84,447523.88,211221.56,(((((5)+(x))*((2)*((2)-(5))))*(((0)*(6))+((3)-((2)+(1)))))/((((5)+(0))-((4)+(7)))*(((1)+(8))-((4)-((8)*((x)*(x))))))),((x)*(9)),AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithMult|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|MutateTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,25,23,26,26,1
26,x*x*x*x*3*x+1,25,-10,-0.046198718315472204,0.0000020091992453581377,-0.038393450303912086,0.000007466932224908557,6873.3113,8450.7035,8485.7232,8449.5504,-0.9598636262520223,0.00026808255655346347,0.00006971817231981186,0.00011998666246035926,211447.06,211259.54,211998.52,211221.56,((((5)-(1))+((4)*(7)))*((4)*((2)+((1)-(x))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|MutateTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,26,23,27,27,1
27,x*x*x*x*3*x+1,25,-10,-0.038395569430889384,0.0000020177188181299756,-0.03838162210772337,0.000005708113757126534,8474.530066666666,8450.7017,8548.1992,8449.921999999999,-0.9587192620914037,0.00023854803761118413,0.0007111162314108133,0.0001045046299911441,212869.07,211260.90999999997,218043,211227.8,((((0)-((5)+(4)))*((2)*((8)-(1))))*(((7)*(1))-((1)-((7)*(x))))),((x)*(8)),AddTreeWithAdd|SubXD|DeleteNonTerminalR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|MutateTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,27,27,28,28,1
28,x*x*x*x*3*x+1,25,-10,-0.03808555296637394,0.0000025871102650461405,-0.01633979207963997,0.0000053881564685828785,74023308.6447,8450.581400000001,296072119.54,8449.9896,0.9998215873854519,0.00023854803761118413,0.9799016496926204,0.0001013519907313215,7401477957.67,211254.47999999998,29605277706.28,211227.8,(((((4)+(4))*((7)*((x)*(x))))*(((x)*((3)+(6)))*((7)+((5)-(2)))))*((((5)-(5))+((9)*(0)))-(((9)-(x))*((5)-((x)*((7)+(9))))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|MultXD|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|SkipD|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithSub,DeleteTerminalR,28,28,29,29,1
29,x*x*x*x*3*x+1,25,-10,-0.03840129411075683,0.0000031049109657348133,-0.03839226702991601,0.000008360540746753435,8444.292565217393,8450.472,8491.9732,8449.361599999998,-0.9597103345257579,0.00017947899972648766,0.00015747735978092044,0.00007934897667895494,211997.86000000002,211257.74,212808.2,211240.28,(((((0)*(1))-((0)+((5)*(2))))-(((2)+(4))+((9)-((6)+(0)))))-((((x)*(7))+((x)+(5)))*(((5)*(1))*((2)+((6)-(5)))))),((x)*(6)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|MultXD|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,28,29,30,30,1
30,x*x*x*x*3*x+1,25,-10,-0.04615943846549242,0.000003315060427439229,-0.038244524839761034,0.0000068724553692733435,7080.785699999999,8450.4276,9272.3408,8449.676,-0.9575790782011584,0.000209013518668767,0.0010791367246701623,0.00007387965111426399,215803.53999999998,211255.84,224065.4,211234.04,((((2)+(6))-((9)*((5)*(3))))*((x)+((x)*((1)+(8))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|SkipD|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,30,30,31,31,1
31,x*x*x*x*3*x+1,25,-10,-0.044461200078962176,0.0000026879252095129454,-0.03144253026683407,0.0000048391173343983845,16050.804436925308,8450.5601,45200.17004444444,8450.105599999999,-0.2647094183035553,0.000209013518668767,0.7153840104514932,0.0000734264753810741,1076582.0411111112,211251.15000000002,3883771.7644444443,211234.04,(((((x)*(7))/((9)+(7)))-(((8)+(5))*((x)*((8)-(x)))))*((((2)-(5))+((x)-(0)))*(((0)-(8))*((4)*((4)*(x)))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DivXD|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,31,30,32,32,1
32,x*x*x*x*3*x+1,25,-10,-0.04099956446392681,0.0000027792739620108505,-0.0383898514849142,0.000005418448282881981,7925.2329819394745,8450.5408,8504.732,8449.983199999999,-0.9589899194521725,0.000209013518668767,0.0005147111849520539,0.0000612239458500511,212539.3,211248.12,216613.4,211234.04,(((((8)+(0))*((x)*((2)/(4))))*(((3)*((8)-(8)))*((1)*((4)*(x)))))-((((0)+(5))+((1)+(1)))-(((x)*(9))*((x)+((8)+((3)*(x))))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,31,32,33,33,1
33,x*x*x*x*3*x+1,25,-10,-0.04284573039800521,0.000002783533748396942,-0.035440533622764406,0.000007474505178483677,11378.755095604394,8450.5399,24082.896228571426,8449.548799999999,-0.6769848620714976,0.00023854803761118413,0.5826482408475604,0.00009337797424914022,532162.5457142857,211252.77,1706151.4228571428,211227.8,(((((5)+(0))*((6)+((x)*(1))))-(((0)*((8)-(0)))*((1)*((3)*(3)))))/((((7)+(7))+((2)*((3)-(6))))*(((1)-(9))-((0)*((x)*((2)*(4))))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,33,33,34,34,1
34,x*x*x*x*3*x+1,25,-10,-0.038197016031537974,0.0000027418825037351595,-0.03727277093424688,0.000006003458946547948,9523.28018713783,8450.5487,14405.1012,8449.8596,-0.8492657888982393,0.00026808255655346347,0.0553558630549039,0.00011859397022451429,357590.8,211253.86,796171.32,211221.56,(((((x)*(0))-((9)-(x)))*(((8)-(x))+((9)-(0))))*(((7)*((1)*(x)))+(((3)-(x))*((3)-((7)*(x)))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DivXD|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,34,30,35,35,1
35,x*x*x*x*3*x+1,25,-10,-0.03382510591090941,0.0000031512953063805295,-0.01994993777240247,0.00000865588593617485,120500.79310000002,8450.4622,457444.64800000004,8449.2992,0.8828819486983496,0.000209013518668767,0.9215180717422932,0.00008506843505085189,11432700.38,211260.64,45099409.88,211234.04,(((((7)-(0))+((8)*((4)*(4))))-(((1)*(5))/((8)*((x)*(9)))))-((((7)*(7))*((3)*(3)))+(((9)-(0))-((7)-((x)*((x)*(x))))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DivXD|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,31,30,36,36,1
36,x*x*x*x*3*x+1,25,-10,-0.040995637742086026,0.000003233177866909535,-0.03837948714065152,0.000006298804135970745,7945.97375,8450.4449,8559.476,8449.797199999999,-0.9587120980773218,0.00017947899972648766,0.0006451258068661332,0.00006151626537039711,212978.84000000003,211254.46,218080.84,211240.28,((((8)+(9))*((x)+(7)))+((5)*((1)-((4)*(x))))),((x)*(6)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DivXD|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,35,36,37,37,1
37,x*x*x*x*3*x+1,25,-10,-0.03840206983967111,-0.024998716734497117,-0.03837837202323761,0.0000048334376192160116,8440.195199999998,6219.466875,8565.366000000002,8450.106800000001,-0.9596927804193712,0.00012040996184179118,0.00017331649319236753,1.0000302918142998,211568.86,77391.6,212900.92,211252.76,(((((0)*(1))*((7)*((x)/(1))))*(((4)-(1))-((8)*((4)*(3)))))*((((0)-(3))+((7)*(2)))*(((6)*(2))*((9)+((8)-(3)))))),((x)*(4)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|SkipD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|AddTreeWithMult|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,36,36,38,38,1
38,x*x*x*x*3*x+1,25,-10,-0.04099939588656094,-0.009996565665553755,-0.03839812205897248,0.000004515373569069236,7926.123399999999,7557.8464,8461.047199999999,8450.174,-0.9599236646279644,0,0.00003891336059596329,1.1547005383792515,211454.49,122022.6,211681.4,211278.2,((((x)*(6))-((4)-(5)))-((5)+((9)*(5)))),((x)*(0)),SubXD|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|AddRandomSubTreeR|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,38,38,39,39,1
39,x*x*x*x*3*x+1,25,-10,-0.038402555379589566,0.000002176277533605521,-0.03838229337432826,0.000004528626237826729,8437.6306,8450.6682,8544.6536,8450.1712,-0.9590413398069465,0.00023854803761118413,0.00047385586927792717,0.00009748008533734972,212589.58000000002,211255.78,216341.8,211227.8,((((6)-((1)-(1)))-((8)+((x)-(1))))*(((4)+(5))*((x)-((7)*(x))))),((x)*(8)),SubXD|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteTerminalR,38,39,40,40,1
40,x*x*x*x*3*x+1,25,-10,-0.03353309840929833,0.0000032530568700450853,-0.01892737984968472,0.0000074593592713348155,1009948.3433500001,8450.440700000001,4014466.4720000005,8449.552,0.9868218143861229,0.00023854803761118413,0.9734145078094432,0.0000955307626326282,100361052,211255.11,400810487.48,211227.8,(((((x)-(0))*((x)*((x)*(3))))*(((7)*(x))+((5)-((0)*(4)))))/((((3)*(x))*((7)*(5)))*(((6)+(x))-((0)-((0)-(x)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddRandomSubTreeR|SkipD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|AddRandomSubTreeR|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,40,40,41,41,1
41,x*x*x*x*3*x+1,25,-10,-0.03838097168823107,0.000003171647619113578,-0.03822274926613347,0.000005992099516184581,8551.63468648948,8450.4579,9387.3584,8449.862,-0.9428070477692446,0.00026808255655346347,0.008530347479708503,0.00011365764371390104,234522.52864894795,211244.91,302090.6,211221.56,((((7)-((x)*(9)))*((1)-((4)+(3))))*(((7)-(3))*((3)*((5)*((x)*(x)))))),((x)*(9)),SubXD|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,38,40,42,42,1
