gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
42,x*x*x*x*3*x+1,25,-10,-0.03302175238787495,0.000002612668983362687,-0.01885026323313851,0.000006298804135972121,2285150.8731333334,8450.576000000001,9104880.290933333,8449.797199999999,0.9941946974382503,0.00023854803761118413,0.9488330701693891,0.0000956115224060149,227880455.64000002,211256.63,909850079.96,211227.8,(((((2)*(1))-((9)+((0)*(x))))*(((2)-(9))/((2)*((1)*(5)))))-((((3)*(x))*((7)*(x)))+(((6)+(1))-((x)*((x)*((x)*(x))))))),((x)*(8)),SubXD|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteTerminalR,38,41,43,43,1
43,x*x*x*x*3*x+1,25,-10,-0.030771159750156204,0.000001967074691097824,-0.020923346459930152,0.0000047936796129490425,89241.74276190477,8450.7124,252772.67080000002,8450.1152,0.7855684258809407,0.000209013518668767,0.9017016914230788,0.00008979433642940315,8287385.202857143,211262.47999999998,24632356.6,211234.04,((((x)*((8)*(0)))-((7)+((1)*(9))))*(((6)*(3))+((x)*((x)*(x))))),((x)*(7)),SubXD|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,38,43,44,44,1
44,x*x*x*x*3*x+1,25,-10,-0.03270981925088286,0.0000020101458645548557,-0.01557893212743915,0.0000057024340419441605,1144302.8066633334,8450.7033,4552176.5815733345,8449.923200000001,0.9883354423657935,0.0001499444807842083,0.9741673971868386,0.000059078746001737996,113363675.80033335,211265.24,452820858.33333343,211246.52,(((((x)*((2)*(3)))-((8)*((9)-(7))))*(((9)+((5)/(6)))*((x)*((4)-(x)))))-((((5)/(8))*((6)*((1)*(x))))*(((2)*(5))+((7)+((0)*((6)*(x))))))),((x)*(5)),SubXD|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddTreeWithDiv|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,38,43,45,45,1
45,x*x*x*x*3*x+1,25,-10,-0.03835708112968273,0.0000015164839533874807,-0.03823386337697563,0.0000027508753861048395,8677.823541666667,8450.8076,9328.654166666667,8450.5468,-0.948176135540723,0.00012040996184179118,0.005973283642700253,0.00004187253859522229,226426.94,211265.3,273731.32,211252.76,((((3)-(8))-((2)-((x)*(4))))-(((1)*(7))*((x)*((4)*(x))))),((x)*(4)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,44,45,46,46,1
46,x*x*x*x*3*x+1,25,-10,-0.03839628832506146,0.0000030059892596607554,-0.03834175626259595,0.00000808223470287363,8470.7329,8450.4929,8758.768800000002,8449.4204,-0.9542168231270429,0.00026808255655346347,0.002762921323601058,0.00010449376823635205,220302.54,211240.21,241824.68,211221.56,((((9)*((8)*(8)))-(((1)*(2))-((1)-(5))))/(((1)*(x))*((x)*((x)+((6)+(x)))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|ReplaceBranchXR|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,45,45,47,47,1
47,x*x*x*x*3*x+1,25,-10,-0.03588682118203774,0.0000024735159614220955,-0.017942857352302412,0.000004206775710890327,12636399.653200002,8450.6054,50522381.396000005,8450.2392,0.9989543056258433,0.000209013518668767,0.979471172835218,0.00008657897371781407,1262945016.7300003,211248.34000000003,5051146042.8,211234.04,(((((1)+((4)+(8)))*((x)*((8)+(2))))*(((9)/((3)/(3)))*((x)*((8)*(x)))))*((((6)-(7))*((6)+((2)+(1))))-(((x)+(6))+((5)*((x)*((x)*(x))))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteNonTerminalR,47,47,48,48,1
48,x*x*x*x*3*x+1,25,-10,-0.03613107644968463,0.0000033472454801324558,-0.018795323897150946,0.000008349181316390066,185525.77695000003,8450.4208,719543.7824000001,8449.364,0.9255272974651255,0.00017947899972648766,0.9448461202319756,0.00009127706578677032,17873280.360000003,211256.97999999998,70924712.28,211240.28,(((((3)*((1)-(2)))*((6)+((7)*(x))))*(((x)*((x)+(7)))+((6)*((8)/(8)))))+((((2)+(9))-((x)+((0)*(9))))+(((1)*(0))+((1)*((x)*((1)*(4))))))),((x)*(6)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,48,48,49,49,1
49,x*x*x*x*3*x+1,25,-10,-0.030811858298501082,0.0000016551636657291972,-0.004237184051198474,0.0000033510319569196716,6991743.6131,8450.7783,27744380.6984,8450.42,0.998090459179362,0.000209013518668767,1.0614354986754102,0.00008848616300310718,696718806.06,211262.08,2766086455.4,211234.04,(((((8)*(7))-((6)*((5)*(8))))*(((2)+((5)*(3)))/((9)-((6)*(x)))))*((((3)*(x))+((7)-((2)/(6))))-(((x)+(x))+((x)*((x)*((x)*(x))))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|SubXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,47,47,50,50,1
50,x*x*x*x*3*x+1,25,-10,-0.03585987965442415,0.000004287711652222614,-0.0224430919212502,0.000009837266693870158,39357.718857142856,8450.222099999999,109874.4064,8449.0496,0.43005181246513674,0.00026808255655346347,0.6526584149949881,0.00012912644598901988,3087320.5657142852,211248.2,9267430.12,211221.56,(((((6)+(7))*((x)*((2)*(2))))+(((2)*(3))-((x)*((2)+(8)))))*((((0)-(0))+((6)*(x)))-(((3)-(0))*((x)*((x)*(x)))))),((x)*(9)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,47,50,51,51,1
51,x*x*x*x*3*x+1,25,-10,-0.04084833324024911,0.000002847903853783396,-0.03773880239418927,0.000007179159989059505,8724.0295,8450.5263,11943.544,8449.6112,-0.932974400577059,0.00023854803761118413,0.013515114548943412,0.0001002656384102504,246946.87,211259.24,354026.2,211227.8,((((x)+(x))*((x)*((9)+(8))))-((9)*((7)+((9)*(x))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,51,51,52,52,1
52,x*x*x*x*3*x+1,25,-10,-0.042572572352471756,0.0000040018326547680315,-0.03429983784413158,0.000008951231125599023,12821.563600000001,8450.2825,30108,8449.2368,-0.5847132131947357,0.00023854803761118413,0.7254154889061684,0.00009683039901535241,602987.54,211245.58,2193526.12,211227.8,(((((5)+(9))+((7)*(4)))*(((1)+(6))*((8)-(8))))-(((3)+((5)+(x)))*((x)*((x)-((2)*(x)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,51,52,53,53,1
53,x*x*x*x*3*x+1,25,-10,-0.03347049053877196,0.0000026405942496701674,-0.018863566183417266,0.000006883814799636712,958502.2200763635,8450.5701,3807696.272,8449.6736,0.9861036279117913,0.00017947899972648766,0.9699628820997295,0.00006601613056249562,95207248.03999999,211257.62,380095967.96,211240.28,(((((x)*(3))+((9)+((2)*(x))))*(((8)*(9))-((1)/((6)*(x)))))-((((7)-(x))+((x)*(6)))*(((4)-(3))*((5)-((x)*((x)*(x))))))),((x)*(6)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteTerminalR,53,52,54,54,1
54,x*x*x*x*3*x+1,25,-10,-0.03839283708399636,0.0000022420675677879133,-0.0383310909691582,0.000005708113757125156,8488.9622,8450.6543,8815.1024,8449.921999999999,-0.9562234740735202,0.00023854803761118413,0.0023346685678873724,0.00010562193295143792,215087.58000000002,211261.22999999998,231225.64,211227.8,((((x)-((3)+(2)))+((8)*((6)*(x))))*(((x)*(4))*((6)-((9)+(0))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,52,52,55,55,1
55,x*x*x*x*3*x+1,25,-10,-0.04102221355539758,0.000002089661877091894,-0.038392166536822064,0.000005990206277790457,7805.601499999999,8450.6865,8492.503999999999,8449.862400000002,-0.9595656532477084,0.000209013518668767,0.00020322316450043705,0.00009137386143193549,212086.66,211262.95,213572.4,211234.04,((((2)-(8))+((3)+(x)))*((5)*((8)*((0)-(9))))),((x)*(7)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,54,54,56,56,1
56,x*x*x*x*3*x+1,25,-10,-0.04578038459244731,0.0000014719928511338224,-0.036714004416925176,0.000002754661862891711,9082.931199999999,8450.817000000001,17356.480799999998,8450.546,-0.8102196099739585,0.0001499444807842083,0.07489248719347517,0.00006114043798004389,409043.36,211265.81,1002411.48,211246.52,(((((9)*(5))*((6)*(2)))/(((4)*(x))-((9)-((0)*(6)))))+((((0)-(x))-((0)+(x)))*(((x)*(0))-((8)*((9)*(2)))))),((x)*(5)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,56,56,57,57,1
57,x*x*x*x*3*x+1,25,-10,-0.03749418133194577,0.000002334836249081067,-0.02436645862413516,0.00000511363690149132,30673.152033333332,8450.6347,99506.2344,8450.0476,0.4281382260537273,0.00023854803761118413,0.9963912860009342,0.00009728413361668567,2413539.19,211258.06999999998,9236419.08,211227.8,(((((2)+(7))*((2)*(2)))*(((x)*(x))+((6)*((6)-(2)))))-((((7)*(6))/((8)+(4)))+(((x)-(7))*((x)*((x)*(x)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddXD|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|FellTreeD|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteNonTerminalR,57,57,58,58,1
58,x*x*x*x*3*x+1,25,-10,-0.03787650462754794,0.000003223238365343481,-0.036279614195880126,0.000007156441128335522,11216.207000000002,8450.447,19650.9104,8449.616,-0.7827669716989258,0.00023854803761118413,0.08861671609780655,0.0000863205119671542,445310.82,211249.83,1147415.08,211227.8,(((((x)*(9))*((3)*(8)))*(((3)*(3))-((x)*(2))))-(((6)+((5)-(7)))-((6)*((x)*((2)+(1)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddRandomSubTreeR,DeleteTerminalR,57,58,59,59,1
59,x*x*x*x*3*x+1,25,-10,-0.024664751628728082,0.000001564761532427321,0.009473567232618321,0.0000024877152493738952,245960.58086666669,8450.797400000001,751043.3011999999,8450.6024,0.8981956815200796,0.0001499444807842083,1.0294680825479494,0.00005130268507209753,18325581.71666667,211262.2,51883408.08,211246.52,(((((0)+(5))*((1)+((x)+(8))))*(((x)*(x))*((3)/((4)*(3)))))*((((8)-(x))*((2)+(5)))-(((2)-(x))*((x)*((x)*(x)))))),((x)*(5)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteNonTerminalR,57,58,60,60,1
60,x*x*x*x*3*x+1,25,-10,-0.038161074966560675,0.0000030003095444804475,-0.03749503007882498,0.000006005352184943453,9713.119275,8450.4941,13231.138399999998,8449.859199999999,-0.8821960656612939,0.00023854803761118413,0.03872607848480601,0.00011297673074446656,315429.9075,211251.47,622235.08,211227.8,(((((0)-(x))-((9)+(7)))-(((6)-(5))*((3)*(9))))-(((3)/((2)/(1)))*(((x)*(x))*((5)+((6)*(9)))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DivXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteNonTerminalR,60,59,61,61,1
61,x*x*x*x*3*x+1,25,-10,-0.04930929610698181,0.000002398733044869679,-0.03013875412323893,0.000008053836126967272,145540.79230666664,8450.6212,566837.2086666666,8449.426399999998,0.9061171459870605,0.00023854803761118413,0.9313580143712885,0.00010559772272843333,14237313.219999999,211261.22999999998,56261125.16,211227.8,(((((8)/(4))*((x)*((x)-(8))))-(((3)+((5)*(8)))+((9)*((0)*(5)))))-((((x)*(8))*((8)/((5)-(1))))-(((3)-(9))*((4)+((x)*((x)*(x))))))),((x)*(8)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithAdd|AddRandomSubTreeR|MutateTerminalR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|SkipD|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DivXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,MultXD,DeleteNonTerminalR,61,59,62,62,1
62,x*x*x*x*3*x+1,25,-10,-0.03614845847347929,0.0000014199287953067664,-0.018980818003020726,0.0000030140355228357837,452484.36856250005,8450.828000000001,1786765.6216000002,8450.491199999999,0.9703230081447999,0.0001499444807842083,0.965160809096514,0.00006039499716326073,44653834.72625,211265.64,177981482.28,211246.52,(((((4)+(6))*((x)*(3)))*(((3)/(1))*((9)+((9)*(5)))))-((((2)-(7))+((8)-(x)))*(((7)*(8))*((x)*((x)*(x)))))),((x)*(5)),AddTreeWithAdd|SubXD|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithDiv|AddTreeWithSub|MultXD|MultXD|AddToLeafR|AddTreeWithDiv|MultXD|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,DivXD|DeleteNonTerminalR|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|MutateNonTerminalR|DeleteTerminalR|DeleteTerminalR|AddTreeWithSub|AddTreeWithSub|DivXD|DeleteTerminalR|FellTreeD|SkipD|MutateTerminalR|ReplaceBranchXR,AddTreeWithDiv,DeleteTerminalR,62,62,63,63,1
