gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
84,x*x*x*x*3*x+1,25,-10,-0.02407242777657535,0.0000002972453165411079,-0.0031878518471285975,0.000001283615630957361,200346.3794,8451.065200000001,534179.8727999999,8450.8568,0.7595060119975159,0.00006474875306596761,0.9922315524528321,0.000030494658272128806,11045626.11,211272.76,21962939.88,211264.52,(((((3)+(0))*((x)*(x)))*(((6)*(6))*((3)+((5)+(x)))))+(((x)*((7)-(1)))*(((9)*(1))-((5)+((x)*(x)))))),(((4)+((5)+(x)))+((2)+((5)+(x)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|FellTreeD|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,FellTreeD,84,83,85,85,0
85,x*x*x*x*3*x+1,25,-10,-0.025303728650141598,0.0000012509593441270936,-0.0025267905209785725,0.000004575957197667441,223853.9676,8450.8637,737867.0632000001,8450.1612,0.8946541966222497,0.00024006262832607038,0.9589138992610817,0.00011278928337816014,16012336.74,211262.95,50139206.6,211227.48,(((((x)+(3))*((9)-(5)))*(((3)*(0))-((x)*((9)+(2)))))*(((2)*((x)*(6)))+(((0)*(x))+((4)-((6)*(x)))))),(((2)+(x))*((4)+(4))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,84,83,86,86,0
86,x*x*x*x*3*x+1,25,-10,-0.026034420171541707,0.0000001031917822447662,0.006687858418198871,0.0000008500640387910376,194167.55860000002,8451.1062,728211.1448,8450.9484,0.9011856790600624,0.00003464626260545094,0.9306992214398705,0.000015543783148378094,13520949.84,211275.8,53453335,211270.88,(((((x)*(7))*((x)*(x)))*(((x)*(0))*((x)+((1)-(5)))))-(((2)*((8)-(6)))*(((9)+(x))-((8)+((x)*(x)))))),(((3)+(7))+((x)+(5))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,84,86,87,87,0
87,x*x*x*x*3*x+1,25,-10,-0.028681169020054086,0.0000014707607006231991,0.00048670569035913936,0.0000056569963204934395,6287423.9989,8450.8173,25124402.729599997,8449.9328,0.9977333490208888,0.00027641280548595774,0.9790295979910781,0.0001400642450466338,582729767.26,211251.56,2330290392.6,211219.8,(((((x)*(x))*((x)*(0)))*(((0)-(4))*((2)*((6)*(4)))))+((((4)*(5))*((x)-(0)))*(((7)+(x))+((7)*((2)*(x)))))),(((6)*((3)+(x)))*((9)+((5)+(5)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithAdd|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,87,86,88,88,0
88,x*x*x*x*3*x+1,25,-10,-0.033547276804695575,-0.000001395616773136185,-0.018790946499881805,0.000001736099607060796,6814853.871599999,8451.4231,27235108.778399996,8450.7612,0.9980601459159876,0.00009428327200824697,0.9790388937244904,0.00004769165172029676,680873892.52,211273.09,2722862015,211258.28,(((((x)*(8))*((x)*((x)+(9))))*(((2)*(4))*((3)*((8)*(0)))))-((((3)*(2))+((0)+(0)))*(((7)+(1))*((4)+((x)*(x)))))),(((x)+((x)+(8)))+((x)+((6)*(1)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|AddTreeWithAdd|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,84,88,89,89,0
89,x*x*x*x*3*x+1,25,-10,-0.03808685151615264,0.0000004666871897279769,-0.03715821198779619,0.0000023097508403620184,10105.1642,8451.0294,15010.196399999999,8450.64,-0.8657442178132907,0.00006228754315401917,0.04691988679076194,0.000028826743550795162,337421.2,211272.85,709133,211265.04,(((((0)+(9))*((7)+(2)))*(((9)-(9))*((0)-((x)*(x)))))*((((3)-(0))*((3)*(x)))+(((0)*(x))+((x)*((7)+(3)))))),(((0)-((6)+(2)))*((x)+((4)+(1)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|DeleteTerminalR|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithAdd|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|AddXD|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,88,89,90,90,0
90,x*x*x*x*3*x+1,25,-10,-0.028779263486573007,-0.00000035228833982530035,0.0002227543633206086,0.000002099601378658292,3551626.5941000003,8451.2025,14181891.453599999,8450.6844,0.9960876108084155,0.00006266619083284405,0.9780450663061503,0.00002733659672459221,337673119.45000005,211273.48,1350058683.16,211264.96,(((((x)+(3))-((7)*(x)))*(((7)+(7))*((6)*((x)+(9)))))*((((1)-(5))+((1)*(9)))*(((x)*(4))*((x)+((x)*(x)))))),(((x)+((8)-(6)))-((3)+(x))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,89,90,91,91,0
91,x*x*x*x*3*x+1,25,-10,-0.025803310211959394,0.0000007771762547390649,-0.0002723329453658585,0.000002752768624497587,81821.2786,8450.9638,237179.7576,8450.5464,0.19504174775829106,0.00012306049559301433,0.5843371600407937,0.00006001036772922773,2867675.7199999997,211269.91999999998,6561775.08,211252.2,(((((x)*(1))*((7)*(6)))*(((2)*(4))*((2)*((5)+(8)))))-(((2)*((0)*(6)))*(((5)*(6))+((x)+((x)*(x)))))),(((0)+((2)+(x)))*((6)-((2)-(0)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,91,90,92,92,0
92,x*x*x*x*3*x+1,25,-10,-0.03356231543736281,0.0000017668865793614955,-0.018949930422319516,0.000007639216918736685,796334.7874999999,8450.7547,3160510.429599999,8449.514000000001,0.9832535766809316,0.0006268512321668886,0.9715758521130116,0.00031153318307720624,79010849.08,211244.49,315407947.08,211145.76,(((((4)*(2))-((2)+(0)))*(((5)*(x))*((x)*((5)*(5)))))*(((4)*((4)+(4)))+(((5)*(8))*((9)+((x)*(x)))))),(((7)+((x)*(9)))+((4)+(8))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,92,92,93,93,0
93,x*x*x*x*3*x+1,25,-10,-0.033691235371776124,0.0000011146444151669588,-0.019563481194466662,0.0000030727259130412426,166270.0899,8450.8925,639734.6888,8450.4788,0.9165596580713171,0.00024725693422236554,0.9382798038172555,0.00010748893284668115,15984002.219999999,211258.96,63302173.48,211225.96,(((((x)*(7))-((6)*(8)))*(((4)*(4))+((0)*((9)*(3)))))*((((3)*(x))*((x)-(0)))*(((3)+(7))+((6)*((0)*(x)))))),(((0)+((4)+(x)))*((8)+(0))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|SubXD|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,93,93,94,94,0
94,x*x*x*x*3*x+1,25,-10,-0.02379979482499258,0.000007156043475617873,0.007860754088717841,0.000027851430010291235,389157.4712,8449.6161,1463759.2912000003,8445.2436,0.9543075447178214,0.0020000170391455325,0.9396094603961618,0.0010315899116162136,30720407.88,211181.56,115597968.36,210855.64,(((((x)*(x))*((x)-(2)))*(((1)*(1))-((0)*((5)*(6)))))*(((2)*((4)*(5)))+(((6)*(0))+((8)+((x)*(x)))))),(((0)+((6)+(x)))*((5)*((7)+(7)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,94,94,95,95,0
95,x*x*x*x*3*x+1,25,-10,-0.03420801779092482,-0.0000013750761587895104,-0.021553580831994455,0.0000010696796924640084,54846.80239999999,8451.4188,194448.40799999997,8450.902,0.7187435098660004,0.00004221921618043322,0.8393768288463377,0.00001690468593222412,4853381.22,211274.47999999998,18779851.08,211269.28,(((((x)*(7))+((x)*(6)))-(((5)*(2))*((6)*(9))))*(((5)*((8)-(5)))-(((2)+(5))*((x)+((x)*(x)))))),(((6)+((7)*(4)))+((3)+(x))),DeleteTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddXD|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,95,92,96,96,0
96,x*x*x*x*3*x+1,25,-10,-0.03346983729867943,0.0000014880866594057006,-0.018713118660758227,0.00000515907462294204,561983.2289999999,8450.8136,2222401.1632,8450.037999999999,0.9761466374517538,0.00024725693422236554,0.967368332948043,0.00011055431551103097,55522660.64,211258.68,221434399,211225.96,(((((x)*(8))*((6)-((8)*(7))))*(((8)*(5))*((7)*((7)-(0)))))+((((0)*(0))-((4)*(9)))+(((9)+(5))*((4)*((x)+(x)))))),(((8)+(8))*((3)+(x))),DeleteTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddXD|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub,AddToLeafR,DeleteMaliciousR,95,96,97,97,0
97,x*x*x*x*3*x+1,25,-10,-0.0298303253829405,0.000003375174706991002,-0.004541571677948394,0.000024347045743481928,108689.46839999998,8450.4149,407184.6416,8445.984,0.7692065421982255,0.001183652643765501,0.8646052653109291,0.0005984490244209081,5879960.1,211217.68,22886069,211028.12,(((((7)-(9))*((9)-(0)))*(((3)*(9))*((9)*(3))))+(((0)*((5)*(9)))*(((3)*(2))*((3)+((x)*(x)))))),(((0)+((x)*(6)))+((2)*((5)+(0)))),MutateTerminalR|AddRandomSubTreeR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteNonTerminalR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub,AddToLeafR,DeleteMaliciousR,97,96,98,98,0
98,x*x*x*x*3*x+1,25,-10,-0.024446367810743375,0.000002137982113304385,0.016156068660338807,0.00000915380763372763,1287180.497,8450.676300000001,5116721.4744,8449.194000000001,0.9821774213458248,0.00042124554260685674,0.9692299944890179,0.00020772902777708806,74264087.3,211255.03,296363119.08,211189.2,(((((x)*(9))*((7)*((8)+(8))))-(((4)*(8))-((3)+((9)*(7)))))+((((7)-(7))+((8)*(2)))*(((6)*(1))*((8)+((x)*(x)))))),(((9)+((9)-(3)))+((0)+((8)*(x)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub,AddToLeafR,DeleteMaliciousR,98,96,99,99,0
99,x*x*x*x*3*x+1,25,-10,-0.018966788682039243,0.000004386633358294951,0.039118528110867586,0.00001684982170427427,2494484.6802000003,8450.2012,9951453.3232,8447.568000000001,0.9821774213458248,0.00042124554260685674,0.9692299944890179,0.00020772902777708806,74264087.3,211255.03,296363119.08,211189.2,(((((x)*(9))*((7)*((8)+(8))))-(((4)*(8))-((3)+((9)*(7)))))+((((7)-(7))+((8)*(2)))*(((6)*(1))*((8)+((x)*(x)))))),(((9)+((9)-(3)))+((0)+((8)*(x)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|AddToLeafR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub,AddToLeafR,DeleteMaliciousR,98,96,99,99,0
