A,P,AFinal,PFinal,AGen,PGen,count,run
MutateTerminalR,SubXD,MutateTerminalR,MutateNonTerminalR,0,0,0,0
AddTreeWithMult,AddTreeWithMult,ReplaceBranchXR,DeleteMaliciousR,0,0,1,0
MultXD,AddTreeWithAdd,MultXD,ReplaceBranchR,0,0,2,0
MutateTerminalR,DeleteTerminalR,MutateTerminalR,DeleteTerminalR,0,0,3,0
DeleteTerminalR,AddXD,AddToLeafR,AddTreeWithAdd,0,0,4,0
AddToLeafR,DivXD,MutateNonTerminalR,DivXD,0,0,5,0
AddRandomSubTreeR,ReplaceBranchXR,AddTreeWithMult,DeleteTerminalR,0,0,6,0
AddToLeafR,ReplaceBranchR,AddToLeafR,DeleteMaliciousR,0,0,7,0
AddTreeWithMult,ReplaceBranchXR,AddTreeWithMult,ReplaceBranchR,0,0,8,0
AddToLeafR,DeleteMaliciousR,AddToLeafR,MutateNonTerminalR,0,0,9,0
SkipD,AddXD,SkipD,DeleteMaliciousR,0,0,10,0
MultXD,AddTreeWithSub,DeleteMaliciousR,AddTreeWithSub,0,0,11,0
DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,FellTreeD,0,0,12,0
AddTreeWithAdd,SkipD,AddXD,SkipD,0,0,13,0
MultXD,AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,14,0
ReplaceBranchXR,MutateTerminalR,AddTreeWithMult,MutateTerminalR,0,0,15,0
SubXD,MultXD,MultXD,ReplaceBranchXR,0,0,16,0
AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,AddRandomSubTreeR,0,0,17,0
SkipD,MutateTerminalR,SkipD,MutateTerminalR,0,0,18,0
MultXD,AddTreeWithAdd,AddToLeafR,AddTreeWithSub,0,0,19,0
