gen,avgA,avgP,topA,topP,topADomStrat,topPDomStrat,topAStrategies,topPStrategies,topABirthGen,topPBirthGen,topADelta,topPDelta,topAEquation,topPEquation,spec,run
12,0.8912495950764702,0.33603837269562886,0.9983424669432172,0.5105843333480624,MultXD,DivXD,MultXD|SubXD|AddXD|SubXD|AddXD|AddToLeafR|AddTreeWithAdd|AddXD|AddTreeWithAdd|MultXD|MultXD|SkipD|MultXD|MultXD|SkipD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddXD|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|MultXD|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,11,10,1758142698,1758142698,((((((((((((((((4)+(5))*(6))*(x))*(((9)+(9))*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))-(x))+(x))+(x))*(x))*(x))*(x))*(x)),(((((x)-(6))/(x))/((8)/((0)/((5)*(9)))))*(x)),5*x*x*x+2*x+7,3
13,0.9414867857928532,0.35757692013159526,0.999736613756391,0.5271543670573011,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SubXD|AddXD|AddToLeafR|AddTreeWithAdd|AddXD|AddTreeWithAdd|MultXD|MultXD|MultXD|MultXD|MultXD|SkipD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,12,12,8305892918,8305892918,(((((((((((((((5)*((6)*(9)))*((x)*((9)+(8))))+((2)*((x)+((4)+(4)))))*(x))-(x))+(x))-(x))+(x))+(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((((1)/(0))/(7))*(x))*((x)*((6)-(1))))+(((x)*(x))+(((3)+(x))*((((2)-((7)/(7)))/(6))+(4)))))+((x)-(3)))/((2)*(5)))/(x))/(x))/(x))/(x))*((3)/(9))),5*x*x*x+2*x+7,3
14,0.9760157453993711,0.3734063339843139,0.9999917507516056,0.549281565491606,MultXD,AddTreeWithDiv,MultXD|MutateTerminalR|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,13,13,2010418996678.9,2010418996678.9,(((((((((((((((8)*(x))*((x)*((x)+(8))))+((2)*((x)+(7))))*(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((5)*((4)/(3)))*((x)-((0)*(x))))+(((2)*(x))+((1)+((3)*(x)))))-(((((9)+((2)/(x)))+(6))+((x)-(x)))+(((x)+(x))*((x)*((x)*((x)*(x)))))))/(((4)-(5))/(9)))/(((4)*(0))/(1)))/(x))/(x))+(x))/(x))*(x)),5*x*x*x+2*x+7,3
15,0.9830288931425057,0.3814872016115679,0.9999988867869662,0.5357655152804859,MultXD,DivXD,MultXD|MutateTerminalR|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddXD|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,13,13,2146087719966.8,2146087719966.8,((((((((((((((((x)+(6))*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((((2)*(0))*(x))*((5)+((x)+(7))))+((((((2)/(x))/(2))*(x))*(7))*((x)+((7)*(x)))))-(((((8)/(7))+((6)/(0)))-((4)+(5)))+(((x)+(x))*((x)*((x)*((x)*(x)))))))/(x))/(x))/(x))/(x))+(x))/((3)+(8)))*(x)),5*x*x*x+2*x+7,3
16,0.9811714083870249,0.3595341808959912,0.9999995035924844,0.5928902036425573,MultXD,AddTreeWithDiv,MultXD|MutateTerminalR|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,13,14,2056023345963,2056023345963,((((((((((((((((9)+(6))*(x))*((x)*(x)))+((2)*((8)+(7))))*(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((1)*(6))*(((3)/(1))+(5)))+(((7)/(3))*((x)*(x))))+(((x)*(x))+((7)*((x)+((3)/(8))))))-(((x)+(9))+(((x)*(x))*(((0)/(0))*((x)*(x))))))/(x))/(x))/((3)/(9)))/((7)/(7)))/(x))*(x)),5*x*x*x+2*x+7,3
17,0.9949497776127239,0.31536467432574433,0.999999554606096,0.5639857938995734,MultXD,AddTreeWithDiv,MultXD|MutateTerminalR|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|AddTreeWithAdd|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|MutateNonTerminalR|AddToLeafR|DivXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,16,13,2464677601817.9,2464677601817.9,((((((((((((((((9)+(9))*(x))*((x)*(x)))+((2)*((3)+(7))))*(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x)),((((((((((5)*((2)/((2)*(1))))*((((1)/(5))*(1))*((x)+(2))))*(((x)+(0))*(((1)/(9))+(((6)/(0))+(x)))))+((((7)+(x))*((x)*(x)))+(((x)*(x))*((x)*(((9)/(0))*(x))))))/(x))/(x))/((3)-((5)/(4))))/(x))/(x)),5*x*x*x+2*x+7,3
18,0.9970902982177562,0.2874382070845151,0.999999911373228,0.6353336393679562,MultXD,DivXD,MultXD|MutateTerminalR|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|DivXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,17,17,12854626478669,12854626478669,((((((((((((((((x)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*((8)-(8)))*((x)*((x)+(6))))*(((x)+(7))*(((2)/((2)/(0)))-((x)+((0)*(5))))))*((((8)+(7))*((x)*(x)))+((((9)/(3))*((9)-(2)))*((x)*((x)*((x)*(x)))))))/(x))/((7)/(5)))/(x))/(x))/((x)/(9)))/(x)),5*x*x*x+2*x+7,3
19,0.9988035564031186,0.2359858163773926,0.9999999907950741,0.5476982638701801,MultXD,DivXD,MultXD|SubXD|AddXD|AddTreeWithMult|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddXD|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,18,17,6650785129704.5,6650785129704.5,(((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((((x)/(7))/(5))*(x))*(((8)-(4))*(x)))+(((2)*((1)/(4)))+((x)-(x))))*((((x)*(x))*((5)*(8)))+(((((4)*(9))+(3))*(x))*((x)*((x)*(x))))))/((0)/(7)))/(x))/(x))/(x))+(x))/(x))*(x)),5*x*x*x+2*x+7,3
20,0.9996634708165079,0.16371295740675507,0.9999999907950741,0.45094641502993565,MultXD,DivXD,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|DivXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,19,17,6650785129704.5,6650785129704.5,(((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((6)*(7))*((x)*(((x)*(6))*(x))))+(((2)*((x)+(7)))*((x)-(((8)-(((6)/(3))/(5)))+(x)))))*((((x)*(x))*((x)+(x)))*(((x)*((8)/(8)))*((x)*((x)*(((4)*(8))*(x)))))))/(x))/(x))/((0)/(2)))/(x))/(x))*((x)*(x))),5*x*x*x+2*x+7,3
21,0.9998002759560352,0.18300837598664674,0.9999999907950741,0.5032555654158499,MultXD,DivXD,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithMult,20,18,6650785129704.5,6650785129704.5,(((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((2)/(5))*(x))*((x)*((x)-(1))))*((((8)/(4))+(5))*((((5)/(0))+(0))+((x)*(x)))))*(((((9)/(6))*((5)-(8)))+((x)*(x)))*(((x)*(x))*((x)*((x)*((0)/(8)))))))/(x))/(x))/(x))/((6)*(4)))/(x))*(x)),5*x*x*x+2*x+7,3
22,0.9998118582731533,0.2132232719759159,0.9999999919573801,0.495696173643384,MultXD,AddTreeWithDiv,MultXD|MutateTerminalR|MultXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|DivXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,21,21,125105283199176.1,125105283199176.1,((((((((((((((((x)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))*(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*((8)/(0)))*((x)*((x)+(2))))*((((4)/(1))+(7))*((x)-((x)+(x)))))*((x)*(7)))/(x))/(x))/((8)-(2)))/((0)/((2)/(7))))/(x))*(x)),5*x*x*x+2*x+7,3
23,0.9999513624574738,0.222367682756553,0.9999999930996666,0.4931915084925922,MultXD,DivXD,MultXD|MutateTerminalR|MultXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|DivXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,21,20,115706820219314.1,115706820219314.1,((((((((((((((((9)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))*(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*(x))*((((5)/(0))*(4))*((x)+((4)/(0)))))*((((x)-(5))+(7))*((x)-((x)+(x)))))*(((x)+(9))+(((x)*((x)/(0)))*((x)*(((2)/(7))*((x)*(x)))))))/(x))/((0)/(1)))/(x))/(x))/(x))/(x)),5*x*x*x+2*x+7,3
24,0.9999415534751216,0.20038123984889167,0.9999999907950741,0.533935307425763,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,21,22,6650785129704.5,6650785129704.5,(((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((5)*(8))*(x))*((x)*((x)+((x)/(4)))))*(((x)+(7))*((x)-((x)+((5)/(8))))))*((((x)*((4)/(0)))*((x)+(x)))*(((x)*(x))*(((3)/(6))*((x)*((x)*(((x)/(2))-(x))))))))/((5)/(x)))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
25,0.9999552441264516,0.2128932180476782,0.9999999907950741,0.47278641459535015,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|SkipD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,22,23,6650785129704.5,6650785129704.5,(((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((1)+((0)+((1)/(2))))*((x)*((x)*(x))))+(((2)*(x))+((7)*((x)-(x)))))+((((x)*((7)*(1)))*((x)*((3)/(8))))+((x)-(9))))/(x))/((0)/(4)))/(x))/(x))/(x))*((6)/(0))),5*x*x*x+2*x+7,3
26,0.9993905454873644,0.2137638405943756,0.9999999990507294,0.4882548440615203,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,23,24,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*(x))*((x)*((x)+(2))))*(((x)+(7))*((x)+(9))))*((((x)*((1)/(0)))*((x)+(x)))*(((x)*(x))*((((x)*(8))/((2)/(1)))*((x)*((x)*(x)))))))/(((9)/(5))-(3)))/((0)/(7)))/(x))/(x))/(x))*((8)/(0))),5*x*x*x+2*x+7,3
27,0.9999999919508666,0.19394399241483157,0.9999999990507294,0.41967346112463355,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithMult|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,23,25,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*((2)/(9)))*(((5)-(x))+(9)))*(((x)+((7)*(x)))-(((4)/((1)/(6)))+((x)*(x)))))*((((((9)/(0))/(5))*(x))+((x)*(x)))*(((x)*(x))*((x)*(((1)+(2))*((x)*((8)/(9))))))))/(x))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
28,0.9999999905517091,0.2068769236901985,0.9999999990507294,0.40279343852028965,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,26,27,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*((7)*(6)))*(((6)/(6))*((x)+(2))))*(((x)+(7))*(((x)/(2))-(9))))*((((x)*((6)/(3)))*((x)+(x)))*((((3)/(2))*(x))*((x)*((x)*((x)*(((3)+(4))/(8))))))))/(x))/((0)/(x)))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
29,0.999999995232804,0.18350672402597573,0.9999999990507294,0.4044881339539914,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,28,26,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((4)/(1))*(x))*((x)*((x)+((4)/(1)))))*((((0)/(1))+((7)*(x)))-((x)+((x)*(x)))))*(((x)+(6))*((((x)/(1))*(((3)/(0))*(3)))*((x)*((x)*(((9)/(x))*((7)+(6))))))))/(x))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
30,0.9988048312767505,0.18629591394825915,0.9999999990507294,0.3909893068151861,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,27,29,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((x)+((x)/(2)))*(((((9)/(3))*((6)/(0)))+((x)*((1)/(1))))*((((3)+(6))*(x))*((x)*((x)*((x)*(x)))))))/(x))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
31,0.9999999987496335,0.1786782079830581,0.9999999990507294,0.36086729983317795,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithMult|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,28,25,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*(x))*(((x)/(0))*((x)+(2))))*(((x)+((7)*((5)*(4))))-((x)+((x)*(x)))))*((((x)*((3)/(((4)/(((9)/(3))/(5)))/(0))))+((x)*(x)))*(((x)*(x))*((x)*((x)+(x))))))/(x))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
32,0.9999694972927378,0.1864799617202632,0.9999999990507294,0.40825098569441903,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,29,29,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),((((((((((((((8)/(x))/(3))/(9))*((2)/(9)))*((x)*((x)+((1)/(0)))))*(((x)+((7)*(x)))-((x)+((x)+(8)))))*((((x)*(x))+((x)*(x)))*(((x)*(x))*((((3)+(8))/(8))*((x)*(((3)*(8))*(x)))))))/(x))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
33,0.9999999990507292,0.16969484306160346,0.9999999990507294,0.4914586763143153,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,30,32,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*(x))*((x)*(((3)/(1))+(2))))*((((5)+(4))+((7)*((6)*(5))))-(((2)/(0))+(((8)/(4))*(x)))))*((x)*((6)/(1))))/(x))/((9)/(7)))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
34,0.9999999990507292,0.1757507339588227,0.9999999990507294,0.4014036605236525,MultXD,AddTreeWithDiv,MultXD|SubXD|AddXD|SkipD|MultXD|MultXD|MultXD|AddXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD|MultXD,DivXD|DivXD|AddToLeafR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithDiv|ReplaceBranchXR|DivXD|MultXD|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithDiv|AddTreeWithDiv,30,33,64491714003026.9,64491714003026.9,((((((((((((((((((5)*(x))*((x)*(x)))+((2)*((x)+(7))))*(x))-(x))+(x))*(x))*(x))*(x))+(x))*(x))*(x))*(x))*(x))*(x))*(x))*(x)),(((((((((((5)*(x))*((x)*(((1)/(0))+(2))))*(((((7)/(9))+((1)+((4)/(7))))+((7)*(x)))-((x)+((x)*(x)))))*(((((6)/(2))*(x))+((x)*(x)))*(((x)-(9))*((x)*(((8)/(3))*(((2)/(1))*(x)))))))/(x))/(x))/(x))/(x))/(x))*(x)),5*x*x*x+2*x+7,3
