generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,0.984013730421385,0.015986269578615278,0.999999999889717,0.10108750791437529,0.999999999889717,0.10108750791437529,StrategyMutateNonTerminal,StrategyAddRandomSubTree,1,1,((((x)-(5))0(((1)-(8))0(0)))*((x)*((x)*(2)))),(((0)-(0))-((0)+(3))),10000*x*x*x,0
2,0.9822016613471548,0.017798338652845174,0.9999999989635702,0.09633540882565718,0.9999999989635702,0.09633540882565718,StrategyReplaceBranchX,StrategyAddRandomSubTreeX,2,2,(((1)0(((3)-(8))0(0)))*(((x)+(1))*((x)*(x)))),(((((4)+(8))*((x)-(0)))*((9)*(1)))+((7)*((x)*(((x)-(3))-(7))))),10000*x*x*x,0
3,0.9933970203973888,0.006602979602611317,0.9999999889312943,0.052545498335628604,0.9999999889312943,0.052545498335628604,StrategyAddTreeWithAdd,StrategyAddRandomSubTree,3,3,((x)*(2)),((((0)-(1))*(5))-(((x)-(8))+((x)-(5)))),10000*x*x*x,0
4,0.9910734505166396,0.008926549483360106,0.9999999999495414,0.04695626128609098,0.9999999999495414,0.04695626128609098,StrategyAddTreeWithMult,StrategyReplaceBranchX,4,4,(((((2)*((x)-(1)))+(4))0((0)0((x)-(x))))*((x)*((x)*(x)))),((x)*(7)),10000*x*x*x,0
5,0.9886665173537345,0.0113334826462659,0.9999999999692293,0.05349259640298817,0.9999999999692293,0.05349259640298817,StrategyAddTreeWithSub,StrategyAddToLeaf,5,5,(((1)0(((x)-(6))0(0)))*((x)*((((0)-(0))-((1)*(1)))*(x)))),((((x)+((x)+(4)))-((6)0(((x)+(8))0(6))))*((x)*(7))),10000*x*x*x,0
6,0.990995321491363,0.009004678508637084,0.9999999998520884,0.04783115947650597,0.9999999998520884,0.04783115947650597,StrategyAddSubX,StrategyAddRandomSubTreeX,6,6,(((1)0((0)0((4)-((1)*(4)))))*(((1)-((x)-(8)))*((x)*(x)))),(((x)-(8))-((x)-(4))),10000*x*x*x,0
7,0.9910631719655428,0.008936828034457112,0.9999999999966164,0.03299803655220629,0.9999999999966164,0.03299803655220629,StrategyAddSubX,StrategyAddRandomSubTreeX,7,7,((((x)-(2))0(((x)-(1))0((5)-(x))))*((x)*(((0)*(7))*(x)))),((((x)-(4))-((0)+((3)-(x))))*((x)*((x)*((x)+(((x)-(6))*((x)-(0))))))),10000*x*x*x,0
8,0.9984215758137083,0.0015784241862916652,0.9999999999665532,0.011177975047496631,0.9999999999665532,0.011177975047496631,StrategyMutateTerminal,StrategyAddRandomSubTree,8,8,(((6)0(((0)-(3))0((((x)-(1))+(3))+(7))))*((x)*((x)*(x)))),((((1)0((x)-(6)))0((0)-((x)*(x))))*(((x)*(x))*((x)*(((9)-(9))+(1))))),10000*x*x*x,0
9,0.9983909748715977,0.0016090251284023864,0.9999999999599437,0.01744329994098398,0.9999999999599437,0.01744329994098398,StrategyMutateTerminal,StrategyAddTreeWithMult,9,9,((((((5)-(7))-(4))+(4))0((0)0((x)+(7))))*((x)*((x)*(x)))),((((1)0(0))0((x)+((5)*(6))))*(((5)*(x))*((x)*(((x)*((4)-(x)))-((0)*(1)))))),10000*x*x*x,0
10,0.9991790144060384,0.0008209855939616188,0.9999999999463423,0.013319799163662997,0.9999999999463423,0.013319799163662997,StrategySkip,StrategyReplaceBranch,10,10,((((2)-(7))0((((4)+(2))+((4)-(0)))0(0)))*((x)*((x)*(x)))),(((((x)*(9))-(x))-(((x)-(0))*((2)0(0))))0(((x)+(2))+((4)*(3)))),10000*x*x*x,0
