A,P,AFinal,PFinal,AGen,PGen,count,run
SubXD,MultXD,SubXD,MultXD,0,0,0,4
AddXD,AddTreeWithDiv,AddXD,AddTreeWithDiv,0,0,1,4
MultXD,SubXD,MultXD,SubXD,0,0,2,4
AddToLeafR,DeleteMaliciousR,MultXD,DeleteMaliciousR,0,0,3,4
MultXD,ReplaceBranchR,SkipD,ReplaceBranchR,0,0,4,4
,SkipD,,AddXD,0,0,5,4
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,6,4
,FellTreeD,,FellTreeD,0,0,7,4
,MultXD,,MultXD,0,0,8,4
,MultXD,,MultXD,0,0,9,4
,AddToLeafR,,AddToLeafR,0,0,10,4
,MutateTerminalR,,AddRandomSubTreeR,0,0,11,4
,SubXD,,MultXD,0,0,12,4
,FellTreeD,,FellTreeD,0,0,13,4
,AddTreeWithAdd,,AddTreeWithAdd,0,0,14,4
,AddTreeWithSub,,AddTreeWithSub,0,0,15,4
,SubXD,,SubXD,0,0,16,4
,DeleteMaliciousR,,DeleteMaliciousR,0,0,17,4
,MultXD,,DeleteTerminalR,0,0,18,4
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,19,4
