gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.030105453401946133,-0.03497775889861891,-0.013893919214894714,-0.01995286019256742,1604.5485999999999,711.0043666666668,4356.6928,511.0054666666666,0.1716910839706689,0.0031891256044962154,0.577382820505277,0.0011977598007459228,83869.64,6109.5199999999995,184737.84,6101.28,((((8)+(6))*((x)*(x)))+((x)*((6)+((6)*(x))))),((4)*(7)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|AddToLeafR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,MultXD,FellTreeD,0,0,1,1,0
1,x*x*x*x,25,-10,-0.03467742844072671,0.00008142726440988204,-0.027184535354855575,0.0001863808652463744,814.4599000000002,244.33360000000002,1961.0223999999998,243.69120000000004,-0.345764998039472,0.0075022872827081545,0.30324294099697424,0.002929561107143857,45323.11,6100.33,100111.04,6074.88,((((x)*(9))+((6)*(3)))+((0)+((x)*((x)*(x))))),((9)*(8)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|AddToLeafR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddToLeafR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,MultXD,FellTreeD,1,1,2,2,0
2,x*x*x*x,25,-10,-0.02858891081161606,0.0001250816886681486,-0.00582286583174721,0.00032518625016337725,1925.9444,244.06640000000004,5949.0632000000005,242.8416,0.4791666666666667,0.009149130832570905,0.6420031881268737,0.003606525002049919,98839.66,6091.66,293798.4,6064.8,((((7)*(7))*((x)*(x)))+((0)+((0)*((x)*(x))))),((x)*(x)),SkipD|MutateNonTerminalR|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|AddTreeWithAdd|AddToLeafR|AddToLeafR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,MultXD,FellTreeD,2,1,3,3,0
3,x*x*x*x,25,-10,-0.02872678882456303,0.00007386289373938128,-0.011313606742507764,0.00015736505032022056,2462.8714,244.37990000000002,7340.970399999999,243.86880000000002,0.7264147799382186,0.0052476800418245805,0.7586964563316596,0.002221524093752379,172151.36,6105.19,559313.84,6088.68,((((x)*(7))-((6)*(8)))*((x)*((x)*((x)*(x))))),((7)*(7)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,MultXD,FellTreeD,3,3,4,4,0
4,x*x*x*x,25,-10,-0.026375333105340116,0.00009562475493399663,0.006164577917157371,0.00019324271337080374,2348.9802,244.24670000000003,8120.6384,243.64919999999998,0.4366858781986907,0.005933864854267517,0.6636125685691847,0.003024174072695592,87786.02,6100.96,271642.4,6084.48,((((x)*(x))*((6)*(9)))-((x)*((x)*(x)))),((8)*(7)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,MultXD,FellTreeD,4,3,5,5,0
5,x*x*x*x,25,-10,-0.029369798815568292,0.00010876029277218803,-0.013586240093014243,0.0002500980264017804,2883.6497999999997,244.1663,9069.8992,243.3012,0.8035132276610643,0.0075022872827081545,0.7201489067702367,0.002701421406442801,243846.1,6099.5599999999995,778780.16,6074.88,((((x)*(2))-((6)-(7)))*((x)*((x)*((x)*(x))))),((8)*(9)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithDiv,MultXD,FellTreeD,5,5,6,6,0
6,x*x*x*x,25,-10,-0.022097833782737983,0.00006492615344399574,0.0012015025170771464,0.0001618742648019895,20341.066499999997,244.4346,74887.19119999999,243.84119999999996,0.967050111891808,0.0039733368187166085,0.9589319858955089,0.0012765030007290486,1166671.3199999998,6106.44,4644021.84,6096.48,((((9)*(8))-((6)*(x)))*((x)*((x)*((x)*(x))))),((9)*(4)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithDiv,MultXD,FellTreeD,5,5,7,7,0
7,x*x*x*x,25,-10,-0.05026250605233142,0.000053911071900552175,-0.03631203440407146,0.00012763037511436543,1717.0476,244.5020211111111,4532.7976,244.0508,0.5287965595928547,0.005933864854267517,0.6310451166285367,0.0022454109412442785,120593.16,6102.16,324742.96,6084.48,((((9)+(2))+((x)*(x)))*((8)*((4)*((x)*(x))))),((8)*(7)),AddTreeWithAdd|AddTreeWithAdd|MultXD|MultXD|AddRandomSubTreeR,ReplaceBranchXR|ReplaceBranchXR|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,AddTreeWithAdd,ReplaceBranchXR,7,7,8,8,0
8,x*x*x*x,25,-10,-0.05494181739045297,0.00006378251208992356,-0.04327576256926191,0.00013736766435760168,829.2073999999999,244.4416,2779.96,243.9912,0.31451497297839703,0.0035812312116063377,0.6298689930238563,0.0006069198673704737,62181.759999999995,6103.98,223228.8,6098.88,((((x)+(6))*((x)*(5)))+((x)+((x)*((x)*(x))))),((4)*(8)),AddTreeWithAdd|DivXD|AddToLeafR|AddXD|AddRandomSubTreeR,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,AddTreeWithAdd,FellTreeD,7,6,9,9,0
9,x*x*x*x,25,-10,-0.04402656123382565,0.00006879819631420824,-0.02986312377466998,0.00019030192131747563,914.0556,244.4109,1551.1447999999998,243.6672,-0.10627473532871522,0.0075022872827081545,0.42771755879774775,0.0035641511394606125,80723.06,6104.139999999999,136757.84,6074.88,((((x)*(x))*((x)*(6)))+((1)-((5)*((x)*(x))))),((8)*(9)),AddTreeWithAdd|MutateNonTerminalR|MultXD|MultXD|DivXD,ReplaceBranchXR|FellTreeD|ReplaceBranchR|DeleteMaliciousR|DivXD|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddRandomSubTreeR|DivXD|AddToLeafR|DeleteNonTerminalR|FellTreeD|SubXD|DeleteNonTerminalR|AddTreeWithMult,MultXD,FellTreeD,9,9,10,10,0
