A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,FellTreeD,MultXD,DeleteTerminalR,0,0,0,2
SubXD,AddTreeWithMult,SubXD,AddRandomSubTreeR,0,0,1,2
MultXD,AddRandomSubTreeR,MultXD,AddRandomSubTreeR,0,0,2,2
MultXD,AddTreeWithMult,MultXD,AddTreeWithMult,0,0,3,2
AddTreeWithSub,FellTreeD,AddTreeWithSub,FellTreeD,0,0,4,2
,AddTreeWithDiv,,AddRandomSubTreeR,0,0,5,2
,AddTreeWithDiv,,DeleteNonTerminalR,0,0,6,2
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,7,2
,SubXD,,DeleteNonTerminalR,0,0,8,2
,FellTreeD,,FellTreeD,0,0,9,2
,MutateNonTerminalR,,DeleteMaliciousR,0,0,10,2
,MutateNonTerminalR,,MutateNonTerminalR,0,0,11,2
,DeleteMaliciousR,,AddTreeWithSub,0,0,12,2
,AddTreeWithDiv,,AddTreeWithDiv,0,0,13,2
,FellTreeD,,FellTreeD,0,0,14,2
,AddTreeWithSub,,DeleteNonTerminalR,0,0,15,2
,AddToLeafR,,AddToLeafR,0,0,16,2
,MutateNonTerminalR,,MutateNonTerminalR,0,0,17,2
,AddTreeWithSub,,AddTreeWithSub,0,0,18,2
,AddTreeWithDiv,,MutateNonTerminalR,0,0,19,2
