gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
44,x*x*x*x,25,-10,-0.0395,0.011458632858449877,-0.0395,0.011582332841645355,244.832,244.57439999999994,244.832,243.5144,-0.9875,0.29420990720167306,0,0.003988448016588478,6120.8,6099.0199999999995,6120.8,6048,(0),(((x)-((0)*(x)))+((8)+(x))),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,ReplaceBranchXR,42,44,45,45,2
45,x*x*x*x,25,-10,-0.0395,0.011448153369307467,-0.0395,0.011484586515301456,244.832,244.66420000000002,244.832,244.352,-0.9875,0.2872080213604198,0,0.0005345537202187342,6120.8,6113.36,6120.8,6108,(0),(((4)-((0)+(6)))+((4)+(x))),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|DivXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,ReplaceBranchXR,44,45,46,46,2
46,x*x*x*x,25,-10,-0.0395,-0.011401579158653394,-0.0395,0.011511800511604463,244.832,511.06270000000006,244.832,244.11880000000002,-0.9875,0.2885057042029987,0,0.0013058623119481425,6120.8,6111.4400000000005,6120.8,6096.88,(0),(((1)-((0)*(4)))*((8)+(x))),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,ReplaceBranchXR,45,44,47,47,2
47,x*x*x*x,25,-10,-0.0395,-0.02857574640103068,-0.0395,0.01142964505106709,244.832,711.1775,244.832,244.8228,-0.9875,0.2861717422559143,0,0.00012181403318613306,6120.8,6117.9,6120.8,6116.88,(0),(((x)+(0))*((x)+(x))),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,ReplaceBranchXR,46,44,48,48,2
48,x*x*x*x,25,-10,-0.0395,0.011433122654368246,-0.0395,0.011479545157495757,244.832,244.793,244.832,244.39520000000002,-0.9875,0.28771215714099,0,0.001095245060968456,6120.8,6117.27,6120.8,6103.68,(0),((6)*((4)+(0))),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,DivXD|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,AddRandomSubTreeR,46,47,49,49,2
49,x*x*x*x,25,-10,-0.042031254697098425,0.011429426242134553,-0.0395,0.011455832104113379,229.5277,244.82467500000007,244.832,244.5984,-0.9875,0.28661986294975456,0,0.0002919598889241863,6120.8,6116.64,6120.8,6113.04,(0),(((5)-((0)+(0)))+((2)+(3))),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|AddTreeWithDiv,DeleteNonTerminalR,AddTreeWithSub,48,48,50,50,2
50,x*x*x*x,25,-10,-0.0395,-0.005676445140613424,-0.0395,0.01156750440340821,244.832,444.3542395833333,244.832,243.64146666666667,-0.9875,0.29880470028816664,0,0.006493160531634632,6120.8,6091.786666666667,6120.8,6008.626666666666,(0),(((x)*((x)+(x)))-((5)/((6)+(x)))),MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|AddTreeWithDiv,DeleteNonTerminalR,AddTreeWithDiv,49,48,51,51,2
51,x*x*x*x,25,-10,-0.0395,-0.005698807656639964,-0.0395,0.011463487499299813,244.832,444.5458666666667,244.832,244.53279999999998,-0.9875,0.28708665533917144,0,0.0005131249533420967,6120.8,6113.780000000001,6120.8,6109.04,(0),(((x)+((2)*(5)))-((0)+(x))),MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,AddRandomSubTreeR,49,50,52,52,2
52,x*x*x*x,25,-10,-0.0395,0.011437148738726968,-0.0395,0.011482439270310141,244.832,244.7585,244.832,244.37040000000002,-0.9875,0.2865311723957653,0,0.0003814272744900041,6120.8,6117.09,6120.8,6113.8,(0),((9)+((0)+(0))),MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,AddTreeWithSub,51,50,53,53,2
53,x*x*x*x,25,-10,-0.03949998978891649,0.011436751965195962,-0.039499959155665926,0.01148089885542506,244.83700000000002,244.7619,244.852,244.3836,-0.9874959155665927,0.2885057042029987,0.000002042216703690425,0.001188225047262493,6121.3,6111.67,6122.8,6096.88,((0)-(x)),(((5)-((1)-(0)))*((8)+(x))),MultXD|AddRandomSubTreeR|MutateNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,MultXD,ReplaceBranchXR,53,51,54,54,2
54,x*x*x*x,25,-10,-0.039500560792706835,0.011429166588867936,-0.03949995915566593,0.011537147338349797,244.55740000000003,244.8269,244.852,243.9016,-0.9875,0.289065855070299,0,0.0014854630338688535,6120.8,6109.63,6120.8,6092.08,(0),(((5)-((0)*(4)))*((8)+(x))),MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,ReplaceBranchXR,52,51,55,55,2
55,x*x*x*x,25,-10,-0.0395,0.011462157140989977,-0.0395,0.011616735440745376,244.832,244.5442,244.832,243.21959999999999,-0.9875,0.2924734395130422,0,0.0034214831367627993,6120.8,6106.4,6120.8,6062.88,(0),(((1)-((0)*(x)))*((x)+(x))),MultXD|AddRandomSubTreeR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,DeleteNonTerminalR,DeleteMaliciousR,52,51,56,56,2
56,x*x*x*x,25,-10,-0.0395,0.011580010549508003,-0.0395,0.012025552215396682,244.832,243.5343,244.832,239.7164,-0.9875,0.3377989805254216,0,0.025203492163694333,6120.8,5996.200000000001,6120.8,5674.48,(0),(((x)*((x)*(8)))-((0)+(x))),AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,AddRandomSubTreeR,AddTreeWithSub,55,56,57,57,2
57,x*x*x*x,25,-10,-0.0395,0.011243604944264992,-0.0395,0.01151198722856023,244.832,246.417,244.832,244.11719999999997,-0.9875,0.2872920439905149,0,0.0006938150900760837,6120.8,6116.17,6120.8,6107.28,(0),((2)*((9)+(0))),AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,AddRandomSubTreeR,AddTreeWithMult,55,57,58,58,2
58,x*x*x*x,25,-10,-0.0395,0.008662486415277343,-0.0395,0.013580951136172676,244.832,2866.6825,244.832,226.38800000000003,-0.9875,0.4940157215676756,0,0.10347521391813085,6120.8,5665.77,6120.8,4335.84,((x)*((0)*(0))),(((x)*((x)*(x)))*((8)+((7)+(0)))),AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|AddTreeWithSub|AddXD|AddRandomSubTreeR|DeleteMaliciousR,AddRandomSubTreeR,AddXD,57,58,59,59,2
59,x*x*x*x,25,-10,-0.0395,0.011430648654704336,-0.0395,0.011553391713501506,244.832,244.81420000000003,244.832,243.76239999999999,-0.9875,0.29044289261907885,0,0.0021415700236461577,6120.8,6107.700000000001,6120.8,6080.28,((0)*((x)*(0))),(((9)+(0))*((7)+(0))),AddRandomSubTreeR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|MultXD,DeleteNonTerminalR,AddTreeWithMult,58,58,60,60,2
60,x*x*x*x,25,-10,-0.0395,0.011440462964691827,-0.0395,0.011491775118098478,244.832,244.73010000000002,244.832,244.2904,-0.9875,0.2883656664861737,0,0.0011572521440869432,6120.8,6112.75,6120.8,6098.08,(0),(((6)+((0)-(1)))*((6)+(x))),AddRandomSubTreeR|AddToLeafR|DeleteNonTerminalR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|MultXD,DeleteNonTerminalR,ReplaceBranchXR,58,58,61,61,2
61,x*x*x*x,25,-10,-0.0395,0.011052208394794337,-0.0395,0.01160716619676233,244.832,248.0571,244.832,243.3016,-0.9875,0.29224937916612215,0,0.002401562163165488,6120.8,6092.450000000001,6120.8,6064.8,((0)*((0)*(x))),((x)*((x)+(0))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithMult,60,58,62,62,2
62,x*x*x*x,25,-10,-0.03949299315448961,0.008569167790034696,-0.039471972617958435,0.01787908209944545,248.263,308.74160000000006,258.556,189.5568,-0.9848784472617959,0.5944321003790354,0.0013107763691020957,0.1534155371124119,6441.719999999999,5445.54,7404.48,3475.36,(((x)*((0)+(x)))*((x)*((0)-(4)))),((((9)-(x))*((0)*((0)*(x))))*((x)+((2)+((0)*(x))))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithMult,60,58,63,63,2
63,x*x*x*x,25,-10,-0.03949146884394197,0.011787663143940103,-0.03946018330937132,0.012306094441436231,249.00940000000003,241.75490000000005,264.3288,237.31240000000003,-0.9835183309371325,0.33631458072707593,0.0019908345314337828,0.023945215533049482,6608.219999999999,5953.62,8070.48,5687.2,(((x)*((0)-(6)))-((0)*((x)*(x)))),(((x)*((x)+(3)))-((x)-((1)*(x)))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithMult,60,58,64,64,2
64,x*x*x*x,25,-10,-0.039519241765782254,0.013018407957876654,-0.039451967063129,0.01756250350094292,235.41,231.20850000000002,268.352,192.2696,-0.9826967063129003,0.8801277143977445,0.0024016468435498766,0.2973312699277529,6708.799999999999,4848.92,8472.8,1027.2,(((x)*((0)+(7)))*((x)*((0)-(6)))),((((0)+(8))*((x)*(3)))+((x)*((x)*((x)*(x))))),AddRandomSubTreeR|MutateTerminalR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|DeleteMaliciousR|AddRandomSubTreeR|MultXD,MutateTerminalR,AddTreeWithMult,64,58,65,65,2
65,x*x*x*x,25,-10,-0.03950965110769834,0.011814351998805015,-0.0395,0.012681535560244228,240.10620000000003,241.5262,244.832,234.0952,-0.9875,0.3620255055361578,0,0.034480015997798805,6120.8,5909.8,6120.8,5466.88,(((0)*((x)*(3)))-((0)-(4))),(((x)*((x)+(5)))+((x)*(x))),AddRandomSubTreeR|MutateTerminalR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|AddTreeWithDiv|AddXD|AddRandomSubTreeR|MultXD,AddRandomSubTreeR,AddRandomSubTreeR,64,64,66,66,2
66,x*x*x*x,25,-10,-0.03950226849431447,0.011747834083313109,-0.0395,0.01230614112067517,243.72120000000004,242.09619999999998,244.832,237.31199999999998,-0.9875,0.3180816699964525,0,0.012596607196555505,6120.8,6004.82,6120.8,5843.44,((7)*((x)*(0))),((((x)*(x))-((x)-(3)))+((2)+((2)*(x)))),AddRandomSubTreeR|MutateTerminalR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|AddTreeWithDiv|AddXD|AddRandomSubTreeR|MultXD,MutateTerminalR,AddTreeWithMult,64,64,67,67,2
67,x*x*x*x,25,-10,-0.03949991545222847,0.00719018424465783,-0.03949966180891387,0.01808602672542027,244.8734,381.40354404761905,244.99759999999998,187.78346666666667,-0.9874661808913868,0.6816102470265325,0.00001690955430661001,0.23711114601610708,6124.9400000000005,5593.32,6137.36,2728.32,(((1)+((3)*(0)))-((2)*(x))),(((9)+((4)*(x)))*((9)+((x)*(x)))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,AddRandomSubTreeR,66,67,68,68,2
68,x*x*x*x,25,-10,-0.03950003961900406,0.0070618136510994575,-0.0395,0.022947513863733966,244.81260000000003,300.1813,244.832,146.1248,-0.9875,0.6194895158429338,0,0.16739019336605326,6120.8,5405.299999999999,6120.8,3260.64,(((4)+((0)*(8)))+((4)*((0)*(x)))),(((3)*((x)*(x)))*((4)+((x)*(x)))),AddTreeWithMult|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddXD|AddRandomSubTreeR|MultXD,AddToLeafR,AddRandomSubTreeR,67,68,69,69,2
69,x*x*x*x,25,-10,-0.0395,0.00025784444610415293,-0.0395,0.016279384580913794,244.832,375.8535,244.832,203.2648,-0.9875,0.31501951192187766,0,0.013729100542729609,6120.8,6041.95,6120.8,5869.68,(((x)*((x)*(0)))*((2)+(0))),(((x)*((9)*(4)))/((8)*(x))),AddTreeWithMult|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithMult,67,69,70,70,2
70,x*x*x*x,25,-10,-0.03949828453796889,-0.006691939343530889,-0.03949313815187558,0.018083257090576395,245.672,1733.7059333333332,248.192,187.80720000000002,-0.9868138151875572,0.29200664712362534,0.00034309240622143466,0.0029665908078752674,6204.8,6103.02,6456.8,6066.88,(((6)+((0)*(x)))*((0)-((1)*(x)))),(((x)+(0))-((1)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddXD|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithDiv,69,70,71,71,2
71,x*x*x*x,25,-10,-0.0395,0.0004704926915871588,-0.0395,0.013768757274181405,244.832,374.0312916666667,244.832,224.77866666666668,-0.9875,0.39694157626454063,0,0.004621354912439667,6120.8,6093.11,6120.8,5167.68,((x)*((0)*(0))),((((7)+(3))+((4)*(x)))+((9)+((x)*(x)))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddXD|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,AddXD,70,70,72,72,2
72,x*x*x*x,25,-10,-0.03951764801986669,0.01229899884450135,-0.03946018330937132,0.018753664320256925,236.19039999999998,237.50884214285713,264.3288,182.06239999999997,-0.9835183309371325,1,0.0019908345314337828,0.3566519745833293,6608.219999999999,4583.881714285714,8070.48,0,(((x)*((x)*(x)))*((0)+((0)-(6)))),(((x)*(x))*((x)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|ReplaceBranchR|AddRandomSubTreeR|MultXD,AddToLeafR,MultXD,71,71,73,73,2
73,x*x*x*x,25,-10,-0.0395,0.006725110185232113,-0.0395,0.014810451170404117,244.832,302.78562380952377,244.832,215.85226666666668,-0.9875,0.3311238493567601,0,0.021762972832099946,6120.8,6009.425714285715,6120.8,5731.68,(0),((((2)-(0))*((1)-((1)*(x))))*((6)/((4)+((2)*(x))))),AddRandomSubTreeR|MultXD|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|ReplaceBranchR|MultXD,AddRandomSubTreeR,MultXD,72,73,74,74,2
74,x*x*x*x,25,-10,-0.03950447163769442,-0.007036426471749797,-0.0395,0.017856531025689588,242.6424,486.9882202380952,244.832,189.75004285714286,-0.9875,0.5130981944470379,0,0.11247684097165021,6120.8,5617.68,6120.8,4172.32,(0),((((5)*(4))*((8)+(4)))*((x)*((9)*(x)))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|ReplaceBranchR|MultXD,AddToLeafR,AddTreeWithMult,71,73,75,75,2
75,x*x*x*x,25,-10,-0.0395,0.010956491977068885,-0.0395,0.02047388763373602,244.832,306.4114,244.832,167.3216,-0.9875,0.692159755027354,0,0.20181752775879785,6120.8,5231.780000000001,6120.8,2637.92,(0),(((x)*((9)/(1)))*((8)+((3)*(x)))),AddRandomSubTreeR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|ReplaceBranchR|MultXD,AddRandomSubTreeR,AddTreeWithMult,73,73,76,76,2
76,x*x*x*x,25,-10,-0.0395,0.0043480137368022195,-0.0395,0.0160851756072969,244.832,347.87659,244.832,204.929,-0.9875,0.3913167279720672,0,0.04960595727031209,6120.8,5851.273999999999,6120.8,5215.88,((((x)*(0))*((x)*(7)))-((6)-((4)-(x)))),(((9)+((9)*(x)))-((7)/((4)*(x)))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|ReplaceBranchR|MultXD,AddToLeafR,ReplaceBranchR,75,75,77,77,2
77,x*x*x*x,25,-10,-0.039505668785126125,0.0067940577875803786,-0.039496569075937786,0.01288953824896839,242.05620000000002,749.4956,246.512,232.31279999999998,-0.9871569075937786,0.4097410235823516,0.00017154620311071733,0.06156248313484762,6162.8,5849.280000000001,6288.8,5058,(((0)-((2)+(1)))*((x)*(x))),((((x)+(3))-((2)+(5)))+((5)*((x)*((x)*(x))))),AddRandomSubTreeR|DeleteTerminalR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithDiv|MultXD,DeleteTerminalR,AddTreeWithDiv,77,77,78,78,2
78,x*x*x*x,25,-10,-0.03949836622663704,0.012776784547304743,-0.03949346490654817,0.016045241518382287,245.632,233.27900000000002,248.032,205.2712,-0.9868464906548163,0.5608510558843849,0.00032675467259185575,0.13141290154274562,6200.8,5425.5,6440.8,3763.12,(((x)*((x)*(8)))-((9)+((0)*(x)))),(((x)+((3)*(9)))*((5)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|ReplaceBranchR|MultXD,AddToLeafR,ReplaceBranchXR,78,78,79,79,2
79,x*x*x*x,25,-10,-0.03951511975558751,0.006156860430695109,-0.0395,0.013226935788038916,237.42840000000004,351.411,244.832,229.4216,-0.9875,0.36282838844595483,0,0.038904613453131544,6120.8,5956.299999999999,6120.8,5460,(0),(((4)*(3))*((x)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|AddTreeWithMult|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithDiv|MultXD,AddToLeafR,AddTreeWithDiv,76,77,80,80,2
80,x*x*x*x,25,-10,-0.03951115622140897,-0.010571413789669571,-0.039496569075937786,0.01496749568995027,239.3692,503.94891333333334,246.512,214.50653333333335,-0.9875,0.32468211438280714,0,0.021006601460493792,6120.8,6050.84,6120.8,5786.88,(((0)*((x)*(0)))*((3)*(3))),((x)*((6)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|MultXD,AddToLeafR,DeleteNonTerminalR,79,80,81,81,2
81,x*x*x*x,25,-10,-0.03950053791987975,-0.0253173199597263,-0.03949934649065481,0.014114104806301906,244.5686,902.0879399999999,245.15200000000002,221.81934222222222,-0.9875,0.3412897577451231,0,1.3357595877164026,6120.8,19325.861777777776,6120.8,5644.567111111111,(((2)-((x)*(1)))*((x)*((0)*(0)))),((((8)*(x))+((2)+((3)+(7))))/((9)*((2)/((5)*(x))))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithDiv|MultXD,AddToLeafR,AddTreeWithDiv,81,77,82,82,2
82,x*x*x*x,25,-10,-0.03950113955692067,-0.023898918831027377,-0.039473784472617963,0.01966792389416883,244.274,666.50981,257.6688,174.22799999999998,-0.9848784472617959,0.6933734152398379,0.0012854499195300148,1.2271397313336971,6462.08,11889.25,7404.48,2627.52,(((x)*((0)*(0)))-((4)*((x)*(x)))),((((5)*(3))*((x)*(8)))/((3)+((9)-((5)*(x))))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithMult,82,81,83,83,2
83,x*x*x*x,25,-10,-0.03950198666840936,0.001166255407752786,-0.0395,0.014841726260495052,243.85920000000002,368.0692174603175,244.832,215.58426666666665,-0.9875,0.620049666710234,0,0.1576404156440572,6120.8,5114.298888888889,6120.8,3255.84,(((x)*((0)-(3)))*((x)*((9)*(0)))),(((9)*(x))*((7)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,AddTreeWithMult|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,AddTreeWithMult,82,83,84,84,2
84,x*x*x*x,25,-10,-0.03950220477715331,-0.009568705754774521,-0.0395,0.011741042254047094,243.75240000000002,880.95102,244.832,242.15439999999998,-0.9875,0.28661986294975456,0,0.0006288953040309485,6120.8,6120.192,6120.8,6113.04,((x)*((x)*(0))),(((5)*(0))+((4)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|DeleteTerminalR|DeleteNonTerminalR,FellTreeD|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD,AddToLeafR,FellTreeD,82,84,85,85,2
85,x*x*x*x,25,-10,-0.0395,-0.00871233320022333,-0.0395,0.011625744533861122,244.832,789.8127571428572,244.832,243.1424,-0.9875,0.29301491868476587,0,0.0029510977638516314,6120.8,6082.68,6120.8,6058.24,(((0)*((x)*(0)))*((4)+(0))),(((8)+(1))*((4)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR,SkipD|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,SkipD,84,85,86,86,2
86,x*x*x*x,25,-10,-0.0395,-0.013244651331841424,-0.0395,0.013446888361932152,244.832,565.5645923809524,244.832,227.5368,-0.9875,0.29241742442631224,0,0.0023781279264916233,6120.8,6086.746666666667,6120.8,6063.36,(0),(((x)+((3)/(4)))-((0)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR,FellTreeD|ReplaceBranchXR|AddTreeWithAdd|AddRandomSubTreeR|MultXD,AddToLeafR,FellTreeD,84,84,87,87,2
87,x*x*x*x,25,-10,-0.039498217144817674,0.001154083333111054,-0.039493079336034506,0.019718444167629152,245.705,368.1735214285714,248.22079999999997,173.7950857142857,-0.987074892170958,0.688145340478369,0.0002125539145210187,0.005901232937090663,6172.84,6076.655,6328.96,2672.32,(((x)*((x)*(2)))+((0)-((0)-(x)))),(((3)+((9)*(x)))*((9)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR,FellTreeD|SkipD|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,MultXD,87,87,88,88,2
88,x*x*x*x,25,-10,-0.0395,-0.014043096994901739,-0.0395,0.011717702634576246,244.832,556.2789788888889,244.832,242.35440000000003,-0.9875,0.3052822226786415,0,1.1460829290786512,6120.8,12741.375,6120.8,5953.12,((x)+((x)*(0))),(((x)*((9)/(0)))+((3)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR,FellTreeD|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,ReplaceBranchXR,87,88,89,89,2
89,x*x*x*x,25,-10,-0.03949083514409882,0.0033310775464265065,-0.03944511175009802,0.012780448867561666,249.3197,422.65457619047623,271.7088,233.24760000000003,-0.9820111750098027,0.3770095412364398,0.0026503246315085294,0.04388564137436061,6876.200000000001,5900.084285714285,8808.48,5338.48,(((x)*((x)*(0)))+((8)*((0)-(x)))),((((x)-(1))*((7)*(9)))+((8)/((4)*((9)*(x))))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR,SkipD|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,SkipD,89,88,90,90,2
90,x*x*x*x,25,-10,-0.03951712562083388,-0.005158253641499293,-0.0395,0.013578430457269825,236.44619999999998,439.9137944444444,244.832,226.40959999999998,-0.9875,0.2899807681535561,0.00004631747483985204,0.005380157004973983,6109.46,6121.4259999999995,6120.8,6084.24,(((0)-((0)*(1)))+((3)-(x))),(((5)*(4))*((1)*(x))),AddRandomSubTreeR|AddToLeafR|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR,FellTreeD|ReplaceBranchXR|AddTreeWithDiv|AddRandomSubTreeR|MultXD,AddToLeafR,ReplaceBranchXR,90,89,91,91,2
