gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.058732271516795186,-0.024933173087410675,-0.055764801986668416,0.004575682514897226,NaN,NaN,NaN,733.80805,-0.6623856358645929,0.701476931120115,0.16031938853916325,0.20541653668868584,48018.5,5197,165317.6,2558.08,((((8)-(4))*((7)*(x)))*((x)*((x)+((x)*(x))))),(((8)+((2)*(9)))*((x)*((x)+(1)))),AddRandomSubTreeR|MultXD|MutateTerminalR|AddXD|MultXD,AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|ReplaceBranchR|ReplaceBranchR,MultXD,ReplaceBranchR,0,0,1,1,3
1,x*x*x*x,25,-10,-0.029455859872232884,-0.015487346725573439,-0.017949285828460403,0.014466954210778551,6532.089600000001,695.9798333333333,13805.8664,218.79573333333335,0.5346819255842304,0.28591033851784087,0.8680073455685396,0.05334851507719431,512165.46,6376.52,1052321.04,6119.12,((((3)*(5))*((x)*(x)))*((x)*((x)+((x)*(x))))),((2)+(0)),AddRandomSubTreeR|MultXD|MutateTerminalR|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|DeleteMaliciousR,MultXD,AddRandomSubTreeR,0,1,2,2,3
2,x*x*x*x,25,-10,-0.015425376405039866,-0.02095316172146566,0.009496778460474366,-0.01100621767462703,19901.960900000002,27544.2797,47253.396799999995,507.67479999999995,0.8342270361598912,0.28772149298877836,0.9854548880014543,0.0013886766309451687,1175435.24,6114.139999999999,2953823.04,6103.6,((((x)*(6))*((7)*(x)))*((x)*((x)+((x)*(x))))),((9)+((0)*(x))),AddRandomSubTreeR|MultXD|MutateTerminalR|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|DeleteMaliciousR,MultXD,AddRandomSubTreeR,2,1,3,3,3
3,x*x*x*x,25,-10,-0.023230000854507934,0.003233409891501205,0.0003900993358148097,0.016419702373172508,11508.7771,993.2367999999999,32216.703999999998,202.06240000000003,0.7095972859055713,0.28608771962581925,0.6899226120849306,0.0005557166173366417,697016.76,6122.75,1686155.04,6117.6,((((x)*(x))*((x)*(4)))*((6)*((x)+((x)*(x))))),((2)*(2)),AddRandomSubTreeR|MultXD|MutateTerminalR|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|FellTreeD|ReplaceBranchR,MultXD,ReplaceBranchR,2,3,4,4,3
4,x*x*x*x,25,-10,-0.018658760550859105,-0.0020332119375816504,0.01204984049163611,0.011455458670201844,17550.443600000002,54293.826100000006,53888.56080000001,244.6016,0.7823292829348761,0.28772149298877836,0.7963234264291839,0.0011107591125372185,667960.5599999999,6116.950000000001,2249563.04,6103.6,((((x)*(4))*((8)*(x)))*((x)*((x)+((x)*(x))))),((((4)*(0))*((x)*(3)))+((1)*((9)*(x)))),AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|AddXD|FellTreeD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|ReplaceBranchR,AddRandomSubTreeR,ReplaceBranchR,4,3,5,5,3
5,x*x*x*x,25,-10,-0.018480125860969875,0.0064078410967799105,-0.009498745040835898,0.017077039415949364,12159.859000000002,613.7804,19767.474400000003,196.4296,0.5896119141277278,0.28854304759415206,0.5162466761651913,0.0013335238184122395,650116.3200000001,6112.68,1193173.04,6096.56,((((x)*(8))+((9)*(x)))*((x)*((x)+((x)*(x))))),((8)+((5)*(x))),AddTreeWithAdd|MultXD|MutateTerminalR|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|ReplaceBranchR,MultXD,ReplaceBranchR,5,3,6,6,3
6,x*x*x*x,25,-10,-0.0009499786854208104,-0.008798104374146081,0.012901149091166842,0.01716974438448756,22900.598199999997,6359.6862,31780.8552,195.6352,0.6124769408014968,0.29100771141027326,0.24114294406001224,0.6667336803493156,1073580.42,36039.94,1263573.84,6075.44,((((x)*(x))*((x)*((9)+(9))))*((x)-((x)+((x)*(x))))),((5)*((5)*(x))),AddTreeWithAdd|MultXD|SubXD|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|ReplaceBranchR,MultXD,ReplaceBranchR,6,6,7,7,3
7,x*x*x*x,25,-10,-0.0023824911021559318,0.003624302805848642,0.012962196223643472,0.01740262710756764,20299.1288,25218.0894,31491.552000000003,193.6396,0.4627600972101583,0.604622178240006,0.20154894115311375,0.15814953851421512,700165.84,5420.16,911443.84,3388.04,((((8)+(5))*((x)*((x)*(x))))*((x)-((x)+((x)*(x))))),((((7)-(2))+((3)*(x)))*((2)*((9)*(x)))),AddTreeWithAdd|MultXD|SubXD|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|ReplaceBranchR,MultXD,ReplaceBranchR,6,7,8,8,3
8,x*x*x*x,25,-10,0.011170884758851371,-0.006790765096075515,0.023207566732538924,0.012881742816065132,32081.3694,1861.3292000000001,47165.72319999999,232.37959999999998,0.6123832678861741,0.3080082902328361,0.11201665873846472,0.49661527398125893,1069826,12193.51,1263268.48,5929.76,((((x)*(x))+((8)*((x)*(x))))*((x)-((x)+((x)*(x))))),(((5)*(4))*((6)*(4))),AddTreeWithAdd|MultXD|SubXD|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|AddTreeWithMult,MultXD,SkipD,8,8,9,9,3
9,x*x*x*x,25,-10,0.009243692627857602,-0.014622131600732195,0.02479297930774581,0.011516141680826037,33440.9284,17871.888699999996,52733.856799999994,244.0816,0.708452671905894,0.28076628638646683,0.22166440905730858,0.2861075776758693,1014310.3,8017.01,1679535.2,6163.2,((((x)+(x))*((x)*((x)*(x))))*((x)-((x)+((x)*(x))))),((((1)-(2))*((0)+(1)))*((x)-((6)+((1)*(x))))),AddTreeWithAdd|MultXD|SubXD|AddXD|MultXD,AddRandomSubTreeR|ReplaceBranchR|SkipD|MultXD|ReplaceBranchR,MultXD,ReplaceBranchR,9,9,10,10,3
