A,P,AFinal,PFinal,AGen,PGen,count,run
DeleteNonTerminalR,SubXD,DeleteNonTerminalR,SubXD,0,0,0,1
MutateTerminalR,ReplaceBranchXR,MutateTerminalR,MutateTerminalR,0,0,1,1
FellTreeD,DeleteNonTerminalR,FellTreeD,DeleteNonTerminalR,0,0,2,1
AddTreeWithSub,MutateNonTerminalR,AddTreeWithSub,AddRandomSubTreeR,0,0,3,1
ReplaceBranchXR,AddToLeafR,ReplaceBranchXR,SkipD,0,0,4,1
AddToLeafR,MutateTerminalR,AddTreeWithDiv,AddToLeafR,0,0,5,1
AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,0,0,6,1
SubXD,SubXD,SubXD,SubXD,0,0,7,1
AddXD,MultXD,AddXD,MultXD,0,0,8,1
AddToLeafR,MutateNonTerminalR,AddToLeafR,DeleteTerminalR,0,0,9,1
ReplaceBranchR,AddToLeafR,ReplaceBranchR,AddToLeafR,0,0,10,1
DeleteNonTerminalR,MultXD,DeleteNonTerminalR,MutateTerminalR,0,0,11,1
SkipD,DeleteTerminalR,SkipD,SkipD,0,0,12,1
AddRandomSubTreeR,AddXD,MultXD,AddXD,0,0,13,1
MutateNonTerminalR,AddXD,MutateNonTerminalR,AddXD,0,0,14,1
DeleteNonTerminalR,AddTreeWithDiv,DeleteNonTerminalR,AddTreeWithDiv,0,0,15,1
AddXD,MutateNonTerminalR,AddXD,DeleteNonTerminalR,0,0,16,1
MutateNonTerminalR,MutateNonTerminalR,MutateNonTerminalR,AddTreeWithDiv,0,0,17,1
MutateTerminalR,AddToLeafR,MutateTerminalR,DeleteNonTerminalR,0,0,18,1
AddRandomSubTreeR,DeleteNonTerminalR,AddToLeafR,DeleteNonTerminalR,0,0,19,1
