gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x*3*x+1,25,-10,-0.038400136635014875,-0.009999660014339239,-0.03839995766718952,0.000002991316662109046,8450.406299999999,7558.5002,8451.3516,8450.496000000001,-0.959998091615699,0.00011927401880559206,0.0000013049142481975603,1.0000298193938928,211280.90999999997,166640.95,211288.28,211253,(((2)-(4))*((7)-(x))),(((0)*(x))+((x)*(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,21,21,22,22,1
22,x*x*x*x*3*x+1,25,-10,-0.04620002288215254,0.0000010616334292910458,-0.03839995521544579,0.000002731943002167728,6866.4206374999985,8450.9037,8451.36455,8450.5508,-0.9599976599573454,0.00011927401880559206,0.0000015512960185088102,0.00004449110225283147,211278.90999999997,211267.09999999998,211290.56,211253,((3)-((x)-(x))),(((0)*((0)*(9)))-((2)+((x)*(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|AddTreeWithAdd|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,MutateTerminalR,DeleteNonTerminalR,22,22,23,23,1
23,x*x*x*x*3*x+1,25,-10,-0.03840012037209707,-0.0000023738313001034753,-0.03839996932953802,0.000001192740188057298,8450.4922,8451.6301,8451.29,8450.875999999998,-0.959998985224221,0.00006058362859972047,0.0000014993173115990357,0.00002928278419182005,211275.96000000002,211273.25,211283.56,211265.4,((7)*((2)-(x))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,AddToLeafR,23,23,24,24,1
24,x*x*x*x*3*x+1,25,-10,-0.0384000861612793,-0.0000042867183964456615,-0.03839986558007405,0.0000021204270009909055,8450.6729,8452.036,8451.838,8450.68,-0.9599986747331244,0.00006058362859972047,0.0000008079877752543682,0.00001456276543972342,211279.81,211270,211285.2,211265.4,((5)-((8)-(x))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|MutateTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,AddToLeafR,24,24,25,25,1
25,x*x*x*x*3*x+1,25,-10,-0.03840012997081574,-0.00000797992012051982,-0.03839988663288498,0.000001876199248195695,8450.4415,8452.8202,8451.7268,8450.7316,-0.9599982279288636,0.00012249252407491476,0.0000018652988155536133,0.00006352300795957834,211278.23,211272.37,211287.56,211252.32,((6)-((5)*(8))),(((0)+((x)*(x)))+((0)+((1)*(9)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|AddTreeWithMult|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,25,25,26,26,1
26,x*x*x*x*3*x+1,25,-10,-0.03840004594889581,0.000005986562565601542,-0.03839997326747388,0.000030367543835571488,8450.8853,8449.863299999999,8451.269199999999,8444.712,-0.9599989397864995,0.0029727629258485553,0.000001032702107260556,0.0015970185399307591,211277.68,211151.90999999997,211283.8,210650.12,((((0)*(4))+((0)-(0)))*((0)-((x)+((0)+(8))))),((((x)*(0))*((x)-((5)*(5))))*(((7)-(8))*((x)+((0)*(x))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,26,26,27,27,1
27,x*x*x*x*3*x+1,25,-10,-0.0383999745359436,0.000056480545546212515,-0.038399801437157266,0.000211505020394914,8451.2625,8439.1949,8452.1768,8406.4416,-0.9599903823489598,0.019497326274078512,0.000005190832954479917,0.009575328966871974,211288.09999999998,210186.72,211329,207158.84,(((0)-(4))-((x)*(x))),(((0)+((x)*(x)))*((x)+((x)*(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,27,27,28,28,1
28,x*x*x*x*3*x+1,25,-10,-0.038400046990176934,-0.019998423876169805,-0.03839999121537385,0.000008053836126967273,8450.8798,6665.683000000001,8451.1744,8449.4264,-0.959998985224221,0.00020787757563256787,0.0000009497643207235142,1.154713983066094,211277.18,122020.14,211283.56,211234.28,((9)+((5)-(x))),((((4)-(9))+((0)-((x)+(5))))+((9)*((x)+((x)+(x))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|ReplaceBranchXR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|MutateNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,28,28,29,29,1
29,x*x*x*x*3*x+1,25,-10,-0.03839989808697726,-0.000027664258801882317,-0.03839947246805397,0.000012537024643340527,8451.6663,8457.003123076924,8453.9144,8448.4792,-0.9599478980794043,0.00012040996184179118,0.000025889805883464777,0.000060204980920895585,211348.32,211271.84000000003,211553.4,211252.76,(((4)+((9)-(8)))*((7)*(x))),((((0)-(x))*((2)/(4)))*((3)-((7)+((x)+(x))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,29,29,30,30,1
30,x*x*x*x*3*x+1,25,-10,-0.03840000727003543,0.00000018411972770729512,-0.038399929950179434,0.0000014009964113682777,8451.0896,8451.0891,8451.498,8450.832,-0.9599952290392477,0.00006058362859972047,0.0000034447117492631757,0.000030291814299860236,211279.18,211275,211303.4,211265.4,(((3)+((7)-(x)))-((4)+((6)*(x)))),((((0)*(0))*((x)+(x)))+((8)*((0)+(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,30,30,31,31,1
31,x*x*x*x*3*x+1,25,-10,-0.03839998544099675,0.00000039334006912106635,-0.03839986951800991,0.0000015259501453556918,8451.2049,8451.0449,8451.8172,8450.8056,-0.9599939795019079,0.00009201138593571096,0.0000032319658881633156,0.000039927547897138845,211284.46,211268.39,211310,211258.76,(((1)-(x))*((6)+(x))),((((0)-(0))+((0)+(2)))+((x)+((x)+(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,31,31,32,32,1
32,x*x*x*x*3*x+1,25,-10,-0.038400269805403495,0.000001056771099417839,-0.03839987216854365,0.000005092811279160085,8449.7029,8450.90475,8451.8032,8450.052000000001,-0.9599895796158808,0.00035782205641663844,0.000005171706338778728,0.0001656222938424954,211295.54,211254.5,211333.24,211202.6,((9)*((4)-(x))),(((0)+((x)*(9)))+((x)-((x)+(0)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,32,32,33,33,1
33,x*x*x*x*3*x+1,25,-10,-0.03840004636540826,0.00000035595090475988877,-0.03839995584968066,0.0000020106191741523534,8450.883100000001,8451.052800000001,8451.361200000001,8450.7032,-0.9599967133381485,0.00006058362859972047,0.000001945581041177442,0.000045437364619371275,211281.97999999998,211273.40000000002,211295.56,211265.4,(((0)-(5))*((8)-(x))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|MutateTerminalR|MutateTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,33,33,34,34,1
34,x*x*x*x*3*x+1,25,-10,-0.03840005865252544,0.0000003237460592457295,-0.03839998167345235,0.0000012949750613193523,8450.8182,8451.0596,8451.2248,8450.8544,-0.9599996592170891,0.00003862206323228564,0.00000015377633888678002,0.000020182311998123396,211279.06,211274.56,211280,211270.04,((0)-((2)+(5))),(((0)*((x)+(x)))+((4)*(9))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,34,34,35,35,1
35,x*x*x*x*3*x+1,25,-10,-0.03840004805039043,-0.004999678048122719,-0.03839990102149678,0.0000018175088579929918,8450.874199999998,8004.781979166667,8451.6508,8450.743999999999,-0.9599987125978923,0.00003029181429992911,0.0000011030265333080217,1.000005048737671,211279.81,166648.8,211285,211271.8,((((0)+(9))+((6)-(x)))+((1)-((9)-(9)))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|AddTreeWithSub|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,35,35,36,36,1
36,x*x*x*x*3*x+1,25,-10,-0.038399978398149924,-0.004999563135240644,-0.038399929041425,0.0000018175088579929918,8451.2421,8004.757700000001,8451.5028,8450.743999999999,-0.9599951533097121,0.00006058362859972047,0.0000023080494027869334,1.0000055220672819,211288.68,166648.65000000002,211303.8,211265.4,(((0)*((7)-(2)))-((x)*(4))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,36,36,37,37,1
37,x*x*x*x*3*x+1,25,-10,-0.03840001968967929,-0.004996730377294012,-0.0383999279812115,0.00002221904578892141,8451.024,8004.159199999999,8451.5084,8446.4336,-0.95999394163714,0.0010655145679962458,0.000002973880002339842,1.0001777118857371,211286.88,166594.12,211310.2,211053.08,(((0)-(x))*((5)+(0))),(((0)*((x)+(6)))*((6)*(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|DeleteNonTerminalR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,37,37,38,38,1
38,x*x*x*x*3*x+1,25,-10,-0.04880011209864529,-0.0000000007309121319723711,-0.048799972964555745,0.0000018086737454884552,6337.753899999999,8451.128166666667,6338.488799999999,8450.745866666666,-0.9599989927971746,0.00003029181429992911,0.000000759900390539652,0.00001480604419846899,211280.05,211273.52,211283.52,211271.8,(((9)+(4))+((2)-(x))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,38,38,39,39,1
39,x*x*x*x*3*x+1,25,-10,-0.038399988659502025,-0.004999741159774106,-0.03839994562619333,0.0000018175088579929918,8451.1879,8004.795314285716,8451.4152,8450.743999999999,-0.9599976978221132,0.00006058362859972047,0.0000009663159980138684,1.000005048737671,211284.76,166648.8,211290.36,211265.4,(((1)+(0))-((5)*(9))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|AddRandomSubTreeR|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,AddRandomSubTreeR,DeleteNonTerminalR,39,39,40,40,1
40,x*x*x*x*3*x+1,25,-10,-0.03840030848426387,-0.0000012037208082223842,-0.038400000833024896,0.0000015145907149937006,8449.498599999999,8451.3826,8451.123599999999,8450.808,-0.96,0.00006058362859972047,0.00000010150771453176928,0.000029002204153801274,211277.78,211270.19999999998,211278.2,211265.4,((0)*((8)-(1))),(((0)*(x))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,40,40,41,41,1
41,x*x*x*x*3*x+1,25,-10,-0.03840002044697465,0.0000006148314622834651,-0.038399923361709824,0.0000024233451439888188,8451.02,8450.998099999999,8451.532799999999,8450.616,-0.9599951533097121,0.00006058362859972047,0.0000020070565394354484,0.000029002204153801277,211288.24,211270.19999999998,211303.8,211265.4,(((0)-((x)*(4)))-((0)+(0))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddTreeWithMult|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,41,41,42,42,1
42,x*x*x*x*3*x+1,25,-10,-0.038400064597294,0.00000012259177382688602,-0.03839998818619242,0.0000013896369810062863,8450.7868,8451.1021,8451.1904,8450.8344,-0.9599997122277641,0.00003691814867798695,0.00000027349268636132795,0.000017633561825338106,211277.87,211275.9,211279.72,211270.4,(((1)*(3))*((0)-(6))),(((0)+(x))+((9)*(3))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,AddToLeafR,42,42,43,43,1
43,x*x*x*x*3*x+1,25,-10,-0.03840000119274019,-0.000005617704534576824,-0.03839992002961025,0.000004049636924208308,8451.1217,8452.3183,8451.5504,8450.2724,-0.9599970011103843,0.00013517722131293087,0.0000018083813025938098,0.00006414949918953381,211281.73,211269.46000000002,211294.04,211249.64,(((0)+((1)-(5)))-((x)*((3)+(x)))),(((0)+(9))/((2)*(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,43,43,44,44,1
