gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
44,x*x*x*x*3*x+1,25,-10,-0.03840002870149405,0.00000010936119180759403,-0.038399960999289086,0.0000019329964000111614,8450.976400000001,8451.1049,8451.333999999999,8450.7196,-0.959999606206414,0.00006058362859972047,0.0000007287730139916825,0.000029002204153813268,211277.43,211273.4,211280.28,211265.4,((1)-((5)+(4))),(((0)+(x))+((x)+(0))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,44,44,45,45,1
45,x*x*x*x*3*x+1,25,-10,-0.038400148808537746,-0.0050002834211878835,-0.03839998515701099,0.0000015145907149937006,8450.341999999999,8004.9099,8451.206400000001,8450.807999999999,-0.959999606206414,0.00003029181429992911,0.00000028979125041636925,1.000005048737671,211278.82,166648.8,211280.28,211271.8,((1)*((0)-(8))),((0)-((0)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,45,45,46,46,1
46,x*x*x*x*3*x+1,25,-10,-0.03839998498661954,0.00000044161093825295385,-0.03839990927601618,0.0000024233451439888188,8451.2073,8451.0347,8451.6072,8450.616,-0.95999394163714,0.00006058362859972047,0.0000031164858605139814,0.000034977974280532926,211286.86000000002,211271.8,211310.2,211265.4,((3)-((8)*(x))),(((0)*(x))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddTreeWithAdd|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|DeleteTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,AddToLeafR,46,46,47,47,1
47,x*x*x*x*3*x+1,25,-10,-0.038400034172953006,0.00000008283376755785024,-0.03839993737167394,0.0000018175088579929918,8450.9475,8451.1105,8451.458799999999,8450.744,-0.9599951533097121,0.00006058362859972047,0.0000026457982279799245,0.00002984854097667862,211284.48,211274.85,211303.8,211265.4,(((x)+(0))*((3)-(7))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,AddToLeafR,DeleteNonTerminalR,47,47,48,48,1
48,x*x*x*x*3*x+1,25,-10,-0.038400129705762356,0.0000017567674595251658,-0.03839994396014355,0.000009658040125928867,8450.4429,8450.756833333333,8451.423999999999,8449.087466666666,-0.9599951533097121,0.0004223183776967228,0.000003461446643903011,0.00019756754780218559,211279.52999999997,211251.09333333332,211303.8,211188.97333333333,((0)-((4)*(x))),((((0)+(x))-((2)*((9)*(x))))*((5)/((6)*((x)+(0))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,48,48,49,49,1
49,x*x*x*x*3*x+1,25,-10,-0.03839999227558735,0.00000029124905869243725,-0.038399820369541204,0.00000184590743389797,8451.1688,8451.066466666669,8452.076799999999,8450.738,-0.959984248256564,0.00006058362859972047,0.000007809722579594665,0.00003857511571114121,211299.58000000002,211272.46000000002,211361.4,211265.4,(((0)-(7))+((6)*(x))),((((0)+((0)+(0)))-((5)/((1)-(x))))*(((0)-(8))*((0)*((x)+((x)+(x)))))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|MultXD|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,49,49,50,50,1
50,x*x*x*x*3*x+1,25,-10,-0.038400203409533026,-0.000002006054740008471,-0.0383999603934528,0.0000021204270009909055,8450.053600000001,8451.552350000002,8451.3372,8450.68,-0.9600001817508858,0.00006058362859972047,0.0000006564051638048319,0.00003926957757141794,211274.26,211274.935,211277.24,211265.4,((2)*((2)+(5))),(((0)*((x)*(0)))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|DeleteMaliciousR|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|MultXD|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,50,50,51,51,1
51,x*x*x*x*3*x+1,25,-10,-0.038400008879288065,0.0000008293065096349855,-0.03839997402476924,0.0000021696511992271195,8451.0811,8450.952785714288,8451.2652,8450.6696,-0.9599988716299173,0.00006304483851153117,0.0000005754904952838994,0.00002966343694073583,211279.72999999998,211270.07,211284.16,211264.88,((9)-((6)+(x))),(((x)+(7))+((x)+(0))),DeleteNonTerminalR|SkipD|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,51,51,52,52,1
52,x*x*x*x*3*x+1,25,-10,-0.038400509375789836,0.0000071034304533083055,-0.03840000053010675,0.000028716639956231136,8448.4375,8449.627199999999,8451.1252,8445.0608,-0.9599989322135459,0.0027202049241237436,0.0000014779924174223842,0.0013551290647291162,211276.41,211132.92,211283.84,210703.48,(((4)-((x)+(1)))+((x)+((2)-(x)))),(((0)+((x)*(x)))*((x)+((x)+(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|AddToLeafR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,52,52,53,53,1
53,x*x*x*x*3*x+1,25,-10,-0.03839999680042712,0.00000038527401312648294,-0.03839994774662034,0.000001264683247018872,8451.1449,8451.0466,8451.403999999999,8450.8608,-0.9599978114164169,0.0000632341623509436,0.000001073248552730392,0.000030162759736038664,211282.29,211273.26,211289.76,211264.84,(((0)+((3)-(x)))+((9)+((5)-(x)))),(((0)+(x))+((8)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,53,53,54,54,1
54,x*x*x*x*3*x+1,25,-10,-0.03840026138049264,0.0000003067597604538113,-0.038399978947189065,0.0000029960497580936684,8449.7474,8451.0632,8451.2392,8450.495,-0.9599989473594531,0.00011927401880559206,0.0000005916927827895271,0.00005155672040463037,211279.12,211268.7,211283.76,211253,(((0)+((9)-(x)))+((1)-((6)+(5)))),((0)+((x)*(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|AddXD|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,AddToLeafR,54,54,55,55,1
55,x*x*x*x*3*x+1,25,-10,-0.03840010359800491,0.0000012741494389877721,-0.038399937068755795,0.000006861095938911352,8450.580800000002,8450.8588,8451.4604,8449.6784,-0.9599978341352776,0.0002976170754957428,0.0000017036789350842002,0.00014446736383287695,211279.5,211260.88,211289.64,211215.32,((((0)-(0))+((6)*(2)))*((6)*((1)+((8)+(x))))),(((0)*((x)+(x)))*((9)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,55,55,56,56,1
56,x*x*x*x*3*x+1,25,-10,-0.03840002360868277,-0.019999088346549714,-0.03839990904882756,-0.019997262140627855,8451.0033,6665.8233875,8451.6084,6665.43755,-0.9599952896228764,-2,0.0000032390728801798716,0,211278.79,32767,211303.08,32767,(((2)+((0)*(0)))-((x)*((x)+(2)))),((x)+((7)/(x))),DeleteNonTerminalR|MutateTerminalR|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|ReplaceBranchXR|MultXD|DeleteTerminalR|AddXD|SkipD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|DivXD,DeleteNonTerminalR,ReplaceBranchXR,56,56,57,57,1
57,x*x*x*x*3*x+1,25,-10,-0.03840000660740199,0.0000019330179130832392,-0.038399983718149816,0.000008659672412964479,8451.0931,8450.7196,8451.214000000002,8449.298400000001,-0.9599987883274281,0.0007447999840968691,0.0000005614337725868154,0.00037239999204843454,211280.27000000002,211238.86000000002,211284.6,211120.84,(((5)+(5))*((0)-(x))),(((x)*((7)-(x)))*((x)+((0)+(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddRandomSubTreeR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,57,57,58,58,1
58,x*x*x*x*3*x+1,25,-10,-0.038400076979073085,-0.014999396056952396,-0.03839997622092578,0.0000024081992368358236,8450.7214,7112.166399999999,8451.2536,8450.6192,-0.9599995001850641,0,0.0000004713314481267118,1,211278.41999999998,77394.8,211280.84,211278.2,((6)*((5)*(9))),(0),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddToLeafR|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DivXD|MutateNonTerminalR|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,AddToLeafR,58,58,59,59,1
59,x*x*x*x*3*x+1,25,-10,-0.03840000431658353,-0.004999545622785501,-0.038399941309609796,0.0000018175088579929918,8451.1052,8004.754,8451.438,8450.743999999999,-0.9599987883274281,0.00003029181429992911,0.000000793523645031656,1.0000048909615322,211279.58000000002,166648.85,211284.6,211271.8,(((4)-(4))*((0)-(x))),((0)+(x)),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddTreeWithSub|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,59,59,60,60,1
60,x*x*x*x*3*x+1,25,-10,-0.03840006662305908,0.0000006058362859975491,-0.038399945701922865,0.0000024233451439888188,8450.776100000001,8451,8451.4148,8450.616,-0.9599965770249841,0.00006058362859972047,0.0000017417299327024151,0.000034977974280532926,211282.54,211271.8,211296.28,211265.4,((3)*((4)-(x))),(((0)*((5)/(6)))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|DeleteMaliciousR|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchXR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,60,60,61,61,1
61,x*x*x*x*3*x+1,25,-10,-0.038400046592596875,0.0000005312900242438819,-0.03839995653124648,0.0000018175088579916143,8450.8819,8451.015749999999,8451.3576,8450.743999999999,-0.959999288142364,0.00006058362859972047,0.0000004236569512514685,0.000015226426916136644,211279.82,211273.375,211281.96,211265.4,(((0)+(0))-((9)+(5))),(((0)*(0))+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,61,61,62,62,1
62,x*x*x*x*3*x+1,25,-10,-0.03840029731415735,0.00000044715924312228455,-0.03839993290363133,0.0000014786191855136024,8449.5576,8451.033525,8451.4824,8450.8156,-0.9599963649822839,0.00006058362859972047,0.0000025925248280667915,0.000034977974280532926,211279.52,211271.8,211297.4,211265.4,((5)-((8)*(x))),(((0)-((0)*(6)))/((5)+((x)+(x)))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,62,62,63,63,1
63,x*x*x*x*3*x+1,25,-10,-0.038400062230746004,-0.0049993122811534734,-0.03839989678064277,0.0000027186903334129903,8450.799299999999,8004.704700000001,8451.673200000001,8450.553600000001,-0.959997576654856,0.00006058362859972047,0.0000021961336872103737,1.0000100976792488,211277.59,166647.2,211291,211265.4,(((0)-(2))*((1)*(x))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,63,63,64,64,1
64,x*x*x*x*3*x+1,25,-10,-0.038400037391458273,0.0000007572953574971948,-0.038399940249396296,0.0000018175088579929918,8450.9305,8450.967999999999,8451.4436,8450.743999999999,-0.9599989473594531,0.00006058362859972047,0.0000009665805582021277,0.000029002204153801277,211277.97000000003,211270.19999999998,211283.76,211265.4,((1)+((8)-(x))),((0)+((x)+(x))),DeleteNonTerminalR|ReplaceBranchXR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,64,64,65,65,1
65,x*x*x*x*3*x+1,25,-10,-0.04880003603463743,-0.004999545622785501,-0.04879982705898353,0.0000012116725719944094,6338.155666666667,8004.753999999999,6339.259466666666,8450.872,-0.9599840766029497,0,0.00000871412769500903,1,211294.08666666667,166650.40000000002,211362.30666666664,211278.2,((((6)/(3))*((3)-(3)))+((2)*((x)+((x)*(x))))),(0),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,65,65,66,66,1
66,x*x*x*x*3*x+1,25,-10,-0.043601558266147034,-0.000005949621533895138,-0.03839998588906317,0.0000015145907149937006,7386.506308333334,8452.388666666668,8451.202533333335,8450.807999999999,-0.9599990155160352,0.00006058362859972047,0.0000036654086240701733,0.000034977974280532926,211268.36,211271.8,211283.4,211265.4,(((4)+((8)-(x)))+((0)+((1)*(6)))),((0)+((x)+(x))),DeleteNonTerminalR|MutateTerminalR|FellTreeD|AddTreeWithSub|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|SubXD|AddXD|AddToLeafR|ReplaceBranchR|DeleteNonTerminalR|SkipD|AddRandomSubTreeR|MutateNonTerminalR|DeleteNonTerminalR|AddXD|MutateNonTerminalR|MutateTerminalR|AddToLeafR,SubXD|ReplaceBranchXR|DeleteNonTerminalR|MutateTerminalR|AddToLeafR|AddToLeafR|DeleteNonTerminalR|SubXD|MultXD|MutateNonTerminalR|AddToLeafR|MultXD|DeleteTerminalR|AddXD|AddXD|AddTreeWithDiv|DeleteNonTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DeleteNonTerminalR,DeleteNonTerminalR,DeleteNonTerminalR,66,66,67,67,1
