A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithDiv,AddTreeWithSub,AddTreeWithDiv,AddTreeWithSub,0,0,0,0
AddToLeafR,AddRandomSubTreeR,AddToLeafR,MultXD,0,0,1,0
SkipD,AddTreeWithSub,SkipD,DeleteMaliciousR,0,0,2,0
FellTreeD,DeleteMaliciousR,FellTreeD,FellTreeD,0,0,3,0
DeleteNonTerminalR,AddXD,DeleteNonTerminalR,AddXD,0,0,4,0
AddTreeWithMult,AddXD,AddTreeWithMult,AddTreeWithDiv,0,0,5,0
SkipD,AddToLeafR,SkipD,AddToLeafR,0,0,6,0
MultXD,DeleteTerminalR,MultXD,MutateTerminalR,0,0,7,0
AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,AddTreeWithMult,0,0,8,0
AddToLeafR,MultXD,AddToLeafR,MultXD,0,0,9,0
MutateTerminalR,DeleteTerminalR,MutateTerminalR,DeleteTerminalR,0,0,10,0
AddTreeWithAdd,AddXD,AddTreeWithAdd,AddXD,0,0,11,0
AddTreeWithDiv,AddTreeWithAdd,AddTreeWithDiv,AddToLeafR,0,0,12,0
SubXD,AddTreeWithSub,SubXD,AddTreeWithMult,0,0,13,0
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,14,0
DeleteTerminalR,ReplaceBranchXR,DeleteTerminalR,ReplaceBranchXR,0,0,15,0
MutateTerminalR,MutateTerminalR,MutateTerminalR,MutateTerminalR,0,0,16,0
FellTreeD,AddToLeafR,FellTreeD,FellTreeD,0,0,17,0
MultXD,AddTreeWithMult,MultXD,AddTreeWithMult,0,0,18,0
DeleteTerminalR,AddToLeafR,DeleteTerminalR,AddToLeafR,0,0,19,0
