gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
15,x*x*x*x*3*x+1,25,-10,-0.03839999818249114,0.000000008047441875238518,-0.038399967587758696,0.0000004827757904066698,8451.1376,8451.126300000002,8451.2992,8451.026,-0.9599983869608886,0.0000200683269737237,0.0000007954725985315363,0.000011900174075677548,211280.66,211277.37,211286.72,211273.96,((4)-((5)*(7))),(((0)-(6))+((x)-(2))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,15,15,16,16,2
16,x*x*x*x*3*x+1,25,-10,-0.03840002737622717,-0.00000002413727712690336,-0.03839997637238485,0.00000022718860725222332,8450.983400000001,8451.133100000001,8451.2528,8451.08,-0.9599989246405923,0.0000037864767875600144,0.0000005949911438369722,0.0000031390999152205093,211279.17,211277.91,211283.88,211277.4,((6)-(x)),(((0)*(x))+((7)+(3))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,16,16,17,17,2
17,x*x*x*x*3*x+1,25,-10,-0.03840000333209957,0.00000016755730796448796,-0.03839999432028482,0.0000012116725719971644,8451.1104,8451.0926,8451.158,8450.872,-0.9599997652384391,0.00003029181429992911,0.0000001511273916746122,0.000011978255641400492,211278.69,211275.31,211279.44,211271.8,((7)-((8)-(4))),((0)+((0)+(x))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|MutateTerminalR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,MultXD,17,17,18,18,2
18,x*x*x*x*3*x+1,25,-10,-0.038400003104910964,0.000000009942441655408133,-0.038399998939786496,0.0000008746761379091445,8451.1116,8451.125900000001,8451.1336,8450.9432,-0.9599998182491142,0.00003862206323228564,0.00000014386950960606136,0.000019063509741949382,211278.19,211276.06,211279.16,211270.04,((4)-(8)),(((0)+(x))+((9)*(4))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|DeleteTerminalR|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,18,18,19,19,2
19,x*x*x*x*3*x+1,25,-10,-0.038400001060213504,-0.00000017699925287304432,-0.03839999242704642,0.0000009522989120517141,8451.1224,8451.1654,8451.168,8450.926800000001,-0.9599996592170891,0.00003256370037232737,0.00000022035429778584377,0.000015291538560860093,211278.52000000002,211276.14,211280,211271.32,((2)-(9)),(((7)-(3))+((x)+(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,19,19,20,20,2
20,x*x*x*x*3*x+1,25,-10,-0.038399996364982286,0.000000889353292889641,-0.038399964710036344,0.000005520683156142657,8451.1472,8450.940100000002,8451.3144,8449.9616,-0.9599977432598347,0.00027262632869839775,0.0000013400704586853878,0.00013599835672566802,211279.66,211263.7,211290.12,211220.6,((4)-((x)*(2))),(((8)+(0))+((x)*(9))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|AddXD|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,20,20,21,21,2
21,x*x*x*x*3*x+1,25,-10,-0.03840002088241948,0.00000007856989120275872,-0.038399987050249385,0.0000004846690287980392,8451.0177,8451.1114,8451.1964,8451.025599999999,-0.9600000378647678,0.0000352142341235505,0.00000016052756322095545,0.000019234760549253187,211277,211276.68,211278,211270.76,((9)-(8)),(((9)+(x))+((9)+(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|ReplaceBranchXR|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,AddRandomSubTreeR,21,21,22,22,2
22,x*x*x*x*3*x+1,25,-10,-0.03840005742192048,0.000000956558750052234,-0.038399997652384395,0.000002493394964556268,8450.8247,8450.9259,8451.1404,8450.6012,-0.9599997652384391,0.00021923700599497242,0.0000006844591400645768,0.00010423320506624386,211276.34999999998,211260.29,211279.44,211231.88,((0)-(5)),(((0)+(6))+((x)*(7))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,22,22,23,23,2
23,x*x*x*x*3*x+1,25,-10,-0.0383999953994307,0.0000006678424145509053,-0.03839996796640638,0.000002521793540462625,8451.1523,8450.9869,8451.297199999999,8450.5952,-0.9599977886975561,0.00023854803761118413,0.000001162376424305523,0.00011340740293564415,211280.68,211263.46,211289.88,211227.8,((2)*((7)-(x))),(((0)+(x))*((2)+(6))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|DeleteNonTerminalR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,MultXD,23,23,24,24,2
24,x*x*x*x*3*x+1,25,-10,-0.03840001109437699,0.0000004515391402706978,-0.03839999621352321,0.0000033586049104947906,8451.0694,8451.032599999999,8451.148000000001,8450.4184,-0.9599997652384391,0.0001499444807842083,0.00000019311031618556427,0.00007417581227474916,211277.93,211270,211279.44,211246.52,((1)-((2)*(5))),(((0)*(0))+((x)*(5))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|FellTreeD|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,24,24,25,25,2
25,x*x*x*x*3*x+1,25,-10,-0.038400040041992024,0.0000005887988855430824,-0.03840000204469747,0.000001857266864259961,8450.9165,8451.003600000002,8451.1172,8450.7356,-0.9600001438861179,0.00012040996184179118,0.00000008534285253353022,0.00005988609118681556,211276.97999999998,211266.63,211277.44,211252.76,((7)+(2)),(((0)+(4))*((x)-(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|SkipD|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,MultXD,25,25,26,26,2
26,x*x*x*x*3*x+1,25,-10,-0.03840001421822034,0.0000002650533751254129,-0.03839996811786545,0.0000008387046084290462,8451.0529,8451.072,8451.2964,8450.950799999999,-0.9599966906192878,0.000034835586444863375,0.0000016992508053475964,0.00001637724166124489,211283.21,211275.97,211295.68,211270.84,((2)-((9)*(9))),(((7)+(9))+((x)+(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,26,26,27,27,2
27,x*x*x*x*3*x+1,25,-10,-0.03840000355928818,0.0000004240864245910021,-0.03839999765238439,0.0000019329964000084064,8451.1092,8451.038400000001,8451.1404,8450.7196,-0.9599997652384391,0.0001785323805295632,0.00000019227946360839847,0.00008764378347499654,211278.40000000002,211268.24,211279.44,211240.48,((4)-(9)),(((0)+(6))*((x)-(1))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,MultXD,27,27,28,28,2
28,x*x*x*x*3*x+1,25,-10,-0.038400006531672456,-0.00000002460851942816471,-0.03839999984854093,0.0000005187473198867681,8451.0935,8451.1332,8451.1288,8451.0184,-0.9599998182491142,0.000021393593849335266,0.0000001206137986387239,0.000003765514254302592,211278.5,211277.11,211279.16,211273.68,((4)-(8)),((0)+((x)-(7))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,AddRandomSubTreeR,28,28,29,29,2
29,x*x*x*x*3*x+1,25,-10,-0.03840001086718838,0.0000004207929398145543,-0.03839999825822068,0.000004998149359471773,8451.0706,8451.0391,8451.137200000001,8450.072,-0.9599996592170891,0.0002442277527923175,0.00000027916547497277835,0.00012179134246629037,211277.84999999998,211265.19,211280,211226.6,((0)-(7)),(((0)+(x))+((2)*(8))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithSub|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,29,29,30,30,2
30,x*x*x*x*3*x+1,25,-10,-0.0384000267514585,0.00000036871095669669905,-0.038399975766548564,0.000002682718803930137,8450.986700000001,8451.0501,8451.256,8450.5612,-0.959999091245571,0.00012249252407491476,0.0000005197413540653207,0.000058121365166080725,211278.89,211270.69,211283,211252.32,((9)*((4)*(9))),(((x)*(4))+((0)+(5))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|SubXD|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,AddRandomSubTreeR,30,30,31,31,2
31,x*x*x*x*3*x+1,25,-10,-0.03840000893608522,0.00000014530652872092036,-0.03839999977281139,0.0000007800142182249654,8451.0808,8451.0973,8451.129200000001,8450.9632,-0.9600000378647678,0.00003029181429992911,0.000000032129321002276516,0.000012870656427385346,211277.84,211275.87,211278,211271.8,((1)-(0)),((0)+((x)-(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|AddRandomSubTreeR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,31,31,32,32,2
32,x*x*x*x*3*x+1,25,-10,-0.03840000567971519,0.0000006844059328387331,-0.038399997879572996,0.0000029629180862040682,8451.098,8450.9834,8451.1392,8450.502,-0.9599998182491142,0.00021298931929560172,0.00000014481314352167823,0.00010545439822382806,211278.06,211266.62,211279.16,211233.2,((5)-(9)),(((7)*(x))+((9)+(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|DeleteTerminalR|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,AddRandomSubTreeR,32,32,33,33,2
33,x*x*x*x*3*x+1,25,-10,-0.03840001035601401,0.0000014431264766692235,-0.038399995229039245,0.000006048896667997293,8451.0733,8450.8231,8451.1532,8449.85,-0.9599997652384391,0.0004748241891496945,0.0000001618912567640231,0.00023741209457484724,211278.22,211253.12,211279.44,211177.88,((0)-(5)),(((0)+(2))*((8)*(x))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithDiv|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,AddRandomSubTreeR,33,33,34,34,2
34,x*x*x*x*3*x+1,25,-10,-0.03840002163971484,0.0000018250818115660451,-0.03840000181750886,0.0000051988326292103875,8451.0137,8450.7424,8451.118400000001,8450.0296,-0.96,0.00023854803761118413,0.00000006466640205776757,0.00010034359953029555,211277.73,211250.22,211278.2,211227.8,((0)*(6)),(((8)*(x))+((0)*(3))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|AddToLeafR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,AddRandomSubTreeR,34,34,35,35,2
35,x*x*x*x*3*x+1,25,-10,-0.03840000586903902,0.00000023145017510105434,-0.038399999469893246,0.0000018856654401676943,8451.097,8451.079099999999,8451.130799999999,8450.729599999999,-0.9599996592170891,0.0000904967952208247,0.00000020971977468045143,0.000050314682624200065,211278.41,211274.31,211280,211259.08,((0)-(7)),((0)+((x)*(3))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,MultXD,35,35,36,36,2
36,x*x*x*x*3*x+1,25,-10,-0.0384000064938077,-0.000000009454679278828886,-0.038400002120427004,0.0000018175088579929918,8451.0937,8451.13,8451.1168,8450.744,-0.96,0.00006058362859972047,0.00000004559521838986924,0.00003659400414776107,211277.87,211276.2,211278.2,211265.4,((0)*(1)),(((0)+(x))*((2)+(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,36,36,37,37,2
37,x*x*x*x*3*x+1,25,-10,-0.03840003362391387,0.00000008425052834301113,-0.03840000333209957,0.0000007421494503479877,8450.9504,8451.110200000001,8451.1104,8450.971199999998,-0.9600000833024893,0.00003351031956925181,0.000000019058181949152188,0.000023241949981800442,211277.62,211277.5,211277.76,211271.12,(3),(((0)+(9))+((x)+(0))),MultXD|SubXD|DeleteTerminalR|AddTreeWithDiv|FellTreeD|AddTreeWithAdd|AddTreeWithMult|ReplaceBranchR|AddTreeWithSub|FellTreeD|AddRandomSubTreeR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|ReplaceBranchR|AddRandomSubTreeR|ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR,DeleteTerminalR|SkipD|DeleteMaliciousR|AddRandomSubTreeR|MutateNonTerminalR|MultXD|MultXD|MultXD|DeleteNonTerminalR|SkipD|ReplaceBranchR|ReplaceBranchR|MutateTerminalR|MutateTerminalR|DeleteMaliciousR|FellTreeD|MutateNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|DeleteMaliciousR,ReplaceBranchR,DeleteMaliciousR,37,37,38,38,2
