gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
20,x*x*x*x*3*x+1,25,-10,-0.041000032847686135,0.000000578861049491552,-0.038399859597440716,0.000001864839817835081,7922.758999999999,8451.0057,8451.8696,8450.733999999999,-0.9599952290392477,0.0001499444807842083,0.000002385480376121407,0.0000765272580408391,211284.5,211269.38,211303.4,211246.52,(((0)*((x)-(5)))-((x)*(x))),(((x)*(9))-((0)+(4))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddTreeWithMult|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,20,20,21,21,4
21,x*x*x*x*3*x+1,25,-10,-0.05139974005836854,0.0000015008670491127972,-0.03839893600002272,0.000005681608419611547,5811.523500000001,8450.8109,8456.748,8449.9276,-0.9598936000022719,0.0004748241891496945,0.00005319999886405081,0.00022808256058207363,211418.7,211249.63999999998,211840.2,211177.88,(((0)*((7)*(x)))-((x)*((x)*(x)))),(((x)*(8))+((8)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|AddToLeafR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|ReplaceBranchXR,ReplaceBranchXR,SubXD,21,21,22,22,4
22,x*x*x*x*3*x+1,25,-10,-0.04359975785480945,0.000001105187807862561,-0.038397872000045435,0.000006016711615304066,7396.016,8450.8945,8462.368,8449.8568,-0.9598936000022719,0.00026808255655346347,0.00005319999886405081,0.00011965745939687659,211418.7,211259.47999999998,211840.2,211221.56,(((0)-(x))*((x)*(x))),(((x)*(4))+((5)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|AddTreeWithAdd|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,22,22,23,23,4
23,x*x*x*x*3*x+1,25,-10,-0.05399964978876192,-0.00000005946090920802781,-0.03839860097255657,0.000003065152959464744,5283.8048,8451.1406,8458.5176,8450.480399999999,-0.9599808858651768,0.00023854803761118413,0.520003185767203,0.0001925287996663823,158483.89,211274.41,211379.16,211227.8,((((0)/(6))*((6)*((2)*(6))))-((x)*((7)-((3)*(x))))),(((x)*(0))+((9)-(1))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|SkipD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,23,23,24,24,4
24,x*x*x*x*3*x+1,25,-10,-0.043599536762429815,-0.0000005991176972530011,-0.038398015128868,0.00000102613520940879,7397.183800000002,8451.2546,8461.612,8450.9112,-0.9598936000022719,0.0000312384334967158,0.00005319999886405081,0.000014532788618368346,211418.7,211273.66,211840.2,211271.6,((((x)*((8)-(0)))*(((x)*(x))*((0)*(x))))*(((0)-((2)+(x)))*((0)-((x)*((x)*(x)))))),(((x)+(5))+((0)-(4))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,MultXD,SubXD,24,24,25,25,4
25,x*x*x*x*3*x+1,25,-10,-0.05139974005836853,-0.0000001680119464524807,-0.03839893600002272,0.0000004259786385925809,5811.523500000001,8451.1635,8456.748,8451.038,-0.9598936000022719,0.000025369394476169968,0.5200177357518807,0.000011616320006200671,158599.15000000002,211276.44,211840.2,211272.84,(((0)*((x)-(x)))*((x)*(x))),(((0)+(x))-((9)-(5))),AddTreeWithSub|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,25,25,26,26,4
26,x*x*x*x*3*x+1,25,-10,-0.04099957519516921,0.0000002598520683130851,-0.03839830078067685,0.0000011548754201830755,7925.1763,8451.073100000001,8460.103200000001,8450.884,-0.9599364780654134,0.000059258361724108905,0.00003176096729329281,0.00002746365094989438,211362.08000000002,211273.07,211613.72,211265.68,(((0)-((x)-(9)))*((x)*(x))),(((x)-(1))+((0)-(x))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,AddRandomSubTreeR,26,26,27,27,4
27,x*x*x*x*3*x+1,25,-10,-0.043599216805141276,-0.0000005317610333954034,-0.038398074803742174,0.0000016660497864933463,7398.8738,8451.2404,8461.2968,8450.776,-0.9598936000022719,0.00005263202734605107,0.00006143006733009503,0.00001937670005348866,211559.2,211274.15,211840.2,211267.08,((((x)-((1)*(x)))*(((0)*(0))/((2)*(3))))-(((0)*(5))-((7)-((x)*((x)*(x)))))),(((x)+(x))-((6)+(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,27,27,28,28,4
28,x*x*x*x*3*x+1,25,-10,-0.041007026375650686,0.00000022766563380607836,-0.03839777627791225,0.0000016016796811041371,7885.8195000000005,8451.0799,8462.8736,8450.7896,-0.9599031419237763,0.00006020498092089559,0.00004842903811180799,0.00003234775318816446,211406.1,211275.5,211789.8,211265.48,(((((x)*(4))*((0)-(0)))*(((3)*(9))-((0)*(9))))/(((0)-((9)-(x)))-((4)-((6)*((x)*(x)))))),(((x)*(6))+((0)-(x))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,AddRandomSubTreeR,28,28,29,29,4
29,x*x*x*x*3*x+1,25,-10,-0.043600205605689564,-0.0000004358288814580734,-0.03839830123505406,0.0000013063344916813433,7393.651,8451.2201,8460.1008,8450.851999999999,-0.9598792871200152,0.00003351031956925181,0.00006908405996483478,0.00001579795607127335,211387.28,211274.28999999998,211915.8,211271.12,(((0)-((x)*(3)))+((x)*(x))),(((x)-(0))-((2)+(7))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,AddRandomSubTreeR,29,29,30,30,4
30,x*x*x*x*3*x+1,25,-10,-0.04613197458138133,-0.0000005219360420212343,-0.03812786212680721,0.000001253323816656881,7225.8487,8451.2383,9888.548,8450.8632,-0.9592552000159031,0.000059258361724108905,0.0003723999920484111,0.000012997326326616151,212261.7,211273.78,215212.2,211265.68,((((0)*((x)*(x)))-(((3)*(x))*((x)+(7))))-(((9)-((6)-(x)))*((7)-((0)*((x)*(x)))))),(((x)+(x))-((0)+(1))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,30,30,31,31,4
31,x*x*x*x*3*x+1,25,-10,-0.04033559795184772,-0.0000014181757697660576,-0.02534010871334711,0.000001185167234482178,27054.066266666676,8451.4277,87100.50426666667,8450.8776,0.34598435770453684,0.000026694661351781535,0.6529921788522683,0.000009991032065464861,2177506.306666667,211279.22,8076190.626666668,211272.56,(((((x)*(x))*((x)-(8)))*(((0)-(7))-((0)*(x))))+(((0)/((3)*(1)))*((x)-((x)*((8)*(x)))))),(((0)+(1))-((4)+(x))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,31,31,32,32,4
32,x*x*x*x*3*x+1,25,-10,-0.051400975858370626,-0.00000019778211814530437,-0.03839893600002272,0.0000010734661692508795,5804.99606,8451.169800000001,8456.748,8450.9012,-0.96,0.0000312384334967158,0.00024837167298857876,0.00002231197660635521,210622.256,211275.63,211278.2,211271.6,((0)*((x)*(x))),(((x)+(5))+((0)-(4))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,AddRandomSubTreeR,32,32,33,33,4
33,x*x*x*x*3*x+1,25,-10,-0.04879929738136731,0.00000027031976771159074,-0.03839680800006815,0.000002252953688552062,6342.057199999999,8451.0709,8467.988000000001,8450.652,-0.9598936000022719,0.00017947899972648766,0.00005319999886405081,0.00008152254625518697,211418.7,211265.82,211840.2,211240.28,(((((8)-(8))-((x)*(x)))*(((0)*(x))-((5)-(8))))*(((0)/((5)-(0)))*((x)-((x)*((x)*(x)))))),(((0)+(x))*((6)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|MutateTerminalR|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,AddRandomSubTreeR,33,33,34,34,4
34,x*x*x*x*3*x+1,25,-10,-0.040999216880870805,0.0000007577856598637664,-0.038397202550949416,0.0000030519002907086286,7927.0689,8450.9679,8465.904000000002,8450.4832,-0.9598936000022719,0.00023854803761118413,0.00005646114729541595,0.00010484883448019662,211534,211258.96,211840.2,211227.8,(((0)-(x))*((x)*(x))),(((x)*(0))+((9)-(1))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,MultXD,AddRandomSubTreeR,34,34,35,35,4
35,x*x*x*x*3*x+1,25,-10,-0.04879723242625125,0.0000002583441917006945,-0.038390232707397165,0.000010123145691323708,6352.9642,8451.0735,8502.718400000002,8448.9892,-0.9598649288000372,0.0004748241891496945,0.00006753559998140535,0.00023140121273191024,211456.56,211251.06,211991.64,211177.88,(((0)-((x)-(6)))-((0)*((x)*(x)))),(((x)*(8))+((8)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,35,35,36,36,4
36,x*x*x*x*3*x+1,25,-10,-0.04620159550772394,0.0000003232746531605056,-0.038399222106208775,0.0000017796440901160138,6858.114100000001,8451.059700000002,8455.236799999999,8450.752,-0.959922210620878,0.00012040996184179118,0.000038894689560975415,0.000057812313067845826,211380.92,211270.56,211689.08,211252.76,(((0)-((x)*(x)))-((6)*(x))),(((x)*(0))+((9)-(5))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,36,36,37,37,4
37,x*x*x*x*3*x+1,25,-10,-0.048799072351051825,-0.00000008563635789524963,-0.03839628940420734,0.000002067416334927313,6343.245800000001,8451.1461,8470.7272,8450.6912,-0.9598792871200152,0.0000904967952208247,0.00006035643999235951,0.0000410180777278791,211437.6,211271.78,211915.8,211259.08,(((0)-((x)+(3)))*((x)*(x))),(((x)*(0))+((9)-(6))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,37,37,38,38,4
38,x*x*x*x*3*x+1,25,-10,-0.048799368604995695,0.00000008054885301494765,-0.03839747441998275,0.000004301437630577261,6341.681,8451.110999999999,8464.468,8450.2192,-0.96,0.00012533238166555032,0,0.00006401988085982155,211278.2,211271.81999999998,211278.2,211251.72,(((0)*(x))*((6)-(1))),(((5)+(x))*((4)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,38,38,39,39,4
39,x*x*x*x*3*x+1,25,-10,-0.0436005098869642,0.0000005414664925358103,-0.0383988882904152,0.0000013669181202823037,7392.043800000001,8451.0136,8457.000000000002,8450.839199999999,-0.96,0.00005793309484849734,0,0.000023677025859451808,211278.2,211271.89,211278.2,211265.96,(0),(((x)+(x))-((0)-(2))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,39,39,40,40,4
40,x*x*x*x*3*x+1,25,-10,-0.05399931320884029,0.0000014024200365864722,-0.03839730054496867,0.000005740298809818384,5285.5826,8450.831699999999,8465.3864,8449.9152,-0.9597300544968671,0.0005043587080919738,0.00012751803816666066,0.00025117368607443374,211775.16,211251.24,212704.04,211171.64,(((0)-((x)*(7)))*((8)*(x))),(((x)*(8))+((9)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,40,40,41,41,4
41,x*x*x*x*3*x+1,25,-10,-0.04879848692387572,-0.0000001471696034498342,-0.03839361600013631,0.0000010469608317400256,6346.338000000001,8451.1591,8484.848,8450.9068,-0.9595744000090876,0.00003294234805115225,0.0002127999954562032,0.000019296408900033763,211840.2,211274.77000000002,213526.2,211271.24,((((0)+((9)*(x)))*((1)/((0)*(0))))-(((0)+(3))-((x)*((x)*(x))))),(((0)+(x))+((6)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|AddTreeWithAdd|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,AddTreeWithSub,SubXD,41,41,42,42,4
42,x*x*x*x*3*x+1,25,-10,-0.046199892464059235,0.0000011648271335274153,-0.038399569856236944,0.000005030334412166378,6867.1095000000005,8450.8819,8453.4,8450.0652,-0.9599760997585174,0.00035782205641663844,0.00001195012074128865,0.0001772393642062975,211309.76,211258.77000000002,211404.44,211202.6,((((x)*((5)-(1)))*(((0)*(3))*((0)+(1))))/(((7)+((7)+(0)))-((2)-((x)*((5)*(x)))))),(((x)*(8))+((x)-(0))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|SkipD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddXD|DeleteNonTerminalR,SubXD|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|SubXD|SubXD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,SubXD,42,42,43,43,4
