specEquation,range,seed,AID,PID,AAvg,PAvg,ABestFit,PBestFit,AStdDev,PStdDev,AAvgDelta,PAvgDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,finAAvg,finPAvg,finABestFit,finPBestFit,finAStdDev,finPStdDev,finAAvgDelta,finPAvgDelta,finABestDelta,finPBestDelta,finAEquation,finPEquation,finAStrat,finPStrat,finADomStrat,finPDomStrat,finABirthGen,finPBirthGen,finAAge,finPAge,run
x*x*x*x*3*x+1,25,-10,,,-0.6335039105738658,0.00016504305697421644,0.34598435770453684,0.0005043587080919738,0.6529921788522683,0.00023658887378473685,2177506.306666667,211243.33000000002,8076190.626666668,211171.64,(((((x)*(x))*((x)-(8)))*(((0)-(7))-((0)*(x))))+(((0)/((3)*(1)))*((x)-((x)*((8)*(x)))))),(((x)-(0))*((8)+(9))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,AddTreeWithAdd|AddRandomSubTreeR|AddRandomSubTreeR|AddTreeWithSub|SubXD|FellTreeD|SubXD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,MultXD,AddRandomSubTreeR,0,0,31,73,32,74,-0.96,0.00010469608317379594,-0.96,0.00041575515126513575,0,0.00020737762850726727,211278.2,211256.08000000002,211278.2,211190.36,(0),(((x)*(9))+((5)-(0))),ReplaceBranchXR|SkipD|AddTreeWithSub|AddTreeWithSub|FellTreeD|SkipD|ReplaceBranchXR|DeleteMaliciousR|MutateNonTerminalR|SkipD|MutateNonTerminalR|AddTreeWithAdd|MultXD|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|ReplaceBranchXR|MultXD|FellTreeD|DeleteNonTerminalR,AddTreeWithAdd|AddRandomSubTreeR|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|FellTreeD|SkipD|MutateNonTerminalR|AddRandomSubTreeR|FellTreeD|AddRandomSubTreeR|ReplaceBranchXR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|MutateTerminalR|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|DeleteMaliciousR,ReplaceBranchXR,FellTreeD,99,99,99,99,4
