gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
21,x*x*x*x*3*x+1,25,-10,-0.03840030089237791,0.0003391808586469875,-0.03840002438491051,0.0027857715561757004,8449.5387,8379.4728,8450.9992,7862.555199999999,-0.9600009087544289,0.13133167548757996,0.00000024921806678680994,0.06553748151996495,211272.26,204300.5,211273.4,183530.68,((1)*((x)-(6))),((((5)*(9))*((8)*(5)))*((4)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,21,21,22,22,3
22,x*x*x*x*3*x+1,25,-10,-0.03840036800767898,0.00001796964339466994,-0.03840001173807804,0.0000839764821926739,8449.1842,8447.332199999999,8451.066,8433.385600000001,-0.96,0.00332528391476261,0.000009980135754819738,0.0018643777085095012,211248.28,211039.1,211278.2,210575.64,((8)*((x)*(0))),((((6)+(5))*((x)+(9)))*((x)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|AddToLeafR|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,SkipD,AddXD,22,22,23,23,3
23,x*x*x*x*3*x+1,25,-10,-0.038400529368387275,0.00003632204429336761,-0.038400071261493134,0.00013297727829942118,8448.3319,8443.4569,8450.7516,8423.0328,-0.9600012722562005,0.009916404058724584,0.000004455164468978138,0.004633520696844189,211255.57,210630.63999999998,211271.48,209183.08,((x)+(2)),((((x)*(3))*((2)*(2)))*((7)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddXD,AddXD,23,23,24,24,3
24,x*x*x*x*3*x+1,25,-10,-0.038400189816081357,0.00003726398304637683,-0.0384000230975084,0.00025510251412592813,8450.1254,8443.2619,8451.006,8397.2304,-0.9599988716299173,0.011895216827860194,0.0000044917313971732496,0.005536730754713889,211264.13,210296.53999999998,211284.16,208765,(((4)-(x))+((1)*(1))),((((x)+(1))*((8)*(6)))*((9)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddTreeWithMult,AddXD,24,24,25,25,3
25,x*x*x*x*3*x+1,25,-10,-0.03840032987785772,-0.000046525554482384404,-0.03839990821580267,0.000043487685904179725,8449.3856,8461.1602,8451.6128,8441.94,-0.9599978189893704,0.0016440882211227429,0.000003540955102358297,0.0009558852794320476,211271.21000000002,211098.28,211289.72,210930.84,(((x)-(9))*((5)-(7))),((((4)*(2))+((3)*(3)))-((5)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,25,25,26,26,3
26,x*x*x*x*3*x+1,25,-10,-0.03840033177109612,0.00006157528029642043,-0.03839967996698192,0.00021471973918748289,8449.3756,8438.1187,8452.8184,8405.7624,-0.9599709198582722,0.012309836036088992,0.000015235337189138751,0.005935119866138478,211311.40000000002,210519.39,211431.8,208677.4,(((0)-(x))*((8)*(3))),(((x)*((3)*(5)))*((7)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddTreeWithMult,AddXD,26,26,27,27,3
27,x*x*x*x*3*x+1,25,-10,-0.038400306269174955,0.00008427653588925801,-0.03839995887886209,0.00028488315405943816,8449.5103,8433.3493,8451.3452,8390.9384,-0.96,0.013328019644241634,0.0000009630462861368353,0.0066018204964253015,211272.88,209937.64,211278.2,208462.28,((0)*((x)*(2))),(((x)*((x)*(5)))*((x)+(x))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,27,27,28,28,3
28,x*x*x*x*3*x+1,25,-10,-0.03840044337749943,0.0004858697252751676,-0.038399816885982554,0.0019926409823635403,8448.786100000001,8348.6644,8452.0952,8030.1264,-0.960000802733079,0.0940738798418389,0.000004111872044588276,0.04607300323508317,211249.38,205969.06,211273.96,191402.44,(((2)-(1))*((x)-(8))),((((x)+(7))*((9)*(8)))*((9)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,28,28,29,29,3
29,x*x*x*x*3*x+1,25,-10,-0.0384004937376407,-0.00010195852640155371,-0.03840000302918143,0.0009865968187915276,8448.5201,8477.241000000002,8451.112,8242.6816,-0.9600002801992823,0.048258646656399,0.000005102353925996153,0.02393551531104104,211251.08,208658.7,211276.72,201082.2,(((3)*(x))+((9)-(x))),((((4)*(8))*((9)*(7)))+((1)*((x)+(x)))),MultXD|AddXD|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddXD,AddXD,29,29,30,30,3
30,x*x*x*x*3*x+1,25,-10,-0.038401440167513734,0.0003264675280752276,-0.038399918590749066,0.0014248360692205844,8443.5211,8382.154400000001,8451.558,8150.091200000001,-0.96,0.06377941500826877,0.0000006441426580355282,0.03187235343113837,211275.41,207903.9,211278.2,197803,(((0)*(2))*((x)+(1))),((((x)*(6))*((x)*(x)))*((5)-((1)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|SkipD|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,SkipD,AddXD,30,30,31,31,3
31,x*x*x*x*3*x+1,25,-10,-0.03840040990504463,0.0012819081461317243,-0.03839888071746162,0.009659605202997756,8448.9629,8180.2901,8457.04,6410.264,-0.9599463077591536,0.4554677198120772,0.000027204942706172665,0.2272625683256378,211346.66,187070.07,211561.8,115047.8,(((9)*(4))-((x)*(5))),((((x)*(x))*((8)*(3)))*((x)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddTreeWithMult,AddXD,31,31,32,32,3
32,x*x*x*x*3*x+1,25,-10,-0.03840033640953018,0.00017769112605123708,-0.03839997561508949,0.0007112972374811994,8449.351100000002,8413.585799999999,8451.2568,8300.846399999999,-0.9599981900640956,0.019577599581972995,0.0000043840294167140054,0.00934359306974065,211266.9,209825.54,211287.76,207141.88,(((x)+(7))*((9)-(x))),(((7)*((3)*(5)))*((7)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|AddTreeWithSub|DeleteNonTerminalR|FellTreeD|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddRandomSubTreeR,AddXD,32,32,33,33,3
33,x*x*x*x*3*x+1,25,-10,-0.0384001494522388,0.00008361741730518635,-0.038399126838452806,0.0004572814421932809,8450.338600000001,8433.525999999998,8455.74,8354.5144,-0.959997576654856,0.03258414734695774,0.00000149495039591919,0.015863917642779283,211279.92,209394.16,211291,204393.88,(((x)-(0))*((5)-(7))),((((x)*(8))*((1)*(4)))*((9)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DeleteTerminalR,AddXD,33,33,34,34,3
34,x*x*x*x*3*x+1,25,-10,-0.03840019740796732,0.00004591989702097659,-0.03839957894378124,0.0002588094749008688,8450.0853,8441.4503,8453.351999999999,8396.4472,-0.9599612264776962,0.008763421876937698,0.00001954393872765351,0.004336359405935296,211328.18,210545.18,211483,209426.68,(((0)-(8))*((x)*(4))),((((x)*(7))*((3)*(4)))+((1)*((3)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|SkipD|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,SkipD,AddXD,34,34,35,35,3
35,x*x*x*x*3*x+1,25,-10,-0.03840033781052659,-0.000018494611395736962,-0.03839968451075407,0.00011768369855480033,8449.3437,8455.143799999998,8452.794399999999,8426.264,-0.960000802733079,0.008518815476466695,0.0000048244226725949034,0.004134719869878708,211259.75,210755.68,211273.96,209478.36,((x)-(8)),(((x)*((9)*(8)))*((1)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|MultXD|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,35,35,36,36,3
36,x*x*x*x*3*x+1,25,-10,-0.03840084534987519,0.0003551884141556709,-0.03839998068896838,0.0014036848098857343,8446.662900000001,8376.0848,8451.23,8154.56,-0.9599930328827111,0.1191259675631466,0.000005423120930796424,0.05952463850105555,211278.15,204973.86000000002,211315,186109.48,(((x)-(3))*((1)-(7))),((((x)*(9))*((5)*(x)))-((0)*((x)+(x)))),MultXD|AddTreeWithSub|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|ReplaceBranchR|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,36,36,37,37,3
37,x*x*x*x*3*x+1,25,-10,-0.038400267741773644,0.00004117913954336868,-0.03839984634477196,0.0003108224132920495,8449.713800000001,8442.760499999999,8451.9396,8385.458,-0.95999091245571,0.01831594551638555,0.000006535435534796173,0.008227471132906769,211276.14,209942.15999999997,211326.2,207408.44,(((3)-(x))+((5)*(7))),((((7)*(x))*((1)*(7)))*((9)+((5)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|SkipD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|MutateNonTerminalR|SubXD|AddXD|FellTreeD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddTreeWithMult,AddXD,37,37,38,38,3
38,x*x*x*x*3*x+1,25,-10,-0.03840022843814459,0.000008810910571577253,-0.03840003082192105,0.0001304668441893233,8449.9214,8449.279199999999,8450.9652,8423.563199999999,-0.96,0.005936438307407105,0.0000024915017262094885,0.003022338415266575,211271.62,210946.09999999998,211278.2,210023.96,((x)*(0)),((((5)*(2))-((0)*(x)))*((5)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|MultXD|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DivXD,AddXD,38,38,39,39,3
39,x*x*x*x*3*x+1,25,-10,-0.03840092963684848,0.00017560472241851934,-0.03840002703544426,0.0015217471561192809,8446.217700000001,8414.1457,8450.985200000001,8129.616,-0.9600012495373399,0.07088133087086136,0.0000037525869875956863,0.038559850849515444,211261.03,208329.59999999998,211271.6,196302.52,((x)+(1)),((((x)*(8))*((7)*(3)))*((4)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteMaliciousR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|DeleteTerminalR,DeleteMaliciousR,DeleteNonTerminalR,39,39,40,40,3
40,x*x*x*x*3*x+1,25,-10,-0.03840032575059802,0.00001660292823632517,-0.03840002756555101,0.00005230639034221484,8449.4074,8447.620299999999,8450.9824,8440.076799999999,-0.96,0.0030019187971121477,0.00000437406744679067,0.0015995583691890375,211262.1,211042.99,211278.2,210643.96,(((0)*(3))*((x)*(9))),(((5)*((5)*(x)))*((x)+(x))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DeleteTerminalR,AddXD,40,40,41,41,3
41,x*x*x*x*3*x+1,25,-10,-0.03840049536582572,0.00008985377927461281,-0.038399975463630415,0.0004391555778116258,8448.5115,8432.164299999999,8451.2576,8358.344,-0.9600001211672573,0.021305747587777642,0.000004038664022541431,0.013514861964216513,211263.03999999998,209486.65999999997,211277.56,206776.76,(((x)*(0))+((3)*(2))),(((x)*((x)*(8)))*((x)+(x))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DivXD|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,DeleteTerminalR,AddXD,41,41,42,42,3
42,x*x*x*x*3*x+1,25,-10,-0.038400626245395884,0.0012184167846912967,-0.038399874819077404,0.009668473131634027,8447.820200000002,8193.713,8451.7892,6408.3904,-0.9599946080570547,0.47606009517309406,0.000006174852094030204,0.2384146576185085,211271.01,186254.72,211306.68,110697.08,(((x)+(3))*((0)-(4))),((((x)*(5))*((x)*(8)))*((5)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|MultXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddRandomSubTreeR,AddXD,42,42,43,43,3
43,x*x*x*x*3*x+1,25,-10,-0.03840063031585843,0.00019668704243646043,-0.038399978189893706,0.0006919975652954268,8447.7987,8409.572400000001,8451.243199999999,8304.924,-0.9599890192173163,0.022902126201378093,0.00001557887224662601,0.011249185585332323,211253.33000000002,209397.83000000002,211336.2,206439.48,(((x)-(7))-((6)*(x))),((((x)*(5))*((5)*(8)))-((7)*((x)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|MultXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddTreeWithMult,AddXD,43,43,44,44,3
44,x*x*x*x*3*x+1,25,-10,-0.038400589289382434,0.00016522236105160715,-0.03840005672142228,0.0007656558982422262,8448.0154,8416.2211,8450.8284,8289.361599999998,-0.96,0.02869922216300602,0.000004770960752242814,0.014360869238962378,211265.6,209765.87,211278.2,205214.68,(((4)-(4))*((x)+(0))),((((x)*(9))-((3)*(7)))*((x)*((6)+(x)))),MultXD|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|SkipD|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|DeleteMaliciousR|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,AddTreeWithMult,AddXD,44,44,45,45,3
