gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
45,x*x*x*x*3*x+1,25,-10,-0.03840049243130621,-0.000025632109317396574,-0.038399921544200966,0.00015127732061329718,8448.527,8456.750999999998,8451.5424,8419.1664,-0.9599962892527483,0.006172714458945615,0.000005577216387975772,0.0006466080352440063,211273.27000000002,211180.16,211297.8,209974.04,((x)*((x)-(7))),((((x)*(6))*((9)-(8)))+((0)*((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteTerminalR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,AddTreeWithDiv,AddXD,45,45,46,46,3
46,x*x*x*x*3*x+1,25,-10,-0.03840127322175217,0.00041115775390432584,-0.0384000866345889,0.0020285670741231232,8444.402900000001,8364.2642,8450.6704,8022.536,-0.9600013328398291,0.057762703392967185,0.000005859464453252256,0.017635177042508603,211246.05,207991.19999999998,211271.16,199074.2,((x)+(8)),((((8)*(5))*((7)*(9)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,AddXD,46,46,47,47,3
47,x*x*x*x*3*x+1,25,-10,-0.038400146101206845,0.0005270780600563756,-0.03839947686036704,0.002395400945293932,8450.3563,8339.7733,8453.8912,7945.031999999999,-0.9599467772822752,0.06882300208918865,0.000028190331210923653,0.034411501044594325,211383.95,207643,211559.32,196737.4,(((8)-(x))*((5)*(9))),((((x)*(8))*((9)*(9)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchXR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|AddXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,AddXD,47,47,48,48,3
48,x*x*x*x*3*x+1,25,-10,-0.038400190630173865,0.00007792599034587375,-0.03839979787786909,0.0003158981854256638,8450.1211,8434.7232,8452.195600000001,8384.385600000001,-0.9599898901069776,0.024140304110883217,0.000006783845936948161,0.011235308403247274,211283.25,209412.02,211331.6,206177.88,(((9)*(8))-((x)+(9))),((((7)*(5))*((6)*(x)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,AddXD,48,48,49,49,3
49,x*x*x*x*3*x+1,25,-10,-0.038400084343770444,0.00010982570598017353,-0.038399894660215775,0.0003943388385550462,8450.6825,8427.935800000001,8451.6844,8367.8128,-0.9599962135232125,0.018616970420990028,0.0000018932383937242392,0.008392368577090347,211283.2,209742.94,211298.2,207344.84,(((0)-(1))*((9)*(8))),((((x)*(x))*((7)*(1)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,AddXD,49,49,50,50,3
50,x*x*x*x*3*x+1,25,-10,-0.038400095873592256,0.00009498227378421965,-0.0383998610363019,0.0003369434234104637,8450.621600000002,8431.060599999999,8451.862,8379.939199999999,-0.9599887541639412,0.008186741462204912,0.000006777302317968208,0.004626721108835213,211286.65,210482.36,211337.6,209548.52,(((1)+(x))*((0)-(9))),((((x)*(3))*((x)+(7)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|SkipD|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,AddTreeWithDiv,AddXD,50,50,51,51,3
51,x*x*x*x*3*x+1,25,-10,-0.03839999780384347,0.00010036716570383989,-0.03839993237352458,0.00034625815630765606,8451.1396,8429.9236,8451.485200000001,8377.9712,-0.9599966376086128,0.01570100464695363,0.0000016151709290728998,0.007854363972885959,211283.3,210407.86000000002,211295.96,207960.92,(((8)*(3))-((3)-(8))),((((5)*(9))*((x)*(3)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|ReplaceBranchXR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,AddXD,51,51,52,52,3
52,x*x*x*x*3*x+1,25,-10,-0.03840003616085332,0.000044988668643781385,-0.0384,0.00009494590544599763,8450.937,8441.623,8451.128,8431.068000000001,-0.96,0.00473347463202553,0.0000001457178745659008,0.0022789451520440446,211277.28999999998,210670.6,211278.2,210278.12,(((8)-(8))*((5)*(4))),((((x)+(9))*((9)*(2)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,52,52,53,53,3
53,x*x*x*x*3*x+1,25,-10,-0.038399874667618336,0.00037884302353724606,-0.038399454292965395,0.002422851008764747,8451.79,8371.089100000001,8454.010400000001,7939.232400000001,-0.9599515330971202,0.1112020075899927,0.000025387689184145146,0.05500379665271255,211334.30000000002,205195.91999999998,211534.2,187783.64,(((8)*(x))*((4)-(9))),((((x)*(x))*((7)*(6)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,53,53,54,54,3
54,x*x*x*x*3*x+1,25,-10,-0.03840003227971461,0.00009141680529354884,-0.0383998894348778,0.000329828633526792,8450.9575,8431.8143,8451.712,8381.4424,-0.9599943960143545,0.017311771872346535,0.0000028460707132075943,0.00845770859177255,211285.78,210293.5,211307.8,207620.6,(((8)-(x))*((1)*(5))),((((x)+(x))*((8)*(8)))*((9)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddTreeWithSub|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,54,54,55,55,3
55,x*x*x*x*3*x+1,25,-10,-0.03840005164754338,0.000289127800228443,-0.03839992025679886,0.0007456595143275563,8450.8552,8390.0416,8451.549200000001,8293.5864,-0.9599965997438448,0.04839117334396071,0.0000015281409083639529,0.023812127722292374,211284.43,207081.6,211296.16,201054.2,(((x)-(5))*((5)-(8))),((((5)*(9))*((5)*(9)))*((x)-((x)+(x)))),AddTreeWithDiv|AddTreeWithSub|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,55,55,56,56,3
56,x*x*x*x*3*x+1,25,-10,-0.038400056229180295,0.00023115337883721046,-0.038399950169965474,0.0011650231779710364,8450.831,8402.2932,8451.3912,8204.984,-0.9599966906192878,0.02476355819010196,0.0000015274527213812602,0.010623212938524116,211283.71000000002,209049.94,211295.68,206046.2,(((0)-(9))*((2)+(5))),((((4)*(8))*((6)*(5)))*((x)-((x)+(x)))),ReplaceBranchR|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,56,56,57,57,3
57,x*x*x*x*3*x+1,25,-10,-0.038399983453096434,0.00007258363479278722,-0.03839983430377578,0.00027659834284843727,8451.215400000001,8435.805699999999,8452.003200000001,8392.688799999998,-0.959993123758154,0.020829787455591747,0.000004774101091972367,0.00965395519365754,211285.12,209781.07,211314.52,206877.32,(((6)*(7))-((x)-(2))),((((x)*(6))*((5)*(6)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,57,57,58,58,3
58,x*x*x*x*3*x+1,25,-10,-0.03839969736584276,0.0003977445659536718,-0.038398995977815036,0.0008427561385888384,8452.726499999999,8367.0936,8456.4312,8273.072,-0.9599571067909515,0.047160568388030566,0.00002086626503807045,0.02473430948484968,211366.62,206819.26,211504.76,201314.2,(((9)-(x))*((9)*(4))),((((x)*(8))*((7)*(7)))*((5)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|DivXD|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,58,58,59,59,3
59,x*x*x*x*3*x+1,25,-10,-0.038399966641139496,0.00024949123669096746,-0.03839986656455801,0.001765497812836348,8451.3042,8398.4161,8451.8328,8078.1168,-0.959990094576724,0.08573416471742001,0.000004356888527414953,0.041429576595706286,211303.58000000002,206272.7,211330.52,193164.44,(((9)*(8))-((x)+(6))),((((8)*(7))*((9)*(8)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,59,59,60,60,3
60,x*x*x*x*3*x+1,25,-10,-0.03840003110590681,0.0004941882648391039,-0.03839992502775961,0.0021304800968580772,8450.9637,8346.719299999999,8451.524,8001.004,-0.9599942445552831,0.1269980528043121,0.0000038826653113167575,0.06385057682897921,211282.93,204679.12,211308.6,184446.28,(((5)*(1))-((x)+(3))),((((x)*(8))*((x)*(6)))*((x)-((x)+(x)))),AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,60,60,61,61,3
61,x*x*x*x*3*x+1,25,-10,-0.03840007913736485,0.00021201116271714088,-0.038399873834593444,0.001516665704270487,8450.71,8406.3972,8451.7944,8130.6896,-0.959993532697647,0.06640457936502689,0.0000033298154298772096,0.03143427615419952,211286,207151.2,211312.36,197248.36,(((6)*(8))-((x)+(6))),((((5)*(x))*((x)*(5)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,61,61,62,62,3
62,x*x*x*x*3*x+1,25,-10,-0.038399947841282256,0.0001439703894204407,-0.03839943217994095,0.0006561206977340814,8451.4035,8420.7102,8454.127199999999,8312.503999999999,-0.9599781898937041,0.01595772777314469,0.000011114470410817445,0.007588857479241087,211305.45,209963.44,211393.4,207906.68,(((2)*(0))-((9)*(x))),((((x)*(3))*((2)*(x)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,62,62,63,63,3
63,x*x*x*x*3*x+1,25,-10,-0.03839990902989518,0.0000664415711441854,-0.038399754484845096,0.00026219837162565993,8451.6085,8437.091300000002,8452.4248,8395.731199999998,-0.959990306619424,0.01035980049053815,0.0000048810270748983565,0.00489983291048031,211298.53,210540.91,211329.4,209089.4,(((0)-(8))*((0)+(x))),((((9)*(6))*((7)-(0)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,63,63,64,64,3
64,x*x*x*x*3*x+1,25,-10,-0.038399971601424096,0.0002834974790355106,-0.03839978091445308,0.0012561636742456181,8451.278,8391.2377,8452.2852,8185.728,-0.9599890949468521,0.05464643299687334,0.000005738531431912802,0.02506495758863954,211300.89,206262.08000000002,211335.8,199732.6,(((9)*(1))-((x)-(1))),((((x)*(9))*((7)*(8)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddXD|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|DeleteMaliciousR|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,64,64,65,65,3
65,x*x*x*x*3*x+1,25,-10,-0.03839986097950475,0.000012497447692640635,-0.038399218244002456,0.00014946359823209655,8451.8623,8448.519699999999,8455.2572,8419.5496,-0.9599625138798039,0.00545479846003994,0.00001877885236800792,0.0026210338106052045,211327.72,210947.66,211476.2,210125.72,(((8)*(3))-((x)*(4))),((((4)*(6))*((8)-(0)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|MutateTerminalR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|DeleteMaliciousR|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,65,65,66,66,3
66,x*x*x*x*3*x+1,25,-10,-0.03839934187246957,0.0004539984497027972,-0.03839733613785048,0.0018765627499666327,8454.6042,8355.2468,8465.1984,8054.6512,-0.9597479721050254,0.09688988262868578,0.0001261600501486963,0.04792035589593165,211610.22,205990.34000000003,212609.4,190807.48,(((8)*((x)*(1)))-((9)*(3))),((((x)*(x))*((5)*(x)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|DeleteMaliciousR|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,66,66,67,67,3
67,x*x*x*x*3*x+1,25,-10,-0.03839991758733272,0.00017437828037178117,-0.038399471104922325,0.000491363519757364,8451.563300000002,8414.3241,8453.9216,8347.313600000001,-0.9599620292107752,0.021364816625662336,0.000025399993643408068,0.011566398076943998,211324.53,209106.08000000002,211478.76,206764.28,(((9)-((7)*(5)))*((5)+(x))),((((x)*(8))*((x)+(3)))*((x)-((x)+(x)))),AddTreeWithDiv|ReplaceBranchR|AddToLeafR|MutateTerminalR|DeleteNonTerminalR|DivXD|DeleteMaliciousR|AddTreeWithDiv|AddTreeWithMult|AddXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|SkipD|FellTreeD|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddToLeafR,AddTreeWithAdd|AddTreeWithAdd|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|DeleteNonTerminalR|SubXD|AddXD|SubXD|DeleteMaliciousR|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|SubXD|AddXD,DeleteMaliciousR,DeleteNonTerminalR,67,67,68,68,3
