A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithDiv,AddTreeWithAdd,AddTreeWithDiv,DeleteNonTerminalR,0,0,0,3
ReplaceBranchR,AddToLeafR,ReplaceBranchR,ReplaceBranchR,0,0,1,3
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,2,3
MutateTerminalR,ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,0,0,3,3
DeleteNonTerminalR,SkipD,DeleteNonTerminalR,SkipD,0,0,4,3
DivXD,DeleteNonTerminalR,DivXD,DeleteNonTerminalR,0,0,5,3
DeleteMaliciousR,AddXD,DeleteMaliciousR,AddTreeWithDiv,0,0,6,3
AddTreeWithDiv,SubXD,AddTreeWithDiv,SubXD,0,0,7,3
AddTreeWithMult,AddXD,AddTreeWithMult,AddXD,0,0,8,3
AddXD,MultXD,AddXD,SubXD,0,0,9,3
DeleteMaliciousR,FellTreeD,DeleteMaliciousR,DeleteMaliciousR,0,0,10,3
DeleteTerminalR,DeleteNonTerminalR,DeleteTerminalR,SkipD,0,0,11,3
MutateNonTerminalR,DeleteNonTerminalR,MutateNonTerminalR,DeleteNonTerminalR,0,0,12,3
DeleteMaliciousR,ReplaceBranchXR,DeleteMaliciousR,ReplaceBranchXR,0,0,13,3
SkipD,AddTreeWithMult,SkipD,AddTreeWithMult,0,0,14,3
FellTreeD,SkipD,FellTreeD,SkipD,0,0,15,3
AddTreeWithMult,MultXD,AddTreeWithMult,MultXD,0,0,16,3
AddRandomSubTreeR,AddTreeWithMult,AddRandomSubTreeR,AddTreeWithMult,0,0,17,3
AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,SubXD,0,0,18,3
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,19,3
