specEquation,range,seed,AID,PID,AAvg,PAvg,ABestFit,PBestFit,AStdDev,PStdDev,AAverageDelta,PAverageDelta,ABestDelta,PBestDelta,AEquation,PEquation,AStrat,PStrat,ADomStrat,PDomStrat,AGen,PGen,ABirthGen,PBirthGen,AAge,PAge,ARun,PRun
x*x*x*x*3*x+1,25,-10,ANTAGONIST-tBm,PROTAGONIST-0c1c2c1c2c2c1c2c2c1c2c2c1c1c2c1c1c1c1c2c1c2c1c2c2c1c2c1c2c2c2c2c1c1c1c1c2c2c2c1c1c2c1,-0.6335039105738658,0.11843924671616864,0.34598435770453684,0.47606009517309406,0.6529921788522683,0.2384146576185085,2177506.306666667,186254.72,8076190.626666668,110697.08,(((((x)*(x))*((x)-(8)))*(((0)-(7))-((0)*(x))))+(((0)/((3)*(1)))*((x)-((x)*((8)*(x)))))),((((x)*(5))*((x)*(8)))*((5)*((x)+(x)))),ReplaceBranchXR|DivXD|AddTreeWithSub|AddTreeWithSub|SkipD|SkipD|ReplaceBranchXR|DeleteMaliciousR|DeleteTerminalR|MultXD|MutateNonTerminalR|SubXD|MultXD|MutateTerminalR|DeleteMaliciousR|AddToLeafR|ReplaceBranchXR|MultXD|AddTreeWithSub|DeleteNonTerminalR,AddTreeWithAdd|AddToLeafR|AddXD|ReplaceBranchXR|SkipD|DeleteNonTerminalR|AddXD|SubXD|AddXD|MultXD|FellTreeD|DeleteNonTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddTreeWithMult|SkipD|MultXD|AddTreeWithMult|AddRandomSubTreeR|AddXD,ReplaceBranchXR,AddXD,0,0,31,42,32,43,4,3
