A,P,AFinal,PFinal,AGen,PGen,count,run
ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,AddTreeWithAdd,0,0,0,4
DivXD,AddRandomSubTreeR,SkipD,AddRandomSubTreeR,0,0,1,4
AddTreeWithSub,AddRandomSubTreeR,AddTreeWithSub,DeleteNonTerminalR,0,0,2,4
AddTreeWithSub,AddTreeWithSub,AddTreeWithSub,DeleteNonTerminalR,0,0,3,4
SkipD,SubXD,FellTreeD,SubXD,0,0,4,4
SkipD,FellTreeD,SkipD,FellTreeD,0,0,5,4
ReplaceBranchXR,SubXD,ReplaceBranchXR,SkipD,0,0,6,4
DeleteMaliciousR,MutateNonTerminalR,DeleteMaliciousR,MutateNonTerminalR,0,0,7,4
DeleteTerminalR,AddRandomSubTreeR,MutateNonTerminalR,AddRandomSubTreeR,0,0,8,4
MultXD,FellTreeD,SkipD,FellTreeD,0,0,9,4
MutateNonTerminalR,AddRandomSubTreeR,MutateNonTerminalR,AddRandomSubTreeR,0,0,10,4
SubXD,ReplaceBranchXR,AddTreeWithAdd,ReplaceBranchXR,0,0,11,4
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,12,4
MutateTerminalR,ReplaceBranchXR,MutateTerminalR,ReplaceBranchXR,0,0,13,4
DeleteMaliciousR,FellTreeD,DeleteNonTerminalR,FellTreeD,0,0,14,4
AddToLeafR,MutateTerminalR,AddToLeafR,MutateTerminalR,0,0,15,4
ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchXR,ReplaceBranchXR,0,0,16,4
MultXD,AddTreeWithSub,MultXD,AddTreeWithSub,0,0,17,4
AddTreeWithSub,AddTreeWithAdd,FellTreeD,AddTreeWithAdd,0,0,18,4
DeleteNonTerminalR,DeleteMaliciousR,DeleteNonTerminalR,DeleteMaliciousR,0,0,19,4
