gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
18,x*x*x*x*3*x+1,25,-10,-0.03840011367003316,0.0001319801091311309,-0.0384,0.001151145740544934,8450.5276,8423.4355,8451.128,8207.916,-0.96,0.032771009976419796,0.0000006058362860272837,0.016358013243144884,211276.6,209538.27000000002,211278.2,204354.4,((0)*(1)),(((((x)+(9))*((1)+(9)))*(((2)-(3))+((5)-((5)-(9)))))*(((6)-((5)-(2)))+(((x)+(x))*((x)+((0)-(1)))))),AddTreeWithDiv|AddTreeWithMult|AddXD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|AddTreeWithSub|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|ReplaceBranchXR|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,18,18,19,19,0
19,x*x*x*x*3*x+1,25,-10,-0.038400104923271776,0.00006683275583690863,-0.0384,0.0013784530116917393,8450.5738,8437.7375,8451.128,8159.894,-0.96,0.06951630598897567,0.0000012116725719990562,0.03465874194399728,211275,207574.45,211278.2,196590.92,((0)*(3)),(((((1)*(8))-((9)*(2)))+(((7)*(1))-((x)*(3))))*(((1)*((x)+(9)))*(((3)+(1))*((4)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|AddTreeWithSub|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,19,19,20,20,0
20,x*x*x*x*3*x+1,25,-10,-0.03840013756270169,-0.0008878202733708747,-0.03840001211672572,0.000052535472187855674,8450.401399999999,8736.4963,8451.064000000002,8440.028400000001,-0.96,0.00039171102366457734,0.0000035895799945229174,0.0001976298150710627,211268.72,211236.22999999998,211278.2,211195.44,((0)*(9)),(((((0)-(0))*((0)-(x)))*(((0)-(9))*((2)-(1))))+(((0)+((x)+(8)))+((1)*((x)+((9)+(0)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MutateTerminalR|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,20,20,21,21,0
21,x*x*x*x*3*x+1,25,-10,-0.03840010488540701,0.0007020899148780759,-0.0384,0.005955910264286614,8450.574,8304.274,8451.128,7192.774,-0.96,0.29617632107808567,0.000002385480376121407,0.147772411422703,211271.90000000002,195533.37000000002,211278.2,148702.6,((0)*(6)),(((((1)*(x))*((6)-(2)))-(((7)-(1))*((3)+(x))))*(((0)*((1)+(4)))*(((7)+(x))+((x)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddXD,21,21,22,22,0
22,x*x*x*x*3*x+1,25,-10,-0.03840014665024598,0.000026452558788894327,-0.0384,0.002478851107213145,8450.3534,8453.257000000001,8451.128,7927.4008,-0.96,0.07842361398383747,0.0000024081992368585325,0.03852562421307228,211271.84000000003,206903.3,211278.2,194709,((0)*(5)),(((((9)*(8))*((2)-(8)))*(((0)*(x))*((1)-(x))))-(((7)-((9)-(9)))+(((x)+(1))+((3)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddTreeWithMult|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,22,22,23,23,0
23,x*x*x*x*3*x+1,25,-10,-0.03840018228099255,0.0006877195017093285,-0.0384,0.005968967929488233,8450.1652,8306.0929,8451.128,7190.0152,-0.96,0.2967954100328383,0.000002467388676644301,0.14832677246908385,211267.12,195578.58000000002,211278.2,148571.8,((0)*(8)),(((((x)*(3))*((6)-(6)))+(((0)-(9))+((5)*(x))))-(((4)*((9)-(8)))+((7)+((x)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,23,23,24,24,0
24,x*x*x*x*3*x+1,25,-10,-0.03840014653665167,0.0004746313483775769,-0.0384,0.002792678089836058,8450.354,8350.9532,8451.128,7861.096,-0.96,0.12455804716246173,0.000001947859251449055,0.06568833932853324,211265.5,205733.59999999998,211278.2,184961.8,((0)*(3)),(((((2)-(7))-((x)-(5)))*(((8)+(7))-((x)*(2))))*(((4)*((3)+(4)))+(((7)+(x))+((0)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,24,24,25,25,0
25,x*x*x*x*3*x+1,25,-10,-0.0384001109059051,-0.000039785513505745974,-0.0384,0.0003250273809602706,8450.5422,8460.8412,8451.128,8382.4568,-0.96,0.017005067252560922,0.0000012116725719990562,0.00845288766139105,211275,210364,211278.2,207685.4,((0)*(8)),(((((x)+(1))*((8)-(2)))-(((1)-(5))-((6)*(7))))+(((3)+((6)+(2)))*((6)+((6)+((5)-(5)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|AddTreeWithSub|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|DeleteMaliciousR|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,25,25,26,26,0
26,x*x*x*x*3*x+1,25,-10,-0.03840001514590715,0.00007183626386131219,-0.0384,0.0002462591975887749,8451.048,8435.9529,8451.128,8399.0988,-0.96,0.009919622563993907,0,0.005008921218896676,211278.2,210702.52000000002,211278.2,209182.4,((0)*(1)),(((((9)-(0))*((x)-(9)))*(((0)-(8))*((2)-(0))))+(((4)-((1)*(5)))+(((0)*(x))+((2)+((2)+(7)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,26,26,27,27,0
27,x*x*x*x*3*x+1,25,-10,-0.03840011965266649,0.0000880349683465486,-0.0384,0.0010161654160249398,8450.496,8432.8347,8451.128,8236.4344,-0.96,0.05041315194847368,0.000003435451004020687,0.028970712803653535,211267.12,209523.46999999997,211278.2,200627,((0)*(3)),(((((x)*(8))*((6)*(8)))+(((9)-(3))+((3)*(3))))*(((x)*((3)+(2)))+((2)+((3)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddToLeafR|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddToLeafR,27,27,28,28,0
28,x*x*x*x*3*x+1,25,-10,-0.038400185272309206,0.000043606013877276656,-0.03840002423345144,0.0001843995263117576,8450.1494,8441.915,8451.000000000002,8412.1684,-0.96,0.005549081732048187,0.0000024550856760339937,0.0025481770359323578,211264,210871.14,211278.2,210105.8,((0)*(2)),(((((5)+(x))+((5)*(4)))-(((0)*(7))*((2)-(0))))+(((5)*((0)+(4)))+(((2)+(x))+((0)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|AddTreeWithSub|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|DeleteNonTerminalR|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddXD,28,28,29,29,0
29,x*x*x*x*3*x+1,25,-10,-0.038400125332381664,0.00007391036078051634,-0.0384,0.00039747404133507564,8450.465999999999,8435.5653,8451.128,8367.1504,-0.96,0.01891837397327319,0.0000012116725719990562,0.007740225606572341,211275,209282.74,211278.2,207281.16,((0)*(9)),((((x)*(2))*((9)*(9)))*((x)-((3)-((5)+(x))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,29,29,30,30,0
30,x*x*x*x*3*x+1,25,-10,-0.03840018546163305,0.0002737444550211179,-0.03840003619871809,0.006249405759799166,8450.148399999998,8421.9071,8450.936800000001,7130.7648,-0.96,0.2790709121906567,0.000004180270373410622,0.13956321491507503,211267.16,196546.08000000002,211278.2,152316.6,((0)*(3)),(((((6)+(x))*((2)-(0)))*(((8)*(x))*((6)-(0))))+(((8)*((6)+(8)))+((5)+((3)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|ReplaceBranchR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddTreeWithSub,30,30,31,31,0
31,x*x*x*x*3*x+1,25,-10,-0.03840012271971269,0.000026187259577268116,-0.0384,0.0003750183407469424,8450.4798,8445.688,8451.128,8371.8948,-0.96,0.015251928499958932,0.000004180270373410622,0.007487221727235106,211267.16,210428.5,211278.2,208055.8,((0)*(4)),((((3)*(9))*((0)+(7)))*((3)*((x)+(x)))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddXD,31,31,32,32,0
32,x*x*x*x*3*x+1,25,-10,-0.03840018531017398,-0.000012997149180077187,-0.0384,0.00002697864711077759,8450.1492,8453.8818,8451.128,8445.428,-0.96,0.0013915302193979312,0.000004281007914854229,0.0013143493872785428,211260.8,211259.05,211278.2,210984.2,((0)*(4)),((((5)+(8))*((4)+((x)+(0))))+((9)-((4)*((x)+(x))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddXD,32,32,33,33,0
33,x*x*x*x*3*x+1,25,-10,-0.038400116812808895,-0.005311450316142585,-0.03840002423345144,0.00007376776212595645,8450.511,8074.83782,8451.000000000002,8435.54248,-0.96,0.0011268176271851827,0.0000029988896157462364,0.9990204923320251,211270.28,166966.07200000001,211278.2,211040.12800000006,((0)*(4)),(((((3)-(0))*((x)+(1)))+(((2)*(1))/((5)*((5)-(8)))))+(((x)+((3)*(8)))-(((5)*(x))+((7)+((6)+(4)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|MutateTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|AddTreeWithDiv|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddXD,33,33,34,34,0
34,x*x*x*x*3*x+1,25,-10,-0.038400086710318436,0.00007362786834594827,-0.0384,0.0003001010042683078,8450.67,8435.7176,8451.128,8387.7232,-0.96,0.014333518555156258,0,0.005826786191646871,211278.2,209614.6,211278.2,208249.84,((0)*(0)),(((((7)*(1))-((x)*(1)))-(((3)*(0))+((3)*(9))))+(((0)+((x)+(x)))+((7)-((2)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|AddToLeafR|DeleteMaliciousR|FellTreeD|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteMaliciousR,AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,FellTreeD,AddToLeafR,34,34,35,35,0
35,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0008993241533234379,-0.0384,0.00018506405298795894,8451.128,8758.8615,8451.128,8412.027999999998,-0.96,0.014971350570006864,0,0.007754431489643872,211278.2,210570.15,211278.2,208115.08,((0)*(x)),(((((x)-(5))-((2)-(x)))+(((5)*(x))*((3)+(0))))+(((1)*((6)-(5)))*(((8)+(4))*((6)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|DivXD|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteMaliciousR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddToLeafR,35,35,36,36,0
36,x*x*x*x*3*x+1,25,-10,-0.0384,-0.010035340426327682,-0.0384,0.0008412112560595472,8451.128,7568.3989,8451.128,8273.3984,-0.96,0.04075668952120948,0,1.1665493119084516,211278.2,119876.45000000001,211278.2,202667.2,((0)*(x)),(((((6)*(3))*((6)-(4)))-(((2)*(x))*((4)*(2))))-(((0)-((4)+(x)))/(((4)-(2))*((4)+((7)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteMaliciousR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|DivXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddToLeafR,36,36,37,37,0
37,x*x*x*x*3*x+1,25,-10,-0.0384,-0.0004633093213377623,-0.0384,0.00011067871649796582,8451.128,8566.5848,8451.128,8427.744,-0.96,0.005507809135064678,0,0.0026745941280379164,211278.2,210947.23,211278.2,210114.52,((0)*(0)),((((x)-((0)*(8)))*(((5)+(3))+((8)+(3))))-(((0)*((6)*(4)))*((x)*((9)-((3)+(2)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddXD,37,37,38,38,0
38,x*x*x*x*3*x+1,25,-10,-0.0384,0.000025039393557239293,-0.0384,0.0003078254169147636,8451.128,8445.9437,8451.128,8386.091199999999,-0.96,0.029210396529315463,0,0.01422044288091769,211278.2,209608.13,211278.2,205106.68,((0)*(0)),(((((5)*(x))*((3)*(6)))+(((5)-(3))+((9)+(x))))+(((4)+((0)*(8)))-((6)-((5)*((x)+(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|DeleteMaliciousR|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithDiv,DeleteMaliciousR,38,38,39,39,0
39,x*x*x*x*3*x+1,25,-10,-0.0384,0.000300221095707575,-0.0384,0.0021021799693484726,8451.128,8387.6999,8451.128,8006.983200000001,-0.96,0.10398233229930968,0,0.051232515742168985,211278.2,205504.87,211278.2,189309,((0)*(0)),((((x)+((2)*(x)))*(((9)*(4))+((7)*(4))))+(((5)-(7))+((0)*((x)+((8)-(x)))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithDiv|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|DivXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithDiv,AddToLeafR,39,39,40,40,0
40,x*x*x*x*3*x+1,25,-10,-0.0384,0.000015533547788540225,-0.0384,0.00008847481661619739,8451.128,8447.8461,8451.128,8432.4352,-0.96,0.003792156502658635,0,0.0018951667736632337,211278.2,211077.61,211278.2,210477,(0),((((x)*(x))+((6)+((8)+(5))))*(((5)*(x))+((8)-((x)+(8))))),AddTreeWithDiv|AddTreeWithMult|SkipD|FellTreeD|DeleteNonTerminalR|AddTreeWithMult|SkipD|DeleteMaliciousR|AddTreeWithMult|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|MultXD|DivXD|SubXD|FellTreeD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddRandomSubTreeR|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddToLeafR|DeleteTerminalR|AddTreeWithMult|MultXD|DeleteTerminalR|AddXD|AddTreeWithAdd|AddTreeWithSub|AddTreeWithSub|ReplaceBranchXR|MutateTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithMult,AddToLeafR,40,40,41,41,0
