gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
32,x*x*x*x,25,-10,-0.038400000000000004,-0.00041724774269420007,-0.038400000000000004,0.016060553975870837,244.832,381.729045952381,244.832,205.13998571428573,-0.9600000000000001,0.49657907863184486,0,0.10522707979433653,6120.8,5666.408571428572,6120.8,4313.874285714286,(0),(((x)*((5)*(7)))-((6)/((7)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddTreeWithMult|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,30,31,33,33,4
33,x*x*x*x,25,-10,-0.03840091360606457,0.0005940288250968961,-0.038400000000000004,0.014201473819170855,244.6922,372.97269571428563,244.832,221.07066666666665,-0.9600000000000001,0.4099868675741111,0,0.053378406784725003,6120.8,5693.754333333333,6120.8,5055.893333333333,(0),(((x)*((5)/(6)))*((x)*((4)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddTreeWithMult|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,MutateNonTerminalR,AddTreeWithMult,30,31,34,34,4
34,x*x*x*x,25,-10,-0.038400000000000004,0.0006296889017664331,-0.038400000000000004,0.013710345986519035,244.832,372.6671202380952,244.832,225.27920000000003,-0.9600000000000001,0.48025468192766585,0,0.09680453696326737,6120.8,5686.975357142857,6120.8,4453.76,(0),(((x)*((8)*(4)))*((3)/((3)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|DeleteNonTerminalR|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,30,34,35,35,4
35,x*x*x*x,25,-10,-0.038400000000000004,-0.0048308243242402155,-0.038400000000000004,0.014352481157147214,244.832,437.10801333333336,244.832,219.77666666666667,-0.9600000000000001,0.29224937916612215,0,0.002535572719147901,6120.8,6088.176,6120.8,6064.8,(0),(((x)-((7)*(0)))/((6)*((4)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,AddToLeafR,AddTreeWithMult,30,35,36,36,4
36,x*x*x*x,25,-10,-0.038400000000000004,-0.015493091472636628,-0.038400000000000004,0.01790881677465131,244.832,563.77246,244.832,189.30199999999996,-0.9600000000000001,0.3025934985156003,0,0.010725617548925872,6120.8,6075.936000000001,6120.8,5976.16,(0),(((x)*((3)-(9)))/((6)*((7)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|DivXD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,ReplaceBranchR,AddTreeWithMult,35,36,37,37,4
37,x*x*x*x,25,-10,-0.038400000000000004,-0.007284851708035654,-0.038400000000000004,0.011689964793480678,244.832,461.4894222222222,244.832,242.5920888888889,-0.9600000000000001,0.28716652870358284,0,0.3055584080844552,6120.8,7761.896031746031,6120.8,6108.355555555555,(0),((((x)*(1))*((4)/(9)))/((1)*((2)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,ReplaceBranchR,AddTreeWithMult,30,36,38,38,4
38,x*x*x*x,25,-10,-0.038400000000000004,0.0065309419692489885,-0.038400000000000004,0.014292156020688243,244.832,304.44947455246916,244.832,220.2936,-0.9600000000000001,0.43465840132942485,0,0.07435848625768696,6120.8,5800.251319444444,6120.8,4844.48,(0),(((x)*((2)*(x)))/((1)*((2)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|SkipD,AddToLeafR|MutateTerminalR|ReplaceBranchXR|DeleteTerminalR|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddTreeWithMult|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,37,36,39,39,4
39,x*x*x*x,25,-10,-0.038400000000000004,-0.00455019774214744,-0.038400000000000004,0.016029261658917916,244.832,434.70329047619043,244.832,205.40813333333332,-0.9600000000000001,0.4572884963683552,0,0.0788347514912714,6120.8,5653.461714285714,6120.8,4650.56,(0),(((x)*((4)*(7)))-((8)/((2)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|SkipD,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|DivXD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,37,36,40,40,4
40,x*x*x*x,25,-10,-0.038400000000000004,0.007099759794563931,-0.038400000000000004,0.018137591724704524,244.832,299.5752063492063,244.832,187.3416,-0.9600000000000001,0.6386373396568144,0,0.17919212334228377,6120.8,5398.183333333333,6120.8,3096.56,(0),(((6)*((8)/(1)))*((x)*((3)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,FellTreeD,AddTreeWithMult,39,40,41,41,4
41,x*x*x*x,25,-10,-0.038400000000000004,-0.007167402790977135,-0.038400000000000004,0.012937130326360496,244.832,466.0048444444445,244.832,231.9049777777778,-0.9600000000000001,0.3367813731164928,0,0.023039286680816146,6120.8,5901,6120.8,5683.2,(0),(((6)/((1)*(5)))+((x)*((7)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithAdd|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|ReplaceBranchR|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,39,41,42,42,4
42,x*x*x*x,25,-10,-0.038400000000000004,0.0006472369891624163,-0.038400000000000004,0.013063714049206143,244.832,372.5167485714286,244.832,230.8202666666667,-0.9600000000000001,0.3277162649140169,0,0.015064733602250234,6120.8,5942.013333333333,6120.8,5760.88,(0),((((x)*(6))-((1)+(2)))/((1)*((8)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,AddXD,AddTreeWithMult,41,40,43,43,4
43,x*x*x*x,25,-10,-0.038402101032544766,0.0061888420466430834,-0.03839991373676644,0.012890098399835691,244.51049999999998,307.38096984126986,244.8452,232.308,-0.9600000000000001,0.34838583191739647,0,0.02871283897192224,6120.8,5948.237142857143,6120.8,5583.76,(0),(((x)+((9)/(1)))*((x)*(x))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|DeleteMaliciousR|AddTreeWithMult|AddTreeWithDiv|MultXD,AddXD,AddTreeWithMult,43,43,44,44,4
44,x*x*x*x,25,-10,-0.038400000000000004,0.0013339483323063916,-0.038400000000000004,0.017073958586179216,244.832,366.6322366666667,244.832,196.456,-0.9600000000000001,0.4130179061560581,0,0.060779448945563336,6120.8,5807.866666666667,6120.8,5029.92,(0),((((x)*(1))/((5)+(x)))*((5)*((4)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,43,40,45,45,4
45,x*x*x*x,25,-10,-0.038400000000000004,0.012845529451487824,-0.038400000000000004,0.017599566816662623,244.832,232.68991666666665,244.832,191.952,-0.9600000000000001,0.5361390667886551,0,0.11529304935434864,6120.8,5441.1449999999995,6120.8,3974.88,(0),((((x)*(4))*((9)/(6)))*((7)+((x)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithDiv|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithDiv,44,45,46,46,4
46,x*x*x*x,25,-10,-0.038400000000000004,-0.011840574139325807,-0.038400000000000004,0.012305650988666284,244.832,514.82455,244.832,237.31620000000004,-0.9600000000000001,0.299101891442762,0,0.006027157463162197,6120.8,6077.219999999999,6120.8,6006.08,(0),(((8)*((3)/(8)))*((6)*((4)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,44,46,47,47,4
47,x*x*x*x,25,-10,-0.038400000000000004,-0.01065025891417866,-0.038400000000000004,0.014308363052448793,244.832,504.62454666666673,244.832,220.15472000000003,-0.9600000000000001,0.5458110050973729,0,0.12879160406397172,6120.8,5547.32,6120.8,3892,(0),(((0)/((2)+(9)))*((5)*((x)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,AddToLeafR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|SkipD|AddTreeWithMult|DeleteNonTerminalR|MutateTerminalR|FellTreeD|DivXD|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,FellTreeD,AddTreeWithMult,46,45,48,48,4
48,x*x*x*x,25,-10,-0.038400000000000004,0.0012381357490061785,-0.038400000000000004,0.019597344884888998,244.832,367.45326619047614,244.832,174.8328,-0.9600000000000001,0.6739548518400956,0,0.19024494082334975,6120.8,5239.048333333333,6120.8,2793.92,(0),(((x)*((4)*(7)))/((2)*((6)*(x)))),DeleteTerminalR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,MutateNonTerminalR,AddTreeWithMult,47,47,49,49,4
49,x*x*x*x,25,-10,-0.038400000000000004,0.0021406445469313094,-0.038400000000000004,0.018222454581100514,244.832,359.71956,244.832,186.61440000000002,-0.9600000000000001,0.5885971955113244,0,0.09021602780637322,6120.8,5691.116,6120.8,3525.36,(0),(((x)*((8)*(4)))/((1)*((5)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,MutateNonTerminalR,AddTreeWithMult,46,47,50,50,4
50,x*x*x*x,25,-10,-0.038400000000000004,0.0006345061158694315,-0.038400000000000004,0.014243596275263472,244.832,372.62584095238094,244.832,220.70971428571428,-0.9600000000000001,0.39475165311190485,0,0.05221440181484095,6120.8,5854.371428571429,6120.8,5186.4457142857145,(0),(((x)*((6)/(7)))*((5)*((4)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,49,47,51,51,4
51,x*x*x*x,25,-10,-0.038400000000000004,-0.005545178723691801,-0.038400000000000004,0.011907201672983926,244.832,443.2294019047619,244.832,240.73056,-0.9600000000000001,0.3091920757323973,0,0.011118309368015616,6120.8,6056.679357142857,6120.8,5919.616,(0),(((x)*((9)*(2)))/((5)*((1)*(x)))),DeleteMaliciousR|AddToLeafR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddToLeafR|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,49,51,52,52,4
52,x*x*x*x,25,-10,-0.038400000000000004,-0.004028471575751807,-0.038400000000000004,0.017517211302244075,244.832,430.23255634920633,244.832,192.6577142857143,-0.9600000000000001,0.6190227234535169,0,0.15961776677993839,6120.8,5306.735000000001,6120.8,3264.64,(0),(((x)*((6)*(x)))/((1)*((2)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,51,52,53,53,4
53,x*x*x*x,25,-10,-0.038400000000000004,0.008495641770628002,-0.038400000000000004,0.020968127415650618,244.832,287.6137261904762,244.832,163.0864,-0.9600000000000001,0.6403271281065034,0,0.17882545419822915,6120.8,5377.83,6120.8,3082.08,(0),(((x)*((4)*(7)))*((5)/((2)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,51,53,54,54,4
54,x*x*x*x,25,-10,-0.038400000000000004,0.0014352193301840422,-0.038400000000000004,0.01594160027100633,244.832,365.7644333333334,244.832,206.15931428571423,-0.9600000000000001,0.6852045484250424,0,0.20821010245822674,6120.8,4822.578571428572,6120.8,2697.52,(0),(((x)*((9)*(5)))*((5)/((2)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,51,54,55,55,4
55,x*x*x*x,25,-10,-0.038400000000000004,-0.009444807505191766,-0.038400000000000004,0.01934322310809045,244.832,494.29488888888886,244.832,177.0104,-0.9600000000000001,1,0,0.3552671512365041,6120.8,4566.223555555555,6120.8,0.00000000000040017766878008843,(0),(((x)*((x)*(x)))/((6)*((6)*(x)))),DeleteMaliciousR|ReplaceBranchR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,ReplaceBranchR,AddTreeWithMult,54,55,56,56,4
56,x*x*x*x,25,-10,-0.038400000000000004,-0.016082247522369725,-0.038400000000000004,0.015296631003728118,244.832,568.8210088888889,244.832,211.68613333333334,-0.9600000000000001,0.3052822226786415,0,0.00887999318219715,6120.8,6023.627555555555,6120.8,5953.12,(0),(((4)/((8)*(x)))*((3)*((2)*(x)))),DeleteMaliciousR|ReplaceBranchR|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,ReplaceBranchR,AddTreeWithMult,54,55,57,57,4
57,x*x*x*x,25,-10,-0.038400000000000004,-0.0280848434067131,-0.038400000000000004,0.013447059519141602,244.832,706.9708933333334,244.832,227.53533333333334,-0.9600000000000001,0.319285994361148,0,1.1492392317091515,6120.8,12701.566,6120.8,5833.12,(0),(((5)*((3)/(1)))*((4)*((6)*(x)))),DeleteMaliciousR|AddXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,ReplaceBranchR,AddTreeWithMult,56,57,58,58,4
58,x*x*x*x,25,-10,-0.038400000000000004,0.006095498943270945,-0.038400000000000004,0.01284164534981422,244.832,308.18083809523813,244.832,232.7232,-0.9600000000000001,0.32070504322497534,0,0.01623976089744466,6120.8,6026.34,6120.8,5820.96,(0),(((x)+((6)*(9)))/((2)*((8)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,ReplaceBranchXR|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithMult|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,ReplaceBranchR,AddTreeWithMult,56,57,59,59,4
59,x*x*x*x,25,-10,-0.038400000000000004,0.0002807406128050499,-0.038400000000000004,0.012683122654368247,244.832,375.6573,244.832,234.0816,-0.9600000000000001,0.40041762359106503,0,0.05746349843475758,6120.8,5748.431333333334,6120.8,5137.893333333333,(0),(((x)*((9)*(2)))+((7)/((3)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,FellTreeD,AddTreeWithMult,58,58,60,60,4
60,x*x*x*x,25,-10,-0.038400000000000004,-0.009981910461217554,-0.038400000000000004,0.018979223737593327,244.832,498.8973885714286,244.832,180.1295542857143,-0.9600000000000001,0.5059142595739119,0,0.10983706050092598,6120.8,5645.67,6120.8,4233.88,(0),(((x)*((7)*(7)))*((3)/((4)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|FellTreeD|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,58,58,61,61,4
61,x*x*x*x,25,-10,-0.038400000000000004,0.013109582458653311,-0.038400000000000004,0.016735720820807737,244.832,230.42721476190476,244.832,199.35440000000003,-0.9600000000000001,0.5847601620703177,0,0.1456369343074003,6120.8,5429.5599999999995,6120.8,3558.24,(0),(((x)*((3)*(6)))*((6)/((2)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,DeleteMaliciousR,AddTreeWithMult,60,58,62,62,4
62,x*x*x*x,25,-10,-0.038400000000000004,-0.03380177700082778,-0.038400000000000004,0.013507392435473735,244.832,773.6090833333333,244.832,227.01833333333332,-0.9600000000000001,0.3771682506488415,0,1.1560671022200357,6120.8,12619.02,6120.8,5337.12,(0),(((5)*((4)/(7)))*((x)*((5)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|AddTreeWithDiv|MultXD,SubXD,AddTreeWithMult,60,58,63,63,4
63,x*x*x*x,25,-10,-0.038400000000000004,0.0017433973883632687,-0.038400000000000004,0.01632809903467334,244.832,363.1236185714286,244.832,202.84736,-0.9600000000000001,0.6216815729036355,0,0.1636373109847067,6120.8,4930.824,6120.8,3241.8559999999998,(0),(((x)*((8)*(x)))/((5)*((7)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|ReplaceBranchR|AddTreeWithDiv|MultXD,DeleteMaliciousR,ReplaceBranchXR,60,63,64,64,4
64,x*x*x*x,25,-10,-0.038398376029277224,-0.005670061632820371,-0.038392827081427265,0.013783258957745957,245.08050000000003,444.32375,245.9296,224.65439999999998,-0.9593219187034375,0.4530406856246616,0.0003489617113159693,0.20546907620013297,6144.83,6389.423333333333,6224.56,4686.96,(((0)-((4)*(2)))+((9)*((x)-(x)))),(((x)*((3)*(9)))+((7)/((5)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteTerminalR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,SubXD,SubXD,60,64,65,65,4
