gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
65,x*x*x*x,25,-10,-0.03815450071886028,-0.004595606546326106,-0.03735507776761208,0.019639869671564877,282.3983,435.0924039682539,404.72600000000006,174.4684,-0.8555665926022742,0.539509307840245,0.053020597963399536,0.12169755610643261,9940.990000000002,5502.188571428571,22101.2,3946,(((x)*((x)*(7)))*((8)*((9)-(x)))),(((x)*((7)*(x)))+((8)/((8)*(x)))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteTerminalR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,DeleteMaliciousR,ReplaceBranchXR,65,64,66,66,4
66,x*x*x*x,25,-10,-0.038432987191216836,-0.010102324587199927,-0.0383342883283231,0.0166893216572997,239.78430000000003,499.9292316666666,254.8872,199.752,-0.9540797281401124,0.5944507720746122,0.0029546246725372584,0.146057371513389,6348.55,5322.08,7026.72,3475.2,((((1)-(x))*((3)*(x)))*((x)+((x)-(x)))),(((x)*((4)*(x)))+((7)*(x))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteTerminalR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,DeleteMaliciousR,SubXD,66,64,67,67,4
67,x*x*x*x,25,-10,-0.03809692001045615,0.012497199245663504,-0.03708090445693374,0.017996620423100622,291.2093,235.6748,446.68,188.5496,-0.8284287021304405,0.569561401870904,0.06582697712789841,0.12434370455518884,11144.59,5255.219999999999,26253.84,3688.48,((((x)*(x))*((x)*(9)))*((6)+((x)-(x)))),(((x)*((x)+(0)))*((8)*(x))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteTerminalR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,ReplaceBranchR,AddTreeWithMult,66,64,68,68,4
68,x*x*x*x,25,-10,-0.03843191804992811,0.01191097802341431,-0.038387925761338385,0.012729615176354167,239.9479,240.69819999999999,246.6796,233.6832,-0.96007868252516,0.3182403794088542,0.0002177128565003946,0.011864217082713128,6076.92,5990.84,6108.76,5842.08,(((4)+((x)+(x)))-((x)-(9))),((x)*((5)*(x))),DeleteMaliciousR|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,DeleteMaliciousR,ReplaceBranchXR,66,68,69,69,4
69,x*x*x*x,25,-10,-0.03846067507515358,0.014951313553783823,-0.038296311593255784,0.021660940680023156,235.5475,214.64520000000002,260.6984,157.1496,-0.9498047314076591,0.6715275314151279,0.005893446973450934,0.16777633672787234,6513.42,4947.9,7680.88,2814.72,((((x)*(x))*((1)-(6)))+((x)-((0)*((4)*(x))))),(((x)+((x)*(9)))*((9)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|FellTreeD,AddTreeWithAdd|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithSub|SubXD|FellTreeD|DeleteTerminalR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,SubXD,AddTreeWithMult,69,69,70,70,4
70,x*x*x*x,25,-10,-0.0384051490001307,0.011938740500774878,-0.03825009802640179,0.012787217357208211,244.04410000000004,240.46030000000002,267.77,233.18959999999998,-0.9513998170173834,0.3232443938234032,0.004300702218302325,0.020254567335041235,6449.67,5949.52,7436.8,5799.2,((((x)*(x))*((1)-(5)))*((x)-((9)*(4)))),(((x)-((8)+(x)))*((x)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,68,69,71,71,4
71,x*x*x*x,25,-10,-0.038462788524375895,0.01218628050488265,-0.03839608940007842,0.014917191030117447,235.22409999999996,238.33909999999997,245.43039999999996,214.93760000000003,-0.9596894523591687,0.43973710252628045,0.00023336501811431696,0.07358865164682614,6119.79,5526.599999999999,6168.32,4800.96,((((3)+(9))-((x)*(x)))+((4)-((x)-(x)))),(((5)*((x)*(5)))-((7)*(x))),AddXD|DivXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,MutateNonTerminalR,SubXD,71,69,72,72,4
72,x*x*x*x,25,-10,-0.04100895923968856,0.01249760768900424,-0.038397549153238605,0.015030808297701516,228.15905714285714,235.6713,245.2070285714286,213.96400000000003,-0.9597712717291857,0.4128031816569263,0.0002433078044355376,0.062034750500049446,6116.610000000001,5749.8,6155.8,5031.76,(((3)*(0))-((5)*(7))),(((x)-((1)*(7)))*((3)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,MutateNonTerminalR,SubXD,72,71,73,73,4
73,x*x*x*x,25,-10,-0.038494315122206246,0.012358048434378328,-0.03839790877009542,0.014246130291091738,230.39989999999997,236.86719999999997,245.15200000000002,220.688,-0.9598758332244152,0.37474093022387367,0.00011103691109373842,0.04417082586299765,6121.620000000001,5839.200000000001,6139.8,5357.92,((6)-((5)*(5))),(((x)*(x))+((8)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,ReplaceBranchR,SubXD,72,72,74,74,4
74,x*x*x*x,25,-10,-0.03842127499673245,0.012878358571241857,-0.03839496274996732,0.017219411094721512,241.5765,232.4086,245.6028,195.2096,-0.9599477192523854,0.4987116530052094,0.00045376367931524624,0.09472718617414926,6080.3099999999995,5496.38,6128.8,4295.6,((2)-((2)-(8))),(((7)*((x)*(5)))+((9)*(x))),AddXD|SubXD|ReplaceBranchR|MultXD|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,MultXD,AddTreeWithMult,73,72,75,75,4
75,x*x*x*x,25,-10,-0.038404316429224934,0.010607089617661021,-0.038384321003790356,0.018785219485781508,244.1715,284.1756,247.2312,181.792,-0.9585361390667887,0.6190227234535169,0.0007476437554959777,0.16498898991987904,6174.68,5385.12,6344.8,3264.64,((((x)*(x))*((6)-(8)))+((2)+((x)-(x)))),(((x)*((3)*(x)))*((4)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,74,75,76,76,4
76,x*x*x*x,25,-10,-0.038474225591425965,0.013054479339768848,-0.0384,0.016442015049386634,233.47400000000002,230.8994,244.832,201.8712,-0.9599346490654818,0.5063110331049163,0.00008554611229725637,0.10738927963268964,6116.25,5610.7,6130.8,4230.48,(((3)-(x))-((7)+(4))),(((3)*((x)*(x)))*((2)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|MutateNonTerminalR,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,75,76,77,77,4
77,x*x*x*x,25,-10,-0.03840298653770749,0.013143846742722709,-0.038399673245327406,0.019288701757006553,244.375,230.1336,244.882,177.47760000000002,-0.9600000000000001,0.6457699273671041,0,0.15860443781361197,6120.8,5071.6,6120.8,3035.44,(0),(((7)*((x)*(4)))*((5)*(x))),AddXD|SubXD|AddXD|AddToLeafR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,77,76,78,78,4
78,x*x*x*x,25,-10,-0.038400000000000004,0.008183176806117685,-0.038400000000000004,0.012538136938215363,244.832,315.4216,244.832,235.32399999999998,-0.9600000000000001,0.31179864443490124,0,0.010280861206841104,6120.8,6029.200000000001,6120.8,5897.28,(0),((x)*((4)*(x))),AddXD|SubXD|AddXD|AddToLeafR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,77,76,79,79,4
79,x*x*x*x,25,-10,-0.038400000000000004,0.012658195940773385,-0.038400000000000004,0.01739044382620386,244.832,234.2952,244.832,193.74399999999997,-0.9600000000000001,0.5448774203185391,0,0.12175685219517317,6120.8,5433.6,6120.8,3900,(0),(((5)*((x)*(9)))-((4)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|MutateTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,SubXD,AddTreeWithMult,78,76,80,80,4
80,x*x*x*x,25,-10,-0.038400000000000004,0.01176337826988069,-0.038400000000000004,0.012613850663778781,244.832,241.96300000000002,244.832,234.67520000000002,-0.9600000000000001,0.356610713818922,0,0.03256291961298273,6120.8,5931.68,6120.8,5513.28,(0),(((x)+(9))*((9)*(x))),AddXD|SubXD|ReplaceBranchR|AddToLeafR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SkipD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,78,80,81,81,4
81,x*x*x*x,25,-10,-0.038400000000000004,0.013498865694493718,-0.038400000000000004,0.01760824915510578,244.832,227.0914,244.832,191.87759999999997,-0.9600000000000001,0.5761338387138937,0,0.12468048768712005,6120.8,5231.959999999999,6120.8,3632.16,(0),(((x)*((7)*(x)))+((1)*(x))),AddXD|SubXD|MutateTerminalR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,80,81,82,82,4
82,x*x*x*x,25,-10,-0.038400000000000004,0.010308396044040493,-0.038400000000000004,0.015240958231416997,244.832,256.394,244.832,212.1632,-0.9600000000000001,0.5119965644080139,0,0.1020678667695154,6120.8,5460.799999999999,6120.8,4181.76,(0),(((x)+((x)*(x)))*((6)*(x))),AddXD|SubXD|MutateTerminalR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddRandomSubTreeR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,MutateTerminalR,AddTreeWithMult,80,82,83,83,4
83,x*x*x*x,25,-10,-0.038400000000000004,0.011381910996555637,-0.038400000000000004,0.016025542879548896,244.832,258.3354,244.832,205.43999999999997,-0.9600000000000001,0.5086916742909424,0,0.09281623699775185,6120.8,5095.400000000001,6120.8,4210.08,(0),(((5)*((9)*(x)))*((4)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|SubXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,82,83,84,84,4
84,x*x*x*x,25,-10,-0.038400000000000004,0.01315544653359972,-0.038400000000000004,0.017230707470545403,244.832,230.03420000000003,244.832,195.1128,-0.9600000000000001,0.573379763616334,0,0.14324136014828207,6120.8,5496.26,6120.8,3655.76,(0),(((x)+((1)*(7)))*((7)*(x))),AddXD|SubXD|ReplaceBranchR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|MutateTerminalR|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,83,84,85,85,4
85,x*x*x*x,25,-10,-0.038400000000000004,0.012865428422055009,-0.038400000000000004,0.014325765072726258,244.832,232.51940000000002,244.832,220.0056,-0.9600000000000001,0.36838321788001577,0,0.03421343909195796,6120.8,5660.7,6120.8,5412.4,(0),(((x)*(x))+((7)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddXD|AddTreeWithAdd|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,82,85,86,86,4
86,x*x*x*x,25,-10,-0.038400000000000004,0.01217014115801856,-0.038400000000000004,0.017093097074145306,244.832,238.4774,244.832,196.292,-0.9600000000000001,0.44169763056183137,0,0.07419610176455928,6120.8,5724.68,6120.8,4784.16,(0),(((x)*(5))*((5)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,AddTreeWithMult,82,86,87,87,4
87,x*x*x*x,25,-10,-0.038400000000000004,0.013154979741210302,-0.038400000000000004,0.017512556715275317,244.832,230.0382,244.832,192.6976,-0.9600000000000001,0.4527139309520698,0,0.07415155669614108,6120.8,5596.299999999999,6120.8,4689.76,(0),(((3)*((9)*(x)))-((0)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,ReplaceBranchXR,ReplaceBranchXR,82,87,88,88,4
88,x*x*x*x,25,-10,-0.038400000000000004,0.011989865937225761,-0.038400000000000004,0.012832869652893182,244.832,240.0222,244.832,232.79840000000002,-0.9600000000000001,0.32421532199339026,0,0.014317017726871717,6120.8,5976.74,6120.8,5790.88,(0),(((x)-((1)*(6)))+((4)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,85,88,89,89,4
89,x*x*x*x,25,-10,-0.038400000000000004,0.013621818809866126,-0.038400000000000004,0.019670257856115914,244.832,226.03779999999998,244.832,174.208,-0.9600000000000001,0.569561401870904,0,0.13637271774822032,6120.8,4942.48,6120.8,3688.48,(0),(((x)*(x))*((8)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,AddTreeWithMult,82,89,90,90,4
90,x*x*x*x,25,-10,-0.038400000000000004,0.012512580054894789,-0.038400000000000004,0.014287581455271956,244.832,235.54299999999995,244.832,220.3328,-0.9600000000000001,0.4637302313423083,0,0.07814814533460318,6120.8,5569.72,6120.8,4595.36,(0),(((x)+((7)*(x)))*((4)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithMult|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,DivXD,SubXD,85,89,91,91,4
91,x*x*x*x,25,-10,-0.038400000000000004,0.012286582519558603,-0.038400000000000004,0.015108669268256252,244.832,237.4796,244.832,213.29679999999996,-0.9600000000000001,0.4366656086039174,0,0.063399978727867,6120.8,5618.9400000000005,6120.8,4827.28,(0),(((x)*((x)+(6)))*((2)*(x))),AddXD|DivXD|MutateNonTerminalR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,MutateNonTerminalR,ReplaceBranchXR,90,88,92,92,4
92,x*x*x*x,25,-10,-0.038400000000000004,0.013311215153948133,-0.038400000000000004,0.021027129973672908,244.832,228.6994,244.832,162.5808,-0.9600000000000001,0.6464794517990178,0,0.18734720101353156,6120.8,5365.0599999999995,6120.8,3029.36,(0),(((8)*((x)*(9)))+((3)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,AddRandomSubTreeR|MutateTerminalR|AddTreeWithSub|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,91,91,93,93,4
93,x*x*x*x,25,-10,-0.038400000000000004,0.013954081632653064,-0.038400000000000004,0.022936497563343733,244.832,223.1906,244.832,146.2192,-0.9600000000000001,0.6803032283361652,0,0.21168635070300273,6120.8,4483.9,6120.8,2739.52,(0),(((5)*((x)*(6)))*((4)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|MutateNonTerminalR|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,FellTreeD,ReplaceBranchXR,91,92,94,94,4
94,x*x*x*x,25,-10,-0.038400000000000004,0.013754994678566765,-0.038400000000000004,0.017964598465186627,244.832,224.89660000000003,244.832,188.824,-0.9600000000000001,0.53953731538361,0,0.1364893828744248,6120.8,5142.08,6120.8,3945.76,(0),(((x)*(x))*((7)*(x))),AddXD|DivXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,MutateNonTerminalR,SubXD,92,94,95,95,4
95,x*x*x*x,25,-10,-0.038400000000000004,0.01407673133297235,-0.038400000000000004,0.019738036111059246,244.832,222.1396,244.832,173.62720000000002,-0.9600000000000001,0.6089213361465355,0,0.15089576680653696,6120.8,5245.719999999999,6120.8,3351.2,(0),(((5)*((x)*(x)))+((5)*(x))),AddXD|AddXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,94,95,96,96,4
96,x*x*x*x,25,-10,-0.038400000000000004,0.01082462295858594,-0.038400000000000004,0.018760946281531826,244.832,279.78860000000003,244.832,182,-0.9600000000000001,0.6884814309987489,0,0.18871177772333578,6120.8,5083.76,6120.8,2669.44,(0),(((x)*((8)*(x)))+((4)*(x))),AddXD|AddXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithSub|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,94,96,97,97,4
97,x*x*x*x,25,-10,-0.038400000000000004,0.011946687641204701,-0.038400000000000004,0.012975988199488397,244.832,240.3922,244.832,231.572,-0.9600000000000001,0.39389808988554253,0,0.05011539673355939,6120.8,5746.4,6120.8,5193.76,(0),(((x)+((x)*(9)))-((x)*(x))),AddXD|AddXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithAdd|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,ReplaceBranchXR,96,97,98,98,4
98,x*x*x*x,25,-10,-0.038400000000000004,0.013003015478835636,-0.038400000000000004,0.015332729615176358,244.832,231.34040000000002,244.832,211.3768,-0.9600000000000001,0.43576003136844865,0,0.06676059134217527,6120.8,5651.7,6120.8,4835.04,(0),(((x)*((3)*(x)))+((2)*(x))),AddXD|AddXD|ReplaceBranchXR|MutateNonTerminalR|FellTreeD,SubXD|MutateTerminalR|ReplaceBranchXR|AddTreeWithDiv|SubXD|AddTreeWithAdd|SubXD|FellTreeD|DeleteMaliciousR|AddTreeWithAdd|DeleteNonTerminalR|AddXD|FellTreeD|DeleteTerminalR|AddXD|ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|ReplaceBranchXR|MultXD,AddXD,SubXD,97,97,99,99,4
