A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,AddTreeWithSub,ReplaceBranchR,AddToLeafR,0,0,0,3
AddToLeafR,SkipD,SkipD,SkipD,0,0,1,3
MutateTerminalR,DeleteMaliciousR,AddToLeafR,DeleteMaliciousR,0,0,2,3
AddTreeWithDiv,FellTreeD,AddTreeWithDiv,DeleteNonTerminalR,0,0,3,3
ReplaceBranchXR,MultXD,FellTreeD,MultXD,0,0,4,3
,AddTreeWithDiv,,AddTreeWithDiv,0,0,5,3
,AddToLeafR,,AddToLeafR,0,0,6,3
,ReplaceBranchXR,,ReplaceBranchXR,0,0,7,3
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,8,3
,AddRandomSubTreeR,,SubXD,0,0,9,3
,SkipD,,SkipD,0,0,10,3
,SkipD,,SkipD,0,0,11,3
,DeleteTerminalR,,MultXD,0,0,12,3
,AddTreeWithAdd,,MultXD,0,0,13,3
,DeleteMaliciousR,,DeleteMaliciousR,0,0,14,3
,MutateNonTerminalR,,AddRandomSubTreeR,0,0,15,3
,AddRandomSubTreeR,,AddTreeWithMult,0,0,16,3
,AddToLeafR,,AddToLeafR,0,0,17,3
,AddToLeafR,,AddXD,0,0,18,3
,MultXD,,AddTreeWithMult,0,0,19,3
