A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,DeleteMaliciousR,DeleteTerminalR,DeleteMaliciousR,0,0,0,2
MultXD,AddTreeWithAdd,MutateNonTerminalR,AddTreeWithAdd,0,0,1,2
DeleteNonTerminalR,SkipD,AddTreeWithAdd,SkipD,0,0,2,2
MutateNonTerminalR,ReplaceBranchR,ReplaceBranchXR,ReplaceBranchR,0,0,3,2
AddTreeWithAdd,SkipD,DeleteTerminalR,SkipD,0,0,4,2
,FellTreeD,,FellTreeD,0,0,5,2
,AddXD,,AddXD,0,0,6,2
,MultXD,,MultXD,0,0,7,2
,SubXD,,MultXD,0,0,8,2
,DeleteMaliciousR,,SubXD,0,0,9,2
,ReplaceBranchXR,,ReplaceBranchR,0,0,10,2
,DeleteTerminalR,,DeleteTerminalR,0,0,11,2
,ReplaceBranchR,,DeleteMaliciousR,0,0,12,2
,MutateTerminalR,,MutateTerminalR,0,0,13,2
,ReplaceBranchXR,,ReplaceBranchXR,0,0,14,2
,SubXD,,FellTreeD,0,0,15,2
,MultXD,,MultXD,0,0,16,2
,SkipD,,SkipD,0,0,17,2
,MultXD,,MultXD,0,0,18,2
,AddRandomSubTreeR,,AddRandomSubTreeR,0,0,19,2
