A,P,AFinal,PFinal,AGen,PGen,count,run
MultXD,ReplaceBranchXR,AddTreeWithAdd,AddTreeWithAdd,0,0,0,1
MultXD,MultXD,DeleteNonTerminalR,MultXD,0,0,1,1
SkipD,DeleteMaliciousR,MutateTerminalR,SkipD,0,0,2,1
SkipD,AddTreeWithDiv,DeleteMaliciousR,AddTreeWithDiv,0,0,3,1
ReplaceBranchXR,DeleteMaliciousR,ReplaceBranchXR,MultXD,0,0,4,1
,AddTreeWithMult,,AddTreeWithMult,0,0,5,1
,DivXD,,AddXD,0,0,6,1
,FellTreeD,,DeleteMaliciousR,0,0,7,1
,MultXD,,AddTreeWithSub,0,0,8,1
,MutateNonTerminalR,,MutateNonTerminalR,0,0,9,1
,AddTreeWithMult,,AddTreeWithMult,0,0,10,1
,AddTreeWithDiv,,AddTreeWithDiv,0,0,11,1
,SkipD,,SkipD,0,0,12,1
,MutateTerminalR,,AddTreeWithAdd,0,0,13,1
,SkipD,,AddXD,0,0,14,1
,ReplaceBranchR,,ReplaceBranchR,0,0,15,1
,MutateNonTerminalR,,AddTreeWithDiv,0,0,16,1
,SubXD,,AddXD,0,0,17,1
,ReplaceBranchR,,FellTreeD,0,0,18,1
,AddTreeWithDiv,,AddRandomSubTreeR,0,0,19,1
