A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithSub,MutateTerminalR,AddTreeWithSub,MutateTerminalR,0,0,0,2
AddTreeWithSub,MultXD,AddTreeWithSub,MultXD,0,0,1,2
MultXD,MutateTerminalR,MultXD,MutateTerminalR,0,0,2,2
AddTreeWithMult,DeleteNonTerminalR,AddTreeWithMult,DeleteNonTerminalR,0,0,3,2
AddToLeafR,DeleteTerminalR,AddToLeafR,DeleteTerminalR,0,0,4,2
,AddTreeWithAdd,,AddTreeWithAdd,0,0,5,2
,DeleteMaliciousR,,DeleteMaliciousR,0,0,6,2
,AddTreeWithSub,,AddTreeWithSub,0,0,7,2
,ReplaceBranchR,,MultXD,0,0,8,2
,MutateNonTerminalR,,MutateNonTerminalR,0,0,9,2
,ReplaceBranchR,,ReplaceBranchR,0,0,10,2
,SkipD,,SkipD,0,0,11,2
,AddTreeWithAdd,,AddTreeWithAdd,0,0,12,2
,DeleteNonTerminalR,,DeleteNonTerminalR,0,0,13,2
,DeleteMaliciousR,,DeleteMaliciousR,0,0,14,2
,AddTreeWithSub,,AddTreeWithSub,0,0,15,2
,MultXD,,MultXD,0,0,16,2
,AddXD,,AddXD,0,0,17,2
,ReplaceBranchXR,,ReplaceBranchXR,0,0,18,2
,MultXD,,AddXD,0,0,19,2
