gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
0,x*x*x*x,25,-10,-0.04881197671017172,-0.044987914161547515,-0.038403647702447856,-0.019979300091491306,NaN,NaN,244.27382857142857,NaN,-0.9594029538622402,0.0018886420075807737,0.0003572578853615885,0.0005552137861131756,6133.74,6113.68,6212.16,6109.24,(((8)*(0))-((5)*(x))),((9)*((1)+(6))),AddTreeWithMult|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|DeleteNonTerminalR|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,AddTreeWithMult,0,0,1,1,1
1,x*x*x*x,25,-10,-0.038405380995948236,-0.004952438944800981,-0.03839397202980002,0.0001525290811658631,244.0086,311.1565,245.75440000000003,243.8984,-0.959326885374461,0.00436544242582673,0.00034761301607786954,0.0016732774665686445,6144.82,6106.94,6223.8,6094.08,(((5)-(9))*((5)+(7))),((4)*((8)+(8))),AddTreeWithMult|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|AddTreeWithSub|DeleteNonTerminalR|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,SkipD,1,1,2,2,1
2,x*x*x*x,25,-10,-0.03840669977780682,0.00006523657038295733,-0.03839862763037512,0.00024323617827735103,243.8068,244.4327,245.042,243.3432,-0.9598627630375115,0.006129917657822578,0.0002358291917237652,0.002518044240588038,6101.530000000001,6106.12,6141.8,6083.28,(((7)*(1))*((0)-(3))),((9)*((6)+(4))),AddTreeWithMult|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|MultXD|AddTreeWithSub|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,AddTreeWithMult,2,2,3,3,1
3,x*x*x*x,25,-10,-0.038409757548032934,0.00004246203653765867,-0.03839691020781597,0.00008874656907594028,243.3389,244.57209999999998,245.3048,244.28879999999998,-0.9600000000000001,0.0026989935956084885,0.00015451833808884292,0.000722738692931944,6104.7300000000005,6110.85,6120.8,6104.28,(((6)-(6))*((5)*(3))),((8)*((2)+(7))),AddTreeWithMult|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,AddTreeWithMult,3,3,4,4,1
4,x*x*x*x,25,-10,-0.038400400601228596,0.00006192001045615041,-0.03837867729708535,0.00013736766435760168,244.7707,244.45300000000003,248.0948,243.99120000000002,-0.9579610508430272,0.005933864854267517,0.001089049730099735,0.0022212301013296055,6186.46,6104.34,6432.8,6084.48,(((8)-(8))*((5)*(8))),((8)+((6)*(8))),AddTreeWithMult|FellTreeD|AddToLeafR|DeleteTerminalR|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddToLeafR,SkipD,4,4,5,5,1
5,x*x*x*x,25,-10,-0.0384040295386224,0.0000500588158410678,-0.03838509998692982,0.00007907463076722087,244.21540000000002,244.52560000000003,247.112,244.34800000000004,-0.9586929813096328,0.0040713632204940646,0.0008392153174898966,0.0012872309452337755,6133.219999999999,6106.4,6320.8,6095.88,(((8)*(x))-((7)*(5))),((9)+((7)*(4))),AddTreeWithMult|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,AddTreeWithMult,5,5,6,6,1
6,x*x*x*x,25,-10,-0.048809652333028364,0.00004019275883126766,-0.04879916350803817,0.00007953208730884899,182.14699999999996,244.58599999999998,183.752,244.3452,-0.9599461508299568,0.002267677427787235,0.00009590513304403672,0.0005856479336879875,6112.2,6110.74,6129.04,6106.92,(((1)*(0))-((4)*(x))),((5)*((x)+(5))),AddTreeWithMult|MutateNonTerminalR|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddToLeafR,AddTreeWithMult,6,6,7,7,1
7,x*x*x*x,25,-10,-0.038402796366488044,0.00007624880312855125,-0.03837000392105607,0.00024683047967586074,244.4041,244.3653,249.422,243.32119999999998,-0.9583727617304928,0.009273297608155833,0.000907037485205259,0.004221034263138381,6168.18,6102.110000000001,6369.8,6064.04,(((3)-(4))*((7)*(9))),((1)+((x)*(x))),AddTreeWithMult|FellTreeD|SubXD|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|SkipD|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,AddTreeWithMult,7,7,8,8,1
8,x*x*x*x,25,-10,-0.038414837929682394,0.00004800199502118241,-0.038398253823029665,0.00015501241667756013,242.56150000000002,244.5382,245.09920000000002,243.8832,-0.9599733368187164,0.004561495229381792,0.000046966184908188584,0.002207399245052373,6117.18,6110.43,6124.88,6092.88,(((x)+(3))-((6)*(x))),((7)+((7)*(5))),SubXD|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|DeleteTerminalR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|DeleteMaliciousR|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddToLeafR,DeleteTerminalR,8,8,9,9,1
9,x*x*x*x,25,-10,-0.03840494967978042,0.00003841227894037815,-0.038390192131747485,0.00008306103777284336,244.07460000000003,244.59689999999998,246.3328,244.3236,-0.9596923278002875,0.0018886420075807737,0.00019357546911655572,0.0004394050595181158,6125.030000000001,6114.13,6167.88,6109.24,(((7)-(x))*((6)*(4))),((9)-((0)+(6))),AddTreeWithMult|FellTreeD|AddToLeafR|AddTreeWithMult|AddToLeafR,AddTreeWithAdd|DeleteTerminalR|AddTreeWithSub|AddToLeafR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteMaliciousR|SubXD|FellTreeD|SkipD|ReplaceBranchXR|DeleteMaliciousR|AddTreeWithMult|SkipD|AddTreeWithMult|MultXD|FellTreeD|AddTreeWithAdd|AddToLeafR,AddTreeWithMult,AddTreeWithMult,9,9,10,10,1
