A,P,AFinal,PFinal,AGen,PGen,count,run
AddToLeafR,AddTreeWithMult,SubXD,ReplaceBranchR,0,0,0,3
SubXD,DeleteMaliciousR,SubXD,DeleteMaliciousR,0,0,1,3
SubXD,DeleteNonTerminalR,SubXD,AddXD,0,0,2,3
AddRandomSubTreeR,DeleteMaliciousR,AddRandomSubTreeR,DeleteTerminalR,0,0,3,3
DeleteTerminalR,AddXD,DeleteNonTerminalR,DivXD,0,0,4,3
,AddToLeafR,,FellTreeD,0,0,5,3
,AddTreeWithDiv,,DeleteNonTerminalR,0,0,6,3
,DeleteNonTerminalR,,DeleteMaliciousR,0,0,7,3
,MutateTerminalR,,AddXD,0,0,8,3
,AddTreeWithAdd,,AddTreeWithAdd,0,0,9,3
,DeleteTerminalR,,AddToLeafR,0,0,10,3
,AddTreeWithMult,,AddTreeWithMult,0,0,11,3
,AddXD,,DeleteMaliciousR,0,0,12,3
,MultXD,,MutateTerminalR,0,0,13,3
,DeleteMaliciousR,,DeleteMaliciousR,0,0,14,3
,AddTreeWithMult,,AddTreeWithMult,0,0,15,3
,MutateTerminalR,,DeleteTerminalR,0,0,16,3
,SubXD,,SubXD,0,0,17,3
,SkipD,,AddXD,0,0,18,3
,DeleteTerminalR,,AddXD,0,0,19,3
